Name = NACA 4418
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
4.0	1.033	0.02005	-0.109	0.201	0.465	0.944	0.997	51.528	0.269	0.356
5.0	1.150	0.02229	-0.112	0.170	0.505	0.934	0.997	51.604	0.269	0.347
6.0	1.264	0.02426	-0.114	0.140	0.551	0.919	0.998	52.109	0.269	0.340
7.0	1.374	0.02663	-0.116	0.110	0.608	0.903	0.998	51.603	0.269	0.334
8.0	1.478	0.02948	-0.118	0.082	0.685	0.882	0.998	50.128	0.269	0.330
9.0	1.576	0.03269	-0.120	0.060	0.767	0.858	0.998	48.207	0.269	0.326
10.0	1.667	0.03633	-0.121	0.046	0.832	0.832	0.998	45.887	0.269	0.323
11.0	1.747	0.04063	-0.123	0.034	0.871	0.801	0.998	42.999	0.270	0.320
12.0	1.818	0.04548	-0.124	0.027	0.894	0.769	0.998	39.972	0.271	0.318
13.0	1.879	0.05111	-0.126	0.022	0.911	0.735	0.997	36.760	0.272	0.317
14.0	1.929	0.05780	-0.127	0.019	0.927	0.698	0.997	33.372	0.273	0.316
15.0	1.967	0.06576	-0.128	0.015	0.937	0.658	0.997	29.918	0.275	0.315
16.0	1.995	0.07501	-0.129	0.013	0.946	0.617	0.997	26.598	0.280	0.314
17.0	2.012	0.08568	-0.129	0.011	0.956	0.577	0.997	23.488	0.324	0.314
18.0	2.009	0.09796	-0.130	0.010	0.961	0.536	0.997	20.505	0.220	0.315
19.0	1.991	0.11204	-0.130	0.009	0.966	0.496	0.998	17.772	0.243	0.315
20.0	1.963	0.12772	-0.130	0.008	0.973	0.457	0.998	15.368	0.246	0.316

Name = NACA 4418
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.126	0.16302	-0.044	0.764	0.009	0.991	0.132	-6.906	0.351	0.211
-19.0	-1.110	0.14515	-0.046	0.740	0.010	0.991	0.146	-7.646	0.348	0.208
-18.0	-1.087	0.12673	-0.048	0.716	0.011	0.991	0.169	-8.581	0.329	0.206
-17.0	-1.056	0.11100	-0.050	0.687	0.012	0.991	0.192	-9.514	0.315	0.202
-16.0	-1.017	0.09534	-0.053	0.662	0.013	0.991	0.223	-10.669	0.314	0.198
-15.0	-0.971	0.07999	-0.056	0.628	0.016	0.991	0.266	-12.144	0.310	0.193
-14.0	-0.917	0.06648	-0.059	0.600	0.017	0.990	0.316	-13.800	0.313	0.186
-13.0	-0.859	0.05268	-0.063	0.565	0.018	0.990	0.394	-16.313	0.331	0.177
-12.0	-0.803	0.03755	-0.068	0.527	0.020	0.990	0.538	-21.371	0.333	0.165
-11.0	-0.734	0.02705	-0.073	0.487	0.021	0.990	0.690	-27.137	0.313	0.150
-10.0	-0.651	0.02111	-0.078	0.439	0.024	0.990	0.836	-30.850	0.292	0.131
-9.0	-0.551	0.01773	-0.081	0.418	0.027	0.989	0.919	-31.057	0.277	0.103
-8.0	-0.439	0.01601	-0.083	0.404	0.033	0.988	0.957	-27.426	0.270	0.060
-7.0	-0.321	0.01491	-0.086	0.389	0.037	0.987	0.972	-21.533	0.268	-0.016
-6.0	-0.200	0.01394	-0.088	0.366	0.043	0.986	0.980	-14.337	0.267	-0.188
-5.0	-0.077	0.01018	-0.090	0.352	0.053	0.985	0.984	-7.520	0.267	-0.922
-4.0	0.048	0.01001	-0.092	0.339	0.062	0.983	0.989	4.801	0.267	2.161
-3.0	0.173	0.01405	-0.094	0.311	0.077	0.981	0.990	12.347	0.267	0.792
-2.0	0.299	0.01411	-0.096	0.295	0.094	0.980	0.991	21.210	0.268	0.571
-1.0	0.424	0.01455	-0.098	0.267	0.115	0.978	0.992	29.173	0.268	0.482
0.0	0.547	0.01510	-0.101	0.247	0.139	0.974	0.993	36.248	0.268	0.434
1.0	0.671	0.01591	-0.103	0.219	0.164	0.969	0.994	42.135	0.268	0.403
2.0	0.793	0.01668	-0.105	0.199	0.193	0.965	0.995	47.562	0.269	0.383
3.0	0.915	0.01784	-0.107	0.169	0.226	0.959	0.996	51.252	0.269	0.367
4.0	1.034	0.01916	-0.110	0.143	0.262	0.950	0.997	53.963	0.269	0.356
5.0	1.152	0.02116	-0.112	0.119	0.306	0.941	0.998	54.444	0.269	0.347
6.0	1.266	0.02264	-0.114	0.092	0.462	0.928	0.998	55.931	0.269	0.340
7.0	1.377	0.02482	-0.116	0.070	0.495	0.913	0.998	55.482	0.269	0.334
8.0	1.482	0.02725	-0.118	0.053	0.530	0.896	0.998	54.391	0.270	0.330
9.0	1.582	0.02987	-0.120	0.041	0.579	0.876	0.998	52.947	0.270	0.326
10.0	1.674	0.03295	-0.122	0.030	0.644	0.852	0.998	50.805	0.271	0.323
11.0	1.756	0.03638	-0.124	0.024	0.721	0.826	0.998	48.270	0.272	0.320
12.0	1.829	0.04026	-0.125	0.020	0.796	0.798	0.998	45.431	0.273	0.319
13.0	1.891	0.04505	-0.127	0.017	0.844	0.766	0.998	41.982	0.274	0.317
14.0	1.942	0.05095	-0.128	0.013	0.878	0.730	0.998	38.118	0.276	0.316
15.0	1.983	0.05766	-0.129	0.011	0.904	0.695	0.998	34.391	0.280	0.315
16.0	2.012	0.06539	-0.130	0.010	0.918	0.657	0.998	30.774	0.287	0.315
17.0	2.031	0.07450	-0.131	0.008	0.934	0.618	0.998	27.258	0.341	0.315
18.0	2.028	0.08476	-0.132	0.008	0.942	0.580	0.998	23.931	0.189	0.315
19.0	2.012	0.09668	-0.132	0.007	0.954	0.542	0.998	20.806	0.230	0.316
20.0	1.984	0.11008	-0.133	0.007	0.960	0.505	0.998	18.025	0.235	0.317

Name = NACA 4418
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.130	0.15431	-0.045	0.714	0.008	0.991	0.148	-7.325	0.356	0.210
-19.0	-1.115	0.13763	-0.047	0.684	0.008	0.991	0.164	-8.099	0.345	0.208
-18.0	-1.092	0.12058	-0.049	0.661	0.009	0.991	0.186	-9.054	0.323	0.205
-17.0	-1.060	0.10582	-0.051	0.626	0.010	0.991	0.208	-10.018	0.315	0.202
-16.0	-1.022	0.09050	-0.054	0.599	0.011	0.991	0.242	-11.291	0.317	0.197
-15.0	-0.977	0.07503	-0.057	0.565	0.013	0.991	0.291	-13.022	0.322	0.192
-14.0	-0.928	0.05947	-0.060	0.529	0.016	0.991	0.363	-15.597	0.334	0.185
-13.0	-0.876	0.04415	-0.065	0.499	0.017	0.990	0.478	-19.837	0.336	0.176
-12.0	-0.816	0.03172	-0.070	0.445	0.019	0.990	0.616	-25.735	0.322	0.164
-11.0	-0.745	0.02347	-0.075	0.420	0.020	0.990	0.760	-31.735	0.303	0.150
-10.0	-0.657	0.01925	-0.078	0.406	0.021	0.990	0.876	-34.113	0.284	0.131
-9.0	-0.553	0.01712	-0.081	0.395	0.024	0.990	0.936	-32.274	0.273	0.103
-8.0	-0.440	0.01509	-0.084	0.368	0.028	0.990	0.962	-29.123	0.269	0.060
-7.0	-0.321	0.01392	-0.086	0.354	0.034	0.989	0.977	-23.086	0.267	-0.017
-6.0	-0.200	0.01314	-0.088	0.345	0.039	0.988	0.982	-15.214	0.267	-0.189
-5.0	-0.077	0.00968	-0.090	0.315	0.045	0.986	0.987	-7.915	0.267	-0.922
-4.0	0.048	0.01024	-0.092	0.299	0.056	0.985	0.990	4.694	0.267	2.162
-3.0	0.173	0.01019	-0.094	0.275	0.066	0.983	0.991	17.022	0.267	0.792
-2.0	0.299	0.01368	-0.096	0.254	0.082	0.981	0.992	21.873	0.267	0.571
-1.0	0.424	0.01402	-0.098	0.232	0.099	0.979	0.993	30.274	0.268	0.482
0.0	0.548	0.01457	-0.101	0.208	0.119	0.977	0.993	37.587	0.268	0.434
1.0	0.671	0.01532	-0.103	0.184	0.143	0.972	0.994	43.797	0.268	0.403
2.0	0.794	0.01620	-0.105	0.162	0.168	0.967	0.996	48.969	0.269	0.383
3.0	0.915	0.01725	-0.107	0.135	0.194	0.962	0.997	53.044	0.269	0.367
4.0	1.035	0.01899	-0.110	0.114	0.224	0.954	0.997	54.499	0.269	0.356
5.0	1.153	0.02042	-0.112	0.091	0.260	0.945	0.998	56.445	0.269	0.347
6.0	1.268	0.02207	-0.114	0.069	0.299	0.934	0.998	57.430	0.269	0.340
7.0	1.379	0.02387	-0.116	0.054	0.391	0.920	0.998	57.765	0.270	0.334
8.0	1.485	0.02592	-0.118	0.041	0.473	0.904	0.998	57.283	0.270	0.330
9.0	1.585	0.02835	-0.120	0.032	0.505	0.885	0.998	55.887	0.270	0.326
10.0	1.678	0.03115	-0.122	0.024	0.544	0.864	0.998	53.881	0.271	0.323
11.0	1.761	0.03421	-0.124	0.020	0.593	0.841	0.998	51.488	0.273	0.321
12.0	1.835	0.03779	-0.126	0.017	0.657	0.814	0.998	48.558	0.273	0.319
13.0	1.898	0.04230	-0.127	0.013	0.730	0.782	0.998	44.861	0.275	0.317
14.0	1.950	0.04758	-0.129	0.010	0.800	0.749	0.998	40.977	0.278	0.316
15.0	1.992	0.05343	-0.130	0.009	0.847	0.716	0.998	37.276	0.283	0.315
16.0	2.022	0.06037	-0.131	0.008	0.881	0.680	0.998	33.495	0.290	0.315
17.0	2.041	0.06858	-0.132	0.007	0.906	0.643	0.998	29.764	0.347	0.315
18.0	2.039	0.07803	-0.133	0.007	0.922	0.605	0.998	26.133	0.177	0.315
19.0	2.023	0.08907	-0.133	0.006	0.936	0.567	0.998	22.709	0.231	0.316
20.0	1.993	0.10278	-0.134	0.005	0.945	0.526	0.999	19.394	0.241	0.317

Name = NACA 4418
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.133	0.14899	-0.046	0.668	0.008	0.992	0.159	-7.606	0.350	0.209
-19.0	-1.117	0.13260	-0.048	0.638	0.008	0.992	0.174	-8.427	0.349	0.207
-18.0	-1.096	0.11579	-0.050	0.613	0.009	0.992	0.200	-9.462	0.327	0.204
-17.0	-1.064	0.10151	-0.052	0.576	0.009	0.991	0.223	-10.480	0.312	0.201
-16.0	-1.025	0.08707	-0.054	0.553	0.010	0.991	0.256	-11.773	0.312	0.197
-15.0	-0.979	0.07299	-0.057	0.513	0.011	0.991	0.300	-13.415	0.322	0.192
-14.0	-0.931	0.05703	-0.061	0.470	0.013	0.991	0.381	-16.330	0.351	0.184
-13.0	-0.886	0.03939	-0.067	0.432	0.017	0.991	0.528	-22.484	0.344	0.175
-12.0	-0.825	0.02842	-0.071	0.412	0.018	0.991	0.663	-29.014	0.316	0.164
-11.0	-0.751	0.02150	-0.075	0.401	0.019	0.990	0.800	-34.942	0.297	0.150
-10.0	-0.659	0.01820	-0.079	0.381	0.020	0.990	0.896	-36.233	0.280	0.131
-9.0	-0.554	0.01642	-0.081	0.361	0.022	0.990	0.944	-33.721	0.272	0.103
-8.0	-0.440	0.01515	-0.084	0.350	0.025	0.990	0.966	-29.034	0.269	0.060
-7.0	-0.321	0.01340	-0.086	0.333	0.032	0.990	0.978	-23.993	0.267	-0.017
-6.0	-0.200	0.00955	-0.088	0.308	0.036	0.989	0.983	-20.945	0.267	-0.189
-5.0	-0.077	0.00937	-0.090	0.295	0.040	0.987	0.988	-8.180	0.267	-0.922
-4.0	0.048	0.00997	-0.092	0.266	0.050	0.986	0.990	4.822	0.267	2.162
-3.0	0.174	0.00991	-0.094	0.250	0.059	0.984	0.991	17.515	0.267	0.792
-2.0	0.299	0.01336	-0.096	0.225	0.073	0.982	0.992	22.399	0.267	0.572
-1.0	0.424	0.01374	-0.098	0.205	0.088	0.980	0.993	30.894	0.268	0.482
0.0	0.548	0.01429	-0.101	0.180	0.108	0.977	0.994	38.326	0.268	0.434
1.0	0.671	0.01496	-0.103	0.161	0.127	0.974	0.995	44.862	0.268	0.403
2.0	0.794	0.01585	-0.105	0.135	0.150	0.968	0.996	50.093	0.269	0.383
3.0	0.915	0.01677	-0.108	0.118	0.177	0.964	0.997	54.601	0.269	0.367
4.0	1.036	0.01857	-0.110	0.093	0.201	0.957	0.997	55.780	0.269	0.356
5.0	1.153	0.01994	-0.112	0.073	0.230	0.947	0.998	57.849	0.269	0.347
6.0	1.269	0.02138	-0.114	0.059	0.265	0.938	0.998	59.340	0.269	0.340
7.0	1.380	0.02322	-0.116	0.043	0.304	0.924	0.998	59.439	0.270	0.334
8.0	1.486	0.02503	-0.119	0.035	0.381	0.910	0.998	59.377	0.270	0.330
9.0	1.587	0.02733	-0.121	0.026	0.465	0.892	0.998	58.061	0.271	0.326
10.0	1.681	0.02988	-0.123	0.021	0.496	0.872	0.998	56.254	0.272	0.323
11.0	1.765	0.03272	-0.124	0.018	0.526	0.850	0.998	53.928	0.273	0.321
12.0	1.838	0.03641	-0.126	0.013	0.570	0.823	0.998	50.489	0.274	0.319
13.0	1.902	0.04056	-0.128	0.011	0.625	0.794	0.998	46.901	0.276	0.317
14.0	1.955	0.04535	-0.129	0.009	0.693	0.762	0.998	43.119	0.279	0.316
15.0	1.998	0.05067	-0.131	0.008	0.762	0.730	0.998	39.422	0.284	0.315
16.0	2.029	0.05720	-0.132	0.007	0.825	0.695	0.998	35.468	0.292	0.315
17.0	2.048	0.06472	-0.133	0.007	0.869	0.659	0.998	31.652	0.351	0.315
18.0	2.047	0.07366	-0.134	0.006	0.895	0.622	0.998	27.789	0.182	0.315
19.0	2.029	0.08487	-0.134	0.005	0.913	0.581	0.998	23.904	0.238	0.316
20.0	1.997	0.09916	-0.134	0.003	0.933	0.535	0.999	20.143	0.247	0.317

Name = NACA 4418
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.136	0.14486	-0.047	0.627	0.007	0.992	0.168	-7.840	0.355	0.209
-19.0	-1.120	0.12920	-0.048	0.605	0.008	0.992	0.184	-8.669	0.345	0.207
-18.0	-1.098	0.11300	-0.050	0.569	0.008	0.992	0.208	-9.713	0.325	0.204
-17.0	-1.066	0.09864	-0.052	0.538	0.008	0.991	0.233	-10.810	0.316	0.201
-16.0	-1.028	0.08408	-0.055	0.508	0.009	0.991	0.269	-12.230	0.315	0.197
-15.0	-0.983	0.07005	-0.058	0.462	0.010	0.991	0.317	-14.032	0.321	0.191
-14.0	-0.934	0.05511	-0.061	0.427	0.011	0.991	0.394	-16.949	0.345	0.184
-13.0	-0.887	0.03832	-0.067	0.410	0.014	0.991	0.537	-23.156	0.350	0.175
-12.0	-0.831	0.02618	-0.072	0.400	0.017	0.991	0.698	-31.738	0.320	0.164
-11.0	-0.756	0.02014	-0.076	0.377	0.018	0.991	0.829	-37.513	0.292	0.150
-10.0	-0.661	0.01745	-0.079	0.358	0.019	0.990	0.910	-37.883	0.278	0.130
-9.0	-0.554	0.01581	-0.081	0.348	0.021	0.990	0.950	-35.058	0.271	0.103
-8.0	-0.440	0.01476	-0.084	0.327	0.022	0.990	0.968	-29.820	0.268	0.060
-7.0	-0.322	0.01310	-0.086	0.306	0.028	0.990	0.979	-24.543	0.267	-0.017
-6.0	-0.200	0.00929	-0.088	0.294	0.034	0.989	0.985	-21.535	0.267	-0.189
-5.0	-0.077	0.00919	-0.090	0.264	0.038	0.988	0.989	-8.337	0.267	-0.922
-4.0	0.048	0.00974	-0.092	0.249	0.045	0.986	0.990	4.935	0.267	2.162
-3.0	0.174	0.00972	-0.094	0.224	0.056	0.985	0.991	17.850	0.267	0.792
-2.0	0.299	0.00970	-0.096	0.205	0.066	0.983	0.992	30.865	0.267	0.572
-1.0	0.425	0.01348	-0.098	0.182	0.082	0.981	0.993	31.488	0.268	0.482
0.0	0.548	0.01400	-0.101	0.162	0.097	0.978	0.994	39.111	0.268	0.434
1.0	0.671	0.01475	-0.103	0.139	0.116	0.975	0.995	45.508	0.269	0.403
2.0	0.794	0.01548	-0.105	0.122	0.141	0.970	0.997	51.296	0.269	0.383
3.0	0.916	0.01712	-0.108	0.097	0.160	0.965	0.997	53.477	0.269	0.367
4.0	1.036	0.01814	-0.110	0.081	0.185	0.959	0.997	57.110	0.269	0.356
5.0	1.154	0.01945	-0.112	0.063	0.216	0.950	0.998	59.348	0.269	0.347
6.0	1.269	0.02092	-0.114	0.048	0.240	0.940	0.998	60.675	0.270	0.340
7.0	1.381	0.02259	-0.117	0.038	0.272	0.928	0.998	61.130	0.270	0.334
8.0	1.487	0.02452	-0.119	0.028	0.311	0.914	0.998	60.671	0.270	0.330
9.0	1.588	0.02648	-0.121	0.022	0.447	0.897	0.998	59.987	0.271	0.326
10.0	1.683	0.02884	-0.123	0.019	0.463	0.879	0.998	58.375	0.272	0.323
11.0	1.767	0.03178	-0.125	0.015	0.491	0.856	0.998	55.598	0.273	0.321
12.0	1.841	0.03524	-0.126	0.011	0.521	0.831	0.998	52.247	0.274	0.319
13.0	1.906	0.03915	-0.128	0.009	0.563	0.803	0.998	48.676	0.276	0.317
14.0	1.959	0.04365	-0.130	0.008	0.613	0.772	0.998	44.888	0.280	0.316
15.0	2.002	0.04871	-0.131	0.008	0.673	0.741	0.998	41.110	0.285	0.315
16.0	2.034	0.05476	-0.132	0.007	0.744	0.708	0.998	37.150	0.294	0.315
17.0	2.054	0.06210	-0.133	0.006	0.804	0.671	0.998	33.072	0.354	0.315
18.0	2.051	0.07121	-0.134	0.005	0.853	0.632	0.998	28.804	0.196	0.315
19.0	2.032	0.08285	-0.134	0.004	0.885	0.588	0.998	24.525	0.237	0.316
20.0	2.002	0.09585	-0.135	0.003	0.910	0.545	0.999	20.883	0.242	0.317

Name = NACA 4418
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.137	0.14224	-0.047	0.598	0.007	0.992	0.173	-7.995	0.370	0.209
-19.0	-1.122	0.12601	-0.049	0.566	0.007	0.992	0.193	-8.907	0.351	0.207
-18.0	-1.100	0.10994	-0.051	0.534	0.008	0.992	0.217	-10.005	0.325	0.204
-17.0	-1.069	0.09617	-0.053	0.507	0.008	0.991	0.242	-11.113	0.314	0.201
-16.0	-1.030	0.08216	-0.055	0.462	0.008	0.991	0.278	-12.540	0.315	0.196
-15.0	-0.985	0.06812	-0.058	0.427	0.009	0.991	0.328	-14.467	0.323	0.191
-14.0	-0.937	0.05309	-0.062	0.410	0.010	0.991	0.410	-17.656	0.343	0.184
-13.0	-0.890	0.03707	-0.067	0.400	0.012	0.991	0.549	-23.997	0.349	0.175
-12.0	-0.834	0.02503	-0.072	0.376	0.016	0.991	0.717	-33.330	0.321	0.163
-11.0	-0.759	0.01922	-0.076	0.358	0.018	0.991	0.850	-39.488	0.291	0.149
-10.0	-0.662	0.01688	-0.079	0.348	0.019	0.990	0.919	-39.255	0.276	0.130
-9.0	-0.555	0.01541	-0.082	0.328	0.020	0.990	0.955	-36.005	0.270	0.103
-8.0	-0.440	0.01439	-0.084	0.306	0.021	0.990	0.972	-30.597	0.268	0.060
-7.0	-0.322	0.01357	-0.086	0.295	0.025	0.990	0.980	-23.694	0.267	-0.017
-6.0	-0.200	0.00919	-0.088	0.265	0.033	0.990	0.985	-21.771	0.267	-0.189
-5.0	-0.077	0.00978	-0.090	0.250	0.036	0.989	0.989	-7.839	0.267	-0.923
-4.0	0.048	0.00969	-0.092	0.227	0.042	0.987	0.990	4.960	0.267	2.162
-3.0	0.174	0.00953	-0.094	0.207	0.053	0.985	0.992	18.214	0.267	0.792
