Name = NACA 4412
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
2.0	0.752	0.01242	-0.102	0.269	0.260	0.985	0.998	60.553	0.262	0.386
3.0	0.870	0.01661	-0.103	0.237	0.526	0.982	0.998	52.363	0.263	0.369
4.0	0.986	0.01780	-0.105	0.197	0.602	0.978	0.998	55.375	0.263	0.356
5.0	1.098	0.01934	-0.106	0.147	0.759	0.970	0.998	56.752	0.263	0.347
6.0	1.205	0.02173	-0.108	0.082	0.878	0.960	0.998	55.430	0.263	0.339
7.0	1.305	0.02472	-0.109	0.035	0.917	0.943	0.998	52.803	0.263	0.333
8.0	1.396	0.02747	-0.110	0.019	0.940	0.926	0.998	50.820	0.264	0.329
9.0	1.473	0.03027	-0.111	0.014	0.957	0.905	0.998	48.644	0.265	0.326
10.0	1.534	0.03367	-0.112	0.011	0.965	0.877	0.998	45.555	0.266	0.323
11.0	1.577	0.03785	-0.113	0.008	0.976	0.841	0.998	41.653	0.267	0.322
12.0	1.600	0.04304	-0.113	0.006	0.980	0.797	0.998	37.168	0.265	0.321
13.0	1.601	0.04948	-0.113	0.005	0.986	0.740	0.998	32.357	0.299	0.321
14.0	1.577	0.05910	-0.112	0.004	0.997	0.657	0.998	26.680	0.301	0.321
15.0	1.525	0.07418	-0.109	0.004	0.998	0.539	0.998	20.553	0.325	0.322
16.0	1.436	0.10377	-0.102	0.003	0.998	0.347	0.998	13.834	0.407	0.321
17.0	1.312	0.15489	-0.076	0.003	0.998	0.076	0.998	8.470	0.435	0.308
18.0	1.259	0.17803	-0.069	0.003	0.998	0.043	0.998	7.070	0.336	0.305
19.0	1.207	0.19750	-0.067	0.003	0.998	0.035	0.998	6.109	0.277	0.305
20.0	1.151	0.22092	-0.066	0.002	0.998	0.031	0.999	5.210	0.267	0.307

Name = NACA 4412
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.663	0.20958	-0.038	0.839	0.005	0.992	0.027	-3.161	0.217	0.193
-19.0	-0.690	0.19131	-0.039	0.815	0.005	0.992	0.029	-3.606	0.226	0.193
-18.0	-0.711	0.16765	-0.039	0.798	0.006	0.992	0.029	-4.244	0.197	0.195
-17.0	-0.727	0.15124	-0.041	0.768	0.006	0.992	0.035	-4.807	0.018	0.194
-16.0	-0.723	0.13434	-0.042	0.744	0.006	0.993	0.037	-5.383	0.431	0.192
-15.0	-0.711	0.11929	-0.044	0.714	0.006	0.993	0.044	-5.959	0.343	0.188
-14.0	-0.688	0.10521	-0.045	0.681	0.007	0.993	0.049	-6.543	0.336	0.184
-13.0	-0.657	0.09245	-0.048	0.652	0.007	0.993	0.066	-7.111	0.336	0.176
-12.0	-0.616	0.07992	-0.051	0.615	0.007	0.993	0.084	-7.705	0.338	0.166
-11.0	-0.567	0.06663	-0.056	0.574	0.008	0.993	0.126	-8.502	0.348	0.150
-10.0	-0.509	0.05417	-0.062	0.533	0.008	0.993	0.188	-9.393	0.455	0.128
-9.0	-0.468	0.02851	-0.077	0.480	0.010	0.993	0.518	-16.401	0.535	0.086
-8.0	-0.416	0.01591	-0.088	0.429	0.011	0.992	0.978	-26.170	0.332	0.038
-7.0	-0.311	0.01268	-0.090	0.410	0.015	0.992	0.990	-24.543	0.262	-0.038
-6.0	-0.199	0.01208	-0.091	0.398	0.018	0.992	0.992	-16.507	0.261	-0.206
-5.0	-0.083	0.01169	-0.092	0.372	0.021	0.992	0.993	-7.145	0.261	-0.854
-4.0	0.035	0.01146	-0.093	0.357	0.028	0.992	0.995	3.058	0.261	2.917
-3.0	0.155	0.01137	-0.095	0.345	0.039	0.991	0.996	13.619	0.261	0.862
-2.0	0.275	0.01212	-0.096	0.314	0.056	0.991	0.997	22.727	0.262	0.599
-1.0	0.396	0.01203	-0.098	0.295	0.080	0.991	0.997	32.881	0.262	0.497
0.0	0.515	0.01230	-0.099	0.262	0.111	0.990	0.998	41.858	0.262	0.442
1.0	0.634	0.01259	-0.101	0.234	0.147	0.990	0.998	50.350	0.262	0.409
2.0	0.753	0.01163	-0.102	0.203	0.188	0.988	0.998	64.725	0.262	0.386
3.0	0.870	0.01217	-0.103	0.165	0.237	0.985	0.998	71.518	0.263	0.369
4.0	0.986	0.01747	-0.105	0.123	0.300	0.981	0.998	56.458	0.263	0.356
5.0	1.099	0.01877	-0.106	0.078	0.510	0.975	0.998	58.532	0.263	0.347
6.0	1.206	0.02086	-0.108	0.036	0.565	0.965	0.999	57.822	0.263	0.339
7.0	1.308	0.02263	-0.109	0.024	0.656	0.955	0.999	57.820	0.264	0.333
8.0	1.400	0.02448	-0.110	0.015	0.827	0.940	0.999	57.198	0.265	0.329
9.0	1.478	0.02678	-0.112	0.012	0.904	0.923	0.998	55.195	0.266	0.326
10.0	1.541	0.02962	-0.113	0.009	0.934	0.900	0.998	52.028	0.268	0.323
11.0	1.586	0.03321	-0.114	0.006	0.952	0.870	0.998	47.756	0.272	0.322
12.0	1.612	0.03740	-0.114	0.005	0.964	0.833	0.998	43.089	0.283	0.321
13.0	1.617	0.04257	-0.115	0.004	0.976	0.788	0.999	37.993	0.242	0.321
14.0	1.600	0.04984	-0.114	0.003	0.983	0.725	0.998	32.099	0.272	0.322
15.0	1.562	0.05955	-0.113	0.003	0.998	0.649	0.998	26.230	0.281	0.323
16.0	1.503	0.07393	-0.111	0.003	0.998	0.551	0.998	20.330	0.295	0.324
17.0	1.425	0.09576	-0.107	0.002	0.998	0.429	0.998	14.885	0.322	0.325
18.0	1.327	0.13173	-0.099	0.002	0.998	0.262	0.999	10.073	0.346	0.324
19.0	1.242	0.16448	-0.090	0.002	0.998	0.154	0.998	7.552	0.355	0.322
20.0	1.168	0.19478	-0.082	0.002	0.998	0.092	0.999	5.998	0.356	0.320

Name = NACA 4412
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.664	0.19718	-0.040	0.791	0.005	0.993	0.036	-3.368	0.208	0.189
-19.0	-0.692	0.17928	-0.042	0.763	0.005	0.993	0.040	-3.858	0.208	0.190
-18.0	-0.714	0.16117	-0.042	0.736	0.005	0.993	0.043	-4.430	0.204	0.190
-17.0	-0.729	0.14371	-0.043	0.710	0.006	0.993	0.046	-5.072	0.030	0.191
-16.0	-0.726	0.12702	-0.045	0.675	0.006	0.993	0.054	-5.717	0.516	0.188
-15.0	-0.714	0.11311	-0.047	0.644	0.006	0.993	0.064	-6.315	0.351	0.184
-14.0	-0.692	0.10013	-0.049	0.612	0.006	0.993	0.071	-6.911	0.328	0.180
-13.0	-0.661	0.08743	-0.051	0.572	0.006	0.993	0.088	-7.560	0.335	0.172
-12.0	-0.620	0.07472	-0.055	0.534	0.007	0.993	0.114	-8.302	0.348	0.162
-11.0	-0.573	0.06084	-0.060	0.491	0.007	0.993	0.171	-9.414	0.372	0.145
-10.0	-0.520	0.04566	-0.067	0.433	0.008	0.993	0.280	-11.386	0.644	0.121
-9.0	-0.507	0.01699	-0.086	0.412	0.009	0.993	0.903	-29.855	0.457	0.081
-8.0	-0.417	0.01171	-0.088	0.400	0.010	0.993	0.983	-35.599	0.270	0.038
-7.0	-0.311	0.01188	-0.090	0.375	0.013	0.992	0.990	-26.204	0.262	-0.038
-6.0	-0.199	0.01148	-0.091	0.358	0.017	0.992	0.992	-17.371	0.261	-0.206
-5.0	-0.084	0.01106	-0.092	0.348	0.019	0.992	0.994	-7.553	0.261	-0.854
-4.0	0.035	0.01102	-0.093	0.320	0.025	0.992	0.995	3.181	0.261	2.917
-3.0	0.155	0.01087	-0.095	0.300	0.035	0.992	0.997	14.251	0.261	0.862
-2.0	0.275	0.01156	-0.096	0.272	0.047	0.992	0.997	23.821	0.262	0.599
-1.0	0.396	0.01162	-0.098	0.250	0.067	0.991	0.997	34.055	0.262	0.497
0.0	0.515	0.01188	-0.099	0.218	0.092	0.991	0.998	43.346	0.262	0.442
1.0	0.634	0.01218	-0.101	0.192	0.122	0.990	0.998	52.047	0.262	0.409
2.0	0.753	0.01131	-0.102	0.161	0.156	0.989	0.998	66.571	0.262	0.386
3.0	0.871	0.01181	-0.104	0.124	0.194	0.986	0.998	73.711	0.263	0.369
4.0	0.987	0.01257	-0.105	0.085	0.238	0.982	0.998	78.494	0.263	0.356
5.0	1.099	0.01849	-0.106	0.051	0.294	0.978	0.998	59.462	0.263	0.347
6.0	1.207	0.01981	-0.108	0.029	0.482	0.970	0.999	60.949	0.264	0.339
7.0	1.310	0.02158	-0.109	0.017	0.521	0.961	0.999	60.695	0.264	0.333
8.0	1.403	0.02345	-0.111	0.013	0.577	0.948	0.999	59.819	0.265	0.329
9.0	1.481	0.02547	-0.112	0.010	0.668	0.933	0.999	58.161	0.267	0.326
10.0	1.545	0.02778	-0.113	0.007	0.831	0.912	0.999	55.604	0.269	0.323
11.0	1.591	0.03090	-0.114	0.005	0.908	0.885	0.999	51.485	0.274	0.322
12.0	1.618	0.03468	-0.115	0.004	0.938	0.851	0.999	46.643	0.288	0.321
13.0	1.625	0.03915	-0.115	0.004	0.959	0.811	0.999	41.506	0.190	0.321
14.0	1.610	0.04563	-0.115	0.003	0.971	0.754	0.998	35.270	0.260	0.322
15.0	1.575	0.05368	-0.115	0.003	0.982	0.689	0.999	29.346	0.271	0.323
16.0	1.521	0.06545	-0.113	0.002	0.998	0.605	0.998	23.239	0.282	0.325
17.0	1.449	0.08284	-0.111	0.002	0.998	0.501	0.998	17.489	0.291	0.326
18.0	1.369	0.10534	-0.107	0.002	0.998	0.398	0.999	12.996	0.303	0.328
19.0	1.283	0.13394	-0.102	0.002	0.998	0.289	0.998	9.576	0.332	0.329
20.0	1.190	0.17262	-0.092	0.002	0.998	0.166	0.999	6.892	0.352	0.328

Name = NACA 4412
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.665	0.19531	-0.041	0.746	0.004	0.993	0.041	-3.404	0.207	0.188
-19.0	-0.693	0.17159	-0.043	0.716	0.005	0.993	0.046	-4.036	0.209	0.188
-18.0	-0.715	0.15524	-0.043	0.683	0.005	0.993	0.049	-4.605	0.181	0.189
-17.0	-0.731	0.13804	-0.045	0.659	0.005	0.993	0.057	-5.296	-0.006	0.188
-16.0	-0.728	0.12238	-0.047	0.620	0.006	0.993	0.065	-5.949	0.462	0.186
-15.0	-0.716	0.10903	-0.048	0.585	0.006	0.993	0.073	-6.566	0.355	0.182
-14.0	-0.694	0.09648	-0.050	0.557	0.006	0.993	0.084	-7.196	0.335	0.177
-13.0	-0.663	0.08392	-0.053	0.513	0.006	0.993	0.102	-7.904	0.340	0.170
-12.0	-0.624	0.07108	-0.057	0.457	0.007	0.993	0.137	-8.776	0.359	0.159
-11.0	-0.578	0.05672	-0.062	0.422	0.007	0.993	0.206	-10.184	0.392	0.142
-10.0	-0.529	0.03952	-0.070	0.406	0.007	0.993	0.354	-13.382	0.624	0.117
-9.0	-0.512	0.01582	-0.087	0.392	0.008	0.993	0.952	-32.402	0.413	0.081
-8.0	-0.417	0.01122	-0.088	0.366	0.009	0.993	0.987	-37.183	0.265	0.038
-7.0	-0.311	0.01148	-0.090	0.353	0.012	0.993	0.991	-27.104	0.261	-0.038
-6.0	-0.199	0.01096	-0.091	0.343	0.015	0.992	0.993	-18.201	0.261	-0.206
-5.0	-0.084	0.01078	-0.092	0.312	0.018	0.992	0.994	-7.750	0.261	-0.854
-4.0	0.035	0.01055	-0.094	0.297	0.022	0.992	0.996	3.323	0.261	2.918
-3.0	0.155	0.01057	-0.095	0.265	0.030	0.992	0.997	14.661	0.261	0.862
-2.0	0.275	0.01124	-0.096	0.248	0.042	0.992	0.997	24.502	0.262	0.599
-1.0	0.396	0.01130	-0.098	0.215	0.059	0.992	0.997	35.003	0.262	0.497
0.0	0.515	0.01159	-0.099	0.190	0.081	0.991	0.998	44.434	0.262	0.442
1.0	0.634	0.01191	-0.101	0.163	0.108	0.991	0.998	53.224	0.262	0.409
2.0	0.753	0.01245	-0.102	0.129	0.138	0.990	0.998	60.490	0.263	0.386
3.0	0.871	0.01159	-0.104	0.097	0.172	0.987	0.998	75.129	0.263	0.369
4.0	0.987	0.01227	-0.105	0.064	0.208	0.984	0.998	80.409	0.263	0.356
5.0	1.100	0.01794	-0.106	0.037	0.250	0.979	0.998	61.299	0.263	0.347
6.0	1.208	0.01935	-0.108	0.024	0.303	0.973	0.999	62.415	0.264	0.339
7.0	1.311	0.02071	-0.109	0.015	0.470	0.964	0.999	63.287	0.264	0.333
8.0	1.404	0.02248	-0.111	0.012	0.506	0.953	0.999	62.443	0.266	0.329
9.0	1.483	0.02450	-0.112	0.009	0.553	0.939	0.999	60.538	0.267	0.326
10.0	1.547	0.02697	-0.113	0.006	0.616	0.919	0.999	57.367	0.270	0.323
11.0	1.594	0.02978	-0.114	0.004	0.722	0.894	0.999	53.510	0.275	0.322
12.0	1.622	0.03301	-0.115	0.003	0.873	0.863	0.999	49.124	0.291	0.321
13.0	1.630	0.03716	-0.116	0.003	0.928	0.825	0.999	43.853	0.109	0.321
14.0	1.616	0.04292	-0.116	0.002	0.954	0.774	0.999	37.660	0.252	0.322
15.0	1.584	0.05017	-0.116	0.002	0.970	0.714	0.999	31.564	0.264	0.323
16.0	1.533	0.06006	-0.115	0.002	0.985	0.641	0.999	25.517	0.276	0.325
17.0	1.462	0.07590	-0.112	0.002	0.998	0.541	0.998	19.256	0.284	0.327
18.0	1.384	0.09507	-0.110	0.002	0.998	0.447	0.999	14.562	0.289	0.329
19.0	1.303	0.11889	-0.106	0.002	0.998	0.356	0.998	10.956	0.309	0.332
20.0	1.211	0.15280	-0.100	0.002	0.998	0.241	0.999	7.926	0.323	0.332

Name = NACA 4412
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.665	0.19341	-0.042	0.707	0.003	0.993	0.043	-3.439	0.208	0.187
-19.0	-0.693	0.17316	-0.043	0.670	0.004	0.993	0.048	-4.002	0.198	0.188
-18.0	-0.716	0.15178	-0.044	0.639	0.005	0.993	0.054	-4.717	0.166	0.188
-17.0	-0.732	0.13488	-0.046	0.611	0.005	0.993	0.064	-5.429	0.004	0.187
-16.0	-0.729	0.12068	-0.048	0.572	0.005	0.993	0.071	-6.042	0.483	0.185
-15.0	-0.718	0.10608	-0.050	0.540	0.006	0.993	0.083	-6.765	0.367	0.181
-14.0	-0.696	0.09372	-0.052	0.506	0.006	0.993	0.095	-7.429	0.342	0.176
-13.0	-0.666	0.08082	-0.055	0.448	0.006	0.993	0.119	-8.240	0.344	0.168
-12.0	-0.626	0.06831	-0.058	0.418	0.006	0.993	0.155	-9.171	0.367	0.157
-11.0	-0.582	0.05282	-0.064	0.404	0.007	0.993	0.241	-11.024	0.484	0.140
-10.0	-0.550	0.02871	-0.076	0.385	0.007	0.993	0.527	-19.156	0.580	0.112
-9.0	-0.514	0.01518	-0.087	0.363	0.008	0.993	0.965	-33.836	0.343	0.081
-8.0	-0.417	0.01088	-0.088	0.351	0.009	0.993	0.989	-38.365	0.264	0.038
-7.0	-0.311	0.01120	-0.090	0.336	0.011	0.993	0.991	-27.784	0.261	-0.038
-6.0	-0.199	0.01073	-0.091	0.309	0.015	0.993	0.993	-18.594	0.261	-0.206
-5.0	-0.084	0.01047	-0.092	0.296	0.017	0.993	0.995	-7.975	0.261	-0.854
-4.0	0.035	0.01043	-0.094	0.263	0.021	0.992	0.996	3.363	0.261	2.918
-3.0	0.155	0.01103	-0.095	0.248	0.028	0.992	0.997	14.048	0.261	0.862
-2.0	0.275	0.01105	-0.096	0.216	0.038	0.992	0.997	24.924	0.262	0.599
-1.0	0.396	0.01105	-0.098	0.196	0.054	0.992	0.998	35.818	0.262	0.497
0.0	0.515	0.01136	-0.099	0.166	0.074	0.991	0.998	45.328	0.262	0.442
1.0	0.634	0.01172	-0.101	0.136	0.097	0.991	0.998	54.109	0.262	0.409
2.0	0.753	0.01222	-0.102	0.109	0.123	0.990	0.998	61.618	0.263	0.386
3.0	0.871	0.01139	-0.104	0.079	0.152	0.988	0.998	76.462	0.263	0.369
4.0	0.987	0.01203	-0.105	0.051	0.186	0.985	0.998	82.047	0.263	0.356
5.0	1.100	0.01745	-0.107	0.031	0.222	0.981	0.998	63.047	0.264	0.347
6.0	1.209	0.01885	-0.108	0.019	0.264	0.976	0.999	64.105	0.264	0.339
7.0	1.312	0.02030	-0.109	0.014	0.318	0.967	0.999	64.622	0.265	0.333
8.0	1.405	0.02178	-0.111	0.010	0.467	0.958	0.999	64.521	0.266	0.329
9.0	1.484	0.02369	-0.112	0.008	0.501	0.944	0.999	62.653	0.268	0.326
10.0	1.549	0.02613	-0.113	0.005	0.540	0.926	0.999	59.281	0.271	0.323
11.0	1.596	0.02888	-0.115	0.004	0.597	0.902	0.999	55.279	0.276	0.322
12.0	1.625	0.03211	-0.115	0.003	0.677	0.873	0.999	50.606	0.293	0.321
13.0	1.634	0.03570	-0.116	0.003	0.819	0.838	0.999	45.768	-0.033	0.321
14.0	1.622	0.04086	-0.116	0.002	0.914	0.789	0.999	39.685	0.246	0.322
15.0	1.590	0.04746	-0.116	0.002	0.949	0.733	0.999	33.500	0.261	0.323
16.0	1.539	0.05692	-0.116	0.002	0.971	0.661	0.999	27.043	0.271	0.325
17.0	1.472	0.07060	-0.114	0.002	0.998	0.572	0.998	20.844	0.280	0.327
18.0	1.393	0.08916	-0.111	0.002	0.998	0.476	0.999	15.627	0.282	0.330
19.0	1.315	0.10922	-0.109	0.002	0.998	0.399	0.998	12.041	0.293	0.333
20.0	1.228	0.13809	-0.104	0.002	0.998	0.299	0.999	8.890	0.304	0.335

Name = NACA 4412
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.665	0.19529	-0.042	0.665	0.002	0.993	0.044	-3.407	0.216	0.187
-19.0	-0.693	0.17108	-0.043	0.631	0.003	0.993	0.048	-4.051	0.190	0.188
-18.0	-0.717	0.15018	-0.045	0.608	0.005	0.993	0.059	-4.772	0.151	0.187
-17.0	-0.733	0.13206	-0.047	0.568	0.005	0.993	0.069	-5.552	0.009	0.186
-16.0	-0.730	0.11802	-0.048	0.534	0.005	0.993	0.076	-6.186	0.488	0.184
-15.0	-0.719	0.10421	-0.050	0.504	0.005	0.993	0.089	-6.897	0.372	0.180
-14.0	-0.697	0.09154	-0.052	0.449	0.006	0.993	0.102	-7.619	0.345	0.175
-13.0	-0.667	0.07924	-0.055	0.417	0.006	0.993	0.128	-8.423	0.351	0.167
-12.0	-0.629	0.06586	-0.059	0.403	0.006	0.993	0.171	-9.548	0.371	0.156
-11.0	-0.585	0.05061	-0.065	0.385	0.006	0.993	0.260	-11.559	0.538	0.138
-10.0	-0.562	0.02399	-0.079	0.362	0.007	0.993	0.623	-23.409	0.559	0.110
-9.0	-0.515	0.01472	-0.087	0.351	0.007	0.993	0.972	-34.945	0.318	0.081
-8.0	-0.417	0.01139	-0.088	0.338	0.008	0.993	0.989	-36.641	0.263	0.038
-7.0	-0.311	0.01096	-0.090	0.309	0.010	0.993	0.991	-28.408	0.261	-0.038
-6.0	-0.199	0.01046	-0.091	0.297	0.014	0.993	0.993	-19.075	0.261	-0.206
-5.0	-0.084	0.01035	-0.092	0.265	0.017	0.993	0.995	-8.068	0.261	-0.854
-4.0	0.035	0.01019	-0.094	0.249	0.019	0.993	0.996	3.442	0.261	2.918
-3.0	0.155	0.01092	-0.095	0.219	0.026	0.992	0.997	14.192	0.261	0.862
