Name = NACA 4415
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-17.0	-0.911	0.12088	-0.050	0.615	0.007	0.992	0.127	-7.539	0.349	0.195
-16.0	-0.889	0.10646	-0.052	0.579	0.007	0.992	0.143	-8.349	0.334	0.192
-15.0	-0.859	0.09201	-0.054	0.555	0.007	0.992	0.170	-9.331	0.331	0.187
-14.0	-0.820	0.07791	-0.057	0.512	0.008	0.992	0.207	-10.528	0.334	0.180
-13.0	-0.776	0.06302	-0.061	0.464	0.009	0.992	0.269	-12.308	0.348	0.171
-12.0	-0.727	0.04737	-0.067	0.426	0.010	0.992	0.372	-15.350	0.392	0.158
-11.0	-0.685	0.02897	-0.074	0.409	0.011	0.992	0.599	-23.633	0.419	0.141
-10.0	-0.635	0.01772	-0.082	0.399	0.014	0.992	0.901	-35.868	0.321	0.121
-9.0	-0.541	0.01568	-0.085	0.372	0.016	0.992	0.964	-34.480	0.271	0.094
-8.0	-0.433	0.01445	-0.086	0.357	0.018	0.992	0.980	-29.964	0.265	0.051
-7.0	-0.319	0.01059	-0.088	0.347	0.020	0.991	0.988	-30.128	0.264	-0.026
-6.0	-0.201	0.01124	-0.090	0.320	0.023	0.991	0.990	-17.873	0.264	-0.196
-5.0	-0.081	0.01086	-0.091	0.302	0.029	0.991	0.992	-7.420	0.264	-0.881
-4.0	0.041	0.01073	-0.093	0.280	0.036	0.991	0.993	3.836	0.264	2.505
-3.0	0.164	0.01076	-0.095	0.255	0.045	0.991	0.994	15.224	0.264	0.827
-2.0	0.287	0.00980	-0.096	0.235	0.058	0.990	0.995	29.287	0.264	0.586
-1.0	0.410	0.00989	-0.098	0.209	0.075	0.988	0.997	41.459	0.265	0.489
0.0	0.531	0.01070	-0.100	0.184	0.094	0.986	0.997	49.631	0.265	0.438
1.0	0.652	0.01092	-0.102	0.162	0.116	0.983	0.998	59.731	0.265	0.406
2.0	0.773	0.01544	-0.104	0.132	0.143	0.980	0.998	50.086	0.265	0.384
3.0	0.893	0.01635	-0.105	0.106	0.174	0.977	0.998	54.626	0.266	0.368
4.0	1.011	0.01748	-0.107	0.082	0.202	0.971	0.998	57.850	0.266	0.356
5.0	1.127	0.01884	-0.109	0.059	0.236	0.965	0.998	59.852	0.266	0.347
6.0	1.240	0.02036	-0.111	0.041	0.276	0.956	0.998	60.890	0.266	0.340
7.0	1.348	0.02204	-0.113	0.029	0.329	0.945	0.998	61.177	0.267	0.334
8.0	1.449	0.02370	-0.114	0.021	0.468	0.932	0.998	61.141	0.267	0.329
9.0	1.543	0.02590	-0.116	0.016	0.500	0.915	0.998	59.554	0.268	0.325
10.0	1.628	0.02841	-0.118	0.012	0.536	0.895	0.999	57.299	0.269	0.322
11.0	1.704	0.03118	-0.119	0.010	0.588	0.872	0.999	54.643	0.270	0.320
12.0	1.765	0.03439	-0.120	0.009	0.657	0.845	0.999	51.333	0.274	0.318
13.0	1.807	0.03819	-0.122	0.008	0.749	0.815	0.999	47.328	0.281	0.317
14.0	1.831	0.04325	-0.122	0.006	0.836	0.776	0.999	42.340	0.296	0.317
15.0	1.838	0.04977	-0.123	0.004	0.884	0.731	0.999	36.926	-0.009	0.317
16.0	1.828	0.05767	-0.123	0.003	0.915	0.683	0.998	31.697	0.242	0.317
17.0	1.802	0.06750	-0.123	0.003	0.937	0.629	0.998	26.694	0.253	0.318
18.0	1.765	0.07856	-0.123	0.003	0.952	0.579	0.998	22.461	0.259	0.320
19.0	1.713	0.09303	-0.123	0.002	0.962	0.522	0.998	18.415	0.263	0.322
20.0	1.655	0.10897	-0.122	0.002	0.974	0.471	0.998	15.189	0.262	0.324

Name = NACA 4415
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.931	0.16436	-0.046	0.665	0.006	0.992	0.100	-5.666	-0.796	0.201
-19.0	-0.932	0.14786	-0.047	0.631	0.006	0.992	0.108	-6.306	1.028	0.199
-18.0	-0.927	0.13125	-0.049	0.608	0.007	0.992	0.123	-7.065	0.415	0.197
-17.0	-0.913	0.11804	-0.051	0.569	0.006	0.992	0.134	-7.734	0.348	0.195
-16.0	-0.891	0.10357	-0.053	0.538	0.006	0.992	0.154	-8.604	0.339	0.191
-15.0	-0.861	0.08923	-0.055	0.507	0.007	0.992	0.182	-9.650	0.332	0.186
-14.0	-0.823	0.07515	-0.058	0.455	0.007	0.992	0.222	-10.953	0.338	0.179
-13.0	-0.780	0.06000	-0.062	0.422	0.008	0.992	0.290	-12.993	0.359	0.170
-12.0	-0.734	0.04350	-0.068	0.407	0.009	0.992	0.413	-16.870	0.401	0.157
-11.0	-0.692	0.02606	-0.076	0.397	0.010	0.992	0.649	-26.558	0.397	0.141
-10.0	-0.637	0.01719	-0.082	0.368	0.012	0.992	0.912	-37.043	0.310	0.121
-9.0	-0.541	0.01507	-0.085	0.354	0.016	0.992	0.970	-35.909	0.270	0.094
-8.0	-0.433	0.01400	-0.086	0.346	0.017	0.992	0.982	-30.950	0.265	0.051
-7.0	-0.319	0.01123	-0.088	0.316	0.018	0.991	0.989	-28.402	0.264	-0.026
-6.0	-0.201	0.01096	-0.090	0.300	0.022	0.991	0.990	-18.333	0.264	-0.196
-5.0	-0.081	0.01072	-0.091	0.277	0.027	0.991	0.992	-7.516	0.264	-0.881
-4.0	0.041	0.01048	-0.093	0.254	0.034	0.991	0.993	3.928	0.264	2.505
-3.0	0.164	0.01060	-0.095	0.235	0.041	0.991	0.994	15.467	0.264	0.827
-2.0	0.287	0.01063	-0.096	0.209	0.054	0.990	0.995	27.014	0.265	0.586
-1.0	0.410	0.00973	-0.098	0.187	0.067	0.989	0.997	42.120	0.265	0.489
0.0	0.531	0.01051	-0.100	0.164	0.085	0.986	0.997	50.515	0.265	0.438
1.0	0.653	0.01075	-0.102	0.138	0.107	0.984	0.998	60.688	0.265	0.406
2.0	0.773	0.01511	-0.104	0.118	0.130	0.981	0.998	51.169	0.265	0.384
3.0	0.893	0.01602	-0.106	0.091	0.155	0.978	0.998	55.775	0.266	0.368
4.0	1.012	0.01720	-0.107	0.067	0.184	0.973	0.998	58.830	0.266	0.356
5.0	1.128	0.01841	-0.109	0.048	0.217	0.966	0.998	61.255	0.266	0.347
6.0	1.241	0.01983	-0.111	0.035	0.251	0.959	0.998	62.576	0.266	0.340
7.0	1.349	0.02143	-0.113	0.024	0.288	0.948	0.998	62.940	0.267	0.334
8.0	1.450	0.02314	-0.115	0.019	0.342	0.937	0.998	62.693	0.267	0.329
9.0	1.544	0.02511	-0.116	0.013	0.465	0.920	0.998	61.489	0.268	0.325
10.0	1.630	0.02745	-0.118	0.011	0.495	0.901	0.999	59.388	0.269	0.322
11.0	1.706	0.03017	-0.119	0.009	0.527	0.880	0.999	56.558	0.271	0.320
12.0	1.769	0.03322	-0.121	0.008	0.574	0.854	0.999	53.237	0.275	0.318
13.0	1.811	0.03680	-0.122	0.007	0.635	0.825	0.999	49.217	0.281	0.317
14.0	1.835	0.04201	-0.123	0.005	0.713	0.785	0.999	43.679	0.297	0.317
15.0	1.842	0.04810	-0.123	0.003	0.804	0.741	0.999	38.292	-0.189	0.317
16.0	1.832	0.05552	-0.124	0.003	0.873	0.695	0.999	33.003	0.234	0.318
17.0	1.808	0.06435	-0.124	0.002	0.909	0.645	0.999	28.097	0.250	0.319
18.0	1.770	0.07523	-0.124	0.002	0.935	0.593	0.999	23.527	0.257	0.320
19.0	1.720	0.08864	-0.123	0.002	0.950	0.539	0.999	19.400	0.260	0.322
20.0	1.661	0.10379	-0.123	0.002	0.962	0.487	0.999	16.006	0.261	0.324

Name = NACA 4415
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.932	0.16224	-0.046	0.625	0.006	0.992	0.104	-5.745	-0.485	0.200
-19.0	-0.934	0.14456	-0.048	0.602	0.006	0.992	0.116	-6.462	1.148	0.199
-18.0	-0.929	0.12919	-0.050	0.566	0.006	0.992	0.128	-7.188	0.413	0.197
-17.0	-0.915	0.11500	-0.051	0.533	0.006	0.993	0.142	-7.955	0.357	0.194
-16.0	-0.893	0.10073	-0.053	0.506	0.006	0.992	0.164	-8.867	0.344	0.190
-15.0	-0.864	0.08637	-0.056	0.455	0.007	0.992	0.195	-10.001	0.332	0.185
-14.0	-0.825	0.07294	-0.059	0.422	0.007	0.992	0.234	-11.317	0.337	0.179
-13.0	-0.783	0.05771	-0.063	0.406	0.008	0.992	0.307	-13.560	0.376	0.169
-12.0	-0.742	0.03945	-0.069	0.397	0.008	0.992	0.460	-18.801	0.405	0.156
-11.0	-0.697	0.02432	-0.076	0.368	0.009	0.992	0.683	-28.659	0.375	0.140
-10.0	-0.638	0.01663	-0.082	0.354	0.011	0.992	0.923	-38.389	0.304	0.121
-9.0	-0.542	0.01472	-0.085	0.346	0.014	0.992	0.972	-36.802	0.269	0.094
-8.0	-0.433	0.01048	-0.086	0.316	0.017	0.992	0.983	-41.362	0.265	0.051
-7.0	-0.319	0.01098	-0.088	0.301	0.018	0.991	0.989	-29.063	0.264	-0.026
-6.0	-0.201	0.01069	-0.090	0.280	0.021	0.991	0.991	-18.789	0.264	-0.196
-5.0	-0.081	0.01049	-0.091	0.256	0.024	0.991	0.992	-7.685	0.264	-0.881
-4.0	0.041	0.01040	-0.093	0.243	0.032	0.991	0.993	3.960	0.264	2.505
-3.0	0.164	0.01041	-0.095	0.212	0.038	0.991	0.994	15.749	0.264	0.827
