Name = NACA 2414
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-9.0	-0.782	0.01700	-0.036	0.398	0.014	0.994	0.967	-45.975	0.266	0.204
-8.0	-0.681	0.01580	-0.038	0.367	0.016	0.994	0.979	-43.097	0.264	0.195
-7.0	-0.572	0.01117	-0.039	0.350	0.018	0.994	0.985	-51.236	0.263	0.182
-6.0	-0.458	0.01179	-0.041	0.321	0.022	0.994	0.990	-38.882	0.263	0.161
-5.0	-0.341	0.01133	-0.042	0.300	0.029	0.993	0.991	-30.094	0.263	0.126
-4.0	-0.222	0.01106	-0.044	0.268	0.036	0.993	0.992	-20.062	0.263	0.053
-3.0	-0.101	0.01086	-0.045	0.248	0.049	0.993	0.993	-9.315	0.263	-0.197
-2.0	0.020	0.01073	-0.047	0.215	0.064	0.992	0.994	1.892	0.263	2.553
-1.0	0.142	0.01076	-0.048	0.187	0.085	0.992	0.995	13.219	0.263	0.590
0.0	0.264	0.01087	-0.050	0.163	0.109	0.991	0.996	24.263	0.263	0.439
1.0	0.385	0.01114	-0.052	0.132	0.138	0.991	0.997	34.551	0.263	0.384
2.0	0.506	0.01214	-0.053	0.103	0.169	0.990	0.997	41.679	0.264	0.355
3.0	0.626	0.01128	-0.055	0.078	0.197	0.988	0.998	55.522	0.264	0.338
4.0	0.745	0.01172	-0.056	0.056	0.229	0.984	0.998	63.536	0.264	0.326
5.0	0.861	0.01651	-0.058	0.040	0.265	0.981	0.998	52.162	0.264	0.317
6.0	0.974	0.01771	-0.060	0.029	0.306	0.976	0.998	55.024	0.264	0.311
7.0	1.082	0.01900	-0.061	0.021	0.356	0.966	0.998	56.969	0.265	0.307
8.0	1.185	0.02051	-0.063	0.015	0.434	0.956	0.998	57.809	0.265	0.303
9.0	1.281	0.02222	-0.064	0.013	0.468	0.941	0.998	57.654	0.266	0.300
10.0	1.364	0.02432	-0.066	0.011	0.505	0.920	0.998	56.102	0.267	0.298
11.0	1.432	0.02678	-0.067	0.010	0.548	0.893	0.998	53.476	0.269	0.297
12.0	1.483	0.03015	-0.068	0.007	0.595	0.853	0.998	49.177	0.271	0.296
13.0	1.515	0.03478	-0.069	0.006	0.651	0.800	0.999	43.566	0.275	0.295
14.0	1.528	0.04096	-0.069	0.005	0.709	0.734	0.999	37.299	0.308	0.295
15.0	1.523	0.04924	-0.069	0.004	0.766	0.659	0.999	30.928	0.265	0.295
16.0	1.499	0.06131	-0.069	0.004	0.819	0.571	0.999	24.455	0.272	0.296
17.0	1.463	0.07683	-0.068	0.003	0.861	0.483	0.999	19.046	0.272	0.296
18.0	1.421	0.09401	-0.067	0.003	0.890	0.410	0.998	15.116	0.274	0.297
19.0	1.369	0.11608	-0.066	0.003	0.912	0.333	0.998	11.790	0.278	0.298
20.0	1.313	0.13999	-0.064	0.003	0.933	0.267	0.998	9.377	0.279	0.299

Name = NACA 2414
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.989	0.16758	-0.015	0.731	0.005	0.995	0.104	-5.900	0.195	0.235
-19.0	-1.007	0.14959	-0.016	0.705	0.005	0.995	0.118	-6.729	0.180	0.234
-18.0	-1.018	0.13245	-0.017	0.666	0.005	0.995	0.135	-7.689	0.108	0.233
-17.0	-1.023	0.11608	-0.018	0.628	0.005	0.994	0.159	-8.817	-0.431	0.232
-16.0	-1.023	0.09871	-0.020	0.596	0.005	0.994	0.198	-10.360	0.771	0.230
-15.0	-1.017	0.08049	-0.022	0.560	0.006	0.994	0.259	-12.631	0.469	0.228
-14.0	-1.004	0.06337	-0.024	0.518	0.006	0.994	0.341	-15.838	0.500	0.226
-13.0	-0.996	0.04335	-0.027	0.480	0.006	0.994	0.503	-22.974	0.506	0.223
-12.0	-0.980	0.02857	-0.030	0.439	0.007	0.994	0.700	-34.305	0.354	0.219
-11.0	-0.942	0.02128	-0.033	0.411	0.008	0.994	0.868	-44.281	0.291	0.215
-10.0	-0.872	0.01834	-0.035	0.397	0.010	0.994	0.942	-47.550	0.271	0.210
-9.0	-0.782	0.01643	-0.036	0.364	0.014	0.994	0.971	-47.615	0.266	0.204
-8.0	-0.681	0.01515	-0.038	0.349	0.015	0.994	0.981	-44.976	0.264	0.195
-7.0	-0.573	0.01084	-0.039	0.319	0.017	0.994	0.987	-52.810	0.263	0.182
-6.0	-0.458	0.01147	-0.041	0.300	0.020	0.994	0.990	-39.953	0.263	0.161
-5.0	-0.341	0.01109	-0.042	0.268	0.026	0.993	0.992	-30.763	0.263	0.126
-4.0	-0.222	0.01077	-0.044	0.250	0.033	0.993	0.993	-20.591	0.263	0.053
-3.0	-0.101	0.01066	-0.045	0.218	0.044	0.993	0.994	-9.490	0.263	-0.197
-2.0	0.020	0.01050	-0.047	0.195	0.057	0.993	0.995	1.934	0.263	2.554
-1.0	0.142	0.01053	-0.048	0.168	0.077	0.992	0.996	13.499	0.263	0.590
0.0	0.264	0.01068	-0.050	0.139	0.100	0.991	0.997	24.689	0.263	0.439
1.0	0.385	0.01168	-0.052	0.115	0.123	0.991	0.997	32.980	0.263	0.384
2.0	0.506	0.01188	-0.053	0.092	0.148	0.990	0.997	42.592	0.264	0.355
3.0	0.626	0.01104	-0.055	0.068	0.178	0.989	0.998	56.710	0.264	0.338
4.0	0.745	0.01147	-0.056	0.048	0.211	0.986	0.998	64.958	0.264	0.326
5.0	0.861	0.01194	-0.058	0.034	0.239	0.982	0.998	72.117	0.264	0.317
6.0	0.975	0.01721	-0.060	0.025	0.272	0.977	0.998	56.639	0.264	0.311
7.0	1.083	0.01852	-0.061	0.018	0.311	0.969	0.998	58.468	0.265	0.307
8.0	1.186	0.01995	-0.063	0.014	0.360	0.959	0.998	59.463	0.265	0.303
9.0	1.282	0.02152	-0.064	0.012	0.428	0.945	0.998	59.571	0.266	0.300
10.0	1.366	0.02349	-0.066	0.010	0.464	0.926	0.998	58.162	0.268	0.298
11.0	1.435	0.02584	-0.067	0.009	0.501	0.901	0.998	55.514	0.270	0.297
12.0	1.486	0.02923	-0.068	0.006	0.535	0.862	0.998	50.831	0.272	0.296
13.0	1.519	0.03344	-0.069	0.005	0.579	0.812	0.999	45.424	0.277	0.295
14.0	1.533	0.03925	-0.069	0.004	0.629	0.749	0.999	39.056	0.313	0.295
15.0	1.529	0.04702	-0.069	0.004	0.686	0.676	0.999	32.507	0.257	0.295
16.0	1.507	0.05795	-0.069	0.003	0.747	0.594	0.999	26.007	0.266	0.296
17.0	1.473	0.07175	-0.069	0.003	0.800	0.511	0.999	20.524	0.269	0.297
18.0	1.428	0.08903	-0.068	0.003	0.844	0.433	0.998	16.044	0.270	0.297
19.0	1.378	0.10843	-0.067	0.003	0.879	0.363	0.998	12.712	0.275	0.298
20.0	1.320	0.13278	-0.065	0.003	0.908	0.290	0.998	9.940	0.279	0.299

Name = NACA 2414
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.991	0.16336	-0.015	0.693	0.005	0.995	0.113	-6.065	0.196	0.235
-19.0	-1.009	0.14629	-0.016	0.661	0.005	0.995	0.127	-6.895	0.181	0.234
-18.0	-1.021	0.12956	-0.017	0.622	0.005	0.995	0.144	-7.877	0.113	0.233
-17.0	-1.026	0.11264	-0.019	0.588	0.005	0.994	0.171	-9.112	-0.371	0.232
-16.0	-1.025	0.09604	-0.020	0.557	0.005	0.995	0.208	-10.674	1.168	0.230
-15.0	-1.022	0.07636	-0.022	0.516	0.006	0.994	0.283	-13.389	0.525	0.228
-14.0	-1.010	0.06004	-0.025	0.478	0.005	0.994	0.366	-16.814	0.518	0.226
-13.0	-1.003	0.04038	-0.028	0.441	0.006	0.994	0.536	-24.841	0.508	0.223
-12.0	-0.987	0.02683	-0.031	0.411	0.006	0.994	0.730	-36.776	0.341	0.219
-11.0	-0.945	0.02057	-0.033	0.398	0.007	0.994	0.879	-45.908	0.287	0.215
-10.0	-0.873	0.01788	-0.035	0.365	0.009	0.994	0.947	-48.827	0.271	0.210
-9.0	-0.783	0.01606	-0.036	0.350	0.013	0.994	0.973	-48.747	0.266	0.204
-8.0	-0.682	0.01115	-0.038	0.321	0.015	0.994	0.982	-61.111	0.264	0.195
-7.0	-0.573	0.01064	-0.039	0.301	0.016	0.994	0.988	-53.831	0.263	0.182
-6.0	-0.458	0.01123	-0.041	0.273	0.019	0.994	0.991	-40.801	0.263	0.161
-5.0	-0.341	0.01083	-0.042	0.253	0.024	0.994	0.992	-31.496	0.263	0.126
-4.0	-0.222	0.01058	-0.044	0.223	0.031	0.993	0.993	-20.972	0.263	0.053
-3.0	-0.101	0.01043	-0.045	0.206	0.039	0.993	0.994	-9.701	0.263	-0.197
