Name = NACA 1410
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
12.0	0.958	0.15766	-0.014	0.005	0.978	0.007	0.991	6.077	0.263	0.265
13.0	0.964	0.18845	-0.014	0.004	0.981	0.006	0.991	5.117	-1.431	0.264
14.0	0.958	0.22402	-0.014	0.004	0.983	0.005	0.992	4.276	0.231	0.265
15.0	0.941	0.26792	-0.014	0.004	0.985	0.005	0.992	3.511	0.243	0.265
16.0	0.903	0.31248	-0.014	0.004	0.988	0.005	0.993	2.889	0.246	0.266
17.0	0.850	0.36960	-0.015	0.003	0.990	0.005	0.994	2.299	0.246	0.267
18.0	0.792	0.43241	-0.015	0.003	0.990	0.004	0.994	1.831	0.246	0.269
19.0	0.733	0.49673	-0.015	0.003	0.991	0.004	0.996	1.475	0.247	0.271
20.0	0.674	0.56003	-0.015	0.003	0.992	0.004	0.997	1.204	0.247	0.273

Name = NACA 1410
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.575	0.26918	-0.002	0.959	0.003	0.992	0.009	-2.137	0.246	0.246
-19.0	-0.622	0.23269	-0.003	0.953	0.004	0.992	0.008	-2.672	0.245	0.246
-18.0	-0.669	0.20862	-0.003	0.945	0.004	0.993	0.008	-3.205	0.243	0.246
-17.0	-0.714	0.18519	-0.003	0.938	0.004	0.993	0.009	-3.855	0.242	0.245
-16.0	-0.755	0.16013	-0.004	0.929	0.004	0.993	0.010	-4.713	0.241	0.245
-15.0	-0.788	0.14075	-0.004	0.916	0.004	0.994	0.010	-5.600	0.237	0.245
-14.0	-0.808	0.12322	-0.004	0.904	0.005	0.995	0.010	-6.556	0.204	0.245
-13.0	-0.805	0.10745	-0.005	0.882	0.005	0.996	0.011	-7.488	0.308	0.244
-12.0	-0.790	0.09393	-0.005	0.859	0.005	0.996	0.014	-8.410	0.286	0.243
-11.0	-0.763	0.08187	-0.006	0.835	0.006	0.997	0.020	-9.325	0.277	0.242
-10.0	-0.725	0.07130	-0.007	0.799	0.006	0.997	0.029	-10.161	0.292	0.240
-9.0	-0.683	0.05817	-0.010	0.758	0.007	0.997	0.094	-11.733	-0.107	0.236
-8.0	-0.750	0.02002	-0.016	0.710	0.007	1.000	0.972	-37.464	0.624	0.228
-7.0	-0.662	0.01400	-0.017	0.658	0.009	1.000	0.988	-47.267	0.261	0.224
-6.0	-0.562	0.01439	-0.018	0.601	0.015	1.000	0.991	-39.065	0.260	0.217
-5.0	-0.455	0.01372	-0.019	0.540	0.021	1.000	0.993	-33.163	0.259	0.207
-4.0	-0.343	0.01315	-0.020	0.476	0.036	1.000	0.994	-26.064	0.259	0.190
-3.0	-0.227	0.01271	-0.021	0.422	0.065	0.997	0.995	-17.847	0.259	0.155
-2.0	-0.110	0.01218	-0.023	0.384	0.120	0.997	0.997	-9.004	0.259	0.044
-1.0	0.008	0.01193	-0.024	0.347	0.181	0.996	0.998	0.701	0.259	3.074
0.0	0.127	0.01257	-0.025	0.301	0.244	0.996	0.998	10.064	0.259	0.445
1.0	0.245	0.01261	-0.026	0.251	0.311	0.995	0.998	19.397	0.259	0.355
2.0	0.362	0.01276	-0.027	0.195	0.406	0.994	0.998	28.366	0.259	0.324
3.0	0.479	0.01328	-0.028	0.131	0.481	0.993	0.998	36.040	0.259	0.308
4.0	0.593	0.01423	-0.029	0.063	0.544	0.992	0.998	41.717	0.260	0.299
5.0	0.705	0.01507	-0.030	0.032	0.615	0.991	0.998	46.762	0.260	0.293
6.0	0.809	0.01448	-0.031	0.018	0.694	0.988	0.998	55.893	0.261	0.289
7.0	0.905	0.02015	-0.032	0.012	0.767	0.981	0.998	44.928	0.262	0.286
8.0	0.989	0.02205	-0.033	0.008	0.827	0.969	0.998	44.861	0.263	0.284
9.0	1.057	0.02446	-0.034	0.006	0.872	0.940	0.998	43.203	0.255	0.282
10.0	1.071	0.03056	-0.034	0.005	0.901	0.747	0.998	35.048	0.388	0.281
11.0	0.944	0.08068	-0.019	0.005	0.920	0.034	0.998	11.705	0.399	0.270
12.0	0.961	0.09317	-0.017	0.005	0.937	0.020	0.998	10.318	0.152	0.268
13.0	0.966	0.10679	-0.017	0.004	0.949	0.014	0.997	9.048	0.904	0.267
14.0	0.959	0.12246	-0.016	0.004	0.959	0.010	0.997	7.832	0.266	0.267
15.0	0.942	0.14006	-0.016	0.004	0.964	0.009	0.998	6.723	0.245	0.267
16.0	0.903	0.15849	-0.016	0.003	0.971	0.008	0.997	5.701	0.247	0.268
17.0	0.850	0.18178	-0.016	0.003	0.977	0.008	0.998	4.678	0.246	0.269
18.0	0.793	0.20501	-0.017	0.003	0.979	0.008	0.998	3.866	0.246	0.271
19.0	0.733	0.23494	-0.017	0.003	0.982	0.007	0.998	3.122	0.245	0.273
20.0	0.675	0.26449	-0.017	0.003	0.984	0.007	0.998	2.551	0.245	0.276

Name = NACA 1410
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.576	0.24717	-0.003	0.938	0.002	0.995	0.017	-2.332	0.242	0.245
-19.0	-0.624	0.21609	-0.003	0.930	0.002	0.995	0.019	-2.886	0.244	0.245
-18.0	-0.670	0.18738	-0.003	0.916	0.003	0.996	0.015	-3.575	0.244	0.245
-17.0	-0.715	0.16599	-0.004	0.904	0.004	0.997	0.016	-4.308	0.240	0.245
-16.0	-0.756	0.14662	-0.004	0.882	0.004	0.997	0.018	-5.158	0.237	0.245
-15.0	-0.790	0.12988	-0.005	0.859	0.004	1.000	0.021	-6.085	0.231	0.244
-14.0	-0.811	0.11246	-0.005	0.833	0.004	1.000	0.024	-7.209	0.180	0.244
-13.0	-0.809	0.09957	-0.006	0.798	0.005	1.000	0.033	-8.124	0.363	0.243
-12.0	-0.796	0.08654	-0.007	0.758	0.005	1.000	0.046	-9.201	0.315	0.242
-11.0	-0.775	0.07338	-0.008	0.712	0.005	1.000	0.079	-10.556	-0.298	0.240
-10.0	-0.807	0.03614	-0.012	0.663	0.006	1.000	0.486	-22.320	0.114	0.235
-9.0	-0.827	0.01983	-0.015	0.611	0.006	1.000	0.961	-41.714	0.320	0.232
-8.0	-0.752	0.01413	-0.016	0.559	0.007	1.000	0.984	-53.232	0.263	0.228
-7.0	-0.662	0.01451	-0.017	0.505	0.009	1.000	0.990	-45.631	0.261	0.224
-6.0	-0.562	0.01381	-0.018	0.448	0.012	1.000	0.992	-40.715	0.260	0.217
-5.0	-0.455	0.01325	-0.019	0.408	0.018	1.000	0.994	-34.330	0.259	0.207
-4.0	-0.343	0.01276	-0.020	0.372	0.024	1.000	0.995	-26.859	0.259	0.190
-3.0	-0.227	0.01241	-0.021	0.342	0.042	1.000	0.996	-18.282	0.259	0.155
-2.0	-0.110	0.01217	-0.023	0.302	0.078	1.000	0.998	-9.011	0.259	0.044
-1.0	0.008	0.01200	-0.024	0.259	0.121	0.997	0.998	0.697	0.259	3.074
0.0	0.127	0.01190	-0.025	0.216	0.168	0.996	0.998	10.631	0.259	0.445
1.0	0.245	0.01197	-0.026	0.173	0.216	0.996	0.998	20.431	0.259	0.355
2.0	0.362	0.01229	-0.027	0.125	0.266	0.995	0.998	29.460	0.259	0.324
3.0	0.479	0.01271	-0.028	0.077	0.320	0.994	0.998	37.667	0.260	0.308
4.0	0.594	0.01334	-0.029	0.038	0.397	0.993	0.998	44.499	0.260	0.299
5.0	0.705	0.01399	-0.030	0.020	0.462	0.992	0.998	50.364	0.260	0.293
6.0	0.810	0.01484	-0.031	0.015	0.512	0.990	0.998	54.585	0.261	0.289
7.0	0.906	0.01420	-0.032	0.010	0.569	0.986	0.998	63.834	0.262	0.286
8.0	0.991	0.01999	-0.033	0.007	0.634	0.978	0.998	49.589	0.263	0.284
9.0	1.061	0.02191	-0.034	0.006	0.707	0.962	0.998	48.431	0.265	0.282
10.0	1.111	0.02439	-0.035	0.005	0.774	0.924	0.998	45.553	0.263	0.282
11.0	1.123	0.02939	-0.035	0.004	0.835	0.797	0.999	38.215	0.324	0.281
12.0	1.000	0.07303	-0.027	0.004	0.875	0.183	0.998	13.694	0.342	0.277
13.0	0.976	0.09763	-0.022	0.004	0.906	0.053	0.998	9.993	0.438	0.272
14.0	0.965	0.11333	-0.020	0.003	0.925	0.034	0.998	8.513	0.320	0.271
15.0	0.945	0.12666	-0.019	0.003	0.941	0.024	0.998	7.461	0.266	0.271
16.0	0.906	0.14492	-0.019	0.003	0.953	0.021	0.998	6.253	0.251	0.271
17.0	0.852	0.16430	-0.019	0.003	0.961	0.018	0.998	5.188	0.250	0.273
18.0	0.794	0.18692	-0.019	0.003	0.967	0.016	0.998	4.249	0.251	0.274
19.0	0.735	0.21315	-0.019	0.002	0.975	0.014	0.998	3.446	0.241	0.276
20.0	0.676	0.24236	-0.020	0.002	0.978	0.017	0.998	2.791	0.230	0.280

Name = NACA 1410
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.577	0.23546	-0.003	0.915	0.002	1.000	0.021	-2.450	0.242	0.245
-19.0	-0.624	0.20218	-0.003	0.901	0.002	0.997	0.023	-3.087	0.242	0.245
-18.0	-0.671	0.18335	-0.004	0.880	0.002	1.000	0.024	-3.661	0.242	0.245
-17.0	-0.717	0.15620	-0.004	0.853	0.003	1.000	0.025	-4.588	0.240	0.244
-16.0	-0.758	0.14036	-0.004	0.825	0.004	1.000	0.027	-5.399	0.236	0.244
-15.0	-0.793	0.12389	-0.005	0.792	0.004	1.000	0.034	-6.400	0.227	0.244
-14.0	-0.814	0.10751	-0.006	0.752	0.004	1.000	0.042	-7.573	0.176	0.243
-13.0	-0.814	0.09371	-0.007	0.707	0.004	1.000	0.059	-8.689	0.504	0.242
-12.0	-0.806	0.07936	-0.008	0.659	0.005	1.000	0.095	-10.155	0.635	0.240
-11.0	-0.805	0.05705	-0.010	0.610	0.005	1.000	0.240	-14.112	0.164	0.237
-10.0	-0.878	0.02155	-0.014	0.561	0.005	1.000	0.882	-40.735	0.038	0.234
-9.0	-0.830	0.01866	-0.015	0.511	0.006	1.000	0.975	-44.448	0.268	0.232
-8.0	-0.753	0.01349	-0.016	0.459	0.006	1.000	0.988	-55.799	0.262	0.228
-7.0	-0.662	0.01391	-0.017	0.417	0.008	1.000	0.991	-47.606	0.261	0.224
-6.0	-0.562	0.01309	-0.018	0.387	0.010	1.000	0.993	-42.945	0.260	0.217
-5.0	-0.455	0.01257	-0.019	0.354	0.016	1.000	0.995	-36.203	0.259	0.207
-4.0	-0.343	0.01219	-0.020	0.319	0.021	1.000	0.996	-28.110	0.259	0.190
-3.0	-0.227	0.01191	-0.021	0.287	0.036	1.000	0.997	-19.047	0.259	0.155
-2.0	-0.110	0.01262	-0.023	0.252	0.060	1.000	0.998	-8.692	0.259	0.044
-1.0	0.008	0.01162	-0.024	0.213	0.094	1.000	0.998	0.719	0.259	3.076
0.0	0.127	0.01155	-0.025	0.173	0.133	0.997	0.998	10.954	0.259	0.445
1.0	0.245	0.01162	-0.026	0.133	0.173	0.996	0.998	21.052	0.259	0.355
2.0	0.362	0.01185	-0.027	0.091	0.215	0.996	0.998	30.560	0.259	0.324
3.0	0.479	0.01227	-0.028	0.055	0.259	0.995	0.998	39.023	0.260	0.308
4.0	0.594	0.01279	-0.029	0.031	0.306	0.994	0.998	46.434	0.260	0.299
5.0	0.705	0.01344	-0.030	0.018	0.359	0.993	0.998	52.455	0.260	0.293
6.0	0.810	0.01407	-0.031	0.013	0.427	0.991	0.998	57.548	0.261	0.289
7.0	0.907	0.01501	-0.032	0.008	0.473	0.990	0.999	60.433	0.262	0.286
8.0	0.992	0.01453	-0.033	0.006	0.520	0.982	0.998	68.286	0.263	0.284
9.0	1.063	0.02075	-0.034	0.005	0.573	0.970	0.998	51.225	0.265	0.282
10.0	1.115	0.02293	-0.035	0.004	0.633	0.943	0.998	48.645	0.268	0.282
11.0	1.141	0.02623	-0.036	0.004	0.703	0.873	0.999	43.499	0.343	0.281
12.0	1.107	0.03738	-0.035	0.004	0.765	0.632	0.998	29.626	0.316	0.281
13.0	0.997	0.08503	-0.026	0.003	0.826	0.140	0.998	11.721	0.335	0.276
14.0	0.972	0.10580	-0.023	0.003	0.873	0.064	0.998	9.188	0.343	0.274
15.0	0.950	0.12180	-0.022	0.003	0.906	0.043	0.999	7.796	0.276	0.273
16.0	0.909	0.13931	-0.021	0.003	0.926	0.034	0.998	6.527	0.257	0.274
17.0	0.855	0.15744	-0.021	0.003	0.941	0.029	0.999	5.428	0.256	0.275
18.0	0.796	0.17955	-0.021	0.002	0.955	0.023	0.998	4.431	0.250	0.276
19.0	0.736	0.20631	-0.021	0.002	0.962	0.023	0.998	3.568	0.245	0.279
20.0	0.677	0.22915	-0.021	0.001	0.969	0.021	0.998	2.955	0.247	0.282

Name = NACA 1410
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.577	0.22088	-0.003	0.883	0.001	1.000	0.024	-2.614	0.242	0.245
-19.0	-0.624	0.19747	-0.003	0.861	0.002	1.000	0.025	-3.162	0.242	0.245
-18.0	-0.672	0.17961	-0.004	0.836	0.002	1.000	0.026	-3.739	0.240	0.245
-17.0	-0.718	0.15509	-0.004	0.799	0.002	1.000	0.034	-4.631	0.238	0.244
-16.0	-0.760	0.13435	-0.005	0.759	0.004	1.000	0.036	-5.655	0.236	0.244
-15.0	-0.795	0.11934	-0.005	0.715	0.004	1.000	0.043	-6.659	0.225	0.243
-14.0	-0.818	0.10357	-0.006	0.670	0.004	1.000	0.059	-7.895	0.176	0.243
-13.0	-0.819	0.08921	-0.007	0.623	0.004	1.000	0.084	-9.184	5.429	0.241
-12.0	-0.817	0.07191	-0.009	0.578	0.004	1.000	0.152	-11.364	0.101	0.239
-11.0	-0.849	0.03880	-0.012	0.533	0.005	1.000	0.473	-21.891	0.170	0.236
-10.0	-0.887	0.02009	-0.014	0.490	0.005	1.000	0.932	-44.144	0.444	0.234
-9.0	-0.830	0.01785	-0.015	0.443	0.006	1.000	0.980	-46.519	0.266	0.232
-8.0	-0.753	0.01429	-0.016	0.407	0.006	1.000	0.990	-52.690	0.262	0.228
-7.0	-0.662	0.01343	-0.017	0.374	0.007	1.000	0.992	-49.335	0.261	0.224
-6.0	-0.562	0.01271	-0.018	0.350	0.009	1.000	0.993	-44.233	0.260	0.217
-5.0	-0.455	0.01214	-0.019	0.313	0.015	1.000	0.995	-37.492	0.259	0.207
-4.0	-0.343	0.01183	-0.020	0.282	0.020	1.000	0.996	-28.979	0.259	0.190
-3.0	-0.227	0.01154	-0.021	0.252	0.031	1.000	0.998	-19.666	0.259	0.155
-2.0	-0.110	0.01231	-0.023	0.215	0.051	1.000	0.998	-8.906	0.259	0.044
-1.0	0.008	0.01217	-0.024	0.179	0.078	1.000	0.998	0.687	0.259	3.076
0.0	0.127	0.01127	-0.025	0.144	0.110	1.000	0.998	11.232	0.259	0.445
1.0	0.245	0.01134	-0.026	0.108	0.146	0.997	0.998	21.562	0.259	0.355
2.0	0.362	0.01160	-0.027	0.074	0.182	0.996	0.998	31.238	0.259	0.324
3.0	0.479	0.01200	-0.028	0.042	0.221	0.995	0.998	39.902	0.260	0.308
4.0	0.594	0.01244	-0.029	0.023	0.261	0.995	0.998	47.730	0.260	0.299
5.0	0.705	0.01299	-0.030	0.016	0.304	0.993	0.998	54.261	0.260	0.293
6.0	0.810	0.01368	-0.031	0.012	0.352	0.992	0.999	59.213	0.261	0.289
7.0	0.907	0.01452	-0.032	0.008	0.410	0.990	0.999	62.463	0.262	0.286
8.0	0.993	0.01397	-0.033	0.006	0.459	0.985	0.998	71.048	0.263	0.284
9.0	1.064	0.01989	-0.034	0.005	0.503	0.976	0.998	53.497	0.266	0.282
10.0	1.118	0.02191	-0.035	0.004	0.550	0.953	0.998	51.018	0.269	0.282
11.0	1.147	0.02478	-0.036	0.004	0.602	0.900	0.999	46.297	0.272	0.281
12.0	1.136	0.03121	-0.036	0.004	0.659	0.751	0.998	36.406	0.298	0.282
13.0	1.037	0.06566	-0.031	0.003	0.719	0.309	0.998	15.799	0.317	0.280
14.0	0.982	0.09854	-0.025	0.003	0.783	0.104	0.998	9.962	0.336	0.276
15.0	0.954	0.11621	-0.024	0.003	0.840	0.063	0.999	8.211	0.293	0.275
16.0	0.911	0.13424	-0.022	0.003	0.881	0.043	0.998	6.789	0.262	0.275
17.0	0.857	0.15040	-0.022	0.003	0.911	0.038	0.999	5.696	0.253	0.276
18.0	0.797	0.17444	-0.022	0.002	0.935	0.031	0.999	4.571	0.255	0.278
19.0	0.737	0.20025	-0.022	0.001	0.948	0.026	0.999	3.679	0.252	0.280
20.0	0.678	0.22822	-0.022	0.001	0.959	0.023	0.999	2.969	0.250	0.282

Name = NACA 1410
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.577	0.21745	-0.003	0.846	0.001	1.000	0.025	-2.656	0.242	0.245
-19.0	-0.625	0.19378	-0.003	0.813	0.001	1.000	0.026	-3.223	0.242	0.245
-18.0	-0.672	0.17644	-0.004	0.777	0.002	1.000	0.028	-3.809	0.239	0.245
-17.0	-0.719	0.15392	-0.004	0.737	0.002	1.000	0.036	-4.669	0.238	0.244
-16.0	-0.760	0.13320	-0.005	0.697	0.003	1.000	0.040	-5.709	0.234	0.244
-15.0	-0.797	0.11557	-0.006	0.657	0.004	1.000	0.054	-6.895	0.224	0.243
-14.0	-0.820	0.10079	-0.006	0.610	0.004	1.000	0.071	-8.136	0.179	0.242
-13.0	-0.824	0.08498	-0.007	0.565	0.004	1.000	0.108	-9.698	-0.047	0.241
-12.0	-0.830	0.06437	-0.009	0.520	0.004	1.000	0.216	-12.891	0.171	0.239
-11.0	-0.887	0.02804	-0.012	0.477	0.005	1.000	0.671	-31.632	0.167	0.236
-10.0	-0.890	0.01930	-0.014	0.435	0.005	1.000	0.949	-46.109	0.301	0.234
-9.0	-0.831	0.01346	-0.015	0.405	0.005	1.000	0.982	-61.693	0.265	0.232
-8.0	-0.753	0.01385	-0.016	0.371	0.005	1.000	0.990	-54.354	0.262	0.228
-7.0	-0.662	0.01299	-0.017	0.349	0.006	1.000	0.992	-51.001	0.261	0.224
-6.0	-0.562	0.01237	-0.018	0.313	0.009	1.000	0.994	-45.473	0.260	0.217
-5.0	-0.455	0.01189	-0.019	0.286	0.013	1.000	0.995	-38.292	0.259	0.207
-4.0	-0.343	0.01156	-0.020	0.255	0.018	1.000	0.997	-29.666	0.259	0.190
-3.0	-0.227	0.01233	-0.021	0.220	0.027	1.000	0.998	-18.409	0.259	0.155
-2.0	-0.110	0.01203	-0.023	0.189	0.043	1.000	0.998	-9.116	0.259	0.044
-1.0	0.008	0.01191	-0.024	0.159	0.068	1.000	0.998	0.702	0.259	3.076
0.0	0.127	0.01190	-0.025	0.128	0.098	1.000	0.998	10.640	0.259	0.445
1.0	0.245	0.01111	-0.026	0.093	0.131	0.997	0.998	22.011	0.259	0.355
2.0	0.362	0.01131	-0.027	0.061	0.165	0.997	0.998	32.033	0.259	0.324
3.0	0.479	0.01167	-0.028	0.037	0.196	0.996	0.998	41.040	0.260	0.308
4.0	0.594	0.01210	-0.029	0.021	0.230	0.995	0.998	49.071	0.260	0.299
5.0	0.705	0.01264	-0.030	0.015	0.267	0.994	0.998	55.770	0.260	0.293
6.0	0.810	0.01332	-0.031	0.011	0.308	0.992	0.999	60.832	0.261	0.289
7.0	0.907	0.01415	-0.032	0.007	0.354	0.991	0.999	64.107	0.262	0.286
8.0	0.993	0.01359	-0.033	0.005	0.407	0.987	0.998	73.064	0.263	0.284
9.0	1.065	0.01926	-0.034	0.004	0.455	0.978	0.998	55.280	0.266	0.282
10.0	1.119	0.02118	-0.035	0.004	0.493	0.960	0.998	52.853	0.270	0.282
11.0	1.151	0.02380	-0.036	0.004	0.532	0.916	0.999	48.347	0.279	0.281
12.0	1.150	0.02851	-0.036	0.004	0.581	0.807	0.998	40.326	0.287	0.282
13.0	1.073	0.05141	-0.033	0.003	0.633	0.457	0.998	20.867	0.306	0.281
14.0	0.994	0.09053	-0.028	0.003	0.693	0.155	0.999	10.979	0.323	0.278
15.0	0.959	0.11210	-0.025	0.003	0.755	0.084	0.999	8.556	0.298	0.276
16.0	0.914	0.12989	-0.024	0.003	0.811	0.057	0.999	7.040	0.270	0.276
17.0	0.858	0.14898	-0.023	0.002	0.863	0.043	0.999	5.757	0.259	0.277
18.0	0.798	0.17167	-0.023	0.001	0.903	0.036	0.999	4.650	0.257	0.279
19.0	0.737	0.19649	-0.022	0.001	0.926	0.029	0.999	3.752	0.257	0.280
20.0	0.678	0.22255	-0.022	0.001	0.943	0.024	0.999	3.045	0.254	0.282

Name = NACA 1410
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.578	0.21647	-0.003	0.804	0.001	1.000	0.026	-2.668	0.242	0.245
-19.0	-0.625	0.19451	-0.003	0.765	0.001	1.000	0.028	-3.213	0.242	0.245
-18.0	-0.672	0.17289	-0.004	0.724	0.001	1.000	0.030	-3.888	0.240	0.244
-17.0	-0.719	0.15270	-0.004	0.682	0.002	1.000	0.037	-4.708	0.237	0.244
-16.0	-0.761	0.13318	-0.005	0.642	0.002	1.000	0.043	-5.714	0.232	0.244
-15.0	-0.799	0.11327	-0.006	0.605	0.004	1.000	0.063	-7.050	0.222	0.243
-14.0	-0.823	0.09742	-0.007	0.560	0.004	1.000	0.086	-8.449	0.182	0.242
-13.0	-0.828	0.08167	-0.008	0.517	0.004	1.000	0.129	-10.141	0.083	0.241
-12.0	-0.842	0.05782	-0.010	0.475	0.004	1.000	0.277	-14.558	0.184	0.238
-11.0	-0.905	0.02421	-0.013	0.436	0.004	1.000	0.766	-37.382	0.158	0.236
-10.0	-0.892	0.01871	-0.014	0.405	0.005	1.000	0.959	-47.669	0.284	0.234
-9.0	-0.831	0.01311	-0.015	0.373	0.005	1.000	0.984	-63.407	0.265	0.232
-8.0	-0.753	0.01353	-0.016	0.351	0.005	1.000	0.990	-55.654	0.262	0.228
-7.0	-0.662	0.01274	-0.017	0.317	0.006	1.000	0.993	-51.997	0.261	0.224
-6.0	-0.562	0.01212	-0.018	0.297	0.008	1.000	0.994	-46.401	0.260	0.217
-5.0	-0.455	0.01165	-0.019	0.259	0.012	1.000	0.996	-39.055	0.259	0.207
-4.0	-0.343	0.01129	-0.020	0.229	0.017	1.000	0.997	-30.364	0.259	0.190
