Name = NACA 1408
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
9.0	0.799	0.06448	-0.013	0.004	0.928	0.009	0.998	12.392	0.247	0.266
10.0	0.828	0.07615	-0.012	0.004	0.945	0.007	0.998	10.874	0.253	0.265
11.0	0.829	0.08942	-0.013	0.003	0.959	0.007	0.998	9.273	0.245	0.265
12.0	0.803	0.10325	-0.013	0.003	0.967	0.006	0.998	7.779	0.247	0.266
13.0	0.761	0.12028	-0.013	0.003	0.976	0.006	0.998	6.328	0.240	0.267
14.0	0.708	0.14552	-0.013	0.002	0.979	0.006	0.998	4.866	0.237	0.269
15.0	0.649	0.17136	-0.014	0.002	0.983	0.008	0.998	3.789	0.240	0.272
16.0	0.589	0.19865	-0.015	0.001	0.988	0.008	0.998	2.964	0.243	0.275
17.0	0.530	0.23736	-0.015	0.001	0.991	0.008	0.998	2.232	0.245	0.279
18.0	0.474	0.26636	-0.015	0.001	0.993	0.008	0.998	1.781	0.242	0.282
19.0	0.424	0.30861	-0.016	0.001	0.998	0.009	0.998	1.373	0.236	0.288
20.0	0.378	0.34282	-0.017	0.001	0.997	0.010	0.998	1.104	0.234	0.294

Name = NACA 1408
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.321	0.23804	-0.004	0.958	0.001	0.994	0.018	-1.347	0.244	0.237
-19.0	-0.357	0.21875	-0.004	0.950	0.001	0.995	0.017	-1.631	0.246	0.237
-18.0	-0.396	0.20575	-0.005	0.941	0.001	0.996	0.015	-1.927	0.247	0.238
-17.0	-0.439	0.18694	-0.005	0.934	0.001	0.996	0.013	-2.351	0.246	0.239
-16.0	-0.485	0.16769	-0.005	0.917	0.001	1.000	0.012	-2.891	0.246	0.240
-15.0	-0.531	0.15506	-0.005	0.903	0.001	1.000	0.012	-3.423	0.245	0.240
-14.0	-0.575	0.13448	-0.005	0.878	0.001	1.000	0.011	-4.274	0.244	0.241
-13.0	-0.613	0.11643	-0.006	0.847	0.002	1.000	0.011	-5.268	0.246	0.241
-12.0	-0.642	0.09688	-0.006	0.811	0.003	1.000	0.009	-6.623	0.239	0.241
-11.0	-0.656	0.08401	-0.006	0.767	0.004	1.000	0.010	-7.810	0.174	0.241
-10.0	-0.652	0.07285	-0.006	0.717	0.004	1.000	0.010	-8.954	0.274	0.240
-9.0	-0.621	0.06293	-0.007	0.664	0.005	1.000	0.012	-9.875	0.276	0.239
-8.0	-0.573	0.05493	-0.009	0.609	0.005	1.000	0.025	-10.436	-0.720	0.235
-7.0	-0.633	0.01418	-0.019	0.553	0.006	1.000	0.993	-44.683	0.615	0.221
-6.0	-0.543	0.01358	-0.019	0.490	0.007	1.000	0.996	-40.003	0.259	0.214
-5.0	-0.443	0.01312	-0.020	0.431	0.008	1.000	0.998	-33.791	0.258	0.204
-4.0	-0.336	0.01360	-0.021	0.397	0.016	1.000	0.997	-24.676	0.258	0.187
-3.0	-0.223	0.01317	-0.022	0.357	0.024	1.000	0.998	-16.968	0.258	0.152
-2.0	-0.108	0.01272	-0.023	0.316	0.060	1.000	0.998	-8.526	0.258	0.040
-1.0	0.008	0.01246	-0.024	0.271	0.113	1.000	0.998	0.611	0.258	3.361
0.0	0.124	0.01241	-0.025	0.224	0.168	1.000	0.998	9.991	0.258	0.448
1.0	0.240	0.01260	-0.025	0.173	0.224	1.000	0.998	19.064	0.258	0.356
2.0	0.356	0.01304	-0.026	0.115	0.283	1.000	0.999	27.313	0.258	0.324
3.0	0.471	0.01370	-0.027	0.055	0.354	1.000	0.999	34.342	0.258	0.308
4.0	0.581	0.01447	-0.028	0.020	0.451	1.000	0.999	40.196	0.258	0.298
5.0	0.686	0.01389	-0.029	0.009	0.504	0.997	0.999	49.431	0.259	0.292
6.0	0.783	0.01468	-0.030	0.007	0.565	0.995	0.999	53.373	0.260	0.288
7.0	0.869	0.01566	-0.031	0.005	0.637	0.993	0.999	55.475	0.261	0.285
8.0	0.940	0.01520	-0.032	0.005	0.720	0.989	0.999	61.822	0.478	0.284
9.0	0.802	0.06102	-0.016	0.004	0.802	0.025	0.999	13.150	0.414	0.269
10.0	0.829	0.07073	-0.014	0.004	0.867	0.011	0.999	11.717	0.179	0.266
11.0	0.830	0.08169	-0.014	0.003	0.908	0.010	0.999	10.158	0.242	0.266
12.0	0.804	0.09507	-0.014	0.003	0.935	0.009	0.999	8.455	0.244	0.267
13.0	0.762	0.10877	-0.014	0.002	0.952	0.009	0.999	7.003	0.239	0.269
14.0	0.709	0.12646	-0.015	0.002	0.962	0.010	0.998	5.604	0.240	0.271
15.0	0.650	0.14851	-0.015	0.001	0.973	0.011	0.998	4.375	0.239	0.274
16.0	0.589	0.16898	-0.016	0.001	0.978	0.012	0.998	3.488	0.237	0.277
17.0	0.531	0.18611	-0.017	0.001	0.982	0.014	0.998	2.850	0.238	0.282
18.0	0.475	0.20730	-0.017	0.001	0.988	0.015	0.998	2.293	0.239	0.287
19.0	0.425	0.22668	-0.018	0.001	0.992	0.015	0.998	1.873	0.238	0.292
20.0	0.379	0.24739	-0.019	0.001	0.997	0.017	0.998	1.532	0.235	0.299

Name = NACA 1408
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.321	0.22562	-0.004	0.940	0.001	0.997	0.022	-1.423	0.243	0.236
-19.0	-0.357	0.20752	-0.005	0.933	0.001	1.000	0.021	-1.721	0.245	0.237
-18.0	-0.397	0.19097	-0.005	0.915	0.001	1.000	0.019	-2.078	0.246	0.238
-17.0	-0.440	0.17663	-0.005	0.897	0.001	1.000	0.017	-2.491	0.245	0.239
-16.0	-0.485	0.15798	-0.005	0.874	0.001	1.000	0.016	-3.072	0.245	0.239
-15.0	-0.531	0.14514	-0.006	0.841	0.001	1.000	0.016	-3.661	0.245	0.240
-14.0	-0.575	0.12820	-0.006	0.802	0.001	1.000	0.014	-4.488	0.243	0.240
-13.0	-0.614	0.10856	-0.006	0.758	0.002	1.000	0.016	-5.657	0.238	0.240
-12.0	-0.643	0.09410	-0.007	0.709	0.002	1.000	0.017	-6.834	0.234	0.240
-11.0	-0.657	0.08078	-0.007	0.659	0.004	1.000	0.016	-8.135	0.163	0.240
-10.0	-0.654	0.07048	-0.007	0.608	0.004	1.000	0.021	-9.279	0.310	0.239
-9.0	-0.625	0.06076	-0.009	0.555	0.004	1.000	0.035	-10.288	0.068	0.236
-8.0	-0.710	0.01350	-0.018	0.503	0.004	1.000	0.988	-52.603	-0.920	0.225
-7.0	-0.634	0.01370	-0.019	0.445	0.005	1.000	0.994	-46.243	0.260	0.221
-6.0	-0.543	0.01299	-0.019	0.406	0.006	1.000	0.997	-41.828	0.259	0.214
-5.0	-0.443	0.01367	-0.020	0.369	0.007	1.000	0.998	-32.421	0.258	0.204
-4.0	-0.336	0.01303	-0.021	0.341	0.011	1.000	0.998	-25.754	0.258	0.187
-3.0	-0.223	0.01257	-0.022	0.302	0.021	1.000	0.998	-17.776	0.258	0.152
-2.0	-0.108	0.01225	-0.023	0.260	0.043	1.000	0.998	-8.852	0.258	0.040
-1.0	0.008	0.01203	-0.024	0.218	0.084	1.000	0.998	0.633	0.258	3.361
0.0	0.124	0.01205	-0.025	0.175	0.130	1.000	0.998	10.287	0.258	0.448
1.0	0.240	0.01226	-0.025	0.129	0.175	1.000	0.998	19.594	0.258	0.356
2.0	0.356	0.01264	-0.026	0.080	0.223	1.000	0.999	28.163	0.258	0.324
3.0	0.471	0.01327	-0.027	0.036	0.272	1.000	0.999	35.451	0.258	0.308
4.0	0.581	0.01396	-0.028	0.017	0.327	1.000	0.999	41.645	0.258	0.298
5.0	0.687	0.01330	-0.029	0.008	0.403	1.000	0.999	51.649	0.259	0.292
6.0	0.784	0.01405	-0.030	0.006	0.463	0.996	0.999	55.784	0.260	0.288
7.0	0.869	0.01493	-0.031	0.005	0.512	0.995	0.999	58.208	0.261	0.285
8.0	0.940	0.01617	-0.032	0.004	0.569	0.991	0.999	58.138	0.264	0.284
9.0	0.992	0.02002	-0.033	0.004	0.634	0.978	0.999	49.567	0.386	0.283
10.0	0.834	0.06793	-0.017	0.003	0.711	0.036	0.999	12.279	0.353	0.271
11.0	0.832	0.07948	-0.016	0.003	0.792	0.021	0.999	10.469	0.326	0.269
12.0	0.805	0.09114	-0.015	0.003	0.858	0.014	0.999	8.832	0.251	0.269
13.0	0.763	0.10706	-0.016	0.002	0.907	0.016	0.999	7.128	0.240	0.271
14.0	0.710	0.12437	-0.016	0.001	0.936	0.015	0.998	5.706	0.243	0.273
15.0	0.651	0.13908	-0.017	0.001	0.955	0.016	0.999	4.678	0.241	0.276
16.0	0.590	0.16283	-0.017	0.001	0.965	0.016	0.999	3.623	0.241	0.279
17.0	0.531	0.17420	-0.018	0.001	0.976	0.018	0.998	3.048	0.239	0.283
18.0	0.476	0.19220	-0.018	0.001	0.980	0.019	0.998	2.475	0.240	0.289
19.0	0.425	0.21381	-0.019	0.001	0.986	0.019	0.998	1.988	0.239	0.294
20.0	0.379	0.23606	-0.019	0.001	0.992	0.021	0.998	1.607	0.236	0.301

Name = NACA 1408
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.321	0.21673	-0.004	0.919	0.001	1.000	0.023	-1.482	0.243	0.236
-19.0	-0.357	0.20337	-0.005	0.905	0.001	1.000	0.023	-1.757	0.244	0.237
-18.0	-0.397	0.18324	-0.005	0.878	0.001	1.000	0.021	-2.167	0.245	0.238
-17.0	-0.440	0.17622	-0.005	0.846	0.001	1.000	0.020	-2.498	0.245	0.238
-16.0	-0.486	0.15418	-0.005	0.808	0.001	1.000	0.019	-3.149	0.245	0.239
-15.0	-0.532	0.13845	-0.006	0.765	0.001	1.000	0.018	-3.840	0.245	0.239
-14.0	-0.576	0.12340	-0.006	0.718	0.001	1.000	0.017	-4.665	0.241	0.240
-13.0	-0.615	0.10537	-0.006	0.670	0.002	1.000	0.019	-5.834	0.237	0.240
-12.0	-0.644	0.09219	-0.007	0.621	0.002	1.000	0.021	-6.981	0.230	0.239
-11.0	-0.658	0.07804	-0.007	0.572	0.004	1.000	0.023	-8.434	0.130	0.239
-10.0	-0.656	0.06827	-0.008	0.523	0.004	1.000	0.036	-9.616	0.371	0.237
-9.0	-0.633	0.05625	-0.010	0.472	0.004	1.000	0.084	-11.247	0.077	0.234
-8.0	-0.711	0.01420	-0.018	0.425	0.004	1.000	0.992	-50.063	-7.731	0.225
-7.0	-0.634	0.01319	-0.019	0.398	0.005	1.000	0.995	-48.054	0.260	0.221
-6.0	-0.544	0.01258	-0.019	0.361	0.006	1.000	0.997	-43.205	0.259	0.214
-5.0	-0.443	0.01314	-0.020	0.330	0.007	1.000	0.998	-33.725	0.258	0.204
-4.0	-0.336	0.01256	-0.021	0.299	0.010	1.000	0.998	-26.713	0.258	0.187
-3.0	-0.223	0.01223	-0.022	0.260	0.019	1.000	0.998	-18.261	0.258	0.152
-2.0	-0.108	0.01195	-0.023	0.221	0.037	1.000	0.998	-9.074	0.258	0.040
-1.0	0.008	0.01177	-0.024	0.183	0.067	1.000	0.998	0.646	0.258	3.361
0.0	0.124	0.01181	-0.025	0.144	0.106	1.000	0.998	10.501	0.258	0.448
1.0	0.240	0.01201	-0.025	0.102	0.146	1.000	0.998	20.006	0.258	0.356
2.0	0.356	0.01237	-0.026	0.061	0.187	1.000	0.999	28.791	0.258	0.324
3.0	0.471	0.01290	-0.027	0.030	0.229	1.000	0.999	36.462	0.258	0.308
4.0	0.581	0.01350	-0.028	0.016	0.274	1.000	0.999	43.084	0.258	0.298
5.0	0.687	0.01428	-0.029	0.008	0.322	1.000	0.999	48.091	0.259	0.292
6.0	0.784	0.01358	-0.030	0.006	0.388	0.997	0.999	57.700	0.260	0.288
7.0	0.869	0.01443	-0.031	0.005	0.452	0.995	0.999	60.241	0.261	0.285
8.0	0.940	0.01561	-0.032	0.004	0.491	0.992	0.999	60.242	0.264	0.284
9.0	0.994	0.01531	-0.033	0.004	0.539	0.985	0.999	64.895	0.260	0.283
10.0	0.996	0.02367	-0.032	0.003	0.596	0.819	0.999	42.062	0.344	0.282
11.0	0.835	0.07675	-0.018	0.003	0.660	0.036	0.999	10.882	0.334	0.271
12.0	0.806	0.08971	-0.016	0.003	0.729	0.021	0.999	8.988	0.265	0.270
13.0	0.764	0.10488	-0.017	0.002	0.806	0.021	0.999	7.284	0.248	0.272
14.0	0.710	0.12107	-0.017	0.001	0.875	0.018	0.999	5.865	0.246	0.273
15.0	0.651	0.13835	-0.017	0.001	0.917	0.019	0.999	4.706	0.242	0.276
16.0	0.590	0.15362	-0.017	0.001	0.944	0.019	0.999	3.842	0.241	0.280
17.0	0.531	0.16992	-0.018	0.001	0.961	0.020	0.998	3.127	0.239	0.284
18.0	0.476	0.18332	-0.019	0.001	0.972	0.021	0.998	2.596	0.241	0.289
19.0	0.425	0.20446	-0.019	0.001	0.979	0.021	0.999	2.079	0.240	0.295
20.0	0.380	0.22167	-0.020	0.001	0.985	0.022	0.998	1.712	0.238	0.302

Name = NACA 1408
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.321	0.21694	-0.005	0.889	0.001	1.000	0.025	-1.481	0.243	0.236
-19.0	-0.357	0.20118	-0.005	0.863	0.001	1.000	0.024	-1.777	0.244	0.237
-18.0	-0.397	0.18085	-0.005	0.829	0.001	1.000	0.023	-2.197	0.245	0.237
-17.0	-0.440	0.16544	-0.005	0.788	0.001	1.000	0.021	-2.661	0.245	0.238
-16.0	-0.486	0.15063	-0.005	0.744	0.001	1.000	0.021	-3.225	0.244	0.239
-15.0	-0.532	0.13493	-0.006	0.698	0.001	1.000	0.019	-3.942	0.245	0.239
-14.0	-0.576	0.12266	-0.006	0.653	0.001	1.000	0.018	-4.695	0.241	0.240
-13.0	-0.615	0.10383	-0.006	0.607	0.001	1.000	0.022	-5.923	0.236	0.239
-12.0	-0.644	0.09197	-0.007	0.559	0.002	1.000	0.024	-7.003	0.222	0.239
-11.0	-0.660	0.07721	-0.008	0.512	0.003	1.000	0.031	-8.544	0.117	0.238
-10.0	-0.659	0.06617	-0.009	0.463	0.004	1.000	0.050	-9.957	0.151	0.236
-9.0	-0.746	0.01933	-0.016	0.420	0.004	1.000	0.817	-38.596	0.080	0.228
-8.0	-0.711	0.01375	-0.018	0.397	0.004	1.000	0.993	-51.699	0.270	0.225
-7.0	-0.634	0.01289	-0.019	0.359	0.005	1.000	0.995	-49.147	0.260	0.221
-6.0	-0.544	0.01344	-0.019	0.329	0.006	1.000	0.998	-40.448	0.259	0.214
-5.0	-0.443	0.01280	-0.020	0.300	0.006	1.000	0.998	-34.638	0.258	0.204
-4.0	-0.336	0.01230	-0.021	0.262	0.010	1.000	0.998	-27.296	0.258	0.187
-3.0	-0.223	0.01193	-0.022	0.228	0.018	1.000	0.998	-18.722	0.258	0.152
-2.0	-0.108	0.01169	-0.023	0.196	0.033	1.000	0.998	-9.279	0.258	0.040
-1.0	0.008	0.01151	-0.024	0.163	0.058	1.000	0.998	0.661	0.258	3.361
0.0	0.124	0.01156	-0.025	0.125	0.092	1.000	0.998	10.725	0.258	0.448
1.0	0.240	0.01176	-0.025	0.085	0.130	1.000	0.998	20.428	0.258	0.356
2.0	0.356	0.01211	-0.026	0.050	0.168	1.000	0.999	29.403	0.258	0.324
3.0	0.471	0.01262	-0.027	0.022	0.206	1.000	0.999	37.298	0.258	0.308
4.0	0.581	0.01314	-0.028	0.014	0.243	1.000	0.999	44.234	0.258	0.298
5.0	0.687	0.01390	-0.029	0.007	0.283	1.000	0.999	49.427	0.259	0.292
6.0	0.784	0.01330	-0.030	0.006	0.327	1.000	0.999	58.957	0.260	0.288
7.0	0.869	0.01406	-0.031	0.005	0.386	0.996	0.999	61.841	0.261	0.285
8.0	0.941	0.01509	-0.032	0.004	0.449	0.993	0.999	62.321	0.264	0.284
9.0	0.994	0.01488	-0.033	0.004	0.480	0.988	0.999	66.800	0.268	0.283
10.0	1.023	0.02100	-0.033	0.003	0.523	0.949	0.999	48.687	0.332	0.282
11.0	0.841	0.07306	-0.020	0.003	0.574	0.065	0.999	11.515	0.320	0.274
12.0	0.810	0.08668	-0.018	0.002	0.631	0.038	0.999	9.341	0.289	0.273
13.0	0.764	0.10197	-0.017	0.001	0.698	0.023	0.999	7.495	0.265	0.272
14.0	0.710	0.11785	-0.017	0.001	0.766	0.020	0.999	6.028	0.247	0.274
15.0	0.651	0.13536	-0.017	0.001	0.842	0.020	0.999	4.811	0.243	0.277
16.0	0.591	0.14882	-0.018	0.001	0.903	0.020	0.999	3.968	0.241	0.280
17.0	0.532	0.16707	-0.018	0.001	0.937	0.022	0.999	3.182	0.239	0.285
18.0	0.476	0.18153	-0.019	0.001	0.958	0.023	0.999	2.623	0.242	0.290
19.0	0.425	0.20252	-0.019	0.001	0.971	0.022	0.999	2.100	0.241	0.295
20.0	0.380	0.21546	-0.020	0.001	0.979	0.023	0.998	1.762	0.239	0.302

Name = NACA 1408
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.321	0.21218	-0.005	0.849	0.001	1.000	0.026	-1.514	0.243	0.236
-19.0	-0.358	0.19572	-0.005	0.812	0.001	1.000	0.025	-1.827	0.244	0.237
-18.0	-0.397	0.17817	-0.005	0.770	0.001	1.000	0.024	-2.230	0.244	0.237
-17.0	-0.440	0.16742	-0.005	0.725	0.001	1.000	0.022	-2.631	0.244	0.238
-16.0	-0.486	0.14816	-0.006	0.681	0.001	1.000	0.022	-3.280	0.244	0.239
-15.0	-0.532	0.13588	-0.006	0.636	0.001	1.000	0.021	-3.916	0.244	0.239
-14.0	-0.576	0.11880	-0.006	0.595	0.001	1.000	0.019	-4.849	0.241	0.240
-13.0	-0.615	0.10383	-0.007	0.555	0.001	1.000	0.023	-5.926	0.236	0.239
-12.0	-0.644	0.08952	-0.007	0.509	0.002	1.000	0.025	-7.196	0.216	0.239
-11.0	-0.661	0.07582	-0.008	0.461	0.003	1.000	0.041	-8.720	0.108	0.238
-10.0	-0.662	0.06366	-0.010	0.420	0.004	1.000	0.072	-10.405	0.170	0.236
-9.0	-0.771	0.01687	-0.017	0.398	0.004	1.000	0.975	-45.684	0.082	0.228
-8.0	-0.711	0.01348	-0.018	0.361	0.004	1.000	0.993	-52.762	0.262	0.225
-7.0	-0.634	0.01255	-0.019	0.336	0.005	1.000	0.996	-50.484	0.260	0.221
-6.0	-0.544	0.01314	-0.019	0.304	0.006	1.000	0.998	-41.376	0.259	0.214
-5.0	-0.443	0.01261	-0.020	0.269	0.006	1.000	0.998	-35.142	0.258	0.204
-4.0	-0.336	0.01203	-0.021	0.242	0.009	1.000	0.998	-27.897	0.258	0.187
