Name = NACA 0024
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-11.0	-1.310	0.03500	0.033	0.578	0.059	0.989	0.754	-37.425	0.276	0.275
-10.0	-1.212	0.03063	0.030	0.543	0.069	0.988	0.793	-39.559	0.276	0.275
-9.0	-1.106	0.02749	0.027	0.507	0.078	0.987	0.826	-40.231	0.275	0.275
-8.0	-0.995	0.02487	0.025	0.471	0.090	0.986	0.855	-40.015	0.275	0.275
-7.0	-0.880	0.02270	0.022	0.440	0.103	0.984	0.881	-38.761	0.275	0.275
-6.0	-0.761	0.02307	0.019	0.407	0.119	0.982	0.902	-32.982	0.275	0.275
-5.0	-0.638	0.02178	0.016	0.376	0.136	0.981	0.918	-29.306	0.275	0.275
-4.0	-0.514	0.02075	0.013	0.349	0.155	0.979	0.932	-24.748	0.275	0.275
-3.0	-0.387	0.02006	0.010	0.318	0.175	0.977	0.942	-19.285	0.275	0.275
-2.0	-0.259	0.01950	0.006	0.295	0.197	0.973	0.952	-13.276	0.275	0.275
-1.0	-0.130	0.01917	0.003	0.267	0.219	0.969	0.960	-6.772	0.275	0.275
0.0	0.000	0.01903	-0.000	0.243	0.243	0.964	0.964	0.000	0.275	0.250
1.0	0.130	0.01917	-0.003	0.219	0.267	0.960	0.969	6.773	0.275	0.275
2.0	0.259	0.01948	-0.006	0.197	0.295	0.952	0.973	13.288	0.275	0.275
3.0	0.387	0.02003	-0.010	0.175	0.318	0.943	0.977	19.320	0.275	0.275
4.0	0.514	0.02073	-0.013	0.155	0.350	0.933	0.979	24.775	0.275	0.275
5.0	0.638	0.02177	-0.016	0.136	0.376	0.918	0.981	29.330	0.275	0.275
6.0	0.761	0.02307	-0.019	0.119	0.407	0.902	0.982	32.985	0.275	0.275
7.0	0.880	0.02270	-0.022	0.103	0.440	0.881	0.984	38.768	0.275	0.275
8.0	0.995	0.02487	-0.025	0.090	0.471	0.855	0.985	40.012	0.275	0.275
9.0	1.106	0.02750	-0.027	0.078	0.507	0.826	0.987	40.221	0.275	0.275
10.0	1.212	0.03060	-0.030	0.069	0.543	0.793	0.989	39.598	0.276	0.275
11.0	1.310	0.03500	-0.033	0.059	0.578	0.754	0.989	37.421	0.276	0.275
12.0	1.402	0.03966	-0.035	0.052	0.616	0.713	0.990	35.345	0.276	0.275
13.0	1.488	0.04520	-0.037	0.047	0.657	0.671	0.990	32.919	0.277	0.275
14.0	1.567	0.05193	-0.040	0.042	0.689	0.629	0.990	30.178	0.277	0.275
15.0	1.639	0.06008	-0.042	0.037	0.722	0.586	0.990	27.285	0.279	0.275
16.0	1.701	0.06933	-0.043	0.033	0.755	0.545	0.990	24.539	0.281	0.276
17.0	1.756	0.07968	-0.045	0.031	0.780	0.507	0.990	22.041	0.283	0.276
18.0	1.804	0.09127	-0.047	0.028	0.804	0.472	0.991	19.764	0.286	0.276
19.0	1.844	0.10421	-0.048	0.027	0.825	0.439	0.991	17.697	0.290	0.276
20.0	1.877	0.11813	-0.050	0.025	0.843	0.409	0.990	15.892	0.292	0.276

Name = NACA 0024
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.891	0.10605	0.050	0.789	0.018	0.992	0.441	-17.833	0.294	0.277
-19.0	-1.859	0.09248	0.049	0.760	0.020	0.992	0.475	-20.105	0.291	0.276
-18.0	-1.821	0.07968	0.048	0.731	0.023	0.992	0.514	-22.850	0.287	0.276
-17.0	-1.774	0.06897	0.046	0.704	0.026	0.991	0.552	-25.717	0.284	0.276
-16.0	-1.718	0.06023	0.044	0.666	0.028	0.991	0.588	-28.517	0.282	0.276
-15.0	-1.654	0.05247	0.042	0.629	0.030	0.991	0.627	-31.525	0.279	0.275
-14.0	-1.580	0.04580	0.040	0.595	0.033	0.991	0.666	-34.494	0.278	0.275
-13.0	-1.499	0.03990	0.038	0.560	0.037	0.991	0.707	-37.571	0.277	0.275
-12.0	-1.413	0.03477	0.036	0.522	0.043	0.990	0.750	-40.638	0.277	0.275
-11.0	-1.319	0.03097	0.033	0.490	0.048	0.990	0.786	-42.584	0.276	0.275
-10.0	-1.218	0.02790	0.030	0.457	0.053	0.989	0.819	-43.662	0.276	0.275
-9.0	-1.112	0.02467	0.028	0.425	0.061	0.989	0.850	-45.059	0.275	0.275
-8.0	-0.999	0.02239	0.025	0.399	0.071	0.988	0.876	-44.642	0.275	0.275
-7.0	-0.883	0.02059	0.022	0.366	0.080	0.986	0.897	-42.875	0.275	0.275
-6.0	-0.763	0.01891	0.019	0.344	0.095	0.985	0.915	-40.340	0.275	0.275
-5.0	-0.640	0.01767	0.016	0.313	0.106	0.983	0.930	-36.219	0.275	0.275
-4.0	-0.515	0.01902	0.013	0.290	0.123	0.981	0.941	-27.051	0.275	0.275
-3.0	-0.388	0.01837	0.010	0.264	0.139	0.979	0.951	-21.100	0.275	0.275
-2.0	-0.259	0.01788	0.006	0.242	0.158	0.977	0.959	-14.500	0.275	0.275
-1.0	-0.130	0.01759	0.003	0.218	0.176	0.974	0.964	-7.388	0.275	0.275
0.0	0.000	0.01748	-0.000	0.198	0.198	0.969	0.969	0.000	0.275	0.250
1.0	0.130	0.01762	-0.003	0.176	0.218	0.964	0.973	7.375	0.275	0.275
2.0	0.259	0.01788	-0.006	0.158	0.242	0.959	0.977	14.496	0.275	0.275
3.0	0.388	0.01835	-0.010	0.139	0.264	0.951	0.979	21.121	0.275	0.275
4.0	0.515	0.01900	-0.013	0.123	0.290	0.941	0.981	27.084	0.275	0.275
5.0	0.640	0.01765	-0.016	0.106	0.313	0.930	0.983	36.242	0.275	0.275
6.0	0.763	0.01890	-0.019	0.095	0.344	0.915	0.985	40.370	0.275	0.275
7.0	0.883	0.02059	-0.022	0.080	0.366	0.897	0.986	42.883	0.275	0.275
8.0	0.999	0.02239	-0.025	0.071	0.399	0.876	0.987	44.636	0.275	0.275
9.0	1.112	0.02468	-0.028	0.061	0.424	0.850	0.989	45.041	0.275	0.275
10.0	1.218	0.02785	-0.030	0.053	0.458	0.819	0.990	43.739	0.276	0.275
11.0	1.319	0.03099	-0.033	0.048	0.491	0.787	0.990	42.561	0.276	0.275
12.0	1.413	0.03475	-0.036	0.043	0.522	0.750	0.990	40.663	0.277	0.275
13.0	1.499	0.03991	-0.038	0.037	0.560	0.707	0.990	37.566	0.277	0.275
14.0	1.580	0.04576	-0.040	0.033	0.595	0.666	0.991	34.518	0.278	0.275
15.0	1.654	0.05244	-0.042	0.030	0.629	0.626	0.991	31.539	0.279	0.275
16.0	1.718	0.06026	-0.044	0.028	0.665	0.588	0.991	28.504	0.282	0.276
17.0	1.774	0.06900	-0.046	0.026	0.703	0.552	0.991	25.705	0.284	0.276
18.0	1.821	0.07972	-0.048	0.023	0.731	0.514	0.992	22.840	0.287	0.276
19.0	1.859	0.09244	-0.049	0.020	0.761	0.475	0.992	20.114	0.291	0.276
20.0	1.891	0.10618	-0.050	0.018	0.789	0.441	0.992	17.812	0.294	0.277

Name = NACA 0024
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.899	0.09941	0.051	0.733	0.015	0.993	0.460	-19.107	0.295	0.277
-19.0	-1.867	0.08699	0.049	0.706	0.016	0.993	0.493	-21.459	0.292	0.276
-18.0	-1.827	0.07564	0.048	0.669	0.018	0.993	0.528	-24.150	0.288	0.276
-17.0	-1.780	0.06507	0.046	0.634	0.021	0.992	0.569	-27.360	0.284	0.276
-16.0	-1.727	0.05542	0.044	0.605	0.025	0.992	0.613	-31.160	0.282	0.276
-15.0	-1.662	0.04845	0.042	0.565	0.027	0.991	0.650	-34.313	0.280	0.276
-14.0	-1.587	0.04248	0.040	0.530	0.028	0.991	0.688	-37.354	0.278	0.275
-13.0	-1.505	0.03727	0.038	0.503	0.031	0.991	0.727	-40.393	0.277	0.275
-12.0	-1.417	0.03288	0.036	0.466	0.035	0.990	0.765	-43.102	0.277	0.275
-11.0	-1.323	0.02902	0.033	0.438	0.041	0.990	0.803	-45.592	0.276	0.275
-10.0	-1.222	0.02609	0.031	0.407	0.047	0.990	0.835	-46.853	0.276	0.275
-9.0	-1.114	0.02382	0.028	0.378	0.051	0.989	0.861	-46.763	0.276	0.275
-8.0	-1.001	0.02130	0.025	0.354	0.059	0.989	0.885	-47.006	0.275	0.275
-7.0	-0.885	0.01948	0.022	0.325	0.070	0.987	0.906	-45.413	0.275	0.275
-6.0	-0.764	0.01809	0.019	0.304	0.078	0.986	0.921	-42.214	0.275	0.275
-5.0	-0.641	0.01681	0.016	0.276	0.092	0.984	0.936	-38.114	0.275	0.275
-4.0	-0.515	0.01817	0.013	0.256	0.104	0.982	0.945	-28.347	0.275	0.275
-3.0	-0.388	0.01758	0.010	0.231	0.119	0.980	0.955	-22.059	0.275	0.275
-2.0	-0.259	0.01706	0.006	0.212	0.135	0.978	0.962	-15.204	0.275	0.275
-1.0	-0.130	0.01685	0.003	0.190	0.151	0.976	0.967	-7.713	0.275	0.275
0.0	0.000	0.01672	-0.000	0.172	0.172	0.972	0.972	0.000	0.275	0.250
1.0	0.130	0.01685	-0.003	0.151	0.190	0.967	0.976	7.714	0.275	0.275
2.0	0.259	0.01709	-0.006	0.135	0.212	0.961	0.978	15.173	0.275	0.275
3.0	0.388	0.01757	-0.010	0.119	0.231	0.955	0.980	22.080	0.275	0.275
4.0	0.515	0.01813	-0.013	0.104	0.256	0.946	0.982	28.403	0.275	0.275
5.0	0.641	0.01678	-0.016	0.092	0.276	0.936	0.984	38.173	0.275	0.275
6.0	0.764	0.01808	-0.019	0.078	0.304	0.921	0.986	42.245	0.275	0.275
7.0	0.885	0.01946	-0.022	0.070	0.325	0.907	0.987	45.452	0.275	0.275
8.0	1.001	0.02130	-0.025	0.059	0.354	0.885	0.989	46.999	0.275	0.275
9.0	1.114	0.02384	-0.028	0.051	0.378	0.861	0.989	46.723	0.276	0.275
10.0	1.222	0.02610	-0.031	0.047	0.407	0.835	0.990	46.826	0.276	0.275
11.0	1.323	0.02903	-0.033	0.041	0.438	0.803	0.990	45.578	0.276	0.275
12.0	1.417	0.03286	-0.036	0.035	0.466	0.765	0.990	43.133	0.277	0.275
13.0	1.505	0.03725	-0.038	0.031	0.503	0.727	0.991	40.420	0.277	0.275
14.0	1.587	0.04248	-0.040	0.028	0.530	0.688	0.991	37.364	0.278	0.275
15.0	1.662	0.04848	-0.042	0.027	0.565	0.650	0.991	34.292	0.280	0.276
16.0	1.727	0.05544	-0.044	0.025	0.605	0.613	0.992	31.146	0.282	0.276
17.0	1.780	0.06505	-0.046	0.021	0.634	0.568	0.992	27.364	0.284	0.276
18.0	1.827	0.07567	-0.048	0.018	0.669	0.528	0.993	24.140	0.287	0.276
19.0	1.867	0.08698	-0.049	0.016	0.706	0.493	0.992	21.463	0.292	0.276
20.0	1.899	0.09953	-0.051	0.015	0.733	0.460	0.992	19.084	0.295	0.277

Name = NACA 0024
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.906	0.09472	0.051	0.685	0.013	0.993	0.476	-20.122	0.296	0.277
-19.0	-1.873	0.08296	0.050	0.657	0.015	0.993	0.507	-22.572	0.293	0.277
-18.0	-1.832	0.07245	0.048	0.619	0.015	0.993	0.541	-25.285	0.288	0.276
-17.0	-1.785	0.06265	0.046	0.584	0.017	0.992	0.580	-28.485	0.285	0.276
-16.0	-1.730	0.05379	0.045	0.556	0.020	0.992	0.621	-32.158	0.282	0.276
-15.0	-1.669	0.04567	0.043	0.518	0.025	0.992	0.667	-36.539	0.280	0.276
-14.0	-1.593	0.04016	0.040	0.489	0.027	0.991	0.704	-39.661	0.278	0.275
-13.0	-1.510	0.03541	0.038	0.458	0.028	0.991	0.741	-42.638	0.277	0.275
-12.0	-1.421	0.03142	0.036	0.427	0.031	0.991	0.776	-45.223	0.277	0.275
-11.0	-1.325	0.02811	0.033	0.402	0.034	0.990	0.811	-47.157	0.276	0.275
-10.0	-1.225	0.02507	0.031	0.370	0.042	0.990	0.844	-48.838	0.276	0.275
-9.0	-1.116	0.02279	0.028	0.350	0.047	0.990	0.870	-48.985	0.276	0.275
-8.0	-1.003	0.02109	0.025	0.320	0.051	0.989	0.891	-47.532	0.275	0.275
-7.0	-0.885	0.01886	0.022	0.301	0.060	0.989	0.911	-46.941	0.275	0.275
-6.0	-0.765	0.01743	0.019	0.273	0.071	0.987	0.926	-43.871	0.275	0.275
-5.0	-0.641	0.01631	0.016	0.255	0.079	0.985	0.939	-39.294	0.275	0.275
-4.0	-0.515	0.01524	0.013	0.229	0.096	0.983	0.949	-33.812	0.275	0.275
-3.0	-0.388	0.01701	0.010	0.212	0.105	0.981	0.958	-22.811	0.275	0.275
-2.0	-0.259	0.01664	0.006	0.189	0.121	0.979	0.963	-15.596	0.275	0.275
-1.0	-0.130	0.01631	0.003	0.172	0.136	0.977	0.969	-7.976	0.275	0.275
0.0	0.000	0.01630	-0.000	0.153	0.153	0.973	0.973	0.000	0.275	0.250
1.0	0.130	0.01631	-0.003	0.136	0.172	0.969	0.977	7.976	0.275	0.275
2.0	0.259	0.01664	-0.006	0.121	0.189	0.963	0.979	15.593	0.275	0.275
3.0	0.388	0.01702	-0.010	0.105	0.212	0.958	0.981	22.805	0.275	0.275
4.0	0.515	0.01521	-0.013	0.096	0.229	0.950	0.983	33.890	0.275	0.275
5.0	0.641	0.01628	-0.016	0.079	0.255	0.939	0.985	39.383	0.275	0.275
6.0	0.765	0.01741	-0.019	0.071	0.273	0.927	0.987	43.917	0.275	0.275
7.0	0.885	0.01885	-0.022	0.060	0.301	0.911	0.989	46.979	0.275	0.275
8.0	1.003	0.02105	-0.025	0.051	0.320	0.892	0.989	47.638	0.275	0.275
9.0	1.116	0.02283	-0.028	0.047	0.350	0.870	0.990	48.889	0.276	0.275
10.0	1.225	0.02503	-0.031	0.042	0.370	0.844	0.990	48.929	0.276	0.275
11.0	1.326	0.02807	-0.033	0.034	0.402	0.811	0.990	47.220	0.276	0.275
12.0	1.421	0.03141	-0.036	0.031	0.426	0.777	0.991	45.236	0.277	0.275
13.0	1.510	0.03541	-0.038	0.028	0.457	0.742	0.991	42.649	0.277	0.275
14.0	1.593	0.04013	-0.040	0.027	0.489	0.704	0.991	39.689	0.278	0.275
15.0	1.669	0.04567	-0.043	0.025	0.517	0.667	0.992	36.538	0.280	0.276
16.0	1.730	0.05379	-0.045	0.020	0.556	0.621	0.992	32.160	0.282	0.276
17.0	1.785	0.06268	-0.046	0.017	0.584	0.580	0.992	28.472	0.285	0.276
18.0	1.832	0.07242	-0.048	0.015	0.619	0.541	0.993	25.293	0.288	0.276
19.0	1.873	0.08290	-0.050	0.015	0.657	0.507	0.993	22.589	0.293	0.277
20.0	1.906	0.09472	-0.051	0.013	0.685	0.475	0.993	20.121	0.296	0.277

Name = NACA 0024
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.911	0.09087	0.052	0.648	0.013	0.993	0.488	-21.030	0.296	0.277
-19.0	-1.878	0.07949	0.050	0.613	0.014	0.993	0.520	-23.628	0.293	0.277
-18.0	-1.837	0.06959	0.048	0.577	0.014	0.993	0.553	-26.392	0.288	0.276
-17.0	-1.789	0.06025	0.047	0.553	0.016	0.992	0.591	-29.691	0.285	0.276
-16.0	-1.733	0.05222	0.045	0.514	0.017	0.992	0.629	-33.182	0.282	0.276
-15.0	-1.670	0.04497	0.043	0.483	0.020	0.992	0.671	-37.139	0.280	0.276
-14.0	-1.597	0.03847	0.041	0.456	0.025	0.991	0.717	-41.512	0.278	0.275
-13.0	-1.514	0.03400	0.038	0.424	0.027	0.991	0.752	-44.519	0.278	0.275
-12.0	-1.424	0.03027	0.036	0.402	0.028	0.991	0.787	-47.041	0.277	0.275
-11.0	-1.328	0.02720	0.033	0.370	0.031	0.991	0.818	-48.808	0.276	0.275
-10.0	-1.226	0.02448	0.031	0.350	0.035	0.990	0.849	-50.073	0.276	0.275
-9.0	-1.118	0.02204	0.028	0.320	0.044	0.990	0.877	-50.711	0.276	0.275
-8.0	-1.004	0.02043	0.025	0.302	0.047	0.990	0.897	-49.143	0.275	0.275
-7.0	-0.886	0.01843	0.022	0.274	0.053	0.989	0.915	-48.068	0.275	0.275
-6.0	-0.765	0.01696	0.019	0.256	0.065	0.987	0.931	-45.135	0.275	0.275
-5.0	-0.641	0.01591	0.016	0.232	0.072	0.986	0.941	-40.314	0.275	0.275
-4.0	-0.516	0.01494	0.013	0.214	0.082	0.984	0.951	-34.502	0.275	0.275
-3.0	-0.388	0.01661	0.010	0.194	0.098	0.982	0.960	-23.373	0.275	0.275
-2.0	-0.260	0.01624	0.006	0.174	0.107	0.980	0.965	-15.984	0.275	0.275
-1.0	-0.130	0.01591	0.003	0.159	0.129	0.978	0.971	-8.180	0.275	0.275
0.0	0.000	0.01594	-0.000	0.139	0.139	0.975	0.975	0.000	0.275	0.250
1.0	0.130	0.01590	-0.003	0.129	0.159	0.971	0.978	8.180	0.275	0.275
2.0	0.260	0.01624	-0.006	0.107	0.174	0.965	0.980	15.981	0.275	0.275
3.0	0.388	0.01661	-0.010	0.098	0.194	0.960	0.982	23.367	0.275	0.275
4.0	0.516	0.01493	-0.013	0.082	0.214	0.951	0.984	34.543	0.275	0.275
5.0	0.641	0.01587	-0.016	0.072	0.232	0.942	0.986	40.407	0.275	0.275
6.0	0.765	0.01695	-0.019	0.065	0.256	0.931	0.987	45.165	0.275	0.275
7.0	0.886	0.01842	-0.022	0.053	0.274	0.915	0.989	48.106	0.275	0.275
8.0	1.004	0.02045	-0.025	0.047	0.302	0.897	0.989	49.090	0.275	0.275
9.0	1.118	0.02206	-0.028	0.044	0.320	0.877	0.990	50.660	0.276	0.275
10.0	1.226	0.02449	-0.031	0.035	0.350	0.849	0.990	50.041	0.276	0.275
11.0	1.328	0.02722	-0.033	0.031	0.370	0.819	0.991	48.776	0.276	0.275
12.0	1.424	0.03026	-0.036	0.028	0.402	0.787	0.991	47.058	0.277	0.275
13.0	1.514	0.03402	-0.038	0.027	0.423	0.753	0.991	44.490	0.278	0.275
14.0	1.597	0.03844	-0.041	0.025	0.456	0.717	0.991	41.541	0.278	0.275
15.0	1.670	0.04497	-0.043	0.020	0.483	0.671	0.992	37.139	0.280	0.276
16.0	1.733	0.05225	-0.045	0.017	0.514	0.629	0.992	33.168	0.282	0.276
17.0	1.789	0.06028	-0.047	0.016	0.553	0.591	0.992	29.677	0.285	0.276
18.0	1.837	0.06962	-0.048	0.014	0.577	0.553	0.993	26.381	0.288	0.276
19.0	1.878	0.07943	-0.050	0.014	0.613	0.520	0.993	23.645	0.293	0.277
20.0	1.911	0.09098	-0.052	0.013	0.648	0.488	0.993	21.005	0.296	0.277

Name = NACA 0024
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.915	0.08811	0.052	0.612	0.012	0.993	0.497	-21.733	0.297	0.277
-19.0	-1.882	0.07685	0.050	0.576	0.013	0.993	0.530	-24.490	0.293	0.277
-18.0	-1.841	0.06743	0.048	0.553	0.013	0.993	0.562	-27.295	0.289	0.276
-17.0	-1.792	0.05840	0.047	0.514	0.015	0.992	0.600	-30.691	0.285	0.276
-16.0	-1.736	0.05072	0.045	0.485	0.016	0.992	0.638	-34.234	0.283	0.276
-15.0	-1.672	0.04406	0.043	0.457	0.017	0.992	0.677	-37.949	0.280	0.276
-14.0	-1.598	0.03798	0.041	0.427	0.021	0.992	0.720	-42.069	0.278	0.275
-13.0	-1.517	0.03283	0.038	0.403	0.026	0.991	0.762	-46.193	0.278	0.275
-12.0	-1.426	0.02934	0.036	0.373	0.027	0.991	0.796	-48.624	0.277	0.275
-11.0	-1.330	0.02646	0.033	0.352	0.028	0.991	0.826	-50.251	0.277	0.275
-10.0	-1.227	0.02394	0.031	0.324	0.032	0.990	0.854	-51.251	0.276	0.275
-9.0	-1.119	0.02170	0.028	0.305	0.038	0.990	0.881	-51.540	0.276	0.275
-8.0	-1.005	0.01990	0.025	0.280	0.045	0.990	0.902	-50.501	0.275	0.275
-7.0	-0.887	0.01856	0.022	0.259	0.049	0.989	0.918	-47.775	0.275	0.275
-6.0	-0.766	0.01673	0.019	0.240	0.056	0.988	0.933	-45.772	0.275	0.275
-5.0	-0.642	0.01552	0.016	0.217	0.069	0.986	0.944	-41.334	0.275	0.275
-4.0	-0.516	0.01464	0.013	0.204	0.075	0.985	0.953	-35.236	0.275	0.275
-3.0	-0.388	0.01633	0.010	0.178	0.089	0.982	0.961	-23.780	0.275	0.275
-2.0	-0.260	0.01590	0.006	0.168	0.101	0.981	0.966	-16.327	0.275	0.275
-1.0	-0.130	0.01573	0.003	0.143	0.113	0.978	0.972	-8.270	0.275	0.275
