Name = NACA 0021
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
6.0	0.749	0.01989	-0.016	0.100	0.433	0.926	0.989	37.636	0.271	0.271
7.0	0.866	0.02220	-0.018	0.084	0.469	0.908	0.990	39.012	0.271	0.271
8.0	0.979	0.02416	-0.021	0.070	0.508	0.883	0.991	40.517	0.272	0.271
9.0	1.086	0.02661	-0.023	0.059	0.548	0.853	0.991	40.826	0.272	0.271
10.0	1.188	0.02964	-0.025	0.050	0.587	0.817	0.991	40.068	0.272	0.271
11.0	1.282	0.03341	-0.027	0.044	0.627	0.774	0.991	38.360	0.273	0.271
12.0	1.365	0.03838	-0.029	0.037	0.668	0.724	0.991	35.563	0.274	0.271
13.0	1.440	0.04454	-0.031	0.032	0.708	0.671	0.991	32.320	0.275	0.272
14.0	1.506	0.05196	-0.033	0.029	0.742	0.617	0.992	28.978	0.276	0.272
15.0	1.563	0.06102	-0.034	0.027	0.771	0.564	0.992	25.613	0.277	0.272
16.0	1.611	0.07203	-0.036	0.024	0.800	0.511	0.992	22.371	0.278	0.272
17.0	1.651	0.08519	-0.037	0.020	0.822	0.459	0.992	19.379	0.281	0.272
18.0	1.684	0.09946	-0.038	0.018	0.843	0.415	0.992	16.937	0.285	0.272
19.0	1.711	0.11537	-0.039	0.017	0.860	0.374	0.991	14.827	0.291	0.273
20.0	1.729	0.13266	-0.040	0.016	0.877	0.336	0.991	13.036	0.296	0.273

Name = NACA 0021
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.750	0.11472	0.041	0.829	0.013	0.993	0.388	-15.255	0.302	0.273
-19.0	-1.731	0.09947	0.040	0.804	0.014	0.993	0.426	-17.399	0.296	0.273
-18.0	-1.704	0.08591	0.039	0.777	0.015	0.993	0.466	-19.834	0.288	0.273
-17.0	-1.669	0.07372	0.037	0.752	0.016	0.994	0.509	-22.646	0.283	0.272
-16.0	-1.628	0.06271	0.036	0.715	0.018	0.993	0.557	-25.958	0.280	0.272
-15.0	-1.579	0.05293	0.035	0.678	0.020	0.993	0.611	-29.835	0.278	0.272
-14.0	-1.523	0.04435	0.033	0.640	0.025	0.993	0.670	-34.334	0.276	0.272
-13.0	-1.454	0.03832	0.031	0.605	0.027	0.992	0.719	-37.949	0.275	0.272
-12.0	-1.377	0.03345	0.030	0.563	0.030	0.992	0.765	-41.167	0.274	0.271
-11.0	-1.291	0.02964	0.028	0.524	0.033	0.992	0.807	-43.544	0.273	0.271
-10.0	-1.195	0.02639	0.025	0.489	0.039	0.991	0.846	-45.271	0.272	0.271
-9.0	-1.092	0.02378	0.023	0.455	0.047	0.991	0.878	-45.904	0.272	0.271
-8.0	-0.983	0.02184	0.021	0.418	0.054	0.991	0.902	-44.989	0.272	0.271
-7.0	-0.869	0.02007	0.018	0.389	0.064	0.991	0.922	-43.275	0.271	0.271
-6.0	-0.750	0.01867	0.016	0.357	0.076	0.990	0.938	-40.204	0.271	0.271
-5.0	-0.629	0.01743	0.013	0.326	0.092	0.989	0.950	-36.101	0.271	0.271
-4.0	-0.506	0.01574	0.011	0.301	0.108	0.988	0.960	-32.138	0.271	0.271
-3.0	-0.381	0.01485	0.008	0.270	0.129	0.986	0.966	-25.641	0.271	0.271
-2.0	-0.255	0.01411	0.005	0.247	0.147	0.984	0.972	-18.044	0.271	0.271
-1.0	-0.128	0.01652	0.003	0.218	0.172	0.982	0.977	-7.725	0.271	0.271
0.0	0.000	0.01639	-0.000	0.194	0.194	0.979	0.979	0.000	0.271	0.250
1.0	0.128	0.01652	-0.003	0.172	0.218	0.977	0.982	7.725	0.271	0.271
2.0	0.255	0.01411	-0.005	0.147	0.247	0.972	0.984	18.044	0.271	0.271
3.0	0.381	0.01485	-0.008	0.129	0.270	0.966	0.986	25.641	0.271	0.271
4.0	0.506	0.01574	-0.011	0.108	0.301	0.960	0.988	32.138	0.271	0.271
5.0	0.629	0.01743	-0.013	0.092	0.326	0.950	0.989	36.101	0.271	0.271
6.0	0.750	0.01867	-0.016	0.076	0.357	0.938	0.990	40.204	0.271	0.271
7.0	0.869	0.02007	-0.018	0.064	0.389	0.922	0.991	43.275	0.271	0.271
8.0	0.983	0.02184	-0.021	0.054	0.418	0.902	0.991	44.989	0.272	0.271
9.0	1.092	0.02378	-0.023	0.047	0.455	0.878	0.991	45.904	0.272	0.271
10.0	1.195	0.02639	-0.025	0.039	0.489	0.846	0.991	45.271	0.272	0.271
11.0	1.291	0.02964	-0.028	0.033	0.524	0.807	0.992	43.544	0.273	0.271
12.0	1.377	0.03345	-0.030	0.030	0.563	0.765	0.992	41.167	0.274	0.271
13.0	1.454	0.03832	-0.031	0.027	0.605	0.719	0.992	37.949	0.275	0.272
14.0	1.523	0.04435	-0.033	0.025	0.640	0.670	0.993	34.334	0.276	0.272
15.0	1.579	0.05293	-0.035	0.020	0.678	0.611	0.993	29.835	0.278	0.272
16.0	1.628	0.06271	-0.036	0.018	0.715	0.557	0.993	25.958	0.280	0.272
17.0	1.669	0.07372	-0.037	0.016	0.752	0.509	0.994	22.646	0.283	0.272
18.0	1.704	0.08591	-0.039	0.015	0.777	0.466	0.993	19.834	0.288	0.273
19.0	1.731	0.09947	-0.040	0.014	0.804	0.426	0.993	17.399	0.296	0.273
20.0	1.750	0.11472	-0.041	0.013	0.829	0.388	0.993	15.255	0.302	0.273

Name = NACA 0021
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.761	0.10556	0.041	0.778	0.012	0.994	0.416	-16.684	0.304	0.273
-19.0	-1.741	0.09179	0.040	0.752	0.013	0.994	0.452	-18.968	0.298	0.273
-18.0	-1.714	0.07897	0.039	0.716	0.013	0.994	0.493	-21.710	0.289	0.273
-17.0	-1.680	0.06783	0.038	0.680	0.014	0.994	0.537	-24.762	0.284	0.273
-16.0	-1.638	0.05779	0.037	0.645	0.015	0.994	0.585	-28.336	0.281	0.272
-15.0	-1.587	0.04913	0.035	0.609	0.017	0.993	0.635	-32.305	0.278	0.272
-14.0	-1.529	0.04171	0.033	0.568	0.019	0.993	0.688	-36.651	0.277	0.272
-13.0	-1.462	0.03544	0.032	0.531	0.024	0.993	0.743	-41.256	0.275	0.272
-12.0	-1.383	0.03100	0.030	0.502	0.027	0.992	0.787	-44.628	0.274	0.271
-11.0	-1.296	0.02767	0.028	0.463	0.029	0.992	0.826	-46.828	0.273	0.271
-10.0	-1.198	0.02488	0.025	0.430	0.033	0.992	0.860	-48.150	0.272	0.271
-9.0	-1.094	0.02250	0.023	0.402	0.039	0.991	0.888	-48.630	0.272	0.271
-8.0	-0.985	0.02064	0.021	0.368	0.046	0.991	0.912	-47.699	0.272	0.271
-7.0	-0.870	0.01908	0.018	0.347	0.053	0.991	0.930	-45.600	0.271	0.271
-6.0	-0.751	0.01776	0.016	0.312	0.065	0.991	0.944	-42.314	0.271	0.271
-5.0	-0.630	0.01667	0.013	0.288	0.076	0.990	0.955	-37.796	0.271	0.271
-4.0	-0.506	0.01504	0.011	0.261	0.091	0.989	0.963	-33.659	0.271	0.271
-3.0	-0.381	0.01420	0.008	0.236	0.106	0.987	0.969	-26.843	0.271	0.271
-2.0	-0.255	0.01349	0.005	0.213	0.128	0.985	0.976	-18.894	0.271	0.271
-1.0	-0.128	0.01307	0.003	0.187	0.144	0.983	0.978	-9.765	0.271	0.271
0.0	0.000	0.01573	-0.000	0.169	0.169	0.981	0.981	0.000	0.271	0.250
1.0	0.128	0.01307	-0.003	0.144	0.187	0.978	0.983	9.765	0.271	0.271
2.0	0.255	0.01349	-0.005	0.128	0.213	0.976	0.985	18.894	0.271	0.271
3.0	0.381	0.01420	-0.008	0.106	0.236	0.969	0.987	26.843	0.271	0.271
4.0	0.506	0.01504	-0.011	0.091	0.261	0.963	0.989	33.659	0.271	0.271
5.0	0.630	0.01667	-0.013	0.076	0.288	0.955	0.990	37.796	0.271	0.271
6.0	0.751	0.01776	-0.016	0.065	0.312	0.944	0.991	42.314	0.271	0.271
7.0	0.870	0.01908	-0.018	0.053	0.347	0.930	0.991	45.600	0.271	0.271
8.0	0.985	0.02064	-0.021	0.046	0.368	0.912	0.991	47.699	0.272	0.271
9.0	1.094	0.02250	-0.023	0.039	0.402	0.888	0.991	48.630	0.272	0.271
10.0	1.198	0.02488	-0.025	0.033	0.430	0.860	0.992	48.150	0.272	0.271
11.0	1.296	0.02767	-0.028	0.029	0.463	0.826	0.992	46.828	0.273	0.271
12.0	1.383	0.03100	-0.030	0.027	0.502	0.787	0.992	44.628	0.274	0.271
13.0	1.462	0.03544	-0.032	0.024	0.531	0.743	0.993	41.256	0.275	0.272
14.0	1.529	0.04171	-0.033	0.019	0.568	0.688	0.993	36.651	0.277	0.272
15.0	1.587	0.04913	-0.035	0.017	0.609	0.635	0.993	32.305	0.278	0.272
16.0	1.638	0.05779	-0.037	0.015	0.645	0.585	0.994	28.336	0.281	0.272
17.0	1.680	0.06783	-0.038	0.014	0.680	0.537	0.994	24.762	0.284	0.273
18.0	1.714	0.07897	-0.039	0.013	0.716	0.493	0.994	21.710	0.289	0.273
19.0	1.741	0.09179	-0.040	0.013	0.752	0.452	0.994	18.968	0.298	0.273
20.0	1.761	0.10556	-0.041	0.012	0.778	0.416	0.994	16.684	0.304	0.273

Name = NACA 0021
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.769	0.09972	0.042	0.729	0.011	0.994	0.435	-17.737	0.306	0.274
-19.0	-1.749	0.08640	0.041	0.701	0.012	0.994	0.472	-20.244	0.299	0.273
-18.0	-1.722	0.07429	0.039	0.663	0.013	0.994	0.514	-23.185	0.290	0.273
-17.0	-1.687	0.06399	0.038	0.624	0.013	0.994	0.556	-26.357	0.285	0.273
-16.0	-1.644	0.05441	0.037	0.589	0.014	0.994	0.604	-30.221	0.281	0.272
-15.0	-1.593	0.04655	0.035	0.556	0.015	0.994	0.652	-34.221	0.279	0.272
-14.0	-1.534	0.03975	0.034	0.517	0.017	0.993	0.703	-38.583	0.277	0.272
-13.0	-1.465	0.03417	0.032	0.485	0.019	0.993	0.753	-42.881	0.275	0.272
-12.0	-1.388	0.02934	0.030	0.455	0.025	0.993	0.803	-47.319	0.274	0.272
-11.0	-1.299	0.02630	0.028	0.420	0.027	0.992	0.839	-49.406	0.273	0.271
-10.0	-1.201	0.02379	0.026	0.397	0.030	0.992	0.870	-50.482	0.272	0.271
-9.0	-1.096	0.02169	0.023	0.362	0.033	0.992	0.896	-50.518	0.272	0.271
-8.0	-0.986	0.01982	0.021	0.339	0.042	0.992	0.918	-49.745	0.272	0.271
-7.0	-0.871	0.01837	0.018	0.309	0.048	0.991	0.935	-47.414	0.271	0.271
-6.0	-0.752	0.01720	0.016	0.284	0.055	0.991	0.947	-43.725	0.271	0.271
-5.0	-0.630	0.01605	0.013	0.259	0.069	0.990	0.958	-39.271	0.271	0.271
-4.0	-0.506	0.01528	0.011	0.234	0.078	0.989	0.965	-33.158	0.271	0.271
-3.0	-0.381	0.01372	0.008	0.213	0.097	0.989	0.972	-27.793	0.271	0.271
-2.0	-0.255	0.01312	0.005	0.188	0.109	0.986	0.977	-19.424	0.271	0.271
-1.0	-0.128	0.01263	0.003	0.170	0.131	0.984	0.979	-10.104	0.271	0.271
0.0	0.000	0.01533	-0.000	0.146	0.146	0.982	0.982	0.000	0.271	0.250
1.0	0.128	0.01263	-0.003	0.131	0.170	0.979	0.984	10.104	0.271	0.271
2.0	0.255	0.01312	-0.005	0.109	0.188	0.977	0.986	19.424	0.271	0.271
3.0	0.381	0.01372	-0.008	0.097	0.213	0.972	0.989	27.793	0.271	0.271
4.0	0.506	0.01528	-0.011	0.078	0.234	0.965	0.989	33.158	0.271	0.271
5.0	0.630	0.01605	-0.013	0.069	0.259	0.958	0.990	39.271	0.271	0.271
6.0	0.752	0.01720	-0.016	0.055	0.284	0.947	0.991	43.725	0.271	0.271
7.0	0.871	0.01837	-0.018	0.048	0.309	0.935	0.991	47.414	0.271	0.271
8.0	0.986	0.01982	-0.021	0.042	0.339	0.918	0.992	49.745	0.272	0.271
9.0	1.096	0.02169	-0.023	0.033	0.362	0.896	0.992	50.518	0.272	0.271
10.0	1.201	0.02379	-0.026	0.030	0.397	0.870	0.992	50.482	0.272	0.271
11.0	1.299	0.02630	-0.028	0.027	0.420	0.839	0.992	49.406	0.273	0.271
12.0	1.388	0.02934	-0.030	0.025	0.455	0.803	0.993	47.319	0.274	0.272
13.0	1.465	0.03417	-0.032	0.019	0.485	0.753	0.993	42.881	0.275	0.272
14.0	1.534	0.03975	-0.034	0.017	0.517	0.703	0.993	38.583	0.277	0.272
15.0	1.593	0.04655	-0.035	0.015	0.556	0.652	0.994	34.221	0.279	0.272
16.0	1.644	0.05441	-0.037	0.014	0.589	0.604	0.994	30.221	0.281	0.272
17.0	1.687	0.06399	-0.038	0.013	0.624	0.556	0.994	26.357	0.285	0.273
18.0	1.722	0.07429	-0.039	0.013	0.663	0.514	0.994	23.185	0.290	0.273
19.0	1.749	0.08640	-0.041	0.012	0.701	0.472	0.994	20.244	0.299	0.273
20.0	1.769	0.09972	-0.042	0.011	0.729	0.435	0.994	17.737	0.306	0.274

Name = NACA 0021
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.772	0.09751	0.042	0.686	0.010	0.995	0.442	-18.168	0.309	0.274
-19.0	-1.755	0.08241	0.041	0.657	0.011	0.994	0.488	-21.297	0.300	0.273
-18.0	-1.728	0.07097	0.040	0.616	0.012	0.994	0.529	-24.350	0.291	0.273
-17.0	-1.694	0.06063	0.038	0.579	0.013	0.994	0.574	-27.931	0.285	0.273
-16.0	-1.650	0.05195	0.037	0.553	0.013	0.994	0.619	-31.761	0.282	0.272
-15.0	-1.598	0.04446	0.035	0.513	0.014	0.994	0.667	-35.941	0.279	0.272
-14.0	-1.537	0.03819	0.034	0.479	0.015	0.993	0.715	-40.257	0.277	0.272
-13.0	-1.468	0.03302	0.032	0.453	0.017	0.993	0.763	-44.462	0.276	0.272
-12.0	-1.390	0.02871	0.030	0.417	0.020	0.993	0.808	-48.391	0.274	0.272
-11.0	-1.302	0.02528	0.028	0.397	0.026	0.993	0.849	-51.495	0.273	0.271
-10.0	-1.203	0.02297	0.026	0.361	0.028	0.992	0.878	-52.353	0.272	0.271
-9.0	-1.097	0.02103	0.023	0.340	0.030	0.992	0.902	-52.180	0.272	0.271
-8.0	-0.987	0.01936	0.021	0.310	0.036	0.992	0.922	-50.951	0.272	0.271
-7.0	-0.872	0.01785	0.018	0.288	0.045	0.991	0.939	-48.826	0.271	0.271
-6.0	-0.752	0.01672	0.016	0.261	0.050	0.991	0.950	-44.982	0.271	0.271
-5.0	-0.631	0.01568	0.013	0.239	0.060	0.990	0.960	-40.212	0.271	0.271
-4.0	-0.507	0.01484	0.011	0.216	0.072	0.990	0.967	-34.140	0.271	0.271
-3.0	-0.381	0.01348	0.008	0.194	0.083	0.989	0.973	-28.292	0.271	0.271
-2.0	-0.255	0.01275	0.005	0.173	0.100	0.987	0.978	-19.999	0.271	0.271
-1.0	-0.128	0.01241	0.003	0.152	0.115	0.985	0.980	-10.288	0.271	0.271
0.0	0.000	0.00904	-0.000	0.135	0.135	0.983	0.983	0.000	0.271	0.250
1.0	0.128	0.01241	-0.003	0.115	0.152	0.980	0.985	10.288	0.271	0.271
2.0	0.255	0.01275	-0.005	0.100	0.173	0.978	0.987	19.999	0.271	0.271
3.0	0.381	0.01348	-0.008	0.083	0.194	0.973	0.989	28.292	0.271	0.271
4.0	0.507	0.01484	-0.011	0.072	0.216	0.967	0.990	34.140	0.271	0.271
5.0	0.631	0.01568	-0.013	0.060	0.239	0.960	0.990	40.212	0.271	0.271
6.0	0.752	0.01672	-0.016	0.050	0.261	0.950	0.991	44.982	0.271	0.271
7.0	0.872	0.01785	-0.018	0.045	0.288	0.939	0.991	48.826	0.271	0.271
8.0	0.987	0.01936	-0.021	0.036	0.310	0.922	0.992	50.951	0.272	0.271
9.0	1.097	0.02103	-0.023	0.030	0.340	0.902	0.992	52.180	0.272	0.271
10.0	1.203	0.02297	-0.026	0.028	0.361	0.878	0.992	52.353	0.272	0.271
11.0	1.302	0.02528	-0.028	0.026	0.397	0.849	0.993	51.495	0.273	0.271
12.0	1.390	0.02871	-0.030	0.020	0.417	0.808	0.993	48.391	0.274	0.272
13.0	1.468	0.03302	-0.032	0.017	0.453	0.763	0.993	44.462	0.276	0.272
14.0	1.537	0.03819	-0.034	0.015	0.479	0.715	0.993	40.257	0.277	0.272
15.0	1.598	0.04446	-0.035	0.014	0.513	0.667	0.994	35.941	0.279	0.272
16.0	1.650	0.05195	-0.037	0.013	0.553	0.619	0.994	31.761	0.282	0.272
17.0	1.694	0.06063	-0.038	0.013	0.579	0.574	0.994	27.931	0.285	0.273
18.0	1.728	0.07097	-0.040	0.012	0.616	0.529	0.994	24.350	0.291	0.273
19.0	1.755	0.08241	-0.041	0.011	0.657	0.488	0.994	21.297	0.300	0.273
20.0	1.772	0.09751	-0.042	0.010	0.686	0.442	0.995	18.168	0.309	0.274

Name = NACA 0021
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.772	0.09709	0.042	0.654	0.007	0.995	0.442	-18.247	0.312	0.274
-19.0	-1.758	0.08082	0.041	0.614	0.010	0.995	0.494	-21.747	0.302	0.273
-18.0	-1.733	0.06823	0.040	0.577	0.011	0.994	0.542	-25.399	0.291	0.273
-17.0	-1.698	0.05820	0.039	0.552	0.012	0.995	0.587	-29.179	0.286	0.273
-16.0	-1.655	0.04989	0.037	0.512	0.013	0.994	0.633	-33.164	0.282	0.272
-15.0	-1.603	0.04268	0.036	0.480	0.013	0.994	0.680	-37.547	0.279	0.272
-14.0	-1.541	0.03685	0.034	0.454	0.014	0.993	0.726	-41.827	0.277	0.272
-13.0	-1.471	0.03208	0.032	0.419	0.015	0.993	0.772	-45.842	0.276	0.272
-12.0	-1.391	0.02803	0.030	0.399	0.018	0.993	0.815	-49.647	0.274	0.272
-11.0	-1.303	0.02473	0.028	0.364	0.023	0.993	0.854	-52.704	0.273	0.271
-10.0	-1.204	0.02230	0.026	0.347	0.027	0.992	0.884	-54.003	0.272	0.271
-9.0	-1.098	0.02051	0.023	0.313	0.028	0.992	0.907	-53.551	0.272	0.271
-8.0	-0.987	0.01896	0.021	0.298	0.032	0.992	0.926	-52.082	0.272	0.271
-7.0	-0.872	0.01747	0.018	0.265	0.040	0.992	0.941	-49.934	0.271	0.271
-6.0	-0.753	0.01630	0.016	0.251	0.047	0.991	0.953	-46.174	0.271	0.271
-5.0	-0.631	0.01535	0.013	0.220	0.054	0.991	0.962	-41.088	0.271	0.271
-4.0	-0.507	0.01445	0.011	0.207	0.069	0.990	0.969	-35.089	0.271	0.271
-3.0	-0.382	0.01390	0.008	0.177	0.076	0.989	0.975	-27.439	0.271	0.271
-2.0	-0.255	0.01243	0.005	0.165	0.094	0.988	0.979	-20.505	0.271	0.271
-1.0	-0.128	0.01223	0.003	0.139	0.105	0.986	0.981	-10.445	0.271	0.271
