Name = NACA 0010
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.624	0.26567	0.008	0.973	0.003	0.994	0.008	-2.349	0.244	0.262
-19.0	-0.677	0.22916	0.007	0.968	0.003	0.995	0.008	-2.953	0.245	0.261
-18.0	-0.730	0.20810	0.007	0.963	0.003	0.995	0.009	-3.506	0.244	0.260
-17.0	-0.781	0.18306	0.007	0.959	0.004	0.995	0.009	-4.266	0.244	0.259
-16.0	-0.828	0.16092	0.006	0.952	0.004	0.996	0.009	-5.144	0.243	0.258
-15.0	-0.867	0.13847	0.006	0.942	0.004	0.996	0.010	-6.264	0.239	0.257
-14.0	-0.882	0.12237	0.006	0.935	0.004	0.996	0.010	-7.211	0.220	0.257
-13.0	-0.884	0.10776	0.006	0.918	0.004	0.997	0.012	-8.206	0.293	0.256
-12.0	-0.874	0.09424	0.005	0.903	0.005	1.000	0.015	-9.277	0.254	0.256
-11.0	-0.852	0.08220	0.005	0.879	0.005	1.000	0.023	-10.368	0.235	0.256
-10.0	-0.824	0.06839	0.006	0.847	0.006	1.000	0.067	-12.048	0.297	0.257
-9.0	-0.936	0.02340	0.009	0.809	0.006	1.000	0.921	-39.999	0.301	0.260
-8.0	-0.870	0.02099	0.008	0.761	0.007	1.000	0.973	-41.447	0.263	0.260
-7.0	-0.783	0.01492	0.007	0.706	0.010	1.000	0.985	-52.491	0.261	0.260
-6.0	-0.686	0.01542	0.006	0.639	0.017	1.000	0.991	-44.461	0.260	0.259
-5.0	-0.580	0.01470	0.005	0.573	0.022	1.000	0.992	-39.439	0.260	0.259
-4.0	-0.468	0.01398	0.004	0.510	0.042	1.000	0.993	-33.475	0.259	0.259
-3.0	-0.353	0.01334	0.003	0.450	0.092	1.000	0.995	-26.448	0.259	0.259
-2.0	-0.236	0.01286	0.002	0.390	0.157	1.000	0.996	-18.343	0.259	0.259
-1.0	-0.118	0.01267	0.001	0.333	0.218	1.000	0.997	-9.323	0.259	0.259
0.0	0.000	0.01180	-0.000	0.276	0.276	1.000	0.997	0.000	0.259	0.250
1.0	0.118	0.01267	-0.001	0.218	0.333	0.997	0.997	9.323	0.259	0.259
2.0	0.236	0.01286	-0.002	0.157	0.390	0.996	0.998	18.343	0.259	0.259
3.0	0.353	0.01334	-0.003	0.092	0.450	0.995	0.998	26.448	0.259	0.259
4.0	0.468	0.01398	-0.004	0.042	0.510	0.993	0.998	33.475	0.259	0.259
5.0	0.580	0.01470	-0.005	0.022	0.573	0.992	0.998	39.439	0.260	0.259
6.0	0.686	0.01542	-0.006	0.017	0.639	0.991	0.998	44.461	0.260	0.259
7.0	0.783	0.01492	-0.007	0.010	0.706	0.985	0.998	52.491	0.261	0.260
8.0	0.870	0.02099	-0.008	0.007	0.761	0.973	0.998	41.447	0.263	0.260
9.0	0.936	0.02340	-0.009	0.006	0.809	0.921	0.998	39.999	0.301	0.260
10.0	0.824	0.06839	-0.006	0.006	0.847	0.067	0.998	12.048	0.297	0.257
11.0	0.852	0.08220	-0.005	0.005	0.879	0.023	0.997	10.368	0.235	0.256
12.0	0.874	0.09424	-0.005	0.005	0.903	0.015	0.997	9.277	0.254	0.256
13.0	0.884	0.10776	-0.006	0.004	0.918	0.012	0.997	8.206	0.294	0.256
14.0	0.882	0.12237	-0.006	0.004	0.935	0.010	0.996	7.211	0.220	0.257
15.0	0.867	0.13847	-0.006	0.004	0.942	0.010	0.996	6.264	0.239	0.257
16.0	0.828	0.16092	-0.006	0.004	0.952	0.009	0.996	5.144	0.243	0.258
17.0	0.781	0.18306	-0.007	0.004	0.959	0.009	0.995	4.266	0.244	0.259
18.0	0.730	0.20810	-0.007	0.003	0.963	0.009	0.995	3.506	0.244	0.260
19.0	0.677	0.22916	-0.007	0.003	0.968	0.008	0.995	2.953	0.245	0.261
20.0	0.624	0.26567	-0.008	0.003	0.973	0.008	0.994	2.349	0.244	0.262

Name = NACA 0010
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.626	0.23431	0.009	0.961	0.002	1.000	0.018	-2.670	0.243	0.264
-19.0	-0.678	0.21171	0.009	0.955	0.002	1.000	0.018	-3.204	0.240	0.263
-18.0	-0.731	0.18308	0.008	0.944	0.003	1.000	0.015	-3.992	0.241	0.261
-17.0	-0.782	0.16476	0.008	0.936	0.003	1.000	0.016	-4.749	0.245	0.260
-16.0	-0.830	0.14615	0.007	0.920	0.004	1.000	0.019	-5.679	0.246	0.259
-15.0	-0.870	0.12699	0.007	0.906	0.004	1.000	0.022	-6.852	0.242	0.258
-14.0	-0.886	0.11477	0.007	0.880	0.004	1.000	0.025	-7.718	0.238	0.258
-13.0	-0.890	0.09958	0.007	0.848	0.004	1.000	0.037	-8.935	0.059	0.258
-12.0	-0.884	0.08500	0.007	0.810	0.004	1.000	0.062	-10.405	0.457	0.258
-11.0	-0.898	0.05943	0.009	0.763	0.004	1.000	0.240	-15.112	0.279	0.260
-10.0	-0.994	0.02333	0.010	0.709	0.005	1.000	0.906	-42.596	0.267	0.260
-9.0	-0.944	0.02078	0.010	0.653	0.006	1.000	0.965	-45.440	0.265	0.260
-8.0	-0.871	0.01465	0.009	0.592	0.007	1.000	0.982	-59.475	0.263	0.260
-7.0	-0.784	0.01512	0.007	0.534	0.009	1.000	0.990	-51.863	0.261	0.260
-6.0	-0.686	0.01417	0.006	0.480	0.014	1.000	0.992	-48.408	0.260	0.259
-5.0	-0.580	0.01357	0.005	0.429	0.019	1.000	0.993	-42.732	0.260	0.259
-4.0	-0.468	0.01295	0.004	0.379	0.033	1.000	0.994	-36.139	0.259	0.259
-3.0	-0.353	0.01250	0.003	0.332	0.058	1.000	0.996	-28.225	0.259	0.259
-2.0	-0.236	0.01219	0.002	0.286	0.098	1.000	0.996	-19.354	0.259	0.259
-1.0	-0.118	0.01297	0.001	0.239	0.147	1.000	0.997	-9.107	0.259	0.259
0.0	0.000	0.01289	-0.000	0.193	0.193	1.000	0.997	0.000	0.259	0.250
1.0	0.118	0.01297	-0.001	0.147	0.239	1.000	0.997	9.112	0.259	0.259
2.0	0.236	0.01219	-0.002	0.098	0.286	0.996	0.998	19.354	0.259	0.259
3.0	0.353	0.01250	-0.003	0.058	0.332	0.996	0.998	28.225	0.259	0.259
4.0	0.468	0.01295	-0.004	0.033	0.379	0.994	0.998	36.139	0.259	0.259
5.0	0.580	0.01357	-0.005	0.019	0.429	0.993	0.998	42.732	0.260	0.259
6.0	0.686	0.01417	-0.006	0.014	0.480	0.992	0.998	48.408	0.260	0.259
7.0	0.784	0.01512	-0.007	0.009	0.534	0.990	0.998	51.863	0.261	0.260
8.0	0.871	0.01465	-0.009	0.007	0.592	0.982	0.998	59.475	0.263	0.260
9.0	0.944	0.02078	-0.009	0.006	0.653	0.965	0.998	45.440	0.265	0.260
10.0	0.994	0.02333	-0.010	0.005	0.709	0.906	0.998	42.596	0.267	0.260
11.0	0.898	0.05943	-0.009	0.004	0.763	0.240	0.998	15.112	0.279	0.260
12.0	0.884	0.08500	-0.007	0.004	0.810	0.062	0.998	10.405	0.456	0.258
13.0	0.890	0.09958	-0.007	0.004	0.848	0.037	0.998	8.935	0.060	0.258
14.0	0.886	0.11477	-0.007	0.004	0.880	0.025	0.998	7.718	0.238	0.258
15.0	0.870	0.12699	-0.007	0.004	0.906	0.022	0.998	6.852	0.242	0.258
16.0	0.830	0.14615	-0.007	0.004	0.920	0.019	0.998	5.679	0.246	0.259
17.0	0.782	0.16476	-0.008	0.003	0.936	0.016	0.998	4.749	0.245	0.260
18.0	0.731	0.18308	-0.008	0.003	0.944	0.015	0.998	3.992	0.241	0.261
19.0	0.678	0.21171	-0.009	0.002	0.955	0.018	0.998	3.204	0.240	0.263
20.0	0.626	0.23431	-0.009	0.002	0.961	0.018	0.997	2.670	0.243	0.264

Name = NACA 0010
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.626	0.22370	0.009	0.944	0.001	1.000	0.022	-2.800	0.245	0.265
-19.0	-0.679	0.20202	0.009	0.936	0.002	1.000	0.024	-3.363	0.244	0.263
-18.0	-0.732	0.17717	0.009	0.918	0.002	1.000	0.024	-4.134	0.242	0.262
-17.0	-0.784	0.15582	0.008	0.903	0.003	1.000	0.024	-5.031	0.246	0.261
-16.0	-0.832	0.13817	0.008	0.877	0.003	1.000	0.031	-6.024	0.249	0.260
-15.0	-0.874	0.12049	0.008	0.843	0.004	1.000	0.041	-7.254	0.245	0.259
-14.0	-0.890	0.10781	0.008	0.803	0.004	1.000	0.046	-8.260	0.245	0.259
-13.0	-0.898	0.09268	0.008	0.757	0.004	1.000	0.072	-9.686	0.305	0.259
-12.0	-0.910	0.07116	0.009	0.705	0.004	1.000	0.178	-12.783	0.278	0.260
-11.0	-0.998	0.02934	0.011	0.648	0.004	1.000	0.713	-34.019	0.267	0.261
-10.0	-1.001	0.02164	0.010	0.594	0.005	1.000	0.941	-46.251	0.275	0.260
-9.0	-0.946	0.01964	0.010	0.542	0.005	1.000	0.974	-48.171	0.265	0.260
-8.0	-0.872	0.01399	0.009	0.493	0.006	1.000	0.986	-62.327	0.263	0.260
-7.0	-0.784	0.01437	0.007	0.448	0.008	1.000	0.991	-54.588	0.261	0.260
-6.0	-0.686	0.01355	0.006	0.402	0.012	1.000	0.993	-50.609	0.260	0.259
-5.0	-0.580	0.01292	0.005	0.356	0.017	1.000	0.994	-44.872	0.260	0.259
-4.0	-0.468	0.01250	0.004	0.313	0.023	1.000	0.995	-37.455	0.259	0.259
-3.0	-0.353	0.01209	0.003	0.272	0.042	1.000	0.996	-29.187	0.259	0.259
-2.0	-0.236	0.01181	0.002	0.232	0.075	1.000	0.997	-19.984	0.259	0.259
-1.0	-0.118	0.01252	0.001	0.192	0.113	1.000	0.997	-9.436	0.259	0.259
0.0	0.000	0.01245	-0.000	0.152	0.152	1.000	0.997	0.000	0.259	0.250
1.0	0.118	0.01252	-0.001	0.113	0.192	1.000	0.998	9.441	0.259	0.259
2.0	0.236	0.01181	-0.002	0.075	0.232	0.997	0.998	19.984	0.259	0.259
3.0	0.353	0.01209	-0.003	0.042	0.272	0.996	0.998	29.187	0.259	0.259
4.0	0.468	0.01250	-0.004	0.023	0.313	0.995	0.998	37.455	0.259	0.259
5.0	0.580	0.01292	-0.005	0.017	0.356	0.994	0.998	44.872	0.260	0.259
6.0	0.686	0.01355	-0.006	0.012	0.402	0.993	0.998	50.609	0.260	0.259
7.0	0.784	0.01437	-0.007	0.008	0.448	0.991	0.998	54.588	0.261	0.260
8.0	0.872	0.01399	-0.009	0.006	0.493	0.986	0.998	62.327	0.263	0.260
9.0	0.946	0.01964	-0.010	0.005	0.542	0.974	0.998	48.171	0.265	0.260
10.0	1.001	0.02164	-0.010	0.005	0.594	0.941	0.998	46.251	0.275	0.260
11.0	0.998	0.02934	-0.011	0.004	0.648	0.713	0.998	34.019	0.267	0.261
12.0	0.910	0.07116	-0.009	0.004	0.705	0.178	0.998	12.783	0.278	0.260
13.0	0.898	0.09268	-0.008	0.004	0.757	0.072	0.998	9.686	0.304	0.259
14.0	0.890	0.10781	-0.008	0.004	0.803	0.046	0.998	8.260	0.245	0.259
15.0	0.874	0.12049	-0.008	0.004	0.843	0.041	0.998	7.254	0.245	0.259
16.0	0.832	0.13817	-0.008	0.003	0.877	0.031	0.998	6.024	0.249	0.260
17.0	0.784	0.15582	-0.008	0.003	0.903	0.024	0.998	5.031	0.246	0.261
18.0	0.732	0.17717	-0.009	0.002	0.918	0.024	0.998	4.134	0.242	0.262
19.0	0.679	0.20202	-0.009	0.002	0.936	0.024	0.998	3.363	0.244	0.263
20.0	0.626	0.22370	-0.009	0.001	0.944	0.022	0.998	2.800	0.245	0.265

Name = NACA 0010
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.627	0.21682	0.009	0.925	0.001	1.000	0.024	-2.890	0.245	0.265
-19.0	-0.680	0.19727	0.009	0.908	0.001	1.000	0.026	-3.445	0.245	0.264
-18.0	-0.733	0.17569	0.009	0.883	0.002	1.000	0.029	-4.174	0.248	0.262
-17.0	-0.786	0.15331	0.009	0.851	0.002	1.000	0.037	-5.130	0.247	0.261
-16.0	-0.835	0.13316	0.009	0.812	0.003	1.000	0.042	-6.268	0.248	0.260
-15.0	-0.878	0.11627	0.009	0.767	0.004	1.000	0.058	-7.551	0.247	0.260
-14.0	-0.895	0.10321	0.008	0.716	0.003	1.000	0.068	-8.673	0.253	0.259
-13.0	-0.908	0.08558	0.009	0.665	0.004	1.000	0.119	-10.609	0.283	0.260
-12.0	-0.951	0.05267	0.010	0.614	0.004	1.000	0.365	-18.047	0.270	0.261
-11.0	-1.023	0.02506	0.011	0.564	0.004	1.000	0.828	-40.803	0.254	0.261
-10.0	-1.004	0.02067	0.010	0.516	0.005	1.000	0.955	-48.559	0.272	0.260
-9.0	-0.947	0.01881	0.010	0.470	0.005	1.000	0.978	-50.345	0.265	0.260
-8.0	-0.872	0.01348	0.009	0.428	0.006	1.000	0.989	-64.703	0.263	0.260
-7.0	-0.784	0.01390	0.007	0.391	0.007	1.000	0.991	-56.414	0.261	0.260
-6.0	-0.686	0.01313	0.006	0.350	0.010	1.000	0.993	-52.260	0.260	0.259
-5.0	-0.580	0.01252	0.005	0.309	0.015	1.000	0.995	-46.330	0.260	0.259
-4.0	-0.468	0.01210	0.004	0.271	0.021	1.000	0.996	-38.687	0.259	0.259
-3.0	-0.353	0.01172	0.003	0.235	0.036	1.000	0.997	-30.105	0.259	0.259
-2.0	-0.236	0.01148	0.002	0.201	0.061	1.000	0.998	-20.549	0.259	0.259
-1.0	-0.118	0.01223	0.001	0.167	0.093	1.000	0.997	-9.661	0.259	0.259
0.0	0.000	0.01216	-0.000	0.129	0.129	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01223	-0.001	0.093	0.167	1.000	0.998	9.666	0.259	0.259
2.0	0.236	0.01148	-0.002	0.061	0.201	1.000	0.998	20.559	0.259	0.259
3.0	0.353	0.01172	-0.003	0.036	0.235	0.997	0.998	30.105	0.259	0.259
4.0	0.468	0.01210	-0.004	0.021	0.271	0.996	0.998	38.687	0.259	0.259
5.0	0.580	0.01252	-0.005	0.015	0.309	0.995	0.998	46.330	0.260	0.259
6.0	0.686	0.01313	-0.006	0.010	0.350	0.993	0.998	52.260	0.260	0.259
7.0	0.784	0.01390	-0.007	0.007	0.391	0.991	0.998	56.414	0.261	0.260
8.0	0.872	0.01348	-0.009	0.006	0.428	0.989	0.998	64.703	0.263	0.260
9.0	0.947	0.01881	-0.010	0.005	0.470	0.978	0.998	50.345	0.265	0.260
10.0	1.004	0.02067	-0.010	0.005	0.516	0.955	0.998	48.559	0.272	0.260
11.0	1.023	0.02506	-0.011	0.004	0.564	0.828	0.998	40.803	0.254	0.261
12.0	0.951	0.05267	-0.010	0.004	0.614	0.365	0.998	18.047	0.270	0.261
13.0	0.908	0.08558	-0.009	0.004	0.665	0.119	0.998	10.609	0.283	0.260
14.0	0.895	0.10321	-0.008	0.003	0.716	0.068	0.998	8.673	0.253	0.259
15.0	0.878	0.11627	-0.009	0.004	0.767	0.058	0.998	7.551	0.247	0.260
16.0	0.835	0.13316	-0.009	0.003	0.812	0.042	0.998	6.268	0.248	0.260
17.0	0.786	0.15331	-0.009	0.002	0.851	0.037	0.998	5.130	0.247	0.261
18.0	0.733	0.17569	-0.009	0.002	0.883	0.029	0.998	4.174	0.248	0.262
19.0	0.680	0.19727	-0.009	0.001	0.908	0.026	0.998	3.445	0.245	0.264
20.0	0.627	0.21682	-0.009	0.001	0.925	0.024	0.998	2.890	0.245	0.265

Name = NACA 0010
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.627	0.21345	0.010	0.898	0.001	1.000	0.025	-2.936	0.248	0.265
-19.0	-0.680	0.19551	0.009	0.873	0.001	1.000	0.029	-3.479	0.246	0.264
-18.0	-0.734	0.17361	0.009	0.837	0.002	1.000	0.032	-4.227	0.246	0.262
-17.0	-0.787	0.15272	0.009	0.795	0.002	1.000	0.038	-5.151	0.249	0.261
-16.0	-0.837	0.12973	0.009	0.746	0.003	1.000	0.051	-6.449	0.252	0.261
-15.0	-0.881	0.11232	0.009	0.694	0.004	1.000	0.072	-7.842	0.249	0.260
-14.0	-0.900	0.09899	0.009	0.645	0.003	1.000	0.089	-9.091	0.259	0.260
-13.0	-0.918	0.07899	0.009	0.598	0.003	1.000	0.166	-11.626	0.275	0.260
-12.0	-0.983	0.04086	0.011	0.554	0.004	1.000	0.516	-24.062	0.266	0.261
-11.0	-1.032	0.02343	0.011	0.508	0.004	1.000	0.872	-44.036	0.226	0.261
-10.0	-1.005	0.01997	0.011	0.463	0.005	1.000	0.962	-50.329	0.271	0.260
-9.0	-0.947	0.01820	0.010	0.422	0.005	1.000	0.981	-52.051	0.265	0.260
-8.0	-0.873	0.01447	0.009	0.388	0.005	1.000	0.990	-60.299	0.263	0.260
-7.0	-0.784	0.01351	0.007	0.351	0.007	1.000	0.992	-58.072	0.261	0.260
-6.0	-0.686	0.01278	0.006	0.312	0.010	1.000	0.994	-53.698	0.260	0.259
-5.0	-0.580	0.01220	0.005	0.276	0.014	1.000	0.995	-47.558	0.260	0.259
-4.0	-0.468	0.01176	0.004	0.247	0.019	1.000	0.996	-39.840	0.259	0.259
-3.0	-0.353	0.01145	0.003	0.211	0.033	1.000	0.997	-30.821	0.259	0.259
-2.0	-0.236	0.01222	0.002	0.175	0.052	1.000	0.998	-19.306	0.259	0.259
-1.0	-0.118	0.01201	0.001	0.142	0.079	1.000	0.997	-9.835	0.259	0.259
0.0	0.000	0.01195	-0.000	0.110	0.110	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01201	-0.001	0.079	0.142	1.000	0.998	9.840	0.259	0.259
2.0	0.236	0.01222	-0.002	0.052	0.175	1.000	0.998	19.316	0.259	0.259
3.0	0.353	0.01145	-0.003	0.033	0.211	1.000	0.998	30.838	0.259	0.259
4.0	0.468	0.01176	-0.004	0.019	0.247	0.996	0.998	39.840	0.259	0.259
5.0	0.580	0.01220	-0.005	0.014	0.276	0.995	0.998	47.558	0.260	0.259
6.0	0.686	0.01278	-0.006	0.010	0.312	0.994	0.998	53.698	0.260	0.259
7.0	0.784	0.01351	-0.007	0.007	0.351	0.992	0.998	58.072	0.261	0.260
8.0	0.873	0.01447	-0.009	0.005	0.388	0.990	0.998	60.299	0.263	0.260
9.0	0.947	0.01820	-0.010	0.005	0.422	0.981	0.998	52.051	0.265	0.260
10.0	1.005	0.01997	-0.011	0.005	0.463	0.962	0.998	50.329	0.271	0.260
11.0	1.032	0.02343	-0.011	0.004	0.508	0.872	0.998	44.036	0.226	0.261
12.0	0.983	0.04086	-0.011	0.004	0.554	0.516	0.998	24.062	0.266	0.261
13.0	0.918	0.07899	-0.009	0.003	0.598	0.166	0.998	11.626	0.275	0.260
14.0	0.900	0.09899	-0.009	0.003	0.645	0.089	0.998	9.091	0.259	0.260
15.0	0.881	0.11232	-0.009	0.004	0.694	0.072	0.998	7.842	0.249	0.260
16.0	0.837	0.12973	-0.009	0.003	0.746	0.051	0.998	6.449	0.252	0.261
17.0	0.787	0.15272	-0.009	0.002	0.795	0.038	0.998	5.151	0.249	0.261
18.0	0.734	0.17361	-0.009	0.002	0.837	0.032	0.998	4.227	0.246	0.262
19.0	0.680	0.19551	-0.009	0.001	0.873	0.029	0.998	3.479	0.247	0.264
20.0	0.627	0.21345	-0.010	0.001	0.898	0.025	0.998	2.936	0.248	0.265

Name = NACA 0010
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.627	0.21449	0.010	0.859	0.001	1.000	0.027	-2.923	0.247	0.265
-19.0	-0.680	0.19199	0.010	0.820	0.001	1.000	0.031	-3.544	0.246	0.264
-18.0	-0.734	0.17245	0.009	0.776	0.001	1.000	0.034	-4.258	0.246	0.263
-17.0	-0.787	0.15104	0.009	0.728	0.002	1.000	0.039	-5.210	0.249	0.262
-16.0	-0.837	0.13015	0.009	0.679	0.002	1.000	0.053	-6.431	0.254	0.261
-15.0	-0.884	0.10894	0.009	0.632	0.003	1.000	0.087	-8.115	0.254	0.261
-14.0	-0.905	0.09490	0.009	0.588	0.003	1.000	0.111	-9.533	0.263	0.260
-13.0	-0.932	0.07106	0.010	0.549	0.003	1.000	0.228	-13.115	0.270	0.261
-12.0	-1.008	0.03362	0.011	0.506	0.004	1.000	0.630	-29.986	0.262	0.261
-11.0	-1.038	0.02236	0.011	0.463	0.004	1.000	0.898	-46.397	0.697	0.261
-10.0	-1.006	0.01942	0.011	0.423	0.004	1.000	0.966	-51.798	0.270	0.260
-9.0	-0.948	0.01369	0.010	0.394	0.004	1.000	0.983	-69.233	0.265	0.260
-8.0	-0.873	0.01417	0.009	0.354	0.005	1.000	0.990	-61.590	0.263	0.260
-7.0	-0.784	0.01324	0.007	0.317	0.006	1.000	0.992	-59.242	0.261	0.260
-6.0	-0.686	0.01251	0.006	0.287	0.009	1.000	0.994	-54.842	0.260	0.259
-5.0	-0.580	0.01194	0.005	0.256	0.013	1.000	0.996	-48.580	0.260	0.259
-4.0	-0.468	0.01155	0.004	0.219	0.018	1.000	0.996	-40.560	0.259	0.259
-3.0	-0.353	0.01237	0.003	0.188	0.029	1.000	0.997	-28.540	0.259	0.259
-2.0	-0.236	0.01198	0.002	0.161	0.046	1.000	0.998	-19.702	0.259	0.259
-1.0	-0.118	0.01177	0.001	0.131	0.070	1.000	0.998	-10.039	0.259	0.259
