Name = NACA 1412
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-12.0	-0.891	0.08127	-0.006	0.817	0.008	0.995	0.111	-10.967	0.433	0.243
-11.0	-0.893	0.05286	-0.009	0.786	0.009	0.995	0.338	-16.887	0.076	0.240
-10.0	-0.922	0.02646	-0.012	0.750	0.010	0.995	0.801	-34.842	0.422	0.237
-9.0	-0.868	0.02194	-0.013	0.706	0.013	0.995	0.936	-39.533	0.270	0.235
-8.0	-0.782	0.01984	-0.015	0.657	0.016	0.995	0.968	-39.403	0.264	0.231
-7.0	-0.683	0.01835	-0.016	0.606	0.019	0.996	0.980	-37.233	0.262	0.227
-6.0	-0.577	0.01324	-0.017	0.552	0.024	0.995	0.987	-43.552	0.261	0.220
-5.0	-0.464	0.01389	-0.018	0.495	0.037	0.995	0.990	-33.388	0.261	0.210
-4.0	-0.348	0.01322	-0.020	0.439	0.058	0.995	0.991	-26.297	0.261	0.194
-3.0	-0.230	0.01273	-0.021	0.403	0.090	0.995	0.993	-18.051	0.261	0.159
-2.0	-0.111	0.01230	-0.022	0.365	0.134	0.994	0.994	-8.989	0.261	0.049
-1.0	0.009	0.01210	-0.024	0.329	0.184	0.993	0.995	0.764	0.261	2.792
0.0	0.129	0.01206	-0.025	0.288	0.236	0.993	0.995	10.708	0.261	0.442
1.0	0.249	0.01216	-0.026	0.243	0.291	0.992	0.996	20.463	0.261	0.355
2.0	0.368	0.01252	-0.027	0.196	0.355	0.991	0.997	29.418	0.261	0.325
3.0	0.487	0.01350	-0.029	0.146	0.444	0.991	0.997	36.075	0.261	0.309
4.0	0.604	0.01301	-0.030	0.093	0.496	0.989	0.997	46.419	0.261	0.300
5.0	0.718	0.01371	-0.031	0.056	0.554	0.984	0.997	52.368	0.262	0.294
6.0	0.829	0.01930	-0.033	0.033	0.616	0.979	0.998	42.960	0.262	0.290
7.0	0.934	0.02087	-0.034	0.021	0.684	0.969	0.998	44.724	0.263	0.286
8.0	1.028	0.02267	-0.035	0.017	0.752	0.955	0.998	45.349	0.263	0.284
9.0	1.110	0.02485	-0.036	0.014	0.804	0.931	0.998	44.677	0.264	0.283
10.0	1.175	0.02776	-0.037	0.011	0.845	0.889	0.998	42.341	0.264	0.282
11.0	1.217	0.03240	-0.038	0.009	0.877	0.810	0.997	37.562	0.248	0.281
12.0	1.216	0.04311	-0.037	0.007	0.902	0.630	0.997	28.199	0.330	0.281
13.0	1.156	0.07403	-0.033	0.006	0.917	0.296	0.998	15.618	0.350	0.279
14.0	1.116	0.10660	-0.027	0.006	0.934	0.098	0.997	10.472	0.410	0.274
15.0	1.106	0.12559	-0.025	0.005	0.942	0.055	0.998	8.807	0.379	0.273
16.0	1.092	0.14389	-0.024	0.005	0.951	0.040	0.998	7.589	0.283	0.272
17.0	1.070	0.16212	-0.024	0.004	0.959	0.033	0.998	6.603	0.275	0.272
18.0	1.040	0.17865	-0.023	0.005	0.963	0.023	0.998	5.821	0.261	0.272
19.0	1.005	0.20024	-0.023	0.004	0.969	0.022	0.997	5.021	0.247	0.273
20.0	0.966	0.22720	-0.023	0.004	0.974	0.019	0.998	4.250	0.254	0.274

Name = NACA 1412
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.855	0.20737	-0.001	0.915	0.004	0.995	0.036	-4.125	0.234	0.249
-19.0	-0.887	0.18715	-0.002	0.906	0.004	0.995	0.041	-4.740	0.232	0.248
-18.0	-0.912	0.16741	-0.002	0.887	0.004	0.996	0.044	-5.448	0.225	0.248
-17.0	-0.931	0.14973	-0.003	0.871	0.004	0.996	0.050	-6.221	0.211	0.247
-16.0	-0.944	0.13227	-0.003	0.845	0.005	0.996	0.061	-7.136	0.170	0.247
-15.0	-0.950	0.11360	-0.004	0.817	0.005	0.997	0.086	-8.367	-0.083	0.246
-14.0	-0.950	0.09591	-0.005	0.787	0.006	0.997	0.125	-9.901	0.472	0.245
-13.0	-0.941	0.07951	-0.006	0.752	0.006	0.997	0.182	-11.831	-0.327	0.243
-12.0	-0.955	0.05051	-0.008	0.708	0.006	0.997	0.405	-18.907	0.131	0.241
-11.0	-0.976	0.02824	-0.010	0.662	0.007	0.997	0.741	-34.551	0.545	0.239
-10.0	-0.943	0.02211	-0.012	0.614	0.009	0.997	0.909	-42.634	0.278	0.237
-9.0	-0.872	0.01960	-0.013	0.565	0.011	0.996	0.961	-44.497	0.266	0.235
-8.0	-0.783	0.01787	-0.015	0.516	0.014	0.996	0.978	-43.851	0.263	0.231
-7.0	-0.684	0.01270	-0.016	0.464	0.016	0.996	0.986	-53.864	0.262	0.227
-6.0	-0.577	0.01336	-0.017	0.421	0.020	0.996	0.990	-43.192	0.261	0.220
-5.0	-0.464	0.01270	-0.018	0.391	0.027	0.996	0.991	-36.539	0.261	0.210
-4.0	-0.348	0.01217	-0.020	0.357	0.040	0.995	0.992	-28.575	0.261	0.194
-3.0	-0.230	0.01178	-0.021	0.323	0.062	0.995	0.993	-19.511	0.261	0.159
-2.0	-0.111	0.01144	-0.022	0.289	0.092	0.995	0.995	-9.668	0.261	0.049
-1.0	0.009	0.01133	-0.024	0.252	0.129	0.994	0.995	0.816	0.261	2.793
0.0	0.129	0.01134	-0.025	0.212	0.170	0.994	0.996	11.396	0.261	0.442
1.0	0.249	0.01147	-0.026	0.173	0.211	0.993	0.997	21.709	0.261	0.355
2.0	0.368	0.01251	-0.027	0.133	0.255	0.992	0.998	29.441	0.261	0.325
3.0	0.487	0.01291	-0.029	0.092	0.301	0.991	0.997	37.704	0.261	0.309
4.0	0.604	0.01346	-0.030	0.059	0.355	0.990	0.998	44.886	0.261	0.300
5.0	0.719	0.01272	-0.031	0.037	0.424	0.988	0.998	56.512	0.262	0.294
6.0	0.830	0.01339	-0.033	0.023	0.474	0.983	0.998	61.962	0.262	0.290
7.0	0.935	0.01895	-0.034	0.018	0.521	0.977	0.998	49.344	0.263	0.286
8.0	1.031	0.02045	-0.035	0.014	0.575	0.967	0.998	50.388	0.264	0.284
9.0	1.114	0.02230	-0.037	0.011	0.634	0.950	0.998	49.961	0.265	0.283
10.0	1.183	0.02469	-0.038	0.009	0.699	0.920	0.998	47.916	0.266	0.282
11.0	1.232	0.02788	-0.038	0.007	0.758	0.869	0.998	44.192	0.267	0.281
12.0	1.253	0.03344	-0.039	0.006	0.808	0.773	0.998	37.483	0.222	0.281
13.0	1.241	0.04481	-0.038	0.005	0.849	0.611	0.998	27.692	0.298	0.281
14.0	1.199	0.06696	-0.036	0.005	0.880	0.401	0.998	17.906	0.309	0.280
15.0	1.148	0.09798	-0.033	0.005	0.906	0.209	0.998	11.717	0.322	0.279
16.0	1.114	0.12333	-0.030	0.004	0.920	0.120	0.998	9.029	0.312	0.277
17.0	1.084	0.14402	-0.029	0.004	0.936	0.083	0.998	7.524	0.279	0.277
18.0	1.051	0.16182	-0.028	0.004	0.944	0.067	0.998	6.497	0.263	0.277
19.0	1.014	0.18162	-0.028	0.004	0.957	0.055	0.998	5.582	0.258	0.277
20.0	0.973	0.20456	-0.028	0.003	0.961	0.048	0.998	4.754	0.255	0.278

Name = NACA 1412
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.858	0.19450	-0.001	0.885	0.004	0.997	0.050	-4.413	0.234	0.249
-19.0	-0.890	0.17604	-0.002	0.867	0.004	0.997	0.055	-5.057	0.231	0.248
-18.0	-0.916	0.15785	-0.002	0.842	0.004	0.997	0.064	-5.806	0.224	0.248
-17.0	-0.936	0.14076	-0.003	0.812	0.004	0.997	0.070	-6.649	0.210	0.247
-16.0	-0.950	0.12316	-0.004	0.779	0.004	0.997	0.088	-7.716	0.179	0.246
-15.0	-0.960	0.10441	-0.004	0.744	0.005	0.997	0.125	-9.191	0.098	0.245
-14.0	-0.964	0.08545	-0.006	0.705	0.005	0.997	0.187	-11.278	-0.172	0.244
-13.0	-0.965	0.06537	-0.007	0.660	0.005	0.997	0.292	-14.770	0.129	0.243
-12.0	-0.992	0.03751	-0.009	0.613	0.006	0.997	0.573	-26.434	0.114	0.241
-11.0	-0.993	0.02455	-0.011	0.567	0.006	0.997	0.826	-40.454	0.322	0.239
-10.0	-0.947	0.02062	-0.012	0.521	0.008	0.997	0.934	-45.944	0.272	0.237
-9.0	-0.873	0.01850	-0.013	0.474	0.009	0.997	0.968	-47.207	0.265	0.235
-8.0	-0.784	0.01695	-0.015	0.430	0.012	0.997	0.981	-46.261	0.263	0.231
-7.0	-0.684	0.01208	-0.016	0.401	0.015	0.997	0.988	-56.651	0.262	0.227
-6.0	-0.577	0.01264	-0.017	0.368	0.018	0.996	0.990	-45.662	0.261	0.220
-5.0	-0.464	0.01207	-0.018	0.345	0.023	0.996	0.992	-38.438	0.261	0.210
-4.0	-0.348	0.01158	-0.020	0.307	0.034	0.996	0.993	-30.041	0.261	0.194
-3.0	-0.230	0.01129	-0.021	0.273	0.050	0.996	0.994	-20.358	0.261	0.159
-2.0	-0.111	0.01100	-0.022	0.242	0.074	0.995	0.995	-10.052	0.261	0.049
-1.0	0.009	0.01092	-0.024	0.209	0.103	0.995	0.996	0.847	0.261	2.793
0.0	0.129	0.01096	-0.025	0.171	0.136	0.994	0.997	11.793	0.261	0.442
1.0	0.249	0.01182	-0.026	0.136	0.172	0.994	0.998	21.068	0.261	0.355
2.0	0.368	0.01207	-0.027	0.102	0.210	0.993	0.998	30.519	0.261	0.325
3.0	0.487	0.01242	-0.029	0.071	0.250	0.992	0.998	39.221	0.261	0.309
4.0	0.604	0.01294	-0.030	0.045	0.289	0.991	0.998	46.699	0.262	0.300
5.0	0.719	0.01358	-0.032	0.030	0.332	0.990	0.998	52.924	0.262	0.294
6.0	0.830	0.01278	-0.033	0.019	0.390	0.986	0.998	64.972	0.262	0.290
7.0	0.936	0.01791	-0.034	0.016	0.450	0.981	0.998	52.234	0.263	0.286
8.0	1.032	0.01936	-0.035	0.012	0.486	0.972	0.998	53.279	0.264	0.284
9.0	1.116	0.02104	-0.037	0.010	0.529	0.959	0.998	53.054	0.265	0.283
10.0	1.186	0.02328	-0.038	0.007	0.579	0.934	0.998	50.954	0.267	0.282
11.0	1.237	0.02611	-0.039	0.006	0.634	0.891	0.998	47.399	0.269	0.281
12.0	1.265	0.03036	-0.039	0.005	0.695	0.817	0.998	41.674	0.272	0.281
13.0	1.264	0.03807	-0.039	0.005	0.754	0.697	0.998	33.208	0.282	0.281
14.0	1.233	0.05330	-0.038	0.005	0.803	0.526	0.998	23.138	0.289	0.281
15.0	1.185	0.07778	-0.036	0.004	0.846	0.346	0.998	15.239	0.300	0.281
16.0	1.135	0.10685	-0.033	0.004	0.878	0.201	0.998	10.627	0.304	0.279
17.0	1.096	0.13124	-0.031	0.003	0.906	0.129	0.998	8.350	0.291	0.279
18.0	1.058	0.15136	-0.030	0.004	0.920	0.094	0.998	6.991	0.271	0.279
19.0	1.019	0.17160	-0.030	0.003	0.937	0.077	0.998	5.939	0.262	0.279
20.0	0.976	0.19193	-0.029	0.003	0.945	0.063	0.998	5.086	0.262	0.280

Name = NACA 1412
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.860	0.18791	-0.001	0.848	0.004	0.997	0.060	-4.579	0.233	0.249
-19.0	-0.892	0.17028	-0.002	0.820	0.004	1.000	0.065	-5.240	0.231	0.248
-18.0	-0.919	0.15096	-0.002	0.792	0.004	1.000	0.075	-6.089	0.224	0.248
-17.0	-0.940	0.13511	-0.003	0.755	0.004	0.997	0.087	-6.956	0.211	0.247
-16.0	-0.955	0.11744	-0.004	0.714	0.004	0.997	0.109	-8.132	0.185	0.246
-15.0	-0.967	0.09825	-0.005	0.671	0.005	0.997	0.155	-9.838	0.146	0.245
-14.0	-0.976	0.07716	-0.006	0.627	0.005	0.997	0.240	-12.650	0.082	0.244
-13.0	-0.982	0.05698	-0.007	0.585	0.005	0.997	0.366	-17.236	0.153	0.243
-12.0	-1.010	0.03197	-0.009	0.547	0.006	0.997	0.660	-31.605	0.064	0.241
-11.0	-1.001	0.02280	-0.011	0.505	0.006	1.000	0.865	-43.912	0.298	0.239
-10.0	-0.949	0.01975	-0.012	0.457	0.007	0.997	0.945	-48.081	0.270	0.237
-9.0	-0.874	0.01776	-0.013	0.418	0.009	0.997	0.974	-49.230	0.265	0.235
-8.0	-0.784	0.01233	-0.015	0.395	0.011	0.997	0.983	-63.627	0.263	0.231
-7.0	-0.685	0.01287	-0.016	0.360	0.014	1.000	0.989	-53.190	0.262	0.227
-6.0	-0.577	0.01212	-0.017	0.334	0.016	0.997	0.991	-47.633	0.261	0.220
-5.0	-0.464	0.01168	-0.018	0.303	0.021	0.997	0.992	-39.746	0.261	0.210
-4.0	-0.348	0.01124	-0.020	0.270	0.030	0.996	0.993	-30.937	0.261	0.194
-3.0	-0.230	0.01095	-0.021	0.242	0.042	0.996	0.995	-20.995	0.261	0.159
-2.0	-0.111	0.01076	-0.022	0.210	0.062	0.995	0.995	-10.276	0.261	0.049
-1.0	0.009	0.01066	-0.024	0.176	0.087	0.995	0.996	0.868	0.261	2.793
0.0	0.129	0.01070	-0.025	0.144	0.115	0.995	0.997	12.083	0.261	0.442
1.0	0.249	0.01158	-0.026	0.113	0.147	0.994	0.998	21.508	0.261	0.355
2.0	0.368	0.01175	-0.028	0.084	0.179	0.993	0.998	31.359	0.261	0.325
3.0	0.487	0.01208	-0.029	0.057	0.215	0.992	0.998	40.331	0.261	0.309
4.0	0.604	0.01254	-0.030	0.037	0.254	0.991	0.998	48.195	0.262	0.300
5.0	0.719	0.01315	-0.032	0.026	0.289	0.990	0.998	54.681	0.262	0.294
6.0	0.831	0.01240	-0.033	0.018	0.327	0.988	0.998	66.998	0.262	0.290
7.0	0.936	0.01302	-0.034	0.014	0.377	0.983	0.998	71.896	0.263	0.286
8.0	1.033	0.01855	-0.035	0.011	0.431	0.977	0.998	55.659	0.264	0.284
9.0	1.117	0.02023	-0.037	0.009	0.469	0.963	0.998	55.239	0.265	0.283
10.0	1.188	0.02229	-0.038	0.007	0.510	0.942	0.998	53.290	0.267	0.282
11.0	1.241	0.02486	-0.039	0.006	0.557	0.906	0.998	49.931	0.270	0.281
12.0	1.272	0.02859	-0.040	0.005	0.607	0.842	0.998	44.475	0.277	0.281
13.0	1.275	0.03494	-0.040	0.005	0.660	0.739	0.999	36.501	0.270	0.281
14.0	1.249	0.04744	-0.039	0.004	0.713	0.586	0.998	26.335	0.279	0.281
15.0	1.207	0.06714	-0.038	0.004	0.767	0.424	0.999	17.971	0.290	0.281
16.0	1.151	0.09646	-0.035	0.003	0.815	0.258	0.999	11.931	0.295	0.280
17.0	1.107	0.12118	-0.033	0.003	0.856	0.170	0.999	9.134	0.288	0.280
18.0	1.066	0.14305	-0.032	0.003	0.886	0.123	0.999	7.451	0.276	0.280
19.0	1.024	0.16397	-0.031	0.003	0.911	0.095	0.998	6.243	0.266	0.280
20.0	0.980	0.18518	-0.031	0.003	0.929	0.078	0.999	5.292	0.261	0.281

Name = NACA 1412
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.862	0.18253	-0.001	0.805	0.004	1.000	0.066	-4.721	0.233	0.249
-19.0	-0.894	0.16535	-0.002	0.771	0.004	1.000	0.072	-5.406	0.230	0.248
-18.0	-0.921	0.14726	-0.002	0.734	0.004	1.000	0.085	-6.256	0.224	0.247
-17.0	-0.942	0.13090	-0.003	0.698	0.004	1.000	0.097	-7.198	0.211	0.247
-16.0	-0.958	0.11362	-0.004	0.659	0.004	1.000	0.123	-8.434	0.191	0.246
-15.0	-0.973	0.09268	-0.005	0.614	0.005	1.000	0.184	-10.501	0.164	0.245
-14.0	-0.985	0.07185	-0.006	0.571	0.005	1.000	0.277	-13.703	0.144	0.244
-13.0	-0.999	0.04942	-0.008	0.531	0.005	1.000	0.441	-20.214	0.161	0.242
-12.0	-1.022	0.02898	-0.009	0.497	0.005	1.000	0.712	-35.251	-0.259	0.241
-11.0	-1.005	0.02177	-0.011	0.452	0.006	1.000	0.886	-46.197	0.290	0.239
-10.0	-0.951	0.01907	-0.012	0.414	0.006	0.997	0.953	-49.877	0.269	0.237
-9.0	-0.875	0.01720	-0.013	0.392	0.008	1.000	0.977	-50.854	0.265	0.235
-8.0	-0.785	0.01200	-0.015	0.358	0.010	1.000	0.985	-65.363	0.263	0.231
-7.0	-0.685	0.01296	-0.016	0.334	0.013	1.000	0.990	-52.833	0.262	0.227
-6.0	-0.577	0.01186	-0.017	0.304	0.015	0.997	0.991	-48.674	0.261	0.220
-5.0	-0.464	0.01140	-0.018	0.272	0.019	0.997	0.993	-40.707	0.261	0.210
-4.0	-0.348	0.01097	-0.020	0.250	0.027	0.997	0.994	-31.710	0.261	0.194
-3.0	-0.230	0.01073	-0.021	0.215	0.038	0.996	0.995	-21.423	0.261	0.159
-2.0	-0.111	0.01057	-0.022	0.184	0.055	0.996	0.996	-10.468	0.261	0.049
-1.0	0.009	0.01040	-0.024	0.158	0.076	0.995	0.997	0.890	0.261	2.794
0.0	0.129	0.01121	-0.025	0.129	0.102	0.995	0.998	11.533	0.261	0.442
1.0	0.249	0.01128	-0.026	0.099	0.133	0.994	0.998	22.072	0.261	0.355
2.0	0.368	0.01149	-0.028	0.071	0.163	0.994	0.998	32.060	0.261	0.325
3.0	0.487	0.01183	-0.029	0.050	0.191	0.993	0.998	41.169	0.261	0.309
4.0	0.604	0.01220	-0.030	0.033	0.223	0.992	0.998	49.521	0.262	0.300
5.0	0.719	0.01285	-0.032	0.022	0.259	0.991	0.998	55.940	0.262	0.294
6.0	0.831	0.01210	-0.033	0.016	0.298	0.989	0.998	68.697	0.262	0.290
7.0	0.936	0.01269	-0.034	0.013	0.330	0.984	0.998	73.791	0.263	0.286
8.0	1.033	0.01801	-0.035	0.011	0.376	0.978	0.998	57.364	0.264	0.284
9.0	1.118	0.01961	-0.037	0.008	0.425	0.967	0.998	57.034	0.265	0.283
10.0	1.189	0.02159	-0.038	0.006	0.463	0.947	0.998	55.101	0.268	0.282
11.0	1.243	0.02397	-0.039	0.005	0.504	0.915	0.998	51.883	0.271	0.281
12.0	1.276	0.02740	-0.040	0.005	0.545	0.858	0.998	46.564	0.279	0.281
13.0	1.282	0.03301	-0.040	0.004	0.588	0.765	0.999	38.842	0.249	0.281
14.0	1.262	0.04318	-0.040	0.004	0.637	0.633	0.998	29.227	0.275	0.281
15.0	1.218	0.06185	-0.038	0.004	0.690	0.465	0.999	19.691	0.284	0.282
16.0	1.165	0.08740	-0.036	0.003	0.747	0.311	0.999	13.333	0.291	0.281
17.0	1.114	0.11477	-0.034	0.003	0.797	0.199	0.999	9.709	0.286	0.281
18.0	1.072	0.13559	-0.033	0.003	0.841	0.149	0.999	7.910	0.275	0.281
19.0	1.028	0.15838	-0.032	0.003	0.877	0.111	0.998	6.489	0.269	0.281
20.0	0.983	0.17859	-0.031	0.003	0.905	0.089	0.999	5.502	0.264	0.282

Name = NACA 1412
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.863	0.17805	-0.001	0.762	0.004	1.000	0.073	-4.847	0.233	0.249
-19.0	-0.896	0.16109	-0.002	0.724	0.004	1.000	0.080	-5.561	0.230	0.248
-18.0	-0.923	0.14379	-0.002	0.684	0.004	1.000	0.093	-6.420	0.223	0.247
-17.0	-0.945	0.12714	-0.003	0.650	0.004	1.000	0.110	-7.434	0.211	0.247
-16.0	-0.962	0.11014	-0.004	0.609	0.004	1.000	0.138	-8.732	0.192	0.246
-15.0	-0.977	0.08966	-0.005	0.567	0.004	1.000	0.201	-10.898	0.177	0.245
-14.0	-0.994	0.06665	-0.006	0.527	0.005	1.000	0.317	-14.910	0.161	0.244
-13.0	-1.008	0.04573	-0.008	0.494	0.004	1.000	0.483	-22.052	0.164	0.242
-12.0	-1.032	0.02696	-0.009	0.453	0.005	1.000	0.758	-38.263	-3.396	0.241
-11.0	-1.009	0.02126	-0.011	0.415	0.006	1.000	0.905	-47.482	0.284	0.239
-10.0	-0.952	0.01848	-0.012	0.396	0.006	1.000	0.958	-51.510	0.269	0.237
-9.0	-0.875	0.01681	-0.013	0.360	0.007	1.000	0.978	-52.048	0.265	0.235
-8.0	-0.785	0.01177	-0.015	0.341	0.009	0.997	0.986	-66.692	0.263	0.231
-7.0	-0.685	0.01273	-0.016	0.307	0.013	1.000	0.991	-53.798	0.262	0.227
-6.0	-0.577	0.01165	-0.017	0.279	0.015	0.997	0.992	-49.565	0.261	0.220
-5.0	-0.464	0.01116	-0.018	0.254	0.018	1.000	0.993	-41.610	0.261	0.210
-4.0	-0.348	0.01072	-0.020	0.221	0.025	0.997	0.994	-32.470	0.261	0.194
