Name = NACA 0012
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-1.0	-0.119	0.02898	0.001	0.668	0.498	0.963	0.967	-4.115	0.261	0.261
0.0	0.000	0.02878	-0.000	0.589	0.589	0.965	0.965	0.000	0.261	0.250
1.0	0.119	0.02898	-0.001	0.498	0.668	0.967	0.963	4.115	0.261	0.261
2.0	0.238	0.02964	-0.003	0.406	0.733	0.965	0.962	8.035	0.261	0.261
3.0	0.356	0.03073	-0.004	0.312	0.786	0.961	0.961	11.588	0.261	0.261
4.0	0.472	0.03237	-0.005	0.202	0.826	0.954	0.961	14.592	0.261	0.261
5.0	0.586	0.03437	-0.006	0.066	0.857	0.944	0.962	17.047	0.261	0.261
6.0	0.678	0.03772	-0.007	0.035	0.882	0.804	0.963	17.974	0.226	0.261
7.0	0.656	0.06767	-0.005	0.021	0.901	0.040	0.966	9.699	0.206	0.257
8.0	0.734	0.07757	-0.005	0.017	0.915	0.026	0.969	9.465	0.254	0.257
9.0	0.806	0.09009	-0.005	0.013	0.927	0.021	0.972	8.943	0.255	0.257
10.0	0.868	0.10351	-0.006	0.010	0.937	0.017	0.974	8.387	0.255	0.257
11.0	0.920	0.12077	-0.006	0.008	0.944	0.014	0.977	7.619	0.256	0.256
12.0	0.961	0.13994	-0.006	0.007	0.951	0.011	0.978	6.867	0.258	0.257
13.0	0.990	0.16513	-0.007	0.006	0.958	0.010	0.979	5.994	0.262	0.257
14.0	1.007	0.18951	-0.007	0.006	0.961	0.009	0.981	5.312	0.277	0.257
15.0	1.012	0.21710	-0.007	0.005	0.964	0.008	0.982	4.661	-10.705	0.257
16.0	1.007	0.24863	-0.008	0.005	0.967	0.008	0.983	4.048	0.216	0.258
17.0	0.992	0.28108	-0.008	0.005	0.971	0.007	0.985	3.528	0.235	0.258
18.0	0.969	0.32758	-0.008	0.005	0.975	0.007	0.986	2.957	0.239	0.258
19.0	0.940	0.38842	-0.008	0.005	0.977	0.006	0.987	2.419	0.240	0.259
20.0	0.906	0.44045	-0.009	0.004	0.978	0.006	0.988	2.056	0.239	0.260

Name = NACA 0012
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.909	0.23086	0.011	0.960	0.004	0.994	0.020	-3.936	0.236	0.262
-19.0	-0.943	0.20484	0.011	0.955	0.004	0.994	0.020	-4.602	0.242	0.261
-18.0	-0.973	0.18473	0.011	0.946	0.004	0.995	0.024	-5.267	0.245	0.261
-17.0	-0.997	0.16190	0.010	0.939	0.005	0.995	0.028	-6.157	0.248	0.260
-16.0	-1.014	0.14333	0.010	0.930	0.005	0.995	0.039	-7.077	0.236	0.260
-15.0	-1.020	0.12787	0.010	0.916	0.005	0.996	0.042	-7.980	0.179	0.260
-14.0	-1.019	0.11149	0.010	0.904	0.005	0.996	0.060	-9.144	0.216	0.260
-13.0	-1.011	0.09467	0.010	0.883	0.006	0.997	0.094	-10.676	0.345	0.260
-12.0	-1.045	0.05858	0.013	0.859	0.007	0.997	0.363	-17.841	0.295	0.262
-11.0	-1.073	0.03520	0.013	0.832	0.008	1.000	0.679	-30.477	0.254	0.262
-10.0	-1.052	0.02686	0.013	0.796	0.010	1.000	0.869	-39.172	0.269	0.262
-9.0	-0.989	0.02361	0.012	0.751	0.013	1.000	0.935	-41.875	0.265	0.262
-8.0	-0.905	0.02142	0.010	0.697	0.016	1.000	0.962	-42.240	0.263	0.261
-7.0	-0.809	0.01984	0.009	0.638	0.020	1.000	0.977	-40.749	0.262	0.261
-6.0	-0.703	0.01417	0.008	0.579	0.028	1.000	0.983	-49.630	0.262	0.261
-5.0	-0.591	0.01298	0.007	0.522	0.041	0.997	0.989	-45.553	0.261	0.261
-4.0	-0.476	0.01350	0.005	0.467	0.070	0.997	0.991	-35.257	0.261	0.261
-3.0	-0.358	0.01283	0.004	0.414	0.116	0.996	0.992	-27.931	0.261	0.261
-2.0	-0.239	0.01241	0.003	0.363	0.164	0.996	0.993	-19.290	0.261	0.261
-1.0	-0.120	0.01206	0.001	0.313	0.215	0.995	0.994	-9.941	0.261	0.261
0.0	0.000	0.01206	-0.000	0.264	0.264	0.994	0.994	0.000	0.261	0.250
1.0	0.120	0.01207	-0.001	0.215	0.313	0.994	0.995	9.938	0.261	0.261
2.0	0.239	0.01238	-0.003	0.164	0.363	0.993	0.996	19.340	0.261	0.261
3.0	0.358	0.01279	-0.004	0.116	0.414	0.992	0.996	28.014	0.261	0.261
4.0	0.476	0.01354	-0.005	0.070	0.467	0.991	0.997	35.141	0.261	0.261
5.0	0.591	0.01297	-0.007	0.041	0.522	0.989	0.997	45.587	0.261	0.261
6.0	0.703	0.01363	-0.008	0.028	0.579	0.983	0.997	51.593	0.262	0.261
7.0	0.809	0.01938	-0.009	0.020	0.638	0.977	0.997	41.725	0.262	0.261
8.0	0.905	0.02141	-0.010	0.016	0.697	0.963	0.998	42.272	0.263	0.261
9.0	0.989	0.02360	-0.012	0.013	0.751	0.935	0.998	41.892	0.265	0.262
10.0	1.052	0.02688	-0.013	0.010	0.796	0.869	0.998	39.147	0.269	0.262
11.0	1.073	0.03521	-0.013	0.008	0.832	0.679	0.998	30.461	0.252	0.262
12.0	1.045	0.05849	-0.013	0.007	0.859	0.363	0.998	17.870	0.295	0.262
13.0	1.011	0.09467	-0.010	0.006	0.883	0.094	0.997	10.676	0.345	0.260
14.0	1.019	0.11150	-0.010	0.005	0.904	0.060	0.996	9.144	0.216	0.260
15.0	1.020	0.12787	-0.010	0.005	0.916	0.042	0.996	7.980	0.180	0.260
16.0	1.014	0.14333	-0.010	0.005	0.930	0.039	0.995	7.077	0.236	0.260
17.0	0.997	0.16190	-0.010	0.005	0.939	0.028	0.995	6.157	0.248	0.260
18.0	0.973	0.18474	-0.011	0.004	0.946	0.024	0.994	5.267	0.245	0.261
19.0	0.943	0.20484	-0.011	0.004	0.955	0.020	0.994	4.602	0.242	0.261
20.0	0.909	0.23086	-0.011	0.004	0.960	0.020	0.993	3.936	0.236	0.262

Name = NACA 0012
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.913	0.20892	0.013	0.940	0.004	1.000	0.040	-4.371	0.239	0.264
-19.0	-0.948	0.18444	0.012	0.934	0.004	1.000	0.042	-5.140	0.245	0.263
-18.0	-0.980	0.16509	0.012	0.918	0.004	1.000	0.053	-5.936	0.249	0.263
-17.0	-1.006	0.14511	0.012	0.906	0.005	1.000	0.067	-6.935	0.250	0.262
-16.0	-1.027	0.12639	0.012	0.884	0.005	1.000	0.091	-8.128	0.248	0.262
-15.0	-1.039	0.11058	0.012	0.861	0.005	1.000	0.114	-9.393	0.263	0.262
-14.0	-1.052	0.08932	0.013	0.835	0.005	1.000	0.188	-11.775	0.283	0.262
-13.0	-1.080	0.06077	0.014	0.797	0.005	1.000	0.377	-17.778	0.272	0.263
-12.0	-1.121	0.03537	0.014	0.753	0.006	1.000	0.679	-31.697	0.250	0.263
-11.0	-1.107	0.02756	0.014	0.706	0.007	1.000	0.831	-40.184	0.276	0.262
-10.0	-1.063	0.02361	0.013	0.652	0.008	1.000	0.917	-45.004	0.268	0.262
-9.0	-0.993	0.02119	0.012	0.597	0.011	1.000	0.956	-46.867	0.265	0.262
-8.0	-0.907	0.01931	0.010	0.545	0.014	1.000	0.974	-46.967	0.263	0.261
-7.0	-0.809	0.01802	0.009	0.496	0.017	1.000	0.982	-44.929	0.262	0.261
-6.0	-0.704	0.01306	0.008	0.449	0.021	1.000	0.987	-53.903	0.262	0.261
-5.0	-0.591	0.01371	0.007	0.402	0.032	1.000	0.991	-43.125	0.261	0.261
-4.0	-0.476	0.01317	0.005	0.357	0.048	1.000	0.992	-36.138	0.261	0.261
-3.0	-0.358	0.01200	0.004	0.313	0.076	0.997	0.993	-29.878	0.261	0.261
-2.0	-0.240	0.01164	0.003	0.272	0.111	0.996	0.994	-20.570	0.261	0.261
-1.0	-0.120	0.01134	0.001	0.231	0.151	0.996	0.995	-10.577	0.261	0.261
0.0	0.000	0.01134	-0.000	0.191	0.191	0.995	0.995	0.000	0.261	0.250
1.0	0.120	0.01140	-0.001	0.151	0.231	0.995	0.996	10.523	0.261	0.261
2.0	0.240	0.01162	-0.003	0.111	0.271	0.994	0.996	20.618	0.261	0.261
3.0	0.358	0.01196	-0.004	0.076	0.313	0.993	0.997	29.963	0.261	0.261
4.0	0.476	0.01313	-0.005	0.048	0.357	0.992	0.997	36.235	0.261	0.261
5.0	0.591	0.01375	-0.007	0.032	0.402	0.991	0.997	43.011	0.261	0.261
6.0	0.704	0.01300	-0.008	0.021	0.449	0.987	0.997	54.154	0.262	0.261
7.0	0.809	0.01797	-0.009	0.017	0.496	0.982	0.997	45.053	0.262	0.261
8.0	0.907	0.01930	-0.010	0.014	0.545	0.974	0.998	46.989	0.263	0.261
9.0	0.993	0.02118	-0.012	0.011	0.597	0.956	0.998	46.885	0.265	0.262
10.0	1.063	0.02362	-0.013	0.008	0.652	0.917	0.998	44.985	0.268	0.262
11.0	1.107	0.02758	-0.014	0.007	0.706	0.830	0.998	40.153	0.276	0.262
12.0	1.121	0.03533	-0.014	0.006	0.753	0.680	0.998	31.735	0.250	0.263
13.0	1.081	0.06070	-0.014	0.005	0.797	0.378	0.998	17.801	0.272	0.263
14.0	1.052	0.08933	-0.013	0.005	0.835	0.188	0.998	11.773	0.283	0.262
15.0	1.039	0.11058	-0.012	0.005	0.861	0.114	0.998	9.393	0.263	0.262
16.0	1.027	0.12639	-0.012	0.005	0.884	0.091	0.998	8.128	0.248	0.262
17.0	1.006	0.14511	-0.012	0.005	0.906	0.067	0.998	6.935	0.250	0.262
18.0	0.980	0.16508	-0.012	0.004	0.918	0.053	0.997	5.937	0.249	0.263
19.0	0.948	0.18444	-0.012	0.004	0.934	0.042	0.997	5.140	0.245	0.263
20.0	0.913	0.20890	-0.013	0.004	0.940	0.040	0.997	4.371	0.239	0.264

Name = NACA 0012
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.916	0.19596	0.014	0.917	0.004	1.000	0.053	-4.676	0.244	0.265
-19.0	-0.953	0.17559	0.013	0.906	0.004	1.000	0.062	-5.425	0.245	0.264
-18.0	-0.985	0.15591	0.013	0.882	0.004	1.000	0.074	-6.318	0.249	0.263
-17.0	-1.014	0.13506	0.013	0.857	0.004	1.000	0.098	-7.509	0.253	0.263
-16.0	-1.038	0.11624	0.013	0.828	0.004	1.000	0.131	-8.926	0.251	0.263
-15.0	-1.054	0.09869	0.013	0.793	0.004	1.000	0.175	-10.681	0.265	0.263
-14.0	-1.080	0.07338	0.014	0.749	0.005	1.000	0.302	-14.719	0.269	0.263
-13.0	-1.113	0.04807	0.014	0.701	0.005	1.000	0.509	-23.151	0.260	0.263
-12.0	-1.141	0.03036	0.015	0.650	0.006	1.000	0.764	-37.590	0.074	0.263
-11.0	-1.117	0.02523	0.014	0.601	0.006	1.000	0.872	-44.264	0.274	0.262
-10.0	-1.066	0.02213	0.013	0.553	0.007	1.000	0.935	-48.186	0.268	0.262
-9.0	-0.994	0.02002	0.012	0.505	0.009	1.000	0.963	-49.671	0.265	0.262
-8.0	-0.908	0.01823	0.010	0.459	0.012	1.000	0.978	-49.795	0.263	0.261
-7.0	-0.810	0.01303	0.009	0.415	0.015	1.000	0.985	-62.178	0.262	0.261
-6.0	-0.704	0.01371	0.008	0.375	0.019	1.000	0.990	-51.364	0.262	0.261
-5.0	-0.591	0.01312	0.007	0.339	0.026	1.000	0.991	-45.099	0.261	0.261
-4.0	-0.476	0.01266	0.005	0.301	0.038	1.000	0.992	-37.590	0.261	0.261
-3.0	-0.358	0.01224	0.004	0.262	0.059	1.000	0.993	-29.297	0.261	0.261
-2.0	-0.240	0.01122	0.003	0.224	0.086	0.997	0.994	-21.349	0.261	0.261
-1.0	-0.120	0.01099	0.001	0.189	0.119	0.996	0.995	-10.916	0.261	0.261
0.0	0.000	0.01094	-0.000	0.153	0.153	0.996	0.996	0.000	0.261	0.250
1.0	0.120	0.01099	-0.001	0.119	0.189	0.995	0.996	10.912	0.261	0.261
2.0	0.240	0.01119	-0.003	0.086	0.224	0.994	0.997	21.399	0.261	0.261
3.0	0.358	0.01220	-0.004	0.059	0.262	0.993	0.997	29.374	0.261	0.261
4.0	0.476	0.01263	-0.005	0.038	0.301	0.992	0.997	37.694	0.261	0.261
5.0	0.591	0.01315	-0.007	0.026	0.339	0.991	0.997	44.985	0.261	0.261
6.0	0.704	0.01367	-0.008	0.019	0.375	0.990	0.997	51.513	0.262	0.261
7.0	0.810	0.01299	-0.009	0.015	0.415	0.985	0.997	62.353	0.262	0.261
8.0	0.908	0.01830	-0.010	0.012	0.459	0.978	0.998	49.589	0.263	0.261
9.0	0.994	0.02001	-0.012	0.009	0.505	0.963	0.998	49.690	0.265	0.262
10.0	1.067	0.02212	-0.013	0.007	0.553	0.935	0.998	48.217	0.268	0.262
11.0	1.117	0.02524	-0.014	0.006	0.601	0.872	0.998	44.247	0.274	0.262
12.0	1.141	0.03034	-0.015	0.006	0.650	0.765	0.998	37.626	0.081	0.263
13.0	1.113	0.04811	-0.014	0.005	0.701	0.508	0.998	23.131	0.260	0.263
14.0	1.080	0.07340	-0.014	0.005	0.749	0.302	0.998	14.716	0.269	0.263
15.0	1.054	0.09869	-0.013	0.004	0.793	0.175	0.998	10.681	0.265	0.263
16.0	1.038	0.11624	-0.013	0.004	0.828	0.131	0.998	8.926	0.251	0.263
17.0	1.014	0.13506	-0.013	0.004	0.857	0.098	0.998	7.509	0.253	0.263
18.0	0.985	0.15590	-0.013	0.004	0.882	0.074	0.998	6.318	0.249	0.263
19.0	0.953	0.17559	-0.013	0.004	0.906	0.062	0.998	5.425	0.245	0.264
20.0	0.916	0.19595	-0.014	0.004	0.917	0.053	0.998	4.676	0.244	0.265

Name = NACA 0012
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.919	0.18896	0.014	0.888	0.003	1.000	0.063	-4.861	0.246	0.265
-19.0	-0.955	0.16818	0.014	0.868	0.004	1.000	0.074	-5.681	0.247	0.264
-18.0	-0.989	0.14914	0.014	0.838	0.004	1.000	0.091	-6.631	0.251	0.264
-17.0	-1.020	0.12846	0.014	0.801	0.004	1.000	0.122	-7.940	0.255	0.264
-16.0	-1.047	0.10795	0.014	0.759	0.004	1.000	0.169	-9.699	0.253	0.263
-15.0	-1.066	0.09029	0.014	0.713	0.004	1.000	0.223	-11.809	0.261	0.263
-14.0	-1.099	0.06398	0.015	0.666	0.004	1.000	0.377	-17.177	0.264	0.263
-13.0	-1.135	0.04085	0.015	0.617	0.005	1.000	0.597	-27.777	0.252	0.263
-12.0	-1.151	0.02804	0.015	0.571	0.005	1.000	0.805	-41.053	0.336	0.263
-11.0	-1.122	0.02392	0.014	0.525	0.005	1.000	0.893	-46.906	0.273	0.262
-10.0	-1.068	0.02122	0.013	0.484	0.006	1.000	0.944	-50.342	0.268	0.262
-9.0	-0.995	0.01922	0.012	0.449	0.008	1.000	0.968	-51.804	0.265	0.262
-8.0	-0.908	0.01750	0.010	0.405	0.012	1.000	0.981	-51.911	0.263	0.261
-7.0	-0.810	0.01258	0.009	0.365	0.013	1.000	0.987	-64.392	0.262	0.261
-6.0	-0.704	0.01324	0.008	0.331	0.017	1.000	0.991	-53.217	0.262	0.261
-5.0	-0.592	0.01268	0.007	0.299	0.023	1.000	0.992	-46.671	0.261	0.261
-4.0	-0.476	0.01221	0.005	0.262	0.033	1.000	0.993	-38.986	0.261	0.261
-3.0	-0.359	0.01188	0.004	0.227	0.050	1.000	0.994	-30.190	0.261	0.261
-2.0	-0.240	0.01162	0.003	0.195	0.072	1.000	0.995	-20.609	0.261	0.261
-1.0	-0.120	0.01069	0.001	0.165	0.100	0.997	0.996	-11.218	0.261	0.261
0.0	0.000	0.01059	-0.000	0.132	0.132	0.996	0.996	0.000	0.261	0.250
1.0	0.120	0.01070	-0.001	0.100	0.165	0.996	0.997	11.215	0.261	0.261
2.0	0.240	0.01166	-0.003	0.072	0.195	0.995	0.997	20.542	0.261	0.261
3.0	0.358	0.01192	-0.004	0.050	0.226	0.994	0.997	30.081	0.261	0.261
4.0	0.476	0.01218	-0.005	0.033	0.261	0.993	0.997	39.090	0.261	0.261
5.0	0.592	0.01271	-0.007	0.023	0.299	0.992	0.997	46.553	0.261	0.261
6.0	0.704	0.01328	-0.008	0.017	0.331	0.990	0.997	53.019	0.262	0.261
7.0	0.810	0.01255	-0.009	0.013	0.365	0.987	0.998	64.571	0.262	0.261
8.0	0.908	0.01754	-0.010	0.012	0.405	0.981	0.998	51.775	0.263	0.261
9.0	0.995	0.01921	-0.012	0.008	0.449	0.968	0.998	51.830	0.265	0.262
10.0	1.068	0.02121	-0.013	0.006	0.484	0.944	0.998	50.371	0.268	0.262
11.0	1.122	0.02393	-0.014	0.005	0.525	0.893	0.998	46.887	0.273	0.262
12.0	1.151	0.02802	-0.015	0.005	0.571	0.806	0.998	41.086	0.336	0.263
13.0	1.135	0.04088	-0.015	0.005	0.617	0.596	0.998	27.752	0.252	0.263
14.0	1.099	0.06401	-0.015	0.004	0.666	0.377	0.998	17.168	0.264	0.263
15.0	1.066	0.09026	-0.014	0.004	0.713	0.224	0.998	11.815	0.261	0.263
16.0	1.047	0.10795	-0.014	0.004	0.759	0.169	0.998	9.699	0.253	0.263
17.0	1.020	0.12846	-0.014	0.004	0.801	0.122	0.998	7.940	0.255	0.264
18.0	0.989	0.14914	-0.014	0.004	0.838	0.091	0.998	6.632	0.251	0.264
19.0	0.955	0.16818	-0.014	0.004	0.868	0.074	0.998	5.681	0.247	0.264
20.0	0.919	0.18896	-0.014	0.003	0.888	0.063	0.998	4.861	0.246	0.265

Name = NACA 0012
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.920	0.18364	0.014	0.852	0.003	1.000	0.071	-5.012	0.246	0.266
-19.0	-0.958	0.16427	0.014	0.820	0.003	1.000	0.085	-5.831	0.248	0.265
-18.0	-0.992	0.14396	0.014	0.782	0.004	1.000	0.105	-6.894	0.252	0.264
-17.0	-1.025	0.12242	0.014	0.739	0.004	1.000	0.143	-8.375	0.255	0.264
-16.0	-1.054	0.10245	0.014	0.694	0.004	1.000	0.196	-10.285	0.254	0.264
-15.0	-1.078	0.08260	0.015	0.650	0.004	1.000	0.271	-13.055	0.259	0.263
-14.0	-1.111	0.05817	0.015	0.607	0.004	1.000	0.426	-19.108	0.259	0.263
-13.0	-1.146	0.03733	0.015	0.560	0.004	1.000	0.642	-30.697	0.247	0.263
-12.0	-1.157	0.02661	0.015	0.516	0.005	1.000	0.830	-43.478	0.311	0.263
-11.0	-1.125	0.02300	0.014	0.474	0.005	1.000	0.907	-48.915	0.273	0.262
-10.0	-1.070	0.02052	0.013	0.442	0.006	1.000	0.951	-52.144	0.268	0.262
-9.0	-0.996	0.01862	0.012	0.404	0.007	1.000	0.972	-53.505	0.265	0.262
-8.0	-0.909	0.01292	0.010	0.364	0.011	1.000	0.982	-70.311	0.263	0.261
-7.0	-0.810	0.01224	0.009	0.332	0.013	1.000	0.988	-66.204	0.262	0.261
-6.0	-0.704	0.01289	0.008	0.302	0.016	1.000	0.991	-54.627	0.262	0.261
-5.0	-0.592	0.01240	0.007	0.264	0.021	1.000	0.992	-47.708	0.261	0.261
-4.0	-0.476	0.01194	0.005	0.234	0.030	1.000	0.993	-39.878	0.261	0.261
-3.0	-0.359	0.01161	0.004	0.208	0.043	1.000	0.994	-30.887	0.261	0.261
-2.0	-0.240	0.01139	0.003	0.174	0.062	1.000	0.995	-21.031	0.261	0.261
-1.0	-0.120	0.01051	0.001	0.142	0.086	0.997	0.996	-11.409	0.261	0.261
0.0	0.000	0.01041	-0.000	0.114	0.114	0.997	0.997	0.000	0.261	0.250
1.0	0.120	0.01052	-0.001	0.086	0.142	0.996	0.997	11.406	0.261	0.261
2.0	0.240	0.01136	-0.003	0.062	0.174	0.995	0.997	21.082	0.261	0.261
3.0	0.359	0.01165	-0.004	0.043	0.208	0.994	0.997	30.780	0.261	0.261
4.0	0.476	0.01191	-0.005	0.030	0.234	0.993	0.997	39.987	0.261	0.261
5.0	0.592	0.01243	-0.007	0.021	0.265	0.992	0.998	47.599	0.261	0.261
6.0	0.704	0.01288	-0.008	0.016	0.302	0.991	0.998	54.674	0.262	0.261
7.0	0.811	0.01221	-0.009	0.013	0.333	0.989	0.998	66.375	0.262	0.261
8.0	0.908	0.01295	-0.010	0.011	0.364	0.982	0.998	70.122	0.263	0.261
9.0	0.996	0.01861	-0.012	0.007	0.404	0.972	0.998	53.531	0.265	0.262
10.0	1.070	0.02050	-0.013	0.006	0.442	0.951	0.998	52.175	0.268	0.262
11.0	1.125	0.02301	-0.014	0.005	0.474	0.907	0.998	48.896	0.273	0.262
12.0	1.157	0.02659	-0.015	0.005	0.516	0.830	0.998	43.510	0.311	0.263
13.0	1.146	0.03736	-0.015	0.004	0.560	0.642	0.998	30.675	0.247	0.263
14.0	1.111	0.05820	-0.015	0.004	0.607	0.426	0.998	19.094	0.259	0.263
15.0	1.078	0.08252	-0.015	0.004	0.650	0.271	0.998	13.067	0.259	0.263
16.0	1.054	0.10245	-0.014	0.004	0.694	0.196	0.998	10.285	0.254	0.264
17.0	1.025	0.12242	-0.014	0.004	0.739	0.143	0.998	8.375	0.255	0.264
18.0	0.992	0.14396	-0.014	0.004	0.781	0.105	0.998	6.894	0.252	0.264
19.0	0.958	0.16427	-0.014	0.003	0.820	0.085	0.998	5.831	0.248	0.265
20.0	0.920	0.18364	-0.014	0.003	0.852	0.071	0.998	5.012	0.246	0.266

Name = NACA 0012
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.922	0.17876	0.015	0.808	0.003	1.000	0.080	-5.160	0.244	0.266
-19.0	-0.960	0.15957	0.014	0.768	0.003	1.000	0.092	-6.014	0.246	0.265
-18.0	-0.995	0.14067	0.014	0.725	0.003	1.000	0.114	-7.071	0.253	0.264
-17.0	-1.030	0.11769	0.015	0.681	0.004	1.000	0.162	-8.751	0.257	0.264
-16.0	-1.061	0.09685	0.015	0.638	0.004	1.000	0.224	-10.954	0.252	0.264
-15.0	-1.085	0.07844	0.015	0.599	0.004	1.000	0.297	-13.830	0.257	0.264
-14.0	-1.124	0.05270	0.015	0.557	0.004	1.000	0.476	-21.328	0.258	0.264
-13.0	-1.156	0.03434	0.015	0.513	0.004	1.000	0.685	-33.677	0.238	0.263
-12.0	-1.160	0.02568	0.015	0.473	0.005	1.000	0.844	-45.186	0.299	0.263
-11.0	-1.127	0.02232	0.014	0.444	0.005	1.000	0.916	-50.498	0.273	0.262
-10.0	-1.071	0.01998	0.013	0.405	0.005	1.000	0.956	-53.595	0.268	0.262
-9.0	-0.997	0.01821	0.012	0.367	0.007	1.000	0.975	-54.729	0.265	0.262
-8.0	-0.909	0.01266	0.010	0.342	0.009	1.000	0.983	-71.791	0.263	0.261
-7.0	-0.811	0.01194	0.009	0.306	0.012	1.000	0.990	-67.915	0.262	0.261
-6.0	-0.704	0.01263	0.008	0.272	0.015	1.000	0.991	-55.752	0.262	0.261
-5.0	-0.592	0.01211	0.007	0.249	0.019	1.000	0.992	-48.835	0.261	0.261
-4.0	-0.476	0.01175	0.005	0.215	0.028	1.000	0.993	-40.532	0.261	0.261
-3.0	-0.359	0.01141	0.004	0.184	0.039	1.000	0.995	-31.430	0.261	0.261
-2.0	-0.240	0.01124	0.003	0.158	0.055	1.000	0.996	-21.320	0.261	0.261
-1.0	-0.120	0.01032	0.001	0.131	0.077	1.000	0.996	-11.629	0.261	0.261
