Name = NACA 2408
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
4.0	0.698	0.03059	-0.052	0.357	0.971	0.952	0.990	22.818	-0.183	0.325
5.0	0.651	0.05061	-0.025	0.010	0.978	0.022	0.991	12.865	-0.852	0.289
6.0	0.726	0.05865	-0.021	0.007	0.982	0.009	0.994	12.379	0.219	0.279
7.0	0.793	0.06966	-0.021	0.005	0.987	0.007	0.996	11.385	0.243	0.276
8.0	0.848	0.08482	-0.020	0.005	0.990	0.006	0.998	10.002	0.246	0.274
9.0	0.890	0.10371	-0.020	0.004	0.994	0.006	0.997	8.578	0.249	0.273
10.0	0.915	0.12696	-0.020	0.004	0.997	0.005	0.997	7.210	0.237	0.272
11.0	0.919	0.16184	-0.020	0.003	0.997	0.004	0.998	5.678	0.268	0.272
12.0	0.888	0.19432	-0.020	0.003	0.998	0.004	0.998	4.568	0.250	0.272
13.0	0.839	0.23697	-0.020	0.003	0.997	0.004	0.998	3.540	0.251	0.274
14.0	0.778	0.29038	-0.020	0.002	0.998	0.003	0.998	2.681	0.249	0.275
15.0	0.712	0.34805	-0.020	0.002	0.998	0.003	0.998	2.045	0.254	0.278
16.0	0.643	0.42375	-0.019	0.001	0.998	0.002	0.998	1.518	0.260	0.280
17.0	0.577	0.52799	-0.019	0.001	0.998	0.002	0.998	1.093	0.251	0.283
18.0	0.516	0.62924	-0.019	0.001	0.998	0.002	0.998	0.819	0.254	0.287
19.0	0.459	0.75725	-0.018	0.001	0.998	0.002	0.998	0.606	0.248	0.290
20.0	0.409	0.87947	-0.019	0.001	0.998	0.002	0.999	0.465	0.233	0.297

Name = NACA 2408
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.293	0.36615	-0.014	0.957	0.002	0.991	0.012	-0.800	0.254	0.201
-19.0	-0.325	0.32546	-0.014	0.950	0.002	0.991	0.010	-0.998	0.251	0.207
-18.0	-0.359	0.28519	-0.014	0.943	0.001	0.992	0.010	-1.260	0.252	0.211
-17.0	-0.397	0.23866	-0.014	0.937	0.001	0.992	0.008	-1.662	0.250	0.215
-16.0	-0.436	0.20531	-0.014	0.927	0.002	0.993	0.008	-2.123	0.247	0.217
-15.0	-0.475	0.17425	-0.014	0.914	0.002	0.993	0.008	-2.726	0.246	0.220
-14.0	-0.512	0.15368	-0.014	0.901	0.002	0.994	0.008	-3.330	0.244	0.222
-13.0	-0.543	0.12666	-0.015	0.881	0.003	0.994	0.008	-4.288	0.255	0.223
-12.0	-0.565	0.10890	-0.014	0.859	0.004	0.995	0.006	-5.186	0.245	0.225
-11.0	-0.573	0.09179	-0.015	0.836	0.004	0.995	0.007	-6.243	1.632	0.224
-10.0	-0.564	0.07974	-0.015	0.802	0.005	0.996	0.007	-7.074	0.278	0.223
-9.0	-0.534	0.06769	-0.016	0.763	0.005	0.997	0.008	-7.892	0.269	0.220
-8.0	-0.481	0.05826	-0.017	0.720	0.005	0.997	0.010	-8.253	0.264	0.215
-7.0	-0.416	0.05063	-0.018	0.671	0.006	1.000	0.011	-8.214	0.281	0.208
-6.0	-0.342	0.04411	-0.021	0.618	0.007	1.000	0.026	-7.761	0.541	0.188
-5.0	-0.323	0.01314	-0.045	0.559	0.007	1.000	0.997	-24.546	0.440	0.111
-4.0	-0.214	0.01389	-0.046	0.490	0.011	1.000	0.998	-15.382	0.258	0.037
-3.0	-0.100	0.01343	-0.046	0.427	0.024	1.000	0.998	-7.480	0.258	-0.212
-2.0	0.015	0.01291	-0.047	0.399	0.066	1.000	0.998	1.165	0.258	3.395
-1.0	0.131	0.01253	-0.048	0.364	0.135	1.000	0.998	10.489	0.258	0.617
0.0	0.248	0.01232	-0.049	0.333	0.211	1.000	0.998	20.116	0.258	0.448
1.0	0.364	0.01229	-0.050	0.290	0.307	1.000	0.998	29.623	0.258	0.387
2.0	0.480	0.01219	-0.051	0.236	0.501	1.000	0.998	39.346	0.258	0.356
3.0	0.594	0.01289	-0.052	0.166	0.579	0.997	0.999	46.059	0.258	0.337
4.0	0.704	0.01435	-0.053	0.041	0.695	0.995	0.999	49.053	0.259	0.325
5.0	0.808	0.01534	-0.054	0.010	0.825	0.994	0.999	52.686	0.259	0.316
6.0	0.904	0.01653	-0.055	0.007	0.897	0.992	0.998	54.671	0.260	0.310
7.0	0.987	0.01617	-0.056	0.005	0.934	0.988	0.998	61.029	0.810	0.306
8.0	0.850	0.05505	-0.025	0.005	0.955	0.016	0.998	15.447	0.595	0.279
9.0	0.890	0.06374	-0.022	0.004	0.967	0.008	0.998	13.965	0.209	0.275
10.0	0.916	0.07414	-0.022	0.004	0.977	0.007	0.998	12.355	0.226	0.274
11.0	0.919	0.08794	-0.021	0.003	0.984	0.006	0.998	10.454	0.254	0.273
12.0	0.888	0.10339	-0.022	0.003	0.998	0.006	0.998	8.590	0.247	0.275
13.0	0.839	0.12064	-0.022	0.003	0.997	0.005	0.998	6.957	0.250	0.276
14.0	0.779	0.14025	-0.022	0.002	0.997	0.005	0.998	5.553	0.236	0.278
15.0	0.712	0.16228	-0.023	0.002	0.997	0.007	0.998	4.389	0.233	0.283
16.0	0.644	0.19403	-0.024	0.001	0.998	0.007	0.998	3.320	0.239	0.288
17.0	0.578	0.23534	-0.025	0.001	0.998	0.008	0.998	2.457	0.242	0.293
18.0	0.516	0.26610	-0.025	0.001	0.998	0.008	0.998	1.940	0.244	0.299
19.0	0.460	0.31934	-0.026	0.001	0.998	0.008	0.998	1.440	0.237	0.306
20.0	0.409	0.33200	-0.027	0.001	0.998	0.009	0.999	1.233	0.230	0.315

Name = NACA 2408
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.294	0.24446	-0.016	0.936	0.001	0.993	0.019	-1.201	0.252	0.196
-19.0	-0.325	0.22350	-0.016	0.925	0.001	0.994	0.018	-1.455	0.254	0.202
-18.0	-0.360	0.20331	-0.015	0.913	0.001	0.994	0.015	-1.770	0.255	0.207
-17.0	-0.397	0.18626	-0.015	0.899	0.001	0.995	0.013	-2.133	0.253	0.211
-16.0	-0.436	0.18646	-0.015	0.880	0.001	0.995	0.012	-2.339	0.249	0.215
-15.0	-0.475	0.15585	-0.015	0.856	0.002	0.996	0.012	-3.050	0.246	0.218
-14.0	-0.512	0.13610	-0.016	0.831	0.002	0.996	0.012	-3.764	0.244	0.220
-13.0	-0.544	0.11781	-0.016	0.798	0.002	0.996	0.011	-4.614	0.244	0.221
-12.0	-0.565	0.10030	-0.016	0.759	0.003	0.997	0.011	-5.637	0.244	0.222
-11.0	-0.573	0.08443	-0.016	0.717	0.004	0.997	0.010	-6.792	0.647	0.222
-10.0	-0.564	0.07359	-0.016	0.671	0.004	1.000	0.010	-7.671	0.280	0.221
-9.0	-0.535	0.06340	-0.017	0.622	0.004	1.000	0.012	-8.435	0.280	0.218
-8.0	-0.482	0.05571	-0.019	0.571	0.005	1.000	0.017	-8.647	0.315	0.211
-7.0	-0.421	0.04707	-0.024	0.514	0.006	1.000	0.059	-8.939	0.692	0.192
-6.0	-0.425	0.01327	-0.044	0.446	0.007	1.000	0.996	-32.026	0.456	0.147
-5.0	-0.323	0.01395	-0.045	0.411	0.007	1.000	0.998	-23.125	0.258	0.111
-4.0	-0.214	0.01334	-0.046	0.384	0.011	1.000	0.998	-16.013	0.258	0.037
-3.0	-0.100	0.01296	-0.046	0.356	0.021	1.000	0.998	-7.751	0.258	-0.212
-2.0	0.015	0.01268	-0.047	0.325	0.042	1.000	0.998	1.186	0.258	3.395
-1.0	0.131	0.01249	-0.048	0.291	0.088	1.000	0.998	10.523	0.258	0.617
0.0	0.248	0.01253	-0.049	0.251	0.140	1.000	0.998	19.786	0.258	0.448
1.0	0.364	0.01278	-0.050	0.204	0.195	1.000	0.999	28.482	0.258	0.387
2.0	0.480	0.01330	-0.051	0.149	0.257	1.000	0.998	36.086	0.258	0.356
3.0	0.594	0.01279	-0.052	0.084	0.336	1.000	0.999	46.451	0.258	0.337
4.0	0.704	0.01358	-0.053	0.021	0.481	0.997	0.999	51.867	0.259	0.325
5.0	0.809	0.01442	-0.054	0.010	0.539	0.996	0.999	56.073	0.259	0.316
6.0	0.904	0.01535	-0.055	0.007	0.616	0.995	0.999	58.908	0.261	0.310
7.0	0.988	0.01641	-0.056	0.005	0.724	0.991	0.999	60.202	0.262	0.306
8.0	1.056	0.01580	-0.057	0.004	0.845	0.985	0.999	66.834	0.264	0.304
9.0	1.103	0.02185	-0.057	0.004	0.912	0.967	0.999	50.494	0.470	0.302
10.0	0.918	0.06957	-0.026	0.004	0.945	0.018	0.998	13.200	0.435	0.279
11.0	0.920	0.08095	-0.023	0.003	0.963	0.009	0.998	11.365	0.336	0.275
12.0	0.889	0.09462	-0.024	0.003	0.978	0.009	0.999	9.394	0.248	0.277
13.0	0.840	0.10872	-0.024	0.002	0.987	0.008	0.998	7.725	0.241	0.278
14.0	0.780	0.12856	-0.025	0.002	0.997	0.010	0.998	6.064	0.235	0.282
15.0	0.713	0.14400	-0.025	0.001	0.997	0.010	0.998	4.951	0.236	0.286
16.0	0.645	0.16846	-0.027	0.001	0.998	0.012	0.998	3.829	0.235	0.291
17.0	0.579	0.18713	-0.027	0.001	0.998	0.013	0.998	3.094	0.235	0.297
18.0	0.517	0.20182	-0.029	0.001	0.998	0.015	0.998	2.562	0.241	0.305
19.0	0.460	0.23251	-0.029	0.001	0.998	0.014	0.998	1.980	0.235	0.312
20.0	0.410	0.24314	-0.030	0.001	0.998	0.017	0.999	1.686	0.220	0.323

Name = NACA 2408
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.294	0.22779	-0.016	0.911	0.001	0.994	0.022	-1.290	0.248	0.195
-19.0	-0.326	0.20621	-0.016	0.894	0.001	0.995	0.021	-1.579	0.248	0.200
-18.0	-0.360	0.19573	-0.016	0.877	0.001	0.995	0.020	-1.841	0.250	0.205
-17.0	-0.398	0.18038	-0.016	0.849	0.001	0.996	0.018	-2.205	0.250	0.209
-16.0	-0.437	0.16149	-0.016	0.820	0.001	0.996	0.017	-2.704	0.246	0.213
-15.0	-0.476	0.13978	-0.017	0.789	0.001	0.997	0.017	-3.405	0.247	0.215
-14.0	-0.513	0.12593	-0.017	0.753	0.002	0.997	0.015	-4.072	0.250	0.218
-13.0	-0.544	0.11080	-0.017	0.710	0.002	0.997	0.015	-4.910	0.236	0.220
-12.0	-0.566	0.09642	-0.017	0.665	0.002	1.000	0.016	-5.872	0.253	0.220
-11.0	-0.574	0.08115	-0.016	0.618	0.004	1.000	0.012	-7.070	1.174	0.221
-10.0	-0.565	0.07153	-0.018	0.570	0.004	1.000	0.017	-7.904	0.327	0.218
-9.0	-0.536	0.06227	-0.019	0.519	0.004	1.000	0.022	-8.610	0.336	0.214
-8.0	-0.488	0.05159	-0.025	0.459	0.005	1.000	0.067	-9.454	1.533	0.199
-7.0	-0.518	0.01319	-0.043	0.417	0.006	1.000	0.994	-39.256	0.556	0.167
-6.0	-0.425	0.01263	-0.044	0.397	0.006	1.000	0.997	-33.641	0.259	0.147
-5.0	-0.323	0.01326	-0.045	0.363	0.007	1.000	0.998	-24.323	0.258	0.111
-4.0	-0.214	0.01264	-0.046	0.345	0.010	1.000	0.998	-16.905	0.258	0.037
-3.0	-0.100	0.01236	-0.046	0.308	0.019	1.000	0.998	-8.126	0.258	-0.212
-2.0	0.015	0.01216	-0.047	0.272	0.036	1.000	0.998	1.236	0.258	3.395
-1.0	0.131	0.01211	-0.048	0.238	0.066	1.000	0.998	10.847	0.258	0.617
0.0	0.248	0.01215	-0.049	0.199	0.109	1.000	0.999	20.401	0.258	0.448
1.0	0.364	0.01244	-0.050	0.154	0.153	1.000	0.999	29.266	0.258	0.387
2.0	0.480	0.01297	-0.051	0.105	0.201	1.000	0.998	37.000	0.258	0.356
3.0	0.594	0.01375	-0.052	0.053	0.254	1.000	0.999	43.209	0.258	0.337
4.0	0.705	0.01319	-0.053	0.018	0.316	1.000	0.999	53.427	0.259	0.325
5.0	0.809	0.01375	-0.054	0.009	0.454	0.997	0.999	58.828	0.259	0.316
6.0	0.905	0.01470	-0.055	0.006	0.496	0.996	0.999	61.541	0.261	0.310
7.0	0.988	0.01579	-0.056	0.005	0.551	0.993	0.999	62.577	0.262	0.306
8.0	1.057	0.01707	-0.057	0.004	0.619	0.990	0.999	61.907	0.265	0.304
9.0	1.106	0.02110	-0.057	0.004	0.714	0.979	0.999	52.419	0.266	0.302
10.0	1.124	0.02350	-0.058	0.003	0.837	0.919	0.999	47.840	0.412	0.301
11.0	0.923	0.07823	-0.028	0.003	0.914	0.022	0.999	11.798	0.380	0.280
12.0	0.891	0.08946	-0.027	0.002	0.951	0.019	0.999	9.960	0.263	0.281
13.0	0.841	0.10516	-0.027	0.002	0.971	0.016	0.998	8.002	0.252	0.282
14.0	0.781	0.12122	-0.027	0.001	0.986	0.015	0.998	6.441	0.241	0.285
15.0	0.714	0.13942	-0.028	0.001	0.997	0.017	0.998	5.122	0.243	0.289
16.0	0.646	0.15789	-0.028	0.001	0.997	0.016	0.998	4.089	0.244	0.293
17.0	0.579	0.17529	-0.029	0.001	0.998	0.017	0.998	3.306	0.234	0.300
18.0	0.518	0.19490	-0.030	0.001	0.998	0.019	0.998	2.656	0.239	0.308
19.0	0.461	0.22144	-0.030	0.001	0.998	0.018	0.998	2.082	0.238	0.315
20.0	0.410	0.23736	-0.031	0.001	0.998	0.020	0.999	1.729	0.226	0.326

Name = NACA 2408
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.294	0.22155	-0.016	0.879	0.001	0.995	0.024	-1.326	0.247	0.194
-19.0	-0.326	0.20442	-0.017	0.854	0.001	0.996	0.023	-1.593	0.248	0.199
-18.0	-0.360	0.18149	-0.017	0.828	0.001	0.996	0.022	-1.986	0.249	0.204
-17.0	-0.398	0.17091	-0.017	0.797	0.001	0.996	0.020	-2.328	0.247	0.208
-16.0	-0.437	0.15610	-0.017	0.758	0.001	0.997	0.020	-2.800	0.244	0.212
-15.0	-0.476	0.13707	-0.017	0.716	0.001	0.997	0.020	-3.475	0.245	0.214
-14.0	-0.513	0.12302	-0.017	0.673	0.001	0.997	0.019	-4.172	0.247	0.217
-13.0	-0.545	0.10955	-0.017	0.630	0.002	0.997	0.018	-4.970	0.235	0.218
-12.0	-0.567	0.09461	-0.018	0.586	0.002	1.000	0.020	-5.990	0.210	0.218
-11.0	-0.575	0.08074	-0.019	0.544	0.003	1.000	0.021	-7.122	82.450	0.218
-10.0	-0.567	0.06919	-0.020	0.499	0.004	1.000	0.026	-8.190	0.341	0.215
-9.0	-0.539	0.06010	-0.022	0.438	0.004	1.000	0.040	-8.960	-0.471	0.209
-8.0	-0.598	0.01271	-0.042	0.408	0.005	1.000	0.987	-47.036	1.274	0.179
-7.0	-0.518	0.01272	-0.043	0.381	0.005	1.000	0.995	-40.699	0.260	0.167
-6.0	-0.425	0.01218	-0.044	0.357	0.006	1.000	0.997	-34.886	0.259	0.147
-5.0	-0.323	0.01278	-0.045	0.333	0.007	1.000	0.998	-25.238	0.258	0.111
-4.0	-0.214	0.01228	-0.046	0.303	0.010	1.000	0.998	-17.394	0.258	0.037
-3.0	-0.100	0.01202	-0.046	0.268	0.017	1.000	0.998	-8.358	0.258	-0.212
-2.0	0.015	0.01184	-0.047	0.237	0.030	1.000	0.998	1.269	0.258	3.395
-1.0	0.131	0.01180	-0.048	0.206	0.056	1.000	0.998	11.135	0.258	0.617
0.0	0.248	0.01189	-0.049	0.166	0.090	1.000	0.999	20.849	0.258	0.448
1.0	0.364	0.01216	-0.050	0.125	0.129	1.000	0.999	29.927	0.258	0.387
2.0	0.480	0.01264	-0.051	0.080	0.170	1.000	0.998	37.968	0.258	0.356
3.0	0.594	0.01336	-0.052	0.037	0.214	1.000	0.999	44.487	0.258	0.337
4.0	0.705	0.01416	-0.053	0.017	0.261	1.000	0.999	49.766	0.259	0.325
5.0	0.809	0.01350	-0.054	0.008	0.315	1.000	0.999	59.952	0.259	0.316
6.0	0.905	0.01419	-0.055	0.006	0.437	0.997	0.999	63.785	0.260	0.310
7.0	0.989	0.01518	-0.056	0.005	0.475	0.995	0.999	65.109	0.262	0.306
8.0	1.057	0.01645	-0.057	0.004	0.520	0.991	0.999	64.250	0.265	0.304
9.0	1.107	0.01613	-0.057	0.004	0.576	0.983	0.999	68.601	0.271	0.302
10.0	1.133	0.02250	-0.058	0.003	0.651	0.959	0.999	50.373	0.383	0.301
11.0	0.932	0.07397	-0.034	0.003	0.747	0.062	0.999	12.602	0.369	0.287
12.0	0.893	0.08733	-0.030	0.002	0.867	0.028	0.999	10.226	0.313	0.283
13.0	0.843	0.10212	-0.029	0.002	0.937	0.021	0.999	8.252	0.263	0.284
14.0	0.781	0.11929	-0.028	0.001	0.966	0.019	0.999	6.550	0.247	0.286
15.0	0.715	0.13483	-0.029	0.001	0.997	0.019	0.998	5.300	0.244	0.290
16.0	0.646	0.15745	-0.029	0.001	0.997	0.019	0.998	4.103	0.245	0.295
17.0	0.580	0.17061	-0.030	0.001	0.998	0.019	0.998	3.398	0.237	0.301
18.0	0.518	0.18510	-0.031	0.001	0.998	0.021	0.998	2.798	0.240	0.309
19.0	0.461	0.20830	-0.031	0.000	0.998	0.020	0.998	2.214	0.239	0.317
20.0	0.411	0.22040	-0.032	0.001	0.998	0.022	0.999	1.863	0.230	0.328

Name = NACA 2408
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.294	0.21903	-0.017	0.841	0.001	0.996	0.025	-1.342	0.246	0.194
-19.0	-0.326	0.19854	-0.017	0.808	0.001	0.996	0.024	-1.641	0.247	0.199
-18.0	-0.361	0.17958	-0.017	0.772	0.001	0.996	0.023	-2.008	0.247	0.203
-17.0	-0.398	0.16742	-0.017	0.735	0.001	0.997	0.022	-2.378	0.246	0.208
-16.0	-0.437	0.15206	-0.017	0.698	0.001	0.997	0.022	-2.875	0.247	0.211
-15.0	-0.476	0.13439	-0.017	0.659	0.001	0.997	0.020	-3.545	0.247	0.214
-14.0	-0.513	0.12128	-0.017	0.614	0.001	1.000	0.019	-4.232	0.244	0.216
-13.0	-0.545	0.10524	-0.018	0.570	0.001	1.000	0.019	-5.176	0.230	0.218
-12.0	-0.567	0.09321	-0.018	0.526	0.002	1.000	0.022	-6.083	0.200	0.218
-11.0	-0.576	0.07916	-0.019	0.480	0.003	1.000	0.025	-7.271	-1.827	0.217
-10.0	-0.568	0.06750	-0.021	0.430	0.004	1.000	0.037	-8.420	0.386	0.213
-9.0	-0.541	0.05781	-0.024	0.405	0.004	1.000	0.062	-9.366	-0.448	0.206
-8.0	-0.599	0.01311	-0.042	0.377	0.005	1.000	0.992	-45.641	1.067	0.179
-7.0	-0.518	0.01243	-0.043	0.355	0.005	1.000	0.995	-41.654	0.259	0.167
-6.0	-0.425	0.01189	-0.044	0.331	0.006	1.000	0.997	-35.747	0.258	0.147
-5.0	-0.323	0.01245	-0.045	0.303	0.006	1.000	0.998	-25.904	0.258	0.111
-4.0	-0.214	0.01199	-0.046	0.270	0.009	1.000	0.998	-17.816	0.258	0.037
-3.0	-0.100	0.01171	-0.046	0.245	0.016	1.000	0.998	-8.581	0.258	-0.212
-2.0	0.015	0.01164	-0.047	0.211	0.024	1.000	0.998	1.291	0.258	3.395
-1.0	0.131	0.01158	-0.048	0.175	0.046	1.000	0.999	11.345	0.258	0.617
0.0	0.248	0.01171	-0.049	0.140	0.078	1.000	0.999	21.159	0.258	0.448
1.0	0.364	0.01194	-0.050	0.103	0.111	1.000	0.999	30.490	0.258	0.387
2.0	0.480	0.01246	-0.051	0.063	0.148	1.000	0.998	38.511	0.258	0.356
3.0	0.594	0.01301	-0.052	0.032	0.186	1.000	0.999	45.660	0.258	0.337
4.0	0.705	0.01380	-0.053	0.015	0.227	1.000	0.999	51.079	0.259	0.325
5.0	0.809	0.01461	-0.054	0.008	0.271	1.000	0.999	55.398	0.260	0.316
6.0	0.905	0.01564	-0.055	0.005	0.323	1.000	0.999	57.892	0.261	0.310
7.0	0.989	0.01479	-0.056	0.004	0.427	0.995	0.999	66.867	0.262	0.306
8.0	1.057	0.01595	-0.057	0.004	0.468	0.992	0.999	66.264	0.266	0.304
9.0	1.107	0.01565	-0.058	0.004	0.510	0.986	0.999	70.772	0.271	0.302
10.0	1.135	0.02185	-0.058	0.003	0.560	0.967	0.999	51.949	0.320	0.301
11.0	1.091	0.02855	-0.056	0.003	0.620	0.755	0.999	38.217	0.360	0.302
12.0	0.896	0.08489	-0.032	0.002	0.700	0.041	0.999	10.554	0.359	0.286
13.0	0.843	0.10141	-0.029	0.001	0.804	0.025	0.999	8.317	0.278	0.285
14.0	0.782	0.11888	-0.029	0.001	0.916	0.021	0.999	6.577	0.254	0.287
15.0	0.715	0.13358	-0.029	0.001	0.964	0.019	0.999	5.350	0.245	0.290
16.0	0.646	0.15259	-0.029	0.001	0.997	0.020	0.998	4.235	0.241	0.296
17.0	0.580	0.16711	-0.030	0.000	0.998	0.020	0.998	3.471	0.238	0.302
18.0	0.518	0.18240	-0.031	0.001	0.998	0.022	0.998	2.841	0.240	0.310
19.0	0.461	0.20666	-0.031	0.000	0.998	0.021	0.998	2.232	0.240	0.318
20.0	0.411	0.22110	-0.032	0.001	0.998	0.023	0.999	1.858	0.232	0.328

Name = NACA 2408
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.294	0.20955	-0.017	0.800	0.001	0.996	0.026	-1.403	0.245	0.193
-19.0	-0.326	0.19411	-0.017	0.761	0.001	0.996	0.025	-1.679	0.246	0.198
-18.0	-0.361	0.17822	-0.017	0.722	0.001	0.996	0.024	-2.024	0.247	0.203
-17.0	-0.398	0.16225	-0.017	0.682	0.001	0.997	0.023	-2.454	0.246	0.207
-16.0	-0.437	0.14753	-0.017	0.646	0.001	0.997	0.022	-2.964	0.246	0.211
-15.0	-0.477	0.13077	-0.017	0.608	0.001	1.000	0.022	-3.644	0.247	0.214
-14.0	-0.513	0.11854	-0.017	0.564	0.001	1.000	0.020	-4.331	0.244	0.216
-13.0	-0.545	0.10702	-0.018	0.520	0.001	1.000	0.020	-5.091	0.230	0.217
-12.0	-0.567	0.09130	-0.019	0.476	0.002	1.000	0.023	-6.212	0.188	0.217
-11.0	-0.576	0.07860	-0.020	0.430	0.002	1.000	0.029	-7.330	-1.189	0.216
-10.0	-0.570	0.06611	-0.022	0.405	0.004	1.000	0.046	-8.616	0.455	0.211
-9.0	-0.546	0.05483	-0.026	0.379	0.004	1.000	0.095	-9.955	-0.445	0.202
-8.0	-0.599	0.01286	-0.042	0.356	0.005	1.000	0.992	-46.553	0.863	0.179
-7.0	-0.518	0.01208	-0.043	0.335	0.005	1.000	0.996	-42.864	0.259	0.167
-6.0	-0.425	0.01273	-0.044	0.305	0.006	1.000	0.998	-33.387	0.258	0.147
-5.0	-0.323	0.01221	-0.045	0.275	0.006	1.000	0.998	-26.431	0.258	0.111
-4.0	-0.214	0.01181	-0.046	0.252	0.009	1.000	0.998	-18.094	0.258	0.037
