Name = NACA 4421
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-3.0	0.177	0.03951	-0.087	0.493	0.170	0.862	0.806	4.481	0.300	0.744
-2.0	0.307	0.03877	-0.092	0.447	0.203	0.856	0.909	7.920	0.278	0.550
-1.0	0.436	0.03896	-0.095	0.429	0.241	0.830	0.945	11.185	0.271	0.467
0.0	0.545	0.04059	-0.097	0.413	0.287	0.796	0.961	13.428	0.265	0.428
1.0	0.661	0.04203	-0.098	0.399	0.495	0.753	0.945	15.727	0.264	0.399
2.0	0.775	0.04407	-0.100	0.380	0.552	0.716	0.954	17.588	0.265	0.379
3.0	0.886	0.04673	-0.102	0.361	0.618	0.674	0.957	18.957	0.262	0.365
4.0	0.992	0.05001	-0.103	0.345	0.697	0.627	0.955	19.840	0.264	0.354
5.0	1.101	0.05362	-0.105	0.319	0.769	0.604	0.950	20.537	0.266	0.345
6.0	1.206	0.05811	-0.106	0.296	0.821	0.575	0.948	20.748	0.268	0.338
7.0	1.310	0.06311	-0.108	0.267	0.855	0.558	0.951	20.762	0.270	0.333
8.0	1.411	0.06894	-0.110	0.238	0.879	0.540	0.955	20.464	0.271	0.328
9.0	1.508	0.07568	-0.112	0.206	0.899	0.525	0.958	19.932	0.272	0.325
10.0	1.601	0.08342	-0.115	0.173	0.911	0.509	0.961	19.196	0.273	0.322
11.0	1.688	0.09238	-0.117	0.138	0.922	0.494	0.964	18.275	0.273	0.319
12.0	1.768	0.10264	-0.118	0.105	0.933	0.474	0.967	17.226	0.271	0.317
13.0	1.839	0.11525	-0.120	0.077	0.939	0.446	0.971	15.954	0.268	0.315
14.0	1.899	0.12951	-0.121	0.057	0.945	0.416	0.974	14.663	0.253	0.314
15.0	1.938	0.14802	-0.120	0.047	0.952	0.362	0.976	13.091	0.194	0.312
16.0	1.959	0.17105	-0.117	0.038	0.957	0.291	0.978	11.455	0.006	0.310
17.0	1.968	0.19805	-0.113	0.031	0.960	0.214	0.980	9.936	-1.211	0.307
18.0	1.968	0.22840	-0.105	0.027	0.964	0.139	0.981	8.615	-4.763	0.304
19.0	1.971	0.25665	-0.099	0.024	0.968	0.091	0.983	7.679	-0.704	0.300
20.0	1.978	0.28546	-0.095	0.022	0.973	0.069	0.985	6.930	-0.201	0.298

Name = NACA 4421
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.289	0.15268	-0.042	0.795	0.019	0.989	0.182	-8.446	0.305	0.217
-19.0	-1.257	0.13558	-0.044	0.772	0.020	0.989	0.201	-9.270	0.300	0.215
-18.0	-1.216	0.12001	-0.046	0.756	0.020	0.989	0.221	-10.131	0.296	0.212
-17.0	-1.168	0.10485	-0.048	0.728	0.022	0.989	0.248	-11.142	0.295	0.209
-16.0	-1.113	0.09051	-0.051	0.708	0.023	0.988	0.279	-12.297	0.292	0.205
-15.0	-1.048	0.07738	-0.053	0.677	0.025	0.988	0.315	-13.540	0.292	0.199
-14.0	-0.978	0.06471	-0.056	0.651	0.027	0.987	0.364	-15.106	0.301	0.193
-13.0	-0.908	0.05095	-0.060	0.620	0.030	0.986	0.451	-17.821	0.306	0.184
-12.0	-0.831	0.03960	-0.064	0.587	0.034	0.985	0.547	-20.994	0.301	0.173
-11.0	-0.748	0.03089	-0.068	0.558	0.037	0.984	0.651	-24.203	0.297	0.158
-10.0	-0.656	0.02707	-0.073	0.518	0.041	0.983	0.759	-24.222	0.290	0.139
-9.0	-0.553	0.02367	-0.076	0.475	0.047	0.982	0.848	-23.361	0.282	0.112
-8.0	-0.441	0.02165	-0.080	0.437	0.054	0.981	0.906	-20.354	0.276	0.069
-7.0	-0.321	0.02048	-0.082	0.419	0.062	0.979	0.938	-15.664	0.273	-0.007
-6.0	-0.197	0.01954	-0.085	0.405	0.072	0.978	0.957	-10.096	0.272	-0.182
-5.0	-0.072	0.01881	-0.088	0.391	0.085	0.976	0.968	-3.805	0.271	-0.977
-4.0	0.056	0.01851	-0.090	0.369	0.099	0.973	0.976	3.001	0.271	1.878
-3.0	0.183	0.01816	-0.093	0.355	0.117	0.970	0.980	10.105	0.271	0.757
-2.0	0.312	0.01540	-0.096	0.341	0.137	0.966	0.983	20.243	0.271	0.557
-1.0	0.439	0.01603	-0.098	0.314	0.159	0.962	0.987	27.423	0.271	0.474
0.0	0.563	0.01738	-0.101	0.296	0.185	0.958	0.989	32.420	0.272	0.429
1.0	0.689	0.01819	-0.104	0.271	0.213	0.951	0.990	37.853	0.272	0.401
2.0	0.813	0.01910	-0.107	0.249	0.243	0.944	0.991	42.548	0.272	0.381
3.0	0.935	0.02031	-0.109	0.225	0.277	0.936	0.991	46.058	0.272	0.367
4.0	1.056	0.02173	-0.112	0.203	0.321	0.925	0.992	48.601	0.272	0.356
5.0	1.175	0.02319	-0.115	0.176	0.464	0.913	0.993	50.674	0.273	0.348
6.0	1.291	0.02519	-0.117	0.154	0.500	0.899	0.994	51.246	0.273	0.341
7.0	1.403	0.02770	-0.120	0.128	0.537	0.881	0.995	50.655	0.273	0.335
8.0	1.511	0.03055	-0.122	0.106	0.585	0.861	0.996	49.452	0.273	0.331
9.0	1.613	0.03409	-0.125	0.086	0.645	0.838	0.997	47.322	0.273	0.327
10.0	1.709	0.03781	-0.127	0.069	0.712	0.812	0.998	45.199	0.273	0.324
11.0	1.797	0.04213	-0.129	0.055	0.773	0.784	0.998	42.658	0.274	0.322
12.0	1.879	0.04704	-0.131	0.045	0.822	0.755	0.998	39.954	0.274	0.320
13.0	1.953	0.05269	-0.133	0.037	0.854	0.724	0.998	37.071	0.275	0.318
14.0	2.018	0.05921	-0.134	0.030	0.878	0.691	0.998	34.074	0.278	0.317
15.0	2.070	0.06675	-0.136	0.025	0.900	0.659	0.998	31.005	0.282	0.316
16.0	2.112	0.07516	-0.137	0.022	0.912	0.626	0.998	28.107	0.288	0.315
17.0	2.146	0.08456	-0.139	0.019	0.925	0.594	0.998	25.373	0.296	0.315
18.0	2.169	0.09527	-0.140	0.017	0.935	0.562	0.998	22.765	0.312	0.315
19.0	2.182	0.10740	-0.141	0.015	0.942	0.530	0.998	20.320	0.361	0.315
20.0	2.187	0.12134	-0.142	0.013	0.950	0.498	0.998	18.020	0.468	0.315

Name = NACA 4421
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.301	0.13675	-0.044	0.729	0.016	0.991	0.220	-9.517	0.313	0.216
-19.0	-1.270	0.11948	-0.046	0.710	0.018	0.991	0.246	-10.631	0.305	0.214
-18.0	-1.230	0.10528	-0.048	0.679	0.018	0.991	0.269	-11.681	0.297	0.211
-17.0	-1.182	0.09126	-0.050	0.657	0.019	0.990	0.298	-12.954	0.296	0.208
-16.0	-1.128	0.07788	-0.052	0.623	0.020	0.990	0.335	-14.480	0.295	0.203
-15.0	-1.064	0.06565	-0.055	0.593	0.022	0.990	0.382	-16.207	0.298	0.198
-14.0	-0.998	0.05261	-0.059	0.563	0.023	0.989	0.454	-18.965	0.301	0.191
-13.0	-0.926	0.04142	-0.062	0.527	0.025	0.988	0.537	-22.344	0.300	0.183
-12.0	-0.847	0.03208	-0.066	0.493	0.028	0.987	0.635	-26.417	0.299	0.172
-11.0	-0.763	0.02491	-0.070	0.446	0.033	0.986	0.745	-30.620	0.292	0.158
-10.0	-0.666	0.02091	-0.074	0.423	0.036	0.985	0.831	-31.837	0.283	0.139
-9.0	-0.558	0.01838	-0.077	0.408	0.039	0.984	0.892	-30.370	0.277	0.112
-8.0	-0.443	0.01923	-0.080	0.398	0.044	0.983	0.931	-23.020	0.274	0.069
-7.0	-0.322	0.01828	-0.083	0.374	0.052	0.981	0.953	-17.603	0.272	-0.007
-6.0	-0.198	0.01754	-0.085	0.358	0.060	0.980	0.965	-11.270	0.271	-0.182
-5.0	-0.072	0.01700	-0.088	0.346	0.069	0.979	0.975	-4.216	0.271	-0.977
-4.0	0.056	0.01674	-0.091	0.322	0.082	0.977	0.979	3.320	0.270	1.880
-3.0	0.184	0.01383	-0.093	0.303	0.095	0.974	0.983	13.277	0.271	0.758
-2.0	0.312	0.01414	-0.096	0.286	0.112	0.970	0.987	22.051	0.271	0.557
-1.0	0.440	0.01541	-0.099	0.259	0.130	0.966	0.989	28.528	0.271	0.474
0.0	0.564	0.01597	-0.101	0.244	0.151	0.962	0.990	35.315	0.272	0.430
1.0	0.689	0.01680	-0.104	0.215	0.176	0.957	0.991	41.036	0.272	0.401
2.0	0.814	0.01772	-0.107	0.198	0.198	0.950	0.991	45.922	0.272	0.381
3.0	0.937	0.01896	-0.109	0.171	0.226	0.942	0.992	49.406	0.272	0.367
4.0	1.058	0.02019	-0.112	0.153	0.257	0.934	0.993	52.402	0.273	0.356
5.0	1.177	0.02187	-0.115	0.128	0.289	0.921	0.994	53.808	0.273	0.348
6.0	1.294	0.02368	-0.117	0.108	0.331	0.909	0.995	54.628	0.273	0.341
7.0	1.406	0.02564	-0.120	0.089	0.461	0.893	0.997	54.842	0.273	0.335
8.0	1.515	0.02857	-0.123	0.071	0.490	0.875	0.997	53.026	0.273	0.331
9.0	1.618	0.03131	-0.125	0.059	0.522	0.854	0.998	51.681	0.274	0.327
10.0	1.716	0.03460	-0.127	0.047	0.564	0.831	0.998	49.591	0.274	0.324
11.0	1.806	0.03815	-0.130	0.038	0.615	0.806	0.998	47.328	0.275	0.322
12.0	1.889	0.04221	-0.132	0.032	0.676	0.780	0.998	44.757	0.276	0.320
13.0	1.965	0.04724	-0.134	0.025	0.743	0.751	0.998	41.590	0.277	0.318
14.0	2.030	0.05263	-0.135	0.022	0.797	0.721	0.998	38.580	0.280	0.317
15.0	2.084	0.05878	-0.137	0.019	0.837	0.691	0.998	35.453	0.285	0.316
16.0	2.128	0.06588	-0.139	0.017	0.869	0.661	0.998	32.301	0.290	0.315
17.0	2.161	0.07454	-0.140	0.014	0.887	0.628	0.998	28.995	0.298	0.315
18.0	2.184	0.08461	-0.142	0.012	0.906	0.594	0.998	25.815	0.316	0.315
19.0	2.198	0.09541	-0.143	0.010	0.918	0.562	0.998	23.036	0.371	0.315
20.0	2.203	0.10749	-0.144	0.009	0.932	0.532	0.998	20.497	0.464	0.315

Name = NACA 4421
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.305	0.13217	-0.044	0.677	0.012	0.991	0.231	-9.871	0.310	0.216
-19.0	-1.273	0.11574	-0.046	0.656	0.014	0.991	0.255	-10.999	0.313	0.214
-18.0	-1.237	0.09817	-0.049	0.622	0.017	0.991	0.293	-12.597	0.307	0.211
-17.0	-1.190	0.08412	-0.051	0.594	0.018	0.990	0.329	-14.152	0.298	0.207
-16.0	-1.136	0.07164	-0.053	0.565	0.019	0.990	0.368	-15.860	0.299	0.203
-15.0	-1.076	0.05852	-0.057	0.530	0.020	0.990	0.430	-18.381	0.300	0.197
-14.0	-1.008	0.04716	-0.060	0.504	0.021	0.990	0.501	-21.377	0.298	0.191
-13.0	-0.935	0.03703	-0.063	0.453	0.022	0.989	0.581	-25.238	0.297	0.182
-12.0	-0.855	0.02892	-0.067	0.425	0.024	0.988	0.676	-29.566	0.295	0.171
-11.0	-0.768	0.02297	-0.071	0.410	0.027	0.987	0.775	-33.408	0.290	0.158
-10.0	-0.670	0.01907	-0.075	0.400	0.033	0.986	0.863	-35.125	0.282	0.139
-9.0	-0.560	0.01712	-0.077	0.377	0.036	0.985	0.910	-32.728	0.275	0.112
-8.0	-0.444	0.01572	-0.080	0.359	0.039	0.984	0.940	-28.213	0.273	0.069
-7.0	-0.322	0.01729	-0.083	0.348	0.044	0.982	0.958	-18.627	0.271	-0.007
-6.0	-0.198	0.01654	-0.085	0.328	0.055	0.981	0.970	-11.958	0.271	-0.182
-5.0	-0.072	0.01616	-0.088	0.306	0.060	0.980	0.977	-4.439	0.270	-0.978
-4.0	0.056	0.01588	-0.091	0.294	0.071	0.979	0.981	3.501	0.270	1.880
-3.0	0.184	0.01327	-0.093	0.265	0.083	0.976	0.985	13.837	0.271	0.758
-2.0	0.312	0.01366	-0.096	0.248	0.096	0.973	0.988	22.833	0.271	0.557
-1.0	0.440	0.01489	-0.099	0.224	0.115	0.969	0.990	29.543	0.271	0.474
0.0	0.564	0.01539	-0.101	0.205	0.132	0.965	0.990	36.652	0.272	0.430
1.0	0.690	0.01623	-0.104	0.184	0.152	0.960	0.991	42.501	0.272	0.401
2.0	0.814	0.01712	-0.107	0.163	0.178	0.953	0.992	47.567	0.272	0.381
3.0	0.937	0.01825	-0.109	0.141	0.197	0.945	0.993	51.352	0.272	0.367
4.0	1.059	0.01951	-0.112	0.122	0.224	0.938	0.994	54.279	0.273	0.356
5.0	1.178	0.02109	-0.115	0.101	0.253	0.926	0.995	55.876	0.273	0.348
6.0	1.295	0.02275	-0.118	0.086	0.282	0.914	0.996	56.928	0.273	0.341
7.0	1.408	0.02484	-0.120	0.068	0.320	0.899	0.997	56.690	0.273	0.335
8.0	1.517	0.02720	-0.123	0.057	0.451	0.883	0.997	55.778	0.274	0.331
9.0	1.621	0.02987	-0.125	0.045	0.471	0.863	0.998	54.279	0.274	0.327
10.0	1.720	0.03272	-0.128	0.037	0.502	0.842	0.998	52.557	0.275	0.324
11.0	1.810	0.03603	-0.130	0.031	0.534	0.819	0.998	50.253	0.275	0.322
12.0	1.894	0.04002	-0.132	0.025	0.576	0.793	0.998	47.331	0.276	0.320
13.0	1.971	0.04440	-0.134	0.021	0.628	0.766	0.998	44.384	0.278	0.318
14.0	2.038	0.04918	-0.136	0.019	0.690	0.739	0.998	41.436	0.282	0.317
15.0	2.093	0.05471	-0.138	0.017	0.751	0.710	0.998	38.247	0.285	0.316
16.0	2.135	0.06216	-0.140	0.013	0.801	0.676	0.998	34.349	0.290	0.315
17.0	2.169	0.07013	-0.141	0.011	0.840	0.644	0.998	30.926	0.300	0.315
18.0	2.193	0.07915	-0.142	0.009	0.871	0.613	0.998	27.704	0.320	0.315
19.0	2.207	0.08902	-0.144	0.008	0.890	0.582	0.998	24.798	0.375	0.315
20.0	2.213	0.09991	-0.145	0.008	0.908	0.552	0.998	22.149	0.471	0.315

Name = NACA 4421
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.308	0.12832	-0.045	0.633	0.010	0.991	0.241	-10.191	0.308	0.216
-19.0	-1.276	0.11246	-0.047	0.611	0.012	0.991	0.264	-11.344	0.307	0.214
-18.0	-1.237	0.09710	-0.049	0.575	0.013	0.991	0.296	-12.744	0.310	0.211
-17.0	-1.194	0.08062	-0.051	0.553	0.016	0.990	0.343	-14.813	0.308	0.207
-16.0	-1.143	0.06674	-0.054	0.515	0.018	0.991	0.395	-17.130	0.305	0.203
-15.0	-1.084	0.05392	-0.057	0.478	0.019	0.990	0.464	-20.098	0.300	0.197
-14.0	-1.015	0.04348	-0.061	0.440	0.020	0.990	0.533	-23.353	0.297	0.190
-13.0	-0.941	0.03397	-0.064	0.417	0.021	0.990	0.615	-27.709	0.295	0.182
-12.0	-0.860	0.02682	-0.068	0.405	0.022	0.989	0.704	-32.078	0.292	0.171
-11.0	-0.771	0.02163	-0.071	0.396	0.024	0.988	0.796	-35.650	0.287	0.157
-10.0	-0.671	0.01837	-0.075	0.367	0.028	0.987	0.873	-36.555	0.280	0.139
-9.0	-0.561	0.01629	-0.078	0.354	0.034	0.986	0.921	-34.472	0.275	0.112
-8.0	-0.444	0.01501	-0.080	0.345	0.037	0.985	0.946	-29.587	0.272	0.069
-7.0	-0.322	0.01408	-0.083	0.317	0.040	0.983	0.962	-22.899	0.271	-0.007
-6.0	-0.198	0.01610	-0.086	0.301	0.047	0.982	0.973	-12.297	0.271	-0.182
-5.0	-0.072	0.01555	-0.088	0.285	0.056	0.980	0.979	-4.613	0.270	-0.978
-4.0	0.056	0.01268	-0.091	0.258	0.063	0.979	0.982	4.385	0.270	1.880
-3.0	0.184	0.01284	-0.093	0.245	0.077	0.978	0.986	14.304	0.271	0.758
-2.0	0.312	0.01407	-0.096	0.217	0.087	0.974	0.989	22.168	0.271	0.558
-1.0	0.440	0.01450	-0.099	0.202	0.104	0.970	0.990	30.324	0.271	0.474
0.0	0.564	0.01507	-0.101	0.179	0.118	0.966	0.991	37.454	0.272	0.430
1.0	0.690	0.01584	-0.104	0.161	0.141	0.962	0.991	43.560	0.272	0.401
2.0	0.815	0.01677	-0.107	0.139	0.157	0.956	0.992	48.589	0.272	0.381
3.0	0.938	0.01779	-0.110	0.122	0.182	0.948	0.993	52.710	0.272	0.367
4.0	1.059	0.01911	-0.112	0.101	0.203	0.940	0.994	55.447	0.273	0.356
5.0	1.179	0.02049	-0.115	0.087	0.227	0.930	0.995	57.554	0.273	0.348
6.0	1.296	0.02221	-0.118	0.069	0.259	0.918	0.996	58.354	0.273	0.341
7.0	1.410	0.02446	-0.120	0.058	0.285	0.905	0.997	57.626	0.274	0.335
8.0	1.519	0.02663	-0.123	0.046	0.321	0.888	0.998	57.036	0.274	0.331
9.0	1.624	0.02878	-0.125	0.038	0.448	0.870	0.998	56.421	0.274	0.327
10.0	1.723	0.03143	-0.128	0.033	0.465	0.851	0.998	54.802	0.275	0.324
11.0	1.813	0.03478	-0.130	0.025	0.493	0.827	0.998	52.141	0.276	0.322
12.0	1.898	0.03834	-0.132	0.021	0.521	0.803	0.998	49.510	0.277	0.320
13.0	1.976	0.04236	-0.135	0.018	0.561	0.777	0.998	46.635	0.279	0.318
14.0	2.043	0.04681	-0.137	0.017	0.609	0.751	0.998	43.650	0.281	0.317
15.0	2.096	0.05297	-0.138	0.012	0.662	0.719	0.998	39.573	0.285	0.316
16.0	2.140	0.05958	-0.140	0.010	0.719	0.687	0.998	35.922	0.292	0.315
17.0	2.175	0.06690	-0.142	0.009	0.777	0.657	0.998	32.508	0.302	0.315
18.0	2.199	0.07530	-0.143	0.008	0.823	0.626	0.998	29.204	0.322	0.315
19.0	2.214	0.08435	-0.144	0.007	0.855	0.596	0.998	26.251	0.377	0.315
20.0	2.220	0.09481	-0.146	0.007	0.880	0.567	0.998	23.415	0.472	0.316

Name = NACA 4421
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.310	0.12488	-0.045	0.602	0.010	0.991	0.248	-10.490	0.309	0.216
-19.0	-1.278	0.10974	-0.047	0.568	0.010	0.991	0.273	-11.649	0.305	0.213
-18.0	-1.239	0.09546	-0.049	0.540	0.011	0.991	0.300	-12.976	0.303	0.211
-17.0	-1.194	0.08059	-0.051	0.511	0.013	0.990	0.341	-14.815	0.314	0.207
-16.0	-1.148	0.06401	-0.055	0.470	0.017	0.991	0.411	-17.926	0.314	0.202
-15.0	-1.089	0.05071	-0.058	0.434	0.018	0.990	0.487	-21.485	0.301	0.197
-14.0	-1.020	0.04097	-0.061	0.414	0.019	0.990	0.555	-24.902	0.296	0.190
-13.0	-0.946	0.03231	-0.065	0.403	0.020	0.990	0.639	-29.284	0.295	0.182
-12.0	-0.864	0.02521	-0.068	0.390	0.021	0.990	0.727	-34.285	0.291	0.171
-11.0	-0.774	0.02066	-0.072	0.364	0.023	0.989	0.813	-37.457	0.285	0.157
-10.0	-0.672	0.01780	-0.075	0.351	0.025	0.988	0.881	-37.786	0.279	0.139
-9.0	-0.562	0.01576	-0.078	0.344	0.031	0.987	0.926	-35.653	0.274	0.112
-8.0	-0.445	0.01454	-0.080	0.313	0.035	0.986	0.951	-30.582	0.272	0.069
-7.0	-0.322	0.01363	-0.083	0.299	0.038	0.984	0.964	-23.663	0.271	-0.007
-6.0	-0.198	0.01289	-0.086	0.280	0.043	0.983	0.974	-15.366	0.270	-0.182
-5.0	-0.072	0.01525	-0.088	0.256	0.053	0.981	0.980	-4.704	0.270	-0.978
-4.0	0.056	0.01230	-0.091	0.245	0.059	0.980	0.983	4.521	0.270	1.881
-3.0	0.184	0.01268	-0.093	0.216	0.068	0.978	0.987	14.493	0.271	0.758
-2.0	0.312	0.01373	-0.096	0.202	0.082	0.976	0.989	22.720	0.271	0.558
-1.0	0.440	0.01427	-0.099	0.179	0.093	0.972	0.990	30.832	0.271	0.474
0.0	0.565	0.01475	-0.101	0.161	0.111	0.968	0.991	38.276	0.272	0.430
1.0	0.690	0.01559	-0.104	0.142	0.126	0.963	0.992	44.265	0.272	0.401
2.0	0.815	0.01643	-0.107	0.124	0.147	0.958	0.993	49.603	0.272	0.381
3.0	0.938	0.01749	-0.110	0.105	0.166	0.950	0.993	53.643	0.272	0.367
4.0	1.060	0.01869	-0.112	0.089	0.187	0.942	0.994	56.711	0.273	0.356
5.0	1.180	0.02008	-0.115	0.074	0.216	0.933	0.995	58.748	0.273	0.348
6.0	1.297	0.02168	-0.118	0.060	0.235	0.921	0.996	59.803	0.273	0.341
7.0	1.411	0.02391	-0.120	0.050	0.265	0.908	0.997	59.007	0.274	0.335
8.0	1.520	0.02590	-0.123	0.040	0.296	0.892	0.998	58.691	0.274	0.331
9.0	1.626	0.02805	-0.126	0.035	0.329	0.876	0.998	57.951	0.274	0.327
10.0	1.724	0.03064	-0.128	0.026	0.449	0.855	0.998	56.266	0.275	0.324
11.0	1.816	0.03367	-0.130	0.022	0.463	0.834	0.998	53.929	0.276	0.322
12.0	1.901	0.03701	-0.133	0.019	0.489	0.811	0.998	51.365	0.277	0.320
13.0	1.979	0.04083	-0.135	0.017	0.517	0.786	0.998	48.479	0.279	0.318
14.0	2.046	0.04571	-0.137	0.013	0.558	0.757	0.998	44.754	0.281	0.317
15.0	2.100	0.05136	-0.139	0.010	0.603	0.727	0.998	40.888	0.286	0.316
16.0	2.145	0.05760	-0.140	0.009	0.654	0.697	0.998	37.234	0.293	0.315
17.0	2.180	0.06432	-0.142	0.008	0.707	0.668	0.998	33.888	0.303	0.315
18.0	2.204	0.07235	-0.144	0.007	0.761	0.637	0.998	30.470	0.323	0.315
19.0	2.220	0.08112	-0.145	0.007	0.809	0.608	0.998	27.366	0.379	0.315
20.0	2.226	0.09099	-0.146	0.006	0.846	0.579	0.999	24.461	0.476	0.316

Name = NACA 4421
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.312	0.12260	-0.045	0.566	0.009	0.991	0.254	-10.700	0.311	0.216
-19.0	-1.280	0.10736	-0.047	0.537	0.010	0.991	0.280	-11.926	0.305	0.213
-18.0	-1.241	0.09374	-0.049	0.510	0.010	0.991	0.306	-13.234	0.302	0.210
-17.0	-1.195	0.07955	-0.052	0.469	0.011	0.991	0.346	-15.023	0.308	0.207
-16.0	-1.146	0.06454	-0.055	0.435	0.014	0.991	0.406	-17.761	0.319	0.202
-15.0	-1.094	0.04823	-0.058	0.413	0.018	0.990	0.505	-22.679	0.308	0.197
-14.0	-1.025	0.03877	-0.062	0.403	0.018	0.990	0.576	-26.437	0.296	0.190
-13.0	-0.950	0.03057	-0.065	0.392	0.019	0.990	0.659	-31.092	0.294	0.182
-12.0	-0.868	0.02410	-0.068	0.364	0.020	0.990	0.744	-35.995	0.289	0.171
-11.0	-0.776	0.01985	-0.072	0.352	0.022	0.989	0.828	-39.097	0.284	0.157
-10.0	-0.674	0.01723	-0.075	0.344	0.024	0.989	0.889	-39.105	0.278	0.139
-9.0	-0.562	0.01551	-0.078	0.313	0.027	0.987	0.930	-36.271	0.274	0.112
-8.0	-0.445	0.01414	-0.081	0.298	0.034	0.986	0.955	-31.460	0.272	0.069
-7.0	-0.323	0.01328	-0.083	0.283	0.036	0.985	0.967	-24.288	0.270	-0.007
-6.0	-0.198	0.01262	-0.086	0.257	0.040	0.983	0.976	-15.691	0.270	-0.182
-5.0	-0.072	0.01498	-0.088	0.246	0.047	0.982	0.980	-4.789	0.270	-0.978
-4.0	0.056	0.01221	-0.091	0.218	0.057	0.980	0.984	4.556	0.270	1.881
-3.0	0.184	0.01248	-0.093	0.203	0.063	0.979	0.988	14.724	0.271	0.758
