Name = NACA 6409
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.276	0.24661	-0.058	0.817	0.001	0.991	0.017	-1.118	0.285	0.040
-19.0	-0.296	0.22336	-0.057	0.801	0.002	0.991	0.016	-1.324	0.286	0.056
-18.0	-0.315	0.22618	-0.056	0.776	0.001	0.991	0.015	-1.395	0.271	0.071
-17.0	-0.334	0.20161	-0.056	0.757	0.001	0.991	0.015	-1.657	0.252	0.081
-16.0	-0.350	0.17631	-0.056	0.728	0.002	0.991	0.014	-1.985	0.260	0.089
-15.0	-0.361	0.14876	-0.056	0.708	0.002	0.991	0.014	-2.430	0.242	0.095
-14.0	-0.366	0.13237	-0.057	0.674	0.002	0.992	0.014	-2.767	-3.715	0.096
-13.0	-0.362	0.11369	-0.057	0.645	0.003	0.992	0.014	-3.181	0.236	0.093
-12.0	-0.345	0.09630	-0.056	0.613	0.004	0.992	0.013	-3.585	0.238	0.087
-11.0	-0.315	0.08401	-0.056	0.574	0.005	0.992	0.013	-3.752	0.263	0.071
-10.0	-0.270	0.07327	-0.057	0.532	0.006	0.992	0.013	-3.691	0.273	0.038
-9.0	-0.211	0.06481	-0.059	0.446	0.006	0.992	0.015	-3.256	0.277	-0.029
-8.0	-0.137	0.05684	-0.061	0.422	0.006	0.992	0.017	-2.415	0.312	-0.193
-7.0	-0.056	0.04947	-0.068	0.408	0.007	0.992	0.029	-1.129	0.403	-0.974
-6.0	0.033	0.04083	-0.087	0.398	0.008	0.992	0.092	0.799	0.594	2.908
-5.0	0.154	0.01139	-0.141	0.377	0.009	0.992	0.996	13.540	0.480	1.162
-4.0	0.272	0.01189	-0.142	0.363	0.011	0.992	0.998	22.869	0.260	0.771
-3.0	0.391	0.01187	-0.143	0.353	0.017	0.992	0.998	32.979	0.260	0.615
-2.0	0.511	0.01177	-0.144	0.345	0.025	0.992	0.998	43.414	0.260	0.532
-1.0	0.629	0.01195	-0.145	0.317	0.042	0.992	0.998	52.680	0.261	0.481
0.0	0.745	0.01221	-0.147	0.299	0.067	0.991	0.998	61.021	0.261	0.447
1.0	0.862	0.01270	-0.148	0.272	0.101	0.991	0.998	67.844	0.262	0.422
2.0	0.978	0.01328	-0.149	0.249	0.143	0.991	0.999	73.588	0.262	0.403
3.0	1.093	0.01251	-0.151	0.214	0.194	0.989	0.999	87.380	0.262	0.388
4.0	1.206	0.01340	-0.152	0.174	0.274	0.985	0.999	90.021	0.262	0.376
5.0	1.313	0.01850	-0.153	0.116	0.998	0.980	0.998	70.950	0.262	0.367
6.0	1.407	0.02235	-0.154	0.016	0.998	0.967	0.998	62.969	0.263	0.360
7.0	1.491	0.02467	-0.156	0.007	0.997	0.958	0.998	60.455	0.265	0.354
8.0	1.559	0.02712	-0.157	0.004	0.998	0.944	0.998	57.482	0.268	0.351
9.0	1.607	0.02987	-0.158	0.004	0.998	0.927	0.999	53.807	0.275	0.348
10.0	1.634	0.03300	-0.159	0.003	0.998	0.907	0.998	49.516	0.302	0.347
11.0	1.638	0.03668	-0.159	0.003	0.998	0.881	0.998	44.647	0.194	0.347
12.0	1.616	0.04115	-0.160	0.002	0.999	0.846	0.999	39.279	0.257	0.349
13.0	1.566	0.04699	-0.159	0.002	0.998	0.783	0.999	33.321	0.474	0.351
14.0	1.280	0.11252	-0.084	0.002	0.999	0.032	0.999	11.376	0.479	0.316
15.0	1.200	0.12793	-0.075	0.002	0.998	0.017	0.999	9.376	0.336	0.313
16.0	1.106	0.14690	-0.069	0.001	0.999	0.011	0.999	7.531	0.303	0.313
17.0	1.010	0.16677	-0.065	0.001	0.999	0.007	0.999	6.054	0.231	0.314
18.0	0.916	0.19712	-0.073	0.001	0.999	0.013	0.999	4.645	0.195	0.330
19.0	0.824	0.22221	-0.075	0.001	0.999	0.014	0.999	3.709	0.231	0.341
20.0	0.739	0.24933	-0.076	0.000	0.999	0.014	0.999	2.964	0.236	0.353

Name = NACA 6409
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.276	0.22751	-0.060	0.769	0.001	0.991	0.021	-1.212	0.261	0.033
-19.0	-0.296	0.21010	-0.060	0.751	0.001	0.991	0.020	-1.408	0.273	0.048
-18.0	-0.316	0.19080	-0.059	0.721	0.001	0.991	0.019	-1.655	0.274	0.063
-17.0	-0.334	0.17375	-0.059	0.697	0.001	0.991	0.018	-1.924	0.257	0.074
-16.0	-0.350	0.15348	-0.059	0.668	0.002	0.992	0.018	-2.283	0.272	0.082
-15.0	-0.362	0.14155	-0.058	0.635	0.002	0.991	0.016	-2.556	0.282	0.089
-14.0	-0.366	0.12548	-0.058	0.609	0.002	0.992	0.016	-2.920	-5.397	0.091
-13.0	-0.362	0.10623	-0.060	0.569	0.003	0.992	0.019	-3.409	0.405	0.083
-12.0	-0.346	0.09292	-0.061	0.530	0.004	0.992	0.020	-3.722	0.200	0.072
-11.0	-0.315	0.08069	-0.058	0.471	0.005	0.992	0.015	-3.908	0.274	0.066
-10.0	-0.271	0.07062	-0.063	0.423	0.006	0.992	0.022	-3.838	0.329	0.017
-9.0	-0.212	0.06244	-0.066	0.409	0.006	0.992	0.027	-3.390	0.295	-0.063
-8.0	-0.138	0.05462	-0.069	0.399	0.006	0.992	0.032	-2.523	0.345	-0.252
-7.0	-0.056	0.04619	-0.081	0.377	0.007	0.992	0.068	-1.220	0.468	-1.185
-6.0	0.034	0.03077	-0.107	0.363	0.008	0.992	0.260	1.104	0.534	3.391
-5.0	0.154	0.01141	-0.141	0.353	0.009	0.992	0.997	13.521	0.398	1.162
-4.0	0.272	0.01121	-0.142	0.345	0.011	0.992	0.998	24.265	0.260	0.771
-3.0	0.391	0.01127	-0.143	0.319	0.015	0.992	0.998	34.719	0.260	0.615
-2.0	0.511	0.01131	-0.144	0.302	0.023	0.992	0.998	45.170	0.260	0.532
-1.0	0.629	0.01147	-0.145	0.280	0.036	0.992	0.998	54.900	0.261	0.481
0.0	0.745	0.01187	-0.147	0.256	0.057	0.992	0.998	62.795	0.261	0.447
1.0	0.862	0.01232	-0.148	0.229	0.086	0.992	0.999	69.944	0.262	0.422
2.0	0.978	0.01291	-0.149	0.203	0.120	0.992	0.999	75.739	0.262	0.403
3.0	1.093	0.01392	-0.151	0.166	0.159	0.990	0.999	78.500	0.262	0.388
4.0	1.207	0.01321	-0.152	0.121	0.207	0.987	0.999	91.337	0.262	0.376
5.0	1.313	0.02014	-0.153	0.035	0.280	0.980	0.999	65.179	0.262	0.367
6.0	1.409	0.02086	-0.155	0.014	0.998	0.973	0.998	67.553	0.264	0.360
7.0	1.493	0.02298	-0.156	0.006	0.997	0.963	0.998	64.969	0.266	0.354
8.0	1.561	0.02527	-0.157	0.004	0.998	0.952	0.998	61.787	0.269	0.351
9.0	1.611	0.02778	-0.158	0.003	0.998	0.937	0.999	57.985	0.276	0.348
10.0	1.638	0.03063	-0.159	0.003	0.998	0.918	0.998	53.482	0.304	0.347
11.0	1.642	0.03407	-0.160	0.002	0.998	0.895	0.999	48.209	0.166	0.347
12.0	1.622	0.03812	-0.160	0.002	0.999	0.864	0.999	42.561	0.241	0.349
13.0	1.579	0.04316	-0.160	0.002	0.998	0.823	0.999	36.581	0.258	0.352
14.0	1.511	0.04978	-0.159	0.002	0.999	0.759	0.999	30.353	0.316	0.356
15.0	1.322	0.08021	-0.144	0.001	0.998	0.427	0.999	16.481	0.439	0.359
16.0	1.111	0.14100	-0.084	0.001	0.999	0.028	0.999	7.879	0.444	0.325
17.0	1.014	0.16048	-0.084	0.001	0.999	0.026	0.999	6.321	0.277	0.333
18.0	0.917	0.18348	-0.079	0.000	0.999	0.018	0.999	4.997	0.274	0.336
19.0	0.825	0.20668	-0.079	0.000	0.999	0.018	0.999	3.992	0.243	0.346
20.0	0.740	0.23056	-0.080	0.000	0.999	0.018	0.999	3.208	0.245	0.358

Name = NACA 6409
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.276	0.22421	-0.061	0.725	0.001	0.991	0.023	-1.231	0.259	0.028
-19.0	-0.296	0.20362	-0.061	0.706	0.001	0.991	0.022	-1.454	0.272	0.044
-18.0	-0.316	0.18562	-0.060	0.672	0.001	0.991	0.021	-1.702	0.272	0.059
-17.0	-0.335	0.17125	-0.060	0.645	0.001	0.991	0.020	-1.953	0.238	0.070
-16.0	-0.351	0.15214	-0.061	0.615	0.002	0.992	0.021	-2.305	0.246	0.077
-15.0	-0.362	0.13738	-0.060	0.579	0.002	0.991	0.019	-2.635	0.240	0.084
-14.0	-0.367	0.12330	-0.061	0.553	0.002	0.992	0.020	-2.975	-4.900	0.084
-13.0	-0.362	0.10458	-0.062	0.509	0.002	0.992	0.022	-3.465	0.381	0.079
-12.0	-0.346	0.09291	-0.064	0.435	0.003	0.992	0.024	-3.726	0.302	0.066
-11.0	-0.316	0.08015	-0.065	0.414	0.004	0.992	0.025	-3.945	0.289	0.046
-10.0	-0.271	0.06891	-0.066	0.403	0.006	0.992	0.028	-3.939	0.296	0.005
-9.0	-0.212	0.06068	-0.069	0.390	0.006	0.992	0.033	-3.493	0.318	-0.077
-8.0	-0.138	0.05263	-0.076	0.368	0.006	0.992	0.050	-2.630	0.375	-0.296
-7.0	-0.057	0.04293	-0.089	0.357	0.007	0.993	0.107	-1.326	0.609	-1.309
-6.0	0.040	0.01051	-0.139	0.349	0.007	0.992	0.994	3.788	0.496	3.754
-5.0	0.154	0.01106	-0.141	0.334	0.008	0.992	0.997	13.949	0.260	1.162
-4.0	0.272	0.01093	-0.142	0.309	0.010	0.992	0.998	24.899	0.260	0.771
-3.0	0.391	0.01092	-0.143	0.297	0.014	0.993	0.998	35.831	0.260	0.615
-2.0	0.511	0.01105	-0.144	0.268	0.021	0.993	0.998	46.251	0.260	0.532
-1.0	0.629	0.01120	-0.145	0.250	0.030	0.993	0.999	56.186	0.261	0.481
0.0	0.745	0.01163	-0.147	0.221	0.050	0.992	0.998	64.098	0.261	0.447
1.0	0.862	0.01207	-0.148	0.201	0.075	0.992	0.999	71.420	0.262	0.422
2.0	0.978	0.01278	-0.149	0.166	0.106	0.992	0.999	76.514	0.262	0.403
3.0	1.093	0.01371	-0.151	0.129	0.140	0.991	0.999	79.705	0.262	0.388
4.0	1.207	0.01312	-0.152	0.080	0.179	0.988	0.999	91.963	0.262	0.376
5.0	1.314	0.01454	-0.153	0.028	0.227	0.983	0.999	90.364	0.263	0.367
6.0	1.410	0.02111	-0.155	0.012	0.338	0.977	1.000	66.806	0.264	0.360
7.0	1.494	0.02261	-0.156	0.005	0.644	0.968	0.999	66.092	0.266	0.354
8.0	1.563	0.02404	-0.157	0.004	0.998	0.958	0.998	65.013	0.269	0.351
9.0	1.613	0.02641	-0.158	0.003	0.998	0.944	0.999	61.065	0.277	0.348
10.0	1.641	0.02913	-0.159	0.002	0.998	0.926	0.998	56.333	0.307	0.347
11.0	1.646	0.03228	-0.160	0.002	0.998	0.905	0.999	50.983	0.146	0.347
12.0	1.626	0.03610	-0.161	0.002	0.999	0.877	0.999	45.056	0.236	0.349
13.0	1.584	0.04059	-0.161	0.002	0.998	0.840	0.999	39.036	0.251	0.352
14.0	1.521	0.04633	-0.161	0.002	0.999	0.791	0.999	32.832	0.264	0.356
15.0	1.404	0.05561	-0.158	0.001	0.998	0.700	0.999	25.239	0.399	0.363
16.0	1.123	0.13213	-0.101	0.001	0.999	0.072	0.999	8.500	0.429	0.340
17.0	1.017	0.15598	-0.089	0.001	0.998	0.036	0.999	6.520	0.346	0.338
18.0	0.918	0.18250	-0.082	0.000	0.999	0.022	0.999	5.028	0.288	0.339
19.0	0.826	0.20252	-0.082	0.000	0.999	0.022	0.999	4.078	0.251	0.350
20.0	0.740	0.23041	-0.082	0.000	0.999	0.020	0.999	3.212	0.258	0.360

Name = NACA 6409
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.276	0.21707	-0.062	0.685	0.001	0.991	0.024	-1.272	0.250	0.026
-19.0	-0.296	0.19625	-0.062	0.662	0.001	0.991	0.024	-1.509	0.262	0.041
-18.0	-0.316	0.18590	-0.061	0.627	0.001	0.991	0.023	-1.700	0.275	0.056
-17.0	-0.335	0.16510	-0.061	0.606	0.001	0.991	0.021	-2.027	0.238	0.068
-16.0	-0.351	0.14986	-0.062	0.567	0.001	0.992	0.022	-2.341	0.233	0.074
-15.0	-0.362	0.13501	-0.061	0.532	0.002	0.991	0.021	-2.683	0.288	0.081
-14.0	-0.367	0.11833	-0.061	0.502	0.001	0.992	0.021	-3.100	-4.571	0.083
-13.0	-0.363	0.10479	-0.063	0.429	0.002	0.992	0.023	-3.459	0.415	0.077
-12.0	-0.346	0.09026	-0.064	0.411	0.003	0.992	0.026	-3.837	0.318	0.064
-11.0	-0.316	0.07875	-0.066	0.401	0.004	0.992	0.028	-4.018	0.318	0.041
-10.0	-0.272	0.06737	-0.070	0.383	0.005	0.992	0.035	-4.036	0.320	-0.006
-9.0	-0.213	0.05903	-0.073	0.364	0.005	0.993	0.044	-3.601	0.329	-0.095
-8.0	-0.139	0.05075	-0.080	0.354	0.006	0.993	0.066	-2.739	0.386	-0.326
-7.0	-0.057	0.03991	-0.094	0.347	0.007	0.993	0.146	-1.440	0.583	-1.393
-6.0	0.040	0.01030	-0.140	0.326	0.007	0.992	0.995	3.864	0.469	3.754
-5.0	0.154	0.01078	-0.141	0.306	0.008	0.992	0.997	14.312	0.260	1.162
-4.0	0.272	0.01064	-0.142	0.295	0.010	0.992	0.998	25.556	0.260	0.771
-3.0	0.391	0.01075	-0.143	0.264	0.013	0.993	0.998	36.400	0.260	0.615
-2.0	0.511	0.01079	-0.144	0.249	0.020	0.993	0.998	47.380	0.260	0.532
-1.0	0.629	0.01108	-0.145	0.219	0.029	0.993	0.999	56.837	0.261	0.481
0.0	0.745	0.01139	-0.147	0.203	0.045	0.992	0.998	65.442	0.261	0.447
1.0	0.862	0.01196	-0.148	0.169	0.068	0.992	0.999	72.050	0.262	0.422
2.0	0.978	0.01262	-0.149	0.137	0.095	0.992	0.999	77.468	0.262	0.403
3.0	1.093	0.01356	-0.151	0.100	0.126	0.991	0.999	80.628	0.262	0.388
4.0	1.207	0.01300	-0.152	0.054	0.160	0.989	0.999	92.850	0.262	0.376
5.0	1.314	0.01425	-0.154	0.017	0.201	0.984	0.999	92.231	0.263	0.367
6.0	1.411	0.02050	-0.155	0.010	0.253	0.979	1.000	68.808	0.264	0.360
7.0	1.495	0.02201	-0.156	0.005	0.525	0.971	0.999	67.926	0.266	0.354
8.0	1.564	0.02393	-0.157	0.003	0.594	0.961	1.000	65.368	0.270	0.351
9.0	1.614	0.02538	-0.159	0.003	0.998	0.948	0.999	63.605	0.278	0.348
10.0	1.643	0.02798	-0.160	0.002	0.998	0.932	0.998	58.723	0.308	0.347
11.0	1.648	0.03093	-0.160	0.002	0.998	0.912	0.999	53.273	0.133	0.347
12.0	1.629	0.03462	-0.161	0.002	0.998	0.885	0.999	47.062	0.233	0.349
13.0	1.588	0.03888	-0.161	0.002	0.998	0.851	0.999	40.846	0.247	0.352
14.0	1.526	0.04419	-0.161	0.001	0.999	0.807	0.999	34.536	0.258	0.356
15.0	1.415	0.05186	-0.160	0.001	0.998	0.737	0.999	27.278	0.310	0.363
16.0	1.211	0.09018	-0.143	0.001	0.999	0.392	0.999	13.433	0.421	0.368
17.0	1.019	0.15420	-0.093	0.000	0.998	0.043	0.999	6.606	0.448	0.341
18.0	0.919	0.17744	-0.085	0.000	0.998	0.026	0.999	5.177	0.288	0.342
19.0	0.827	0.19773	-0.085	0.000	0.999	0.026	0.999	4.181	0.255	0.353
20.0	0.741	0.22199	-0.084	0.000	0.999	0.022	0.999	3.336	0.267	0.363

Name = NACA 6409
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.276	0.21789	-0.062	0.658	0.001	0.991	0.025	-1.267	0.258	0.024
-19.0	-0.296	0.19250	-0.062	0.621	0.001	0.992	0.025	-1.539	0.265	0.040
-18.0	-0.316	0.18202	-0.062	0.593	0.001	0.991	0.023	-1.737	0.269	0.055
-17.0	-0.335	0.16426	-0.061	0.562	0.001	0.991	0.023	-2.038	0.238	0.066
-16.0	-0.351	0.14580	-0.062	0.525	0.001	0.992	0.023	-2.406	0.233	0.073
-15.0	-0.362	0.13315	-0.062	0.493	0.001	0.992	0.022	-2.721	0.274	0.079
-14.0	-0.367	0.11730	-0.062	0.428	0.001	0.992	0.022	-3.128	-4.463	0.082
-13.0	-0.363	0.10316	-0.064	0.411	0.002	0.992	0.024	-3.515	0.409	0.075
-12.0	-0.346	0.08930	-0.065	0.401	0.002	0.992	0.027	-3.880	0.316	0.062
-11.0	-0.316	0.07770	-0.067	0.381	0.003	0.992	0.029	-4.073	0.344	0.040
-10.0	-0.272	0.06627	-0.072	0.363	0.005	0.993	0.042	-4.110	0.331	-0.014
-9.0	-0.213	0.05805	-0.075	0.354	0.005	0.993	0.050	-3.667	0.331	-0.103
-8.0	-0.139	0.04945	-0.083	0.347	0.006	0.993	0.078	-2.819	0.400	-0.344
-7.0	-0.058	0.03757	-0.098	0.324	0.006	0.993	0.179	-1.542	0.567	-1.448
-6.0	0.040	0.01011	-0.140	0.305	0.007	0.993	0.995	3.940	0.450	3.754
-5.0	0.154	0.01051	-0.141	0.295	0.008	0.993	0.997	14.676	0.260	1.162
-4.0	0.272	0.01053	-0.142	0.265	0.009	0.993	0.998	25.835	0.260	0.771
-3.0	0.391	0.01051	-0.143	0.250	0.012	0.993	0.998	37.228	0.260	0.615
