Name = NACA 2418
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
5.0	0.885	0.01986	-0.061	0.130	0.467	0.947	0.994	44.574	0.268	0.319
6.0	1.002	0.02158	-0.063	0.103	0.507	0.935	0.994	46.411	0.268	0.313
7.0	1.113	0.02366	-0.065	0.080	0.553	0.917	0.995	47.042	0.268	0.309
8.0	1.220	0.02607	-0.067	0.060	0.604	0.896	0.995	46.792	0.268	0.305
9.0	1.321	0.02870	-0.069	0.048	0.659	0.870	0.996	46.035	0.268	0.302
10.0	1.413	0.03201	-0.071	0.037	0.714	0.839	0.997	44.143	0.269	0.300
11.0	1.496	0.03587	-0.072	0.030	0.765	0.802	0.997	41.696	0.269	0.298
12.0	1.569	0.04050	-0.074	0.026	0.806	0.761	0.997	38.743	0.269	0.297
13.0	1.631	0.04634	-0.075	0.022	0.841	0.714	0.997	35.202	0.269	0.296
14.0	1.682	0.05392	-0.076	0.018	0.867	0.661	0.997	31.187	0.268	0.295
15.0	1.721	0.06300	-0.077	0.016	0.885	0.606	0.997	27.324	0.268	0.294
16.0	1.751	0.07395	-0.077	0.014	0.905	0.551	0.997	23.679	0.272	0.294
17.0	1.761	0.08662	-0.077	0.013	0.914	0.498	0.997	20.335	0.306	0.294
18.0	1.759	0.10215	-0.078	0.011	0.927	0.445	0.997	17.222	0.224	0.294
19.0	1.749	0.11777	-0.078	0.011	0.936	0.402	0.997	14.854	0.253	0.294
20.0	1.726	0.13801	-0.077	0.010	0.942	0.352	0.997	12.509	0.263	0.295

Name = NACA 2418
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.309	0.15272	-0.010	0.812	0.008	0.992	0.188	-8.569	0.562	0.242
-19.0	-1.305	0.13339	-0.011	0.795	0.010	0.992	0.214	-9.781	0.433	0.241
-18.0	-1.294	0.11458	-0.013	0.765	0.011	0.992	0.250	-11.295	0.357	0.240
-17.0	-1.277	0.09672	-0.014	0.738	0.013	0.992	0.295	-13.202	0.329	0.239
-16.0	-1.252	0.07978	-0.016	0.709	0.014	0.992	0.353	-15.698	0.319	0.237
-15.0	-1.223	0.06391	-0.018	0.674	0.015	0.992	0.430	-19.130	0.311	0.235
-14.0	-1.185	0.05003	-0.020	0.640	0.017	0.992	0.522	-23.681	0.300	0.233
-13.0	-1.136	0.03935	-0.022	0.608	0.018	0.992	0.616	-28.865	0.290	0.230
-12.0	-1.073	0.03136	-0.025	0.567	0.019	0.992	0.714	-34.206	0.283	0.227
-11.0	-0.998	0.02586	-0.027	0.527	0.022	0.991	0.805	-38.597	0.278	0.223
-10.0	-0.910	0.02243	-0.029	0.487	0.025	0.991	0.874	-40.567	0.273	0.218
-9.0	-0.810	0.02011	-0.031	0.445	0.030	0.991	0.918	-40.286	0.270	0.211
-8.0	-0.702	0.01847	-0.033	0.416	0.034	0.991	0.944	-37.989	0.269	0.202
-7.0	-0.587	0.01722	-0.036	0.399	0.040	0.990	0.960	-34.103	0.268	0.189
-6.0	-0.469	0.01611	-0.038	0.371	0.050	0.990	0.971	-29.103	0.267	0.170
-5.0	-0.348	0.01512	-0.040	0.351	0.060	0.990	0.978	-22.981	0.267	0.136
-4.0	-0.224	0.01029	-0.042	0.325	0.075	0.989	0.982	-21.803	0.267	0.064
-3.0	-0.100	0.01007	-0.044	0.302	0.092	0.988	0.986	-9.953	0.267	-0.189
-2.0	0.025	0.00996	-0.046	0.272	0.113	0.986	0.989	2.488	0.267	2.110
-1.0	0.150	0.01069	-0.048	0.250	0.138	0.983	0.990	14.051	0.267	0.571
0.0	0.275	0.01420	-0.050	0.219	0.164	0.981	0.991	19.352	0.267	0.433
1.0	0.399	0.01466	-0.053	0.194	0.191	0.979	0.991	27.231	0.268	0.382
2.0	0.523	0.01541	-0.055	0.167	0.222	0.975	0.992	33.950	0.268	0.355
3.0	0.646	0.01619	-0.057	0.139	0.257	0.970	0.993	39.876	0.268	0.338
4.0	0.767	0.01728	-0.059	0.114	0.291	0.963	0.994	44.391	0.268	0.327
5.0	0.887	0.01854	-0.061	0.092	0.330	0.955	0.994	47.817	0.268	0.319
6.0	1.003	0.01991	-0.063	0.072	0.394	0.943	0.995	50.386	0.268	0.313
7.0	1.116	0.02161	-0.066	0.056	0.458	0.929	0.996	51.624	0.268	0.309
8.0	1.224	0.02362	-0.068	0.044	0.491	0.912	0.996	51.822	0.269	0.305
9.0	1.327	0.02592	-0.069	0.034	0.528	0.889	0.997	51.175	0.269	0.302
10.0	1.420	0.02896	-0.071	0.028	0.573	0.864	0.997	49.037	0.270	0.300
11.0	1.505	0.03204	-0.073	0.024	0.623	0.832	0.998	46.986	0.270	0.298
12.0	1.581	0.03581	-0.074	0.020	0.676	0.797	0.997	44.147	0.270	0.297
13.0	1.645	0.04084	-0.076	0.016	0.729	0.752	0.998	40.264	0.271	0.296
14.0	1.698	0.04706	-0.077	0.014	0.776	0.705	0.997	36.073	0.272	0.295
15.0	1.740	0.05421	-0.078	0.013	0.815	0.656	0.997	32.101	0.273	0.295
16.0	1.772	0.06308	-0.079	0.012	0.846	0.606	0.998	28.092	0.281	0.294
17.0	1.784	0.07383	-0.079	0.011	0.873	0.555	0.998	24.159	0.339	0.294
18.0	1.783	0.08641	-0.080	0.010	0.890	0.505	0.998	20.634	0.174	0.295
19.0	1.773	0.10009	-0.080	0.009	0.907	0.462	0.998	17.715	0.236	0.295
20.0	1.751	0.11740	-0.080	0.008	0.918	0.414	0.998	14.913	0.248	0.296

Name = NACA 2418
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.315	0.14399	-0.010	0.763	0.007	0.993	0.207	-9.131	0.610	0.242
-19.0	-1.311	0.12600	-0.012	0.735	0.008	0.993	0.236	-10.407	0.451	0.241
-18.0	-1.301	0.10780	-0.013	0.709	0.009	0.993	0.273	-12.072	0.361	0.240
-17.0	-1.284	0.09066	-0.015	0.673	0.010	0.993	0.320	-14.166	0.337	0.239
-16.0	-1.263	0.07322	-0.016	0.640	0.012	0.992	0.388	-17.244	0.335	0.237
-15.0	-1.238	0.05617	-0.018	0.609	0.014	0.992	0.485	-22.036	0.315	0.235
-14.0	-1.198	0.04421	-0.021	0.569	0.015	0.993	0.572	-27.099	0.298	0.233
-13.0	-1.148	0.03488	-0.023	0.532	0.016	0.992	0.666	-32.914	0.288	0.230
-12.0	-1.082	0.02827	-0.025	0.501	0.017	0.992	0.756	-38.283	0.281	0.227
-11.0	-1.004	0.02382	-0.027	0.454	0.019	0.992	0.836	-42.177	0.276	0.223
-10.0	-0.913	0.02105	-0.029	0.421	0.022	0.991	0.892	-43.391	0.272	0.218
-9.0	-0.812	0.01889	-0.031	0.403	0.026	0.991	0.930	-43.009	0.270	0.211
-8.0	-0.703	0.01738	-0.034	0.378	0.031	0.991	0.952	-40.434	0.268	0.202
-7.0	-0.588	0.01629	-0.036	0.356	0.036	0.991	0.965	-36.104	0.268	0.189
-6.0	-0.469	0.01518	-0.038	0.338	0.043	0.991	0.976	-30.922	0.267	0.170
-5.0	-0.348	0.01441	-0.040	0.309	0.052	0.990	0.980	-24.120	0.267	0.136
-4.0	-0.225	0.01058	-0.042	0.289	0.063	0.990	0.984	-21.227	0.267	0.064
-3.0	-0.100	0.00969	-0.044	0.260	0.078	0.989	0.988	-10.348	0.267	-0.189
-2.0	0.025	0.01037	-0.046	0.236	0.096	0.987	0.990	2.391	0.267	2.110
-1.0	0.150	0.01034	-0.048	0.211	0.115	0.985	0.990	14.526	0.267	0.571
0.0	0.275	0.01031	-0.050	0.184	0.140	0.983	0.991	26.672	0.268	0.433
1.0	0.399	0.01404	-0.053	0.163	0.164	0.980	0.992	28.448	0.268	0.382
2.0	0.523	0.01476	-0.055	0.135	0.189	0.978	0.993	35.444	0.268	0.355
3.0	0.646	0.01562	-0.057	0.112	0.219	0.972	0.993	41.353	0.268	0.338
4.0	0.768	0.01654	-0.059	0.092	0.252	0.966	0.994	46.396	0.268	0.327
5.0	0.887	0.01777	-0.061	0.072	0.281	0.959	0.995	49.933	0.268	0.319
6.0	1.004	0.01909	-0.064	0.057	0.317	0.949	0.995	52.600	0.268	0.313
7.0	1.117	0.02062	-0.066	0.045	0.364	0.937	0.996	54.182	0.269	0.309
8.0	1.226	0.02237	-0.068	0.036	0.433	0.920	0.997	54.819	0.269	0.305
9.0	1.330	0.02480	-0.070	0.029	0.467	0.901	0.997	53.610	0.269	0.302
10.0	1.424	0.02715	-0.071	0.024	0.503	0.877	0.998	52.465	0.270	0.300
11.0	1.510	0.02999	-0.073	0.021	0.539	0.849	0.998	50.363	0.270	0.298
12.0	1.586	0.03367	-0.075	0.016	0.581	0.813	0.997	47.112	0.271	0.297
13.0	1.652	0.03805	-0.076	0.014	0.629	0.773	0.998	43.406	0.272	0.296
14.0	1.706	0.04351	-0.077	0.012	0.680	0.729	0.998	39.218	0.273	0.295
15.0	1.750	0.04984	-0.078	0.011	0.731	0.683	0.998	35.122	0.275	0.295
16.0	1.783	0.05786	-0.079	0.010	0.777	0.635	0.998	30.819	0.285	0.294
17.0	1.796	0.06715	-0.080	0.010	0.815	0.587	0.998	26.752	0.349	0.295
18.0	1.795	0.07890	-0.081	0.009	0.847	0.536	0.998	22.754	0.200	0.295
19.0	1.782	0.09323	-0.081	0.007	0.874	0.485	0.998	19.118	0.245	0.295
20.0	1.758	0.11088	-0.081	0.006	0.891	0.432	0.998	15.856	0.252	0.296

Name = NACA 2418
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.319	0.13813	-0.010	0.717	0.007	0.993	0.222	-9.552	0.606	0.242
-19.0	-1.316	0.12063	-0.012	0.685	0.007	0.993	0.250	-10.908	0.455	0.241
-18.0	-1.306	0.10318	-0.013	0.658	0.008	0.993	0.289	-12.660	0.362	0.240
-17.0	-1.289	0.08674	-0.015	0.619	0.008	0.993	0.337	-14.863	0.340	0.239
-16.0	-1.268	0.06969	-0.017	0.585	0.010	0.993	0.408	-18.200	0.338	0.237
-15.0	-1.244	0.05287	-0.019	0.556	0.012	0.992	0.508	-23.528	0.321	0.235
-14.0	-1.208	0.04035	-0.021	0.515	0.015	0.993	0.609	-29.934	0.299	0.233
-13.0	-1.156	0.03220	-0.023	0.477	0.015	0.992	0.698	-35.908	0.286	0.230
-12.0	-1.088	0.02639	-0.025	0.441	0.016	0.992	0.783	-41.246	0.280	0.227
-11.0	-1.008	0.02252	-0.027	0.413	0.018	0.992	0.854	-44.773	0.275	0.223
-10.0	-0.916	0.02002	-0.029	0.399	0.020	0.992	0.905	-45.738	0.271	0.218
-9.0	-0.813	0.01817	-0.032	0.369	0.023	0.991	0.937	-44.749	0.269	0.211
-8.0	-0.704	0.01660	-0.034	0.352	0.029	0.992	0.958	-42.385	0.268	0.202
-7.0	-0.588	0.01564	-0.036	0.328	0.032	0.991	0.969	-37.612	0.267	0.189
-6.0	-0.469	0.01471	-0.038	0.304	0.038	0.991	0.977	-31.918	0.267	0.170
-5.0	-0.348	0.01386	-0.040	0.281	0.048	0.990	0.982	-25.095	0.267	0.136
-4.0	-0.225	0.01030	-0.042	0.256	0.056	0.990	0.985	-21.815	0.267	0.064
-3.0	-0.100	0.01025	-0.044	0.232	0.070	0.990	0.989	-9.785	0.267	-0.189
-2.0	0.025	0.01011	-0.046	0.209	0.083	0.988	0.990	2.452	0.267	2.111
-1.0	0.150	0.01008	-0.048	0.183	0.104	0.986	0.991	14.898	0.267	0.572
0.0	0.275	0.01005	-0.050	0.164	0.122	0.984	0.991	27.376	0.268	0.434
1.0	0.399	0.01374	-0.053	0.137	0.144	0.981	0.992	29.074	0.268	0.382
2.0	0.523	0.01435	-0.055	0.118	0.172	0.979	0.993	36.481	0.268	0.355
3.0	0.646	0.01514	-0.057	0.096	0.194	0.974	0.994	42.704	0.268	0.338
4.0	0.768	0.01613	-0.059	0.076	0.222	0.968	0.994	47.609	0.268	0.327
5.0	0.888	0.01712	-0.061	0.062	0.255	0.962	0.995	51.848	0.268	0.319
6.0	1.005	0.01845	-0.064	0.048	0.281	0.952	0.996	54.482	0.268	0.313
7.0	1.118	0.01989	-0.066	0.040	0.315	0.941	0.997	56.236	0.269	0.309
8.0	1.228	0.02162	-0.068	0.030	0.358	0.926	0.997	56.778	0.269	0.305
9.0	1.332	0.02383	-0.070	0.025	0.416	0.908	0.997	55.883	0.269	0.302
10.0	1.427	0.02598	-0.072	0.022	0.459	0.886	0.998	54.915	0.270	0.300
11.0	1.513	0.02883	-0.073	0.017	0.489	0.858	0.998	52.484	0.271	0.298
12.0	1.590	0.03223	-0.075	0.014	0.521	0.825	0.997	49.329	0.271	0.297
13.0	1.657	0.03616	-0.076	0.012	0.563	0.788	0.998	45.819	0.273	0.296
14.0	1.712	0.04115	-0.078	0.011	0.609	0.745	0.998	41.605	0.274	0.295
15.0	1.758	0.04694	-0.079	0.011	0.657	0.703	0.998	37.440	0.277	0.295
16.0	1.791	0.05421	-0.080	0.010	0.706	0.656	0.998	33.045	0.287	0.295
17.0	1.805	0.06310	-0.081	0.009	0.753	0.608	0.998	28.598	0.368	0.295
18.0	1.800	0.07578	-0.081	0.007	0.797	0.549	0.998	23.757	0.230	0.295
19.0	1.785	0.09070	-0.081	0.005	0.834	0.492	0.998	19.683	0.243	0.295
20.0	1.763	0.10660	-0.081	0.005	0.858	0.444	0.998	16.536	0.244	0.296

Name = NACA 2418
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.323	0.13426	-0.011	0.673	0.006	0.993	0.232	-9.850	0.648	0.242
-19.0	-1.319	0.11696	-0.012	0.643	0.006	0.993	0.262	-11.281	0.483	0.241
-18.0	-1.311	0.09904	-0.013	0.612	0.007	0.993	0.304	-13.235	0.362	0.240
-17.0	-1.293	0.08398	-0.015	0.574	0.007	0.993	0.348	-15.392	0.338	0.239
-16.0	-1.272	0.06716	-0.017	0.546	0.008	0.993	0.422	-18.943	0.333	0.237
-15.0	-1.245	0.05186	-0.019	0.510	0.010	0.993	0.513	-24.017	0.325	0.235
-14.0	-1.214	0.03788	-0.021	0.469	0.014	0.993	0.634	-32.056	0.304	0.233
-13.0	-1.162	0.03016	-0.023	0.435	0.015	0.992	0.724	-38.543	0.286	0.230
-12.0	-1.093	0.02498	-0.025	0.410	0.016	0.992	0.804	-43.759	0.278	0.227
-11.0	-1.011	0.02157	-0.027	0.398	0.017	0.992	0.868	-46.888	0.274	0.223
-10.0	-0.917	0.01938	-0.030	0.366	0.018	0.992	0.912	-47.316	0.271	0.218
-9.0	-0.814	0.01761	-0.032	0.351	0.021	0.992	0.941	-46.234	0.269	0.211
-8.0	-0.704	0.01621	-0.034	0.325	0.025	0.992	0.960	-43.433	0.268	0.202
-7.0	-0.589	0.01514	-0.036	0.303	0.031	0.991	0.972	-38.891	0.267	0.189
-6.0	-0.470	0.01421	-0.038	0.281	0.035	0.991	0.979	-33.039	0.267	0.170
-5.0	-0.348	0.01021	-0.040	0.257	0.042	0.991	0.983	-34.087	0.267	0.136
-4.0	-0.225	0.01012	-0.042	0.235	0.052	0.990	0.986	-22.202	0.267	0.064
-3.0	-0.100	0.01088	-0.044	0.211	0.062	0.990	0.990	-9.220	0.267	-0.189
-2.0	0.025	0.00992	-0.046	0.188	0.077	0.989	0.991	2.500	0.267	2.111
-1.0	0.150	0.00985	-0.048	0.167	0.093	0.987	0.991	15.251	0.267	0.572
0.0	0.275	0.00989	-0.050	0.143	0.111	0.985	0.992	27.814	0.268	0.434
1.0	0.400	0.00990	-0.053	0.126	0.135	0.982	0.993	40.344	0.268	0.382
2.0	0.524	0.01407	-0.055	0.102	0.153	0.980	0.993	37.203	0.268	0.355
3.0	0.647	0.01478	-0.057	0.085	0.178	0.977	0.994	43.760	0.268	0.338
4.0	0.768	0.01572	-0.059	0.068	0.205	0.970	0.995	48.869	0.268	0.327
5.0	0.888	0.01677	-0.061	0.053	0.227	0.963	0.996	52.950	0.268	0.319
6.0	1.006	0.01793	-0.064	0.043	0.259	0.956	0.996	56.105	0.269	0.313
7.0	1.119	0.01939	-0.066	0.034	0.288	0.944	0.997	57.709	0.269	0.309
8.0	1.229	0.02142	-0.068	0.027	0.318	0.930	0.997	57.371	0.269	0.305
9.0	1.333	0.02315	-0.070	0.023	0.361	0.914	0.997	57.581	0.270	0.302
10.0	1.429	0.02520	-0.072	0.019	0.414	0.892	0.998	56.679	0.270	0.300
11.0	1.515	0.02796	-0.074	0.015	0.457	0.865	0.998	54.207	0.271	0.299
12.0	1.593	0.03104	-0.075	0.013	0.483	0.835	0.997	51.330	0.272	0.297
13.0	1.661	0.03481	-0.077	0.011	0.516	0.799	0.998	47.703	0.273	0.296
14.0	1.717	0.03945	-0.078	0.010	0.557	0.759	0.998	43.528	0.275	0.295
15.0	1.763	0.04490	-0.079	0.010	0.601	0.717	0.998	39.260	0.277	0.295
16.0	1.797	0.05186	-0.080	0.009	0.642	0.670	0.998	34.649	0.286	0.295
17.0	1.807	0.06158	-0.081	0.007	0.689	0.615	0.998	29.345	0.391	0.295
18.0	1.803	0.07388	-0.081	0.005	0.737	0.557	0.998	24.411	0.220	0.295
19.0	1.789	0.08791	-0.081	0.004	0.780	0.502	0.998	20.353	0.240	0.295
20.0	1.767	0.10306	-0.082	0.004	0.817	0.454	0.998	17.143	0.242	0.296

Name = NACA 2418
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.326	0.13001	-0.011	0.636	0.006	0.993	0.243	-10.199	0.646	0.242
-19.0	-1.323	0.11356	-0.012	0.610	0.006	0.993	0.273	-11.649	0.477	0.241
-18.0	-1.314	0.09643	-0.013	0.571	0.007	0.993	0.315	-13.626	0.370	0.240
-17.0	-1.298	0.08065	-0.015	0.542	0.007	0.993	0.365	-16.088	0.342	0.238
-16.0	-1.277	0.06461	-0.017	0.509	0.008	0.993	0.437	-19.760	0.327	0.237
-15.0	-1.248	0.05059	-0.019	0.469	0.009	0.993	0.522	-24.666	0.317	0.235
-14.0	-1.214	0.03776	-0.021	0.437	0.011	0.993	0.632	-32.150	0.306	0.233
-13.0	-1.167	0.02871	-0.023	0.410	0.014	0.993	0.742	-40.643	0.288	0.230
-12.0	-1.097	0.02391	-0.025	0.398	0.015	0.992	0.820	-45.867	0.278	0.227
-11.0	-1.013	0.02086	-0.028	0.367	0.016	0.992	0.879	-48.581	0.273	0.223
-10.0	-0.918	0.01876	-0.030	0.351	0.017	0.992	0.919	-48.952	0.271	0.218
-9.0	-0.815	0.01719	-0.032	0.328	0.019	0.992	0.945	-47.379	0.269	0.211
-8.0	-0.704	0.01587	-0.034	0.305	0.022	0.992	0.962	-44.382	0.268	0.202
-7.0	-0.589	0.01473	-0.036	0.287	0.030	0.991	0.974	-39.978	0.267	0.189
-6.0	-0.470	0.01392	-0.038	0.259	0.033	0.991	0.979	-33.745	0.267	0.170
-5.0	-0.348	0.01009	-0.040	0.245	0.038	0.991	0.983	-34.497	0.267	0.136
-4.0	-0.225	0.00988	-0.042	0.214	0.049	0.990	0.988	-22.734	0.267	0.064
-3.0	-0.100	0.01070	-0.044	0.200	0.057	0.990	0.990	-9.376	0.267	-0.189
