Name = NACA 2412
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-11.0	-0.752	0.07152	-0.023	0.749	0.008	0.994	0.116	-10.509	0.408	0.219
-10.0	-0.729	0.04633	-0.030	0.710	0.009	0.994	0.337	-15.745	1.863	0.209
-9.0	-0.743	0.02127	-0.038	0.668	0.012	0.994	0.906	-34.929	0.382	0.199
-8.0	-0.659	0.01893	-0.039	0.622	0.015	0.994	0.970	-34.817	0.266	0.190
-7.0	-0.559	0.01341	-0.041	0.574	0.018	0.994	0.984	-41.647	0.262	0.177
-6.0	-0.450	0.01411	-0.042	0.521	0.022	0.994	0.990	-31.915	0.261	0.157
-5.0	-0.337	0.01345	-0.043	0.462	0.032	0.994	0.992	-25.046	0.261	0.122
-4.0	-0.220	0.01302	-0.044	0.421	0.043	0.994	0.993	-16.887	0.261	0.048
-3.0	-0.101	0.01260	-0.046	0.397	0.069	0.993	0.994	-8.038	0.261	-0.201
-2.0	0.018	0.01234	-0.047	0.366	0.108	0.993	0.995	1.483	0.261	2.815
-1.0	0.138	0.01216	-0.048	0.342	0.154	0.992	0.996	11.378	0.261	0.599
0.0	0.258	0.01219	-0.050	0.305	0.205	0.992	0.997	21.168	0.261	0.442
1.0	0.378	0.01308	-0.051	0.266	0.263	0.991	0.997	28.883	0.261	0.385
2.0	0.497	0.01330	-0.052	0.224	0.333	0.990	0.997	37.367	0.262	0.355
3.0	0.615	0.01354	-0.054	0.179	0.470	0.990	0.997	45.442	0.262	0.337
4.0	0.732	0.01296	-0.055	0.125	0.523	0.985	0.998	56.455	0.262	0.325
5.0	0.845	0.01853	-0.056	0.076	0.587	0.980	0.998	45.606	0.262	0.317
6.0	0.955	0.02033	-0.058	0.038	0.666	0.973	0.998	46.958	0.262	0.310
7.0	1.059	0.02209	-0.059	0.022	0.752	0.961	0.998	47.931	0.263	0.306
8.0	1.151	0.02404	-0.060	0.017	0.819	0.945	0.998	47.884	0.263	0.302
9.0	1.231	0.02645	-0.061	0.014	0.867	0.922	0.998	46.531	0.264	0.300
10.0	1.295	0.02955	-0.062	0.011	0.897	0.888	0.998	43.829	0.264	0.298
11.0	1.339	0.03377	-0.063	0.008	0.918	0.832	0.998	39.636	0.257	0.297
12.0	1.355	0.04046	-0.063	0.007	0.936	0.739	0.998	33.498	-2.214	0.296
13.0	1.339	0.05234	-0.061	0.006	0.946	0.591	0.998	25.588	0.341	0.296
14.0	1.262	0.08591	-0.054	0.005	0.958	0.290	0.998	14.687	0.375	0.293
15.0	1.200	0.12114	-0.044	0.005	0.963	0.091	0.998	9.910	0.411	0.287
16.0	1.175	0.14078	-0.040	0.005	0.970	0.053	0.998	8.346	0.353	0.284
17.0	1.146	0.15940	-0.038	0.004	0.976	0.038	0.998	7.189	0.290	0.283
18.0	1.111	0.18141	-0.038	0.004	0.979	0.032	0.998	6.127	0.284	0.284
19.0	1.069	0.20112	-0.036	0.004	0.983	0.022	0.998	5.317	0.270	0.283
20.0	1.025	0.22377	-0.036	0.003	0.987	0.021	0.998	4.581	0.243	0.285

Name = NACA 2412
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.788	0.20824	-0.014	0.889	0.005	0.994	0.030	-3.784	0.232	0.232
-19.0	-0.826	0.18885	-0.015	0.876	0.005	0.994	0.034	-4.373	0.223	0.232
-18.0	-0.847	0.16844	-0.015	0.854	0.005	0.994	0.040	-5.031	0.200	0.232
-17.0	-0.861	0.14846	-0.016	0.837	0.005	0.995	0.045	-5.802	0.160	0.231
-16.0	-0.868	0.13299	-0.017	0.808	0.005	0.995	0.053	-6.529	-0.172	0.230
-15.0	-0.867	0.11592	-0.019	0.778	0.006	0.995	0.066	-7.478	0.494	0.229
-14.0	-0.857	0.10127	-0.020	0.749	0.006	0.995	0.085	-8.459	0.392	0.226
-13.0	-0.840	0.08505	-0.023	0.711	0.006	0.995	0.126	-9.870	0.360	0.223
-12.0	-0.813	0.07004	-0.025	0.669	0.006	0.995	0.183	-11.611	0.436	0.219
-11.0	-0.800	0.04583	-0.030	0.627	0.007	0.995	0.382	-17.459	-825.686	0.213
-10.0	-0.813	0.02233	-0.036	0.583	0.008	0.995	0.835	-36.428	0.417	0.206
-9.0	-0.751	0.01874	-0.038	0.538	0.010	0.995	0.959	-40.070	0.272	0.199
-8.0	-0.660	0.01709	-0.039	0.488	0.013	0.995	0.980	-38.637	0.263	0.190
-7.0	-0.559	0.01233	-0.041	0.436	0.016	0.995	0.989	-45.352	0.262	0.177
-6.0	-0.451	0.01290	-0.042	0.408	0.019	0.994	0.991	-34.942	0.261	0.157
-5.0	-0.337	0.01229	-0.043	0.382	0.024	0.994	0.992	-27.402	0.261	0.122
-4.0	-0.220	0.01190	-0.044	0.357	0.036	0.994	0.994	-18.480	0.261	0.048
-3.0	-0.101	0.01160	-0.046	0.331	0.051	0.994	0.995	-8.732	0.261	-0.201
-2.0	0.018	0.01138	-0.047	0.302	0.077	0.993	0.996	1.609	0.261	2.815
-1.0	0.138	0.01129	-0.048	0.265	0.110	0.993	0.997	12.258	0.261	0.599
0.0	0.258	0.01214	-0.050	0.231	0.148	0.993	0.997	21.269	0.261	0.442
1.0	0.378	0.01224	-0.051	0.196	0.189	0.992	0.997	30.854	0.261	0.385
2.0	0.497	0.01261	-0.052	0.157	0.233	0.991	0.997	39.406	0.262	0.355
3.0	0.615	0.01313	-0.054	0.115	0.282	0.990	0.998	46.864	0.262	0.337
4.0	0.732	0.01240	-0.055	0.076	0.343	0.989	0.998	59.048	0.262	0.325
5.0	0.846	0.01297	-0.056	0.041	0.459	0.984	0.998	65.224	0.262	0.317
6.0	0.956	0.01857	-0.058	0.028	0.503	0.979	0.998	51.484	0.262	0.310
7.0	1.060	0.02010	-0.059	0.018	0.554	0.971	0.998	52.773	0.263	0.306
8.0	1.154	0.02177	-0.060	0.014	0.615	0.959	0.998	53.022	0.264	0.302
9.0	1.236	0.02370	-0.062	0.011	0.689	0.941	0.998	52.130	0.265	0.300
10.0	1.302	0.02617	-0.063	0.009	0.765	0.915	0.999	49.753	0.266	0.298
11.0	1.350	0.02943	-0.063	0.007	0.832	0.874	0.999	45.878	0.267	0.297
12.0	1.376	0.03401	-0.064	0.006	0.875	0.811	0.998	40.456	0.259	0.296
13.0	1.377	0.04097	-0.064	0.005	0.906	0.720	0.998	33.602	0.307	0.296
14.0	1.344	0.05472	-0.062	0.004	0.925	0.570	0.998	24.568	0.304	0.296
15.0	1.294	0.07583	-0.059	0.004	0.939	0.409	0.998	17.063	0.317	0.296
16.0	1.230	0.10558	-0.054	0.004	0.952	0.243	0.998	11.649	0.334	0.294
17.0	1.172	0.13571	-0.049	0.004	0.960	0.131	0.998	8.639	0.334	0.292
18.0	1.126	0.16011	-0.046	0.003	0.968	0.084	0.998	7.031	0.306	0.291
19.0	1.080	0.18196	-0.044	0.003	0.976	0.063	0.998	5.936	0.279	0.291
20.0	1.033	0.20450	-0.043	0.003	0.979	0.052	0.998	5.051	0.268	0.292

Name = NACA 2412
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.790	0.19908	-0.015	0.851	0.005	0.995	0.043	-3.970	0.235	0.231
-19.0	-0.828	0.17875	-0.015	0.831	0.004	0.995	0.045	-4.633	0.226	0.231
-18.0	-0.850	0.15973	-0.016	0.803	0.005	0.995	0.052	-5.321	0.194	0.231
-17.0	-0.865	0.14104	-0.017	0.772	0.005	0.995	0.064	-6.136	0.157	0.230
-16.0	-0.872	0.12560	-0.018	0.741	0.005	0.995	0.070	-6.942	-0.092	0.229
-15.0	-0.873	0.10899	-0.020	0.707	0.005	0.995	0.093	-8.007	0.679	0.227
-14.0	-0.864	0.09359	-0.022	0.665	0.006	0.995	0.121	-9.234	0.429	0.225
-13.0	-0.850	0.07700	-0.024	0.624	0.006	0.995	0.176	-11.035	0.398	0.222
-12.0	-0.829	0.06029	-0.027	0.583	0.006	0.995	0.264	-13.749	0.794	0.218
-11.0	-0.835	0.03304	-0.032	0.542	0.006	0.995	0.570	-25.256	2.324	0.211
-10.0	-0.824	0.02015	-0.036	0.501	0.007	0.995	0.901	-40.902	0.321	0.206
-9.0	-0.752	0.01770	-0.038	0.445	0.009	0.995	0.968	-42.495	0.268	0.199
-8.0	-0.661	0.01238	-0.039	0.413	0.011	0.995	0.984	-53.393	0.263	0.190
-7.0	-0.559	0.01280	-0.041	0.394	0.014	0.995	0.990	-43.695	0.262	0.177
-6.0	-0.451	0.01221	-0.042	0.364	0.017	0.995	0.992	-36.894	0.261	0.157
-5.0	-0.337	0.01163	-0.043	0.347	0.022	0.995	0.993	-28.970	0.261	0.122
-4.0	-0.220	0.01134	-0.044	0.312	0.030	0.995	0.994	-19.398	0.261	0.048
-3.0	-0.101	0.01110	-0.046	0.285	0.042	0.994	0.995	-9.128	0.261	-0.201
-2.0	0.018	0.01094	-0.047	0.255	0.062	0.994	0.997	1.674	0.261	2.816
-1.0	0.138	0.01173	-0.048	0.220	0.089	0.993	0.997	11.803	0.261	0.599
0.0	0.258	0.01168	-0.050	0.189	0.120	0.993	0.997	22.103	0.261	0.442
1.0	0.378	0.01188	-0.051	0.156	0.154	0.993	0.997	31.812	0.261	0.385
2.0	0.497	0.01218	-0.052	0.120	0.190	0.992	0.998	40.805	0.262	0.355
3.0	0.615	0.01268	-0.054	0.085	0.230	0.991	0.998	48.534	0.262	0.337
4.0	0.732	0.01334	-0.055	0.055	0.273	0.990	0.998	54.880	0.262	0.325
5.0	0.846	0.01260	-0.057	0.034	0.323	0.987	0.998	67.168	0.262	0.317
6.0	0.956	0.01770	-0.058	0.021	0.423	0.981	0.998	54.024	0.263	0.310
7.0	1.062	0.01901	-0.059	0.016	0.470	0.976	0.998	55.838	0.263	0.306
8.0	1.156	0.02057	-0.060	0.012	0.511	0.965	0.998	56.171	0.264	0.302
9.0	1.238	0.02241	-0.062	0.010	0.561	0.951	0.999	55.240	0.266	0.300
10.0	1.306	0.02473	-0.063	0.007	0.619	0.928	0.999	52.802	0.267	0.298
11.0	1.355	0.02767	-0.064	0.006	0.688	0.891	0.999	48.969	0.269	0.297
12.0	1.384	0.03151	-0.064	0.005	0.761	0.838	0.998	43.913	0.273	0.296
13.0	1.390	0.03683	-0.065	0.005	0.827	0.766	0.998	37.750	0.292	0.296
14.0	1.365	0.04760	-0.064	0.004	0.874	0.639	0.998	28.670	0.289	0.297
15.0	1.322	0.06309	-0.062	0.004	0.906	0.506	0.999	20.959	0.292	0.297
16.0	1.270	0.08358	-0.060	0.004	0.927	0.381	0.998	15.195	0.306	0.297
17.0	1.202	0.11435	-0.055	0.003	0.941	0.235	0.999	10.510	0.322	0.296
18.0	1.139	0.14570	-0.050	0.003	0.956	0.133	0.999	7.819	0.315	0.294
19.0	1.089	0.16911	-0.048	0.003	0.963	0.095	0.999	6.439	0.287	0.294
20.0	1.039	0.19171	-0.046	0.003	0.971	0.076	0.999	5.420	0.277	0.295

Name = NACA 2412
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.792	0.19159	-0.015	0.808	0.005	0.995	0.049	-4.132	0.231	0.231
-19.0	-0.830	0.17246	-0.016	0.780	0.004	0.995	0.054	-4.813	0.223	0.231
-18.0	-0.852	0.15399	-0.017	0.753	0.004	0.995	0.062	-5.533	0.196	0.230
-17.0	-0.868	0.13546	-0.018	0.714	0.005	0.995	0.074	-6.405	0.156	0.229
-16.0	-0.875	0.12101	-0.019	0.675	0.005	0.995	0.086	-7.233	-0.044	0.228
-15.0	-0.877	0.10381	-0.021	0.638	0.005	0.995	0.113	-8.447	0.815	0.226
-14.0	-0.869	0.08879	-0.022	0.606	0.005	0.995	0.145	-9.789	0.507	0.224
-13.0	-0.859	0.07010	-0.025	0.562	0.006	0.995	0.224	-12.259	0.458	0.221
-12.0	-0.842	0.05312	-0.028	0.518	0.005	0.995	0.331	-15.850	2.537	0.217
-11.0	-0.856	0.02699	-0.034	0.471	0.006	0.995	0.686	-31.705	0.902	0.211
-10.0	-0.829	0.01908	-0.037	0.429	0.007	0.995	0.928	-43.448	0.295	0.206
-9.0	-0.753	0.01696	-0.038	0.406	0.008	0.995	0.975	-44.423	0.266	0.199
-8.0	-0.661	0.01189	-0.039	0.380	0.010	0.995	0.986	-55.601	0.263	0.190
-7.0	-0.559	0.01224	-0.041	0.357	0.014	0.995	0.991	-45.702	0.262	0.177
-6.0	-0.451	0.01172	-0.042	0.337	0.016	0.995	0.992	-38.464	0.261	0.157
-5.0	-0.337	0.01123	-0.043	0.307	0.020	0.995	0.994	-30.000	0.261	0.122
-4.0	-0.220	0.01097	-0.044	0.278	0.026	0.995	0.995	-20.058	0.261	0.048
-3.0	-0.101	0.01075	-0.046	0.253	0.037	0.995	0.996	-9.425	0.261	-0.201
-2.0	0.018	0.01064	-0.047	0.220	0.054	0.994	0.997	1.721	0.261	2.816
-1.0	0.138	0.01140	-0.048	0.191	0.076	0.994	0.997	12.140	0.261	0.599
0.0	0.258	0.01141	-0.050	0.164	0.104	0.994	0.997	22.634	0.261	0.442
1.0	0.378	0.01162	-0.051	0.130	0.134	0.993	0.997	32.509	0.261	0.385
2.0	0.497	0.01191	-0.052	0.098	0.167	0.992	0.998	41.724	0.262	0.355
3.0	0.615	0.01239	-0.054	0.068	0.201	0.991	0.998	49.663	0.262	0.337
4.0	0.732	0.01295	-0.055	0.044	0.236	0.990	0.998	56.541	0.262	0.325
5.0	0.846	0.01223	-0.057	0.029	0.276	0.988	0.998	69.205	0.262	0.317
6.0	0.957	0.01287	-0.058	0.019	0.322	0.983	0.998	74.317	0.263	0.310
7.0	1.062	0.01833	-0.059	0.014	0.402	0.978	0.998	57.934	0.263	0.306
8.0	1.157	0.01971	-0.061	0.011	0.459	0.969	0.999	58.664	0.265	0.302
9.0	1.239	0.02151	-0.062	0.009	0.497	0.957	0.999	57.634	0.266	0.300
10.0	1.308	0.02378	-0.063	0.006	0.536	0.935	0.999	54.979	0.268	0.298
11.0	1.358	0.02648	-0.064	0.005	0.587	0.904	0.999	51.294	0.271	0.297
12.0	1.389	0.02992	-0.065	0.004	0.649	0.856	0.998	46.417	0.277	0.297
13.0	1.398	0.03457	-0.065	0.004	0.714	0.792	0.998	40.438	0.267	0.296
14.0	1.378	0.04323	-0.064	0.004	0.784	0.685	0.998	31.878	0.281	0.297
15.0	1.338	0.05672	-0.063	0.003	0.842	0.558	0.999	23.581	0.285	0.297
16.0	1.286	0.07493	-0.061	0.003	0.884	0.436	0.999	17.158	0.292	0.298
17.0	1.223	0.09996	-0.058	0.003	0.913	0.311	0.999	12.238	0.311	0.298
18.0	1.151	0.13524	-0.053	0.003	0.936	0.174	0.999	8.508	0.314	0.296
19.0	1.096	0.15985	-0.050	0.003	0.949	0.122	0.999	6.857	0.292	0.296
20.0	1.044	0.18273	-0.048	0.003	0.960	0.094	0.999	5.711	0.284	0.296

Name = NACA 2412
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.793	0.18641	-0.016	0.765	0.004	0.995	0.056	-4.254	0.231	0.230
-19.0	-0.832	0.16866	-0.016	0.731	0.004	0.995	0.061	-4.930	0.224	0.230
-18.0	-0.853	0.15002	-0.017	0.701	0.004	0.995	0.068	-5.688	0.194	0.230
-17.0	-0.870	0.13117	-0.019	0.663	0.005	0.995	0.086	-6.633	0.154	0.229
-16.0	-0.877	0.11734	-0.020	0.623	0.005	0.995	0.096	-7.478	-0.026	0.228
-15.0	-0.880	0.10067	-0.021	0.584	0.005	0.996	0.126	-8.739	1.316	0.226
-14.0	-0.874	0.08453	-0.023	0.554	0.005	0.996	0.168	-10.340	0.578	0.224
-13.0	-0.866	0.06598	-0.026	0.510	0.005	0.996	0.254	-13.118	0.627	0.220
-12.0	-0.858	0.04570	-0.029	0.463	0.005	0.996	0.411	-18.762	-1.233	0.216
-11.0	-0.871	0.02347	-0.034	0.424	0.006	0.996	0.770	-37.114	0.531	0.211
-10.0	-0.831	0.01832	-0.037	0.403	0.006	0.996	0.941	-45.367	0.283	0.206
-9.0	-0.754	0.01633	-0.038	0.377	0.008	0.996	0.978	-46.168	0.266	0.199
-8.0	-0.661	0.01153	-0.039	0.355	0.009	0.996	0.988	-57.333	0.263	0.190
-7.0	-0.559	0.01197	-0.041	0.335	0.012	0.995	0.991	-46.728	0.262	0.177
-6.0	-0.451	0.01144	-0.042	0.306	0.015	0.995	0.992	-39.414	0.261	0.157
-5.0	-0.337	0.01097	-0.043	0.279	0.018	0.995	0.994	-30.706	0.261	0.122
-4.0	-0.220	0.01072	-0.044	0.254	0.024	0.995	0.995	-20.520	0.261	0.048
-3.0	-0.101	0.01055	-0.046	0.223	0.034	0.995	0.996	-9.607	0.261	-0.201
-2.0	0.018	0.01041	-0.047	0.202	0.048	0.994	0.997	1.760	0.261	2.816
-1.0	0.138	0.01117	-0.048	0.170	0.068	0.994	0.997	12.391	0.261	0.599
0.0	0.258	0.01122	-0.050	0.139	0.091	0.994	0.997	23.012	0.261	0.442
1.0	0.378	0.01142	-0.051	0.111	0.117	0.993	0.998	33.091	0.261	0.385
2.0	0.497	0.01164	-0.052	0.083	0.146	0.993	0.998	42.699	0.262	0.355
3.0	0.616	0.01208	-0.054	0.057	0.179	0.992	0.998	50.943	0.262	0.337
4.0	0.732	0.01267	-0.055	0.037	0.214	0.991	0.998	57.827	0.262	0.325
5.0	0.847	0.01329	-0.057	0.025	0.251	0.990	0.998	63.725	0.262	0.317
6.0	0.957	0.01253	-0.058	0.017	0.286	0.985	0.998	76.370	0.263	0.310
7.0	1.063	0.01780	-0.059	0.013	0.328	0.980	0.998	59.681	0.263	0.306
8.0	1.157	0.01915	-0.061	0.011	0.402	0.973	0.999	60.422	0.265	0.302
9.0	1.240	0.02082	-0.062	0.008	0.457	0.960	0.999	59.588	0.266	0.300
10.0	1.309	0.02304	-0.063	0.006	0.487	0.941	0.999	56.819	0.268	0.298
11.0	1.361	0.02554	-0.064	0.005	0.525	0.912	0.999	53.270	0.271	0.297
12.0	1.392	0.02877	-0.065	0.004	0.571	0.869	0.998	48.400	0.279	0.297
13.0	1.403	0.03307	-0.065	0.004	0.625	0.809	0.998	42.417	0.236	0.297
14.0	1.386	0.04085	-0.065	0.003	0.686	0.710	0.999	33.918	0.276	0.297
15.0	1.347	0.05291	-0.064	0.003	0.754	0.591	0.999	25.464	0.278	0.297
16.0	1.299	0.06830	-0.062	0.003	0.816	0.482	0.999	19.020	0.286	0.298
17.0	1.235	0.09240	-0.060	0.003	0.872	0.352	0.999	13.366	0.303	0.298
18.0	1.162	0.12522	-0.055	0.003	0.907	0.215	0.999	9.279	0.307	0.298
19.0	1.104	0.15102	-0.052	0.003	0.931	0.151	0.999	7.307	0.295	0.297
20.0	1.048	0.17602	-0.050	0.002	0.945	0.110	0.999	5.953	0.291	0.298

Name = NACA 2412
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.793	0.18783	-0.016	0.722	0.003	0.995	0.056	-4.222	0.226	0.230
-19.0	-0.832	0.16402	-0.017	0.688	0.004	0.995	0.066	-5.075	0.220	0.230
-18.0	-0.855	0.14753	-0.018	0.658	0.004	0.995	0.074	-5.793	0.194	0.229
-17.0	-0.871	0.12926	-0.019	0.617	0.005	0.996	0.092	-6.741	0.153	0.228
-16.0	-0.880	0.11420	-0.020	0.578	0.005	0.996	0.107	-7.704	-0.003	0.227
-15.0	-0.883	0.09734	-0.022	0.547	0.005	0.996	0.140	-9.068	1.781	0.225
-14.0	-0.877	0.08169	-0.024	0.508	0.005	0.996	0.184	-10.741	0.766	0.223
-13.0	-0.873	0.06127	-0.027	0.462	0.005	0.996	0.291	-14.250	0.964	0.220
-12.0	-0.868	0.04112	-0.030	0.424	0.005	0.996	0.466	-21.116	-1.331	0.215
-11.0	-0.878	0.02194	-0.035	0.404	0.005	0.996	0.809	-40.031	0.438	0.211
-10.0	-0.832	0.01777	-0.037	0.378	0.006	0.996	0.949	-46.836	0.279	0.206
-9.0	-0.754	0.01587	-0.038	0.356	0.007	0.996	0.979	-47.515	0.265	0.199
-8.0	-0.661	0.01126	-0.039	0.340	0.008	0.996	0.989	-58.737	0.262	0.190
-7.0	-0.559	0.01172	-0.041	0.308	0.011	0.996	0.991	-47.735	0.262	0.177
-6.0	-0.451	0.01117	-0.042	0.286	0.014	0.996	0.993	-40.345	0.261	0.157
-5.0	-0.337	0.01080	-0.043	0.258	0.017	0.995	0.994	-31.218	0.261	0.122
-4.0	-0.220	0.01052	-0.044	0.230	0.022	0.995	0.995	-20.909	0.261	0.048
