Name = NACA 6412
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
12.0	1.532	0.12722	-0.073	0.006	0.998	0.014	0.998	12.040	0.067	0.297
13.0	1.543	0.14726	-0.068	0.004	0.998	0.010	0.998	10.476	-0.939	0.294
14.0	1.539	0.17064	-0.064	0.003	0.998	0.007	0.998	9.017	0.521	0.292
15.0	1.521	0.19421	-0.062	0.003	0.998	0.005	0.999	7.830	0.298	0.291
16.0	1.490	0.22620	-0.062	0.003	0.999	0.005	0.999	6.586	0.274	0.292
17.0	1.447	0.26355	-0.061	0.002	0.999	0.004	0.999	5.491	0.256	0.292
18.0	1.395	0.30653	-0.061	0.002	0.999	0.004	0.999	4.552	0.251	0.294
19.0	1.336	0.35149	-0.061	0.002	0.998	0.004	0.998	3.801	0.258	0.295
20.0	1.272	0.39440	-0.060	0.002	0.999	0.003	0.999	3.225	0.253	0.297

Name = NACA 6412
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.547	0.22986	-0.054	0.842	0.006	0.990	0.013	-2.378	0.179	0.152
-19.0	-0.564	0.21064	-0.055	0.825	0.006	0.990	0.015	-2.677	0.194	0.153
-18.0	-0.576	0.18883	-0.055	0.807	0.006	0.990	0.015	-3.049	0.224	0.154
-17.0	-0.580	0.16686	-0.055	0.790	0.006	0.990	0.015	-3.479	-0.403	0.155
-16.0	-0.577	0.14942	-0.056	0.768	0.007	0.990	0.015	-3.860	0.397	0.153
-15.0	-0.563	0.13224	-0.058	0.747	0.007	0.990	0.018	-4.254	0.329	0.147
-14.0	-0.531	0.11721	-0.060	0.721	0.008	0.991	0.020	-4.527	0.307	0.138
-13.0	-0.489	0.10394	-0.062	0.696	0.008	0.991	0.024	-4.704	0.304	0.123
-12.0	-0.438	0.09135	-0.065	0.668	0.008	0.991	0.028	-4.791	0.287	0.102
-11.0	-0.376	0.07954	-0.066	0.636	0.009	0.991	0.030	-4.733	0.299	0.074
-10.0	-0.307	0.07021	-0.071	0.608	0.009	0.991	0.041	-4.375	0.318	0.019
-9.0	-0.230	0.06102	-0.076	0.567	0.010	0.990	0.056	-3.767	0.328	-0.082
-8.0	-0.146	0.05226	-0.084	0.523	0.012	0.990	0.086	-2.794	0.361	-0.323
-7.0	-0.056	0.04246	-0.096	0.444	0.014	0.990	0.160	-1.325	0.535	-1.449
-6.0	0.048	0.01213	-0.139	0.425	0.018	0.990	0.990	3.965	0.451	3.140
-5.0	0.167	0.01179	-0.140	0.410	0.022	0.989	0.994	14.165	0.262	1.091
-4.0	0.288	0.01159	-0.142	0.400	0.027	0.988	0.996	24.831	0.262	0.743
-3.0	0.409	0.01223	-0.143	0.381	0.037	0.987	0.997	33.453	0.262	0.600
-2.0	0.531	0.01220	-0.145	0.366	0.050	0.985	0.997	43.511	0.262	0.523
-1.0	0.651	0.01215	-0.146	0.354	0.074	0.984	0.997	53.551	0.263	0.475
0.0	0.768	0.01633	-0.148	0.345	0.105	0.982	0.998	47.012	0.264	0.443
1.0	0.886	0.01703	-0.149	0.320	0.145	0.980	0.998	52.014	0.264	0.419
2.0	1.003	0.01773	-0.151	0.300	0.193	0.977	0.998	56.603	0.264	0.401
3.0	1.120	0.01877	-0.153	0.273	0.257	0.972	0.998	59.644	0.264	0.386
4.0	1.235	0.01871	-0.154	0.248	0.942	0.966	0.998	65.996	0.264	0.375
5.0	1.348	0.02055	-0.156	0.213	0.960	0.959	0.998	65.579	0.264	0.366
6.0	1.453	0.02286	-0.157	0.171	0.971	0.948	0.998	63.567	0.264	0.358
7.0	1.552	0.02630	-0.159	0.109	0.978	0.932	0.998	58.991	0.263	0.352
8.0	1.640	0.03143	-0.160	0.030	0.984	0.906	0.998	52.176	0.263	0.347
9.0	1.713	0.03504	-0.161	0.015	0.998	0.884	0.998	48.885	0.267	0.344
10.0	1.771	0.03878	-0.162	0.011	0.998	0.861	0.998	45.661	0.270	0.341
11.0	1.812	0.04306	-0.163	0.008	0.998	0.834	0.998	42.072	0.276	0.340
12.0	1.832	0.04823	-0.164	0.005	0.998	0.801	0.998	37.994	0.300	0.339
13.0	1.833	0.05446	-0.164	0.004	0.998	0.764	0.998	33.652	0.226	0.339
14.0	1.813	0.06178	-0.164	0.003	0.998	0.721	0.998	29.344	0.253	0.340
15.0	1.774	0.07031	-0.164	0.003	0.998	0.673	0.999	25.237	0.266	0.342
16.0	1.714	0.08226	-0.162	0.002	0.998	0.609	0.999	20.844	0.289	0.345
17.0	1.627	0.10179	-0.158	0.002	0.998	0.501	0.999	15.982	0.307	0.347
18.0	1.529	0.12668	-0.152	0.002	0.999	0.388	0.999	12.068	0.434	0.349
19.0	1.357	0.19246	-0.108	0.002	0.998	0.068	0.998	7.053	0.465	0.330
20.0	1.284	0.21829	-0.099	0.002	0.999	0.041	0.999	5.882	0.376	0.327

Name = NACA 6412
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.548	0.21123	-0.062	0.785	0.005	0.991	0.027	-2.596	0.274	0.138
-19.0	-0.565	0.18761	-0.061	0.764	0.006	0.991	0.025	-3.013	0.236	0.142
-18.0	-0.577	0.16892	-0.062	0.741	0.006	0.991	0.027	-3.418	0.122	0.143
-17.0	-0.583	0.15458	-0.063	0.717	0.006	0.991	0.029	-3.769	-1.157	0.141
-16.0	-0.579	0.13562	-0.064	0.691	0.006	0.991	0.030	-4.269	0.401	0.139
-15.0	-0.565	0.12117	-0.066	0.665	0.007	0.991	0.034	-4.662	0.349	0.133
-14.0	-0.533	0.10789	-0.069	0.633	0.007	0.991	0.040	-4.943	0.315	0.121
-13.0	-0.492	0.09532	-0.071	0.608	0.007	0.991	0.045	-5.157	0.307	0.106
-12.0	-0.440	0.08314	-0.074	0.568	0.008	0.991	0.054	-5.298	0.312	0.082
-11.0	-0.380	0.07281	-0.078	0.528	0.008	0.991	0.067	-5.218	0.313	0.046
-10.0	-0.311	0.06345	-0.082	0.464	0.008	0.991	0.085	-4.894	0.329	-0.015
-9.0	-0.234	0.05357	-0.089	0.426	0.009	0.990	0.123	-4.362	0.356	-0.132
-8.0	-0.150	0.04233	-0.099	0.412	0.011	0.990	0.201	-3.548	0.540	-0.411
-7.0	-0.067	0.01421	-0.137	0.401	0.012	0.991	0.980	-4.739	0.451	-1.790
-6.0	0.048	0.01175	-0.139	0.383	0.016	0.991	0.993	4.097	0.263	3.140
-5.0	0.167	0.01153	-0.140	0.367	0.020	0.991	0.995	14.483	0.262	1.091
-4.0	0.288	0.01151	-0.142	0.356	0.024	0.990	0.997	25.005	0.262	0.743
-3.0	0.409	0.01107	-0.143	0.347	0.030	0.990	0.997	36.987	0.262	0.600
-2.0	0.531	0.01096	-0.145	0.326	0.043	0.988	0.997	48.404	0.262	0.523
-1.0	0.651	0.01101	-0.146	0.306	0.061	0.987	0.998	59.062	0.263	0.475
0.0	0.768	0.01122	-0.148	0.291	0.084	0.985	0.998	68.455	0.263	0.443
1.0	0.886	0.01158	-0.150	0.260	0.114	0.982	0.998	76.518	0.264	0.419
2.0	1.004	0.01645	-0.151	0.241	0.148	0.980	0.998	61.046	0.264	0.401
3.0	1.121	0.01765	-0.153	0.208	0.190	0.977	0.999	63.501	0.264	0.386
4.0	1.236	0.01903	-0.154	0.174	0.241	0.970	0.999	64.929	0.264	0.375
5.0	1.349	0.02024	-0.156	0.134	0.587	0.963	0.999	66.634	0.264	0.366
6.0	1.454	0.02216	-0.158	0.081	0.940	0.952	0.998	65.642	0.264	0.358
7.0	1.553	0.02538	-0.159	0.032	0.960	0.937	0.998	61.194	0.264	0.352
8.0	1.644	0.02823	-0.160	0.016	0.975	0.920	0.998	58.246	0.266	0.347
9.0	1.719	0.03100	-0.162	0.012	0.981	0.903	0.998	55.456	0.269	0.344
10.0	1.779	0.03422	-0.163	0.009	0.998	0.882	0.998	51.981	0.272	0.342
11.0	1.821	0.03798	-0.164	0.006	0.998	0.858	0.998	47.936	0.280	0.340
12.0	1.843	0.04249	-0.165	0.004	0.997	0.830	0.998	43.382	0.311	0.339
13.0	1.846	0.04767	-0.165	0.003	0.998	0.797	0.998	38.715	0.181	0.340
14.0	1.828	0.05380	-0.166	0.002	0.998	0.760	0.998	33.979	0.239	0.341
15.0	1.792	0.06092	-0.166	0.002	0.998	0.719	0.999	29.414	0.252	0.343
16.0	1.737	0.07003	-0.166	0.002	0.998	0.670	0.999	24.804	0.265	0.345
17.0	1.664	0.08279	-0.164	0.001	0.998	0.604	0.999	20.098	0.269	0.349
18.0	1.584	0.09613	-0.163	0.002	0.999	0.546	0.999	16.478	0.278	0.353
19.0	1.489	0.11675	-0.159	0.001	0.998	0.462	0.999	12.753	0.294	0.357
20.0	1.389	0.14369	-0.154	0.001	0.999	0.370	0.999	9.665	0.301	0.361

Name = NACA 6412
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.549	0.20509	-0.064	0.734	0.004	0.991	0.032	-2.677	0.202	0.134
-19.0	-0.566	0.18183	-0.065	0.713	0.005	0.991	0.033	-3.115	0.197	0.136
-18.0	-0.578	0.16276	-0.065	0.683	0.006	0.991	0.035	-3.554	0.139	0.137
-17.0	-0.584	0.14646	-0.067	0.662	0.006	0.991	0.037	-3.985	-1.198	0.136
-16.0	-0.580	0.13050	-0.068	0.627	0.006	0.991	0.041	-4.448	0.470	0.133
-15.0	-0.567	0.11539	-0.070	0.601	0.006	0.991	0.046	-4.910	0.338	0.126
-14.0	-0.535	0.10229	-0.072	0.566	0.007	0.991	0.051	-5.227	0.307	0.115
-13.0	-0.493	0.09099	-0.074	0.528	0.007	0.991	0.058	-5.420	0.320	0.099
-12.0	-0.443	0.07911	-0.079	0.479	0.008	0.991	0.074	-5.595	0.322	0.072
-11.0	-0.382	0.06885	-0.082	0.427	0.008	0.991	0.090	-5.549	0.315	0.034
-10.0	-0.313	0.05951	-0.087	0.412	0.008	0.991	0.114	-5.254	0.332	-0.028
-9.0	-0.236	0.04904	-0.094	0.402	0.008	0.991	0.164	-4.813	0.367	-0.150
-8.0	-0.153	0.03645	-0.106	0.385	0.010	0.991	0.277	-4.194	0.506	-0.442
-7.0	-0.067	0.01157	-0.138	0.367	0.011	0.991	0.989	-5.832	0.416	-1.791
-6.0	0.048	0.01112	-0.139	0.356	0.014	0.991	0.993	4.328	0.262	3.141
-5.0	0.167	0.01088	-0.141	0.348	0.018	0.991	0.996	15.359	0.262	1.091
-4.0	0.288	0.01093	-0.142	0.328	0.022	0.991	0.997	26.347	0.262	0.743
-3.0	0.409	0.01165	-0.143	0.307	0.027	0.990	0.997	35.124	0.262	0.600
-2.0	0.531	0.01048	-0.145	0.295	0.038	0.990	0.997	50.639	0.263	0.523
-1.0	0.651	0.01065	-0.146	0.266	0.051	0.988	0.998	61.109	0.263	0.475
0.0	0.768	0.01082	-0.148	0.248	0.072	0.987	0.998	70.985	0.263	0.443
1.0	0.887	0.01123	-0.150	0.219	0.097	0.984	0.998	78.980	0.264	0.419
2.0	1.004	0.01601	-0.151	0.199	0.126	0.982	0.998	62.743	0.264	0.401
3.0	1.121	0.01719	-0.153	0.164	0.160	0.978	0.999	65.234	0.264	0.386
4.0	1.237	0.01864	-0.155	0.128	0.199	0.973	0.999	66.349	0.264	0.375
5.0	1.349	0.02048	-0.156	0.086	0.247	0.965	0.999	65.878	0.264	0.366
6.0	1.455	0.02232	-0.158	0.046	0.536	0.955	0.999	65.219	0.265	0.358
7.0	1.555	0.02455	-0.159	0.024	0.616	0.943	0.999	63.333	0.265	0.352
8.0	1.647	0.02639	-0.161	0.013	0.954	0.929	0.999	62.406	0.267	0.347
9.0	1.723	0.02892	-0.162	0.010	0.970	0.913	0.999	59.566	0.270	0.344
10.0	1.783	0.03186	-0.163	0.007	0.982	0.894	0.999	55.962	0.273	0.342
11.0	1.826	0.03546	-0.164	0.004	0.998	0.871	0.998	51.481	0.282	0.340
12.0	1.849	0.03951	-0.165	0.003	0.997	0.845	0.998	46.797	0.315	0.339
13.0	1.852	0.04417	-0.166	0.002	0.998	0.815	0.998	41.937	0.149	0.340
14.0	1.836	0.04975	-0.167	0.002	0.998	0.780	0.998	36.899	0.232	0.341
15.0	1.801	0.05597	-0.167	0.002	0.998	0.743	0.999	32.174	0.247	0.343
16.0	1.747	0.06407	-0.167	0.002	0.998	0.697	0.999	27.274	0.258	0.346
17.0	1.677	0.07517	-0.166	0.001	0.998	0.639	0.999	22.304	0.263	0.349
18.0	1.598	0.08703	-0.165	0.001	0.999	0.585	0.999	18.358	0.271	0.353
19.0	1.506	0.10448	-0.162	0.001	0.998	0.512	0.999	14.411	0.281	0.358
20.0	1.410	0.12590	-0.159	0.001	0.999	0.436	0.999	11.196	0.284	0.363

Name = NACA 6412
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.549	0.20110	-0.064	0.690	0.003	0.991	0.033	-2.731	0.159	0.133
-19.0	-0.567	0.18082	-0.066	0.666	0.004	0.991	0.036	-3.135	0.145	0.134
-18.0	-0.579	0.15984	-0.067	0.635	0.005	0.991	0.040	-3.624	0.079	0.134
-17.0	-0.585	0.14332	-0.069	0.611	0.006	0.991	0.044	-4.080	-1.121	0.132
-16.0	-0.581	0.12656	-0.070	0.574	0.006	0.991	0.047	-4.593	0.440	0.129
-15.0	-0.567	0.11336	-0.072	0.547	0.006	0.991	0.052	-5.006	0.353	0.123
-14.0	-0.536	0.09953	-0.075	0.509	0.006	0.992	0.061	-5.386	0.318	0.111
-13.0	-0.494	0.08825	-0.077	0.440	0.007	0.991	0.069	-5.603	0.321	0.094
-12.0	-0.444	0.07645	-0.081	0.418	0.007	0.991	0.087	-5.808	0.323	0.067
-11.0	-0.383	0.06640	-0.085	0.406	0.008	0.991	0.105	-5.775	0.316	0.028
-10.0	-0.314	0.05694	-0.090	0.397	0.007	0.991	0.133	-5.517	0.336	-0.036
-9.0	-0.238	0.04616	-0.098	0.373	0.008	0.991	0.193	-5.148	0.388	-0.160
-8.0	-0.156	0.03095	-0.112	0.360	0.009	0.991	0.362	-5.038	0.486	-0.466
-7.0	-0.067	0.01103	-0.138	0.351	0.010	0.991	0.990	-6.116	0.385	-1.791
-6.0	0.048	0.01071	-0.139	0.345	0.013	0.991	0.994	4.493	0.262	3.141
-5.0	0.167	0.01059	-0.141	0.315	0.017	0.991	0.996	15.770	0.262	1.091
-4.0	0.288	0.01132	-0.142	0.301	0.020	0.991	0.997	25.428	0.262	0.743
-3.0	0.409	0.01131	-0.143	0.283	0.025	0.991	0.997	36.187	0.262	0.600
-2.0	0.531	0.01146	-0.145	0.257	0.035	0.990	0.997	46.304	0.263	0.523
-1.0	0.651	0.01031	-0.146	0.244	0.046	0.990	0.998	63.081	0.263	0.475
0.0	0.768	0.01064	-0.148	0.212	0.064	0.988	0.998	72.232	0.263	0.443
1.0	0.887	0.01095	-0.150	0.192	0.087	0.986	0.998	81.029	0.264	0.419
2.0	1.005	0.01146	-0.151	0.163	0.113	0.983	0.998	87.655	0.264	0.401
3.0	1.121	0.01698	-0.153	0.130	0.144	0.979	0.999	66.046	0.264	0.386
4.0	1.237	0.01840	-0.155	0.097	0.177	0.974	0.999	67.229	0.264	0.375
5.0	1.350	0.02017	-0.156	0.059	0.216	0.967	0.999	66.908	0.265	0.366
6.0	1.456	0.02210	-0.158	0.031	0.266	0.959	0.999	65.917	0.265	0.358
7.0	1.556	0.02380	-0.159	0.017	0.517	0.947	0.999	65.395	0.266	0.352
8.0	1.649	0.02591	-0.161	0.011	0.572	0.935	0.999	63.666	0.267	0.348
9.0	1.725	0.02764	-0.162	0.008	0.945	0.920	0.999	62.427	0.270	0.344
10.0	1.786	0.03039	-0.164	0.006	0.971	0.902	0.999	58.765	0.274	0.342
11.0	1.829	0.03376	-0.165	0.004	0.989	0.880	0.999	54.177	0.283	0.340
12.0	1.853	0.03747	-0.166	0.003	0.997	0.855	0.998	49.454	0.317	0.339
13.0	1.857	0.04194	-0.167	0.002	0.998	0.827	0.998	44.282	0.120	0.340
14.0	1.841	0.04701	-0.167	0.002	0.998	0.794	0.998	39.167	0.227	0.341
15.0	1.807	0.05285	-0.168	0.002	0.998	0.759	0.999	34.186	0.244	0.343
16.0	1.754	0.06037	-0.168	0.001	0.998	0.716	0.999	29.058	0.254	0.346
17.0	1.685	0.07014	-0.167	0.001	0.998	0.664	0.999	24.028	0.260	0.349
18.0	1.606	0.08143	-0.166	0.001	0.998	0.610	0.999	19.726	0.265	0.354
19.0	1.517	0.09612	-0.165	0.001	0.998	0.547	0.999	15.787	0.275	0.359
20.0	1.421	0.11640	-0.162	0.001	0.999	0.471	0.999	12.205	0.281	0.364

Name = NACA 6412
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.550	0.20207	-0.065	0.658	0.002	0.991	0.035	-2.720	0.174	0.132
-19.0	-0.567	0.17879	-0.066	0.622	0.003	0.992	0.038	-3.172	0.149	0.133
-18.0	-0.580	0.15895	-0.068	0.597	0.004	0.991	0.043	-3.647	0.038	0.133
-17.0	-0.585	0.14004	-0.070	0.565	0.005	0.991	0.049	-4.180	-1.152	0.130
-16.0	-0.582	0.12528	-0.071	0.530	0.006	0.991	0.051	-4.645	0.450	0.127
-15.0	-0.568	0.11018	-0.074	0.503	0.006	0.991	0.059	-5.158	0.362	0.120
-14.0	-0.537	0.09722	-0.076	0.434	0.006	0.992	0.068	-5.523	0.314	0.108
-13.0	-0.495	0.08654	-0.078	0.414	0.006	0.992	0.075	-5.723	0.322	0.092
-12.0	-0.445	0.07440	-0.083	0.403	0.007	0.992	0.096	-5.982	0.329	0.064
-11.0	-0.385	0.06432	-0.087	0.395	0.007	0.992	0.118	-5.981	0.318	0.024
-10.0	-0.315	0.05499	-0.092	0.369	0.007	0.992	0.148	-5.734	0.337	-0.041
-9.0	-0.239	0.04390	-0.100	0.357	0.008	0.991	0.216	-5.443	0.550	-0.168
-8.0	-0.175	0.01392	-0.134	0.349	0.009	0.991	0.898	-12.579	0.472	-0.515
-7.0	-0.067	0.01070	-0.138	0.339	0.010	0.991	0.991	-6.310	0.274	-1.791
-6.0	0.048	0.01056	-0.139	0.311	0.012	0.991	0.994	4.557	0.262	3.141
-5.0	0.167	0.01030	-0.141	0.298	0.017	0.991	0.996	16.218	0.262	1.091
-4.0	0.288	0.01108	-0.142	0.276	0.019	0.991	0.997	25.990	0.262	0.743
-3.0	0.409	0.01110	-0.143	0.255	0.023	0.991	0.997	36.870	0.262	0.600
-2.0	0.531	0.01116	-0.145	0.242	0.032	0.991	0.998	47.545	0.263	0.523
-1.0	0.651	0.01021	-0.147	0.211	0.043	0.990	0.998	63.719	0.263	0.475
0.0	0.769	0.01040	-0.148	0.194	0.059	0.989	0.998	73.890	0.263	0.443
1.0	0.887	0.01082	-0.150	0.164	0.080	0.986	0.998	81.949	0.264	0.419
2.0	1.005	0.01133	-0.151	0.136	0.104	0.984	0.998	88.640	0.264	0.401
3.0	1.122	0.01671	-0.153	0.108	0.129	0.980	0.999	67.107	0.264	0.386
4.0	1.237	0.01810	-0.155	0.077	0.159	0.976	0.999	68.348	0.264	0.375
5.0	1.350	0.01975	-0.156	0.046	0.193	0.969	0.999	68.384	0.265	0.366
6.0	1.457	0.02146	-0.158	0.026	0.233	0.961	0.999	67.891	0.265	0.358
7.0	1.558	0.02333	-0.159	0.014	0.288	0.951	0.999	66.765	0.266	0.352
8.0	1.651	0.02512	-0.161	0.010	0.511	0.939	0.999	65.719	0.268	0.348
9.0	1.727	0.02729	-0.162	0.007	0.559	0.925	0.999	63.281	0.271	0.344
10.0	1.788	0.02989	-0.164	0.005	0.653	0.908	0.999	59.822	0.274	0.342
11.0	1.831	0.03249	-0.165	0.003	0.977	0.887	0.999	56.373	0.283	0.340
12.0	1.856	0.03608	-0.166	0.002	0.997	0.863	0.998	51.449	0.319	0.339
13.0	1.861	0.04023	-0.167	0.002	0.997	0.836	0.998	46.247	0.099	0.340
14.0	1.845	0.04505	-0.168	0.001	0.998	0.804	0.998	40.958	0.225	0.341
15.0	1.811	0.05059	-0.168	0.001	0.998	0.770	0.999	35.800	0.241	0.343
16.0	1.760	0.05747	-0.168	0.001	0.998	0.730	0.999	30.616	0.252	0.346
17.0	1.691	0.06693	-0.168	0.001	0.998	0.678	0.999	25.263	0.257	0.349
18.0	1.613	0.07690	-0.167	0.001	0.998	0.630	0.999	20.977	0.263	0.354
19.0	1.524	0.09128	-0.166	0.001	0.998	0.566	0.999	16.694	0.271	0.359
20.0	1.430	0.10888	-0.164	0.001	0.999	0.500	0.999	13.132	0.274	0.364

Name = NACA 6412
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.550	0.19921	-0.066	0.618	0.002	0.991	0.036	-2.760	0.176	0.131
-19.0	-0.567	0.17833	-0.067	0.588	0.002	0.992	0.040	-3.181	0.158	0.132
-18.0	-0.580	0.15696	-0.068	0.561	0.003	0.991	0.043	-3.693	0.068	0.132
-17.0	-0.585	0.13937	-0.070	0.525	0.004	0.991	0.048	-4.200	-1.208	0.130
-16.0	-0.582	0.12248	-0.072	0.501	0.006	0.991	0.054	-4.755	0.545	0.126
-15.0	-0.569	0.10864	-0.075	0.433	0.006	0.991	0.064	-5.238	0.365	0.118
-14.0	-0.538	0.09569	-0.077	0.413	0.006	0.992	0.072	-5.617	0.314	0.106
-13.0	-0.496	0.08471	-0.080	0.403	0.006	0.992	0.081	-5.855	0.326	0.090
-12.0	-0.446	0.07285	-0.084	0.394	0.007	0.992	0.104	-6.121	0.331	0.061
-11.0	-0.386	0.06259	-0.089	0.367	0.007	0.992	0.129	-6.162	0.322	0.020
-10.0	-0.316	0.05314	-0.094	0.356	0.007	0.992	0.163	-5.955	0.341	-0.046
-9.0	-0.240	0.04185	-0.102	0.349	0.007	0.991	0.238	-5.739	0.554	-0.174
-8.0	-0.177	0.01307	-0.136	0.337	0.008	0.991	0.965	-13.574	0.459	-0.515
-7.0	-0.067	0.01056	-0.138	0.310	0.009	0.992	0.991	-6.392	0.265	-1.791
-6.0	0.048	0.01030	-0.139	0.298	0.011	0.991	0.994	4.671	0.262	3.141
-5.0	0.167	0.01019	-0.141	0.276	0.015	0.991	0.996	16.394	0.262	1.091
-4.0	0.288	0.01085	-0.142	0.254	0.019	0.991	0.997	26.526	0.262	0.743
-3.0	0.409	0.01082	-0.143	0.244	0.022	0.991	0.997	37.835	0.262	0.600
