Name = NACA 0006
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
9.0	0.571	0.14714	-0.002	0.002	0.983	0.002	0.992	3.880	0.245	0.253
10.0	0.542	0.19225	-0.002	0.001	0.986	0.002	0.993	2.819	0.246	0.254
11.0	0.498	0.27517	-0.002	0.001	0.989	0.002	0.993	1.810	0.245	0.254
12.0	0.446	0.33332	-0.002	0.001	0.990	0.002	0.993	1.339	0.246	0.255
13.0	0.394	0.46326	-0.003	0.001	0.990	0.002	0.993	0.849	0.245	0.257
14.0	0.343	0.59006	-0.003	0.002	0.991	0.003	0.994	0.582	0.245	0.259
15.0	0.298	0.70539	-0.003	0.002	0.991	0.003	0.995	0.423	0.245	0.261
16.0	0.258	0.90424	-0.003	0.002	0.991	0.003	0.995	0.286	0.243	0.263
17.0	0.224	0.72135	-0.004	0.002	0.992	0.003	0.995	0.310	0.241	0.267
18.0	0.195	0.82072	-0.004	0.002	0.992	0.004	0.996	0.237	0.241	0.270
19.0	0.170	0.86241	-0.004	0.002	0.993	0.004	0.996	0.197	0.240	0.275
20.0	0.149	1.08565	-0.004	0.002	0.993	0.004	0.997	0.137	0.238	0.280

Name = NACA 0006
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.149	0.24309	0.006	0.991	0.002	1.000	0.017	-0.614	0.235	0.289
-19.0	-0.170	0.23442	0.006	0.990	0.002	1.000	0.016	-0.726	0.235	0.283
-18.0	-0.195	0.20628	0.005	0.990	0.002	1.000	0.015	-0.946	0.236	0.277
-17.0	-0.224	0.18978	0.005	0.987	0.001	1.000	0.013	-1.183	0.237	0.271
-16.0	-0.259	0.24047	0.004	0.985	0.002	1.000	0.010	-1.076	0.239	0.267
-15.0	-0.298	0.20317	0.004	0.982	0.002	1.000	0.009	-1.469	0.241	0.263
-14.0	-0.344	0.17010	0.004	0.979	0.002	1.000	0.007	-2.021	0.243	0.261
-13.0	-0.394	0.15653	0.003	0.977	0.001	1.000	0.007	-2.517	0.243	0.258
-12.0	-0.447	0.12536	0.003	0.969	0.001	1.000	0.005	-3.564	0.243	0.257
-11.0	-0.498	0.11496	0.003	0.961	0.001	1.000	0.004	-4.334	0.243	0.255
-10.0	-0.542	0.09248	0.002	0.948	0.001	1.000	0.004	-5.863	0.245	0.254
-9.0	-0.571	0.07680	0.002	0.932	0.002	1.000	0.005	-7.440	0.243	0.254
-8.0	-0.578	0.06498	0.002	0.906	0.002	1.000	0.006	-8.893	0.283	0.254
-7.0	-0.557	0.05333	0.002	0.865	0.004	1.000	0.005	-10.453	0.256	0.253
-6.0	-0.508	0.04567	0.002	0.807	0.004	1.000	0.007	-11.132	0.253	0.253
-5.0	-0.437	0.03991	0.001	0.732	0.005	1.000	0.008	-10.961	0.230	0.253
-4.0	-0.446	0.01451	0.003	0.647	0.006	1.000	0.998	-30.747	0.242	0.256
-3.0	-0.339	0.01402	0.002	0.560	0.009	1.000	0.998	-24.193	0.257	0.256
-2.0	-0.228	0.01305	0.001	0.477	0.127	1.000	0.998	-17.457	0.256	0.256
-1.0	-0.114	0.01251	0.001	0.399	0.234	1.000	0.998	-9.133	0.256	0.256
0.0	-0.000	0.01235	-0.000	0.318	0.318	1.000	0.998	-0.000	0.256	0.250
1.0	0.114	0.01251	-0.001	0.234	0.399	1.000	0.998	9.137	0.256	0.256
2.0	0.228	0.01305	-0.001	0.127	0.477	1.000	0.999	17.464	0.256	0.256
3.0	0.339	0.01402	-0.002	0.009	0.560	1.000	0.999	24.203	0.257	0.256
4.0	0.446	0.01451	-0.003	0.006	0.647	1.000	0.999	30.761	0.242	0.256
5.0	0.437	0.03991	-0.001	0.005	0.732	0.008	0.999	10.961	0.230	0.253
6.0	0.508	0.04567	-0.002	0.004	0.807	0.007	0.999	11.132	0.253	0.253
7.0	0.557	0.05333	-0.002	0.004	0.865	0.005	0.999	10.453	0.256	0.253
8.0	0.578	0.06498	-0.002	0.002	0.906	0.006	0.998	8.893	0.283	0.254
9.0	0.571	0.07680	-0.002	0.002	0.932	0.005	0.998	7.440	0.243	0.254
10.0	0.542	0.09248	-0.002	0.001	0.948	0.004	0.998	5.863	0.245	0.254
11.0	0.498	0.11496	-0.003	0.001	0.961	0.004	0.998	4.334	0.243	0.255
12.0	0.447	0.12536	-0.003	0.001	0.969	0.005	0.998	3.564	0.243	0.257
13.0	0.394	0.15653	-0.003	0.001	0.977	0.007	0.998	2.517	0.243	0.258
14.0	0.344	0.17010	-0.004	0.002	0.979	0.007	0.998	2.021	0.243	0.261
15.0	0.298	0.20317	-0.004	0.002	0.982	0.009	0.998	1.469	0.241	0.263
16.0	0.259	0.24047	-0.004	0.002	0.985	0.010	0.998	1.076	0.239	0.267
17.0	0.224	0.18978	-0.005	0.001	0.987	0.013	0.998	1.183	0.237	0.271
18.0	0.195	0.20628	-0.005	0.002	0.990	0.015	0.998	0.946	0.236	0.277
19.0	0.170	0.23442	-0.006	0.002	0.990	0.016	0.998	0.726	0.235	0.283
20.0	0.149	0.24309	-0.006	0.002	0.991	0.017	0.998	0.614	0.235	0.289

Name = NACA 0006
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.149	0.22275	0.006	0.989	0.001	1.000	0.022	-0.670	0.236	0.291
-19.0	-0.170	0.20858	0.006	0.985	0.001	1.000	0.022	-0.817	0.237	0.284
-18.0	-0.195	0.18695	0.006	0.982	0.001	1.000	0.021	-1.046	0.238	0.279
-17.0	-0.225	0.17075	0.005	0.979	0.001	1.000	0.020	-1.317	0.240	0.273
-16.0	-0.259	0.15275	0.005	0.977	0.001	1.000	0.019	-1.697	0.241	0.269
-15.0	-0.299	0.14127	0.005	0.972	0.001	1.000	0.017	-2.117	0.240	0.265
-14.0	-0.344	0.12408	0.004	0.963	0.001	1.000	0.014	-2.775	0.240	0.262
-13.0	-0.394	0.13772	0.004	0.953	0.001	1.000	0.011	-2.864	0.242	0.259
-12.0	-0.447	0.11673	0.003	0.936	0.001	1.000	0.010	-3.832	0.243	0.257
-11.0	-0.499	0.10089	0.003	0.908	0.001	1.000	0.008	-4.943	0.242	0.256
-10.0	-0.543	0.08529	0.003	0.867	0.001	1.000	0.007	-6.363	0.243	0.255
-9.0	-0.572	0.07080	0.002	0.807	0.001	1.000	0.008	-8.075	0.239	0.254
-8.0	-0.578	0.06021	0.002	0.735	0.002	1.000	0.009	-9.604	0.287	0.254
-7.0	-0.558	0.05046	0.002	0.660	0.003	1.000	0.008	-11.054	0.258	0.253
-6.0	-0.509	0.04385	0.002	0.584	0.004	1.000	0.009	-11.599	0.252	0.253
-5.0	-0.439	0.03859	0.002	0.515	0.005	1.000	0.023	-11.380	0.231	0.254
-4.0	-0.446	0.01367	0.003	0.452	0.006	1.000	0.998	-32.622	0.245	0.256
-3.0	-0.339	0.01315	0.002	0.389	0.009	1.000	0.998	-25.794	0.257	0.256
-2.0	-0.228	0.01257	0.001	0.327	0.060	1.000	0.998	-18.133	0.256	0.256
-1.0	-0.114	0.01210	0.001	0.266	0.139	1.000	0.998	-9.449	0.256	0.256
0.0	-0.000	0.01193	-0.000	0.206	0.206	1.000	0.998	-0.000	0.256	0.250
1.0	0.114	0.01210	-0.001	0.139	0.266	1.000	0.998	9.452	0.256	0.256
2.0	0.228	0.01257	-0.001	0.060	0.327	1.000	0.999	18.140	0.256	0.256
3.0	0.339	0.01315	-0.002	0.009	0.389	1.000	0.999	25.804	0.257	0.256
4.0	0.446	0.01367	-0.003	0.006	0.452	1.000	0.999	32.636	0.245	0.256
5.0	0.439	0.03859	-0.002	0.005	0.515	0.023	0.999	11.380	0.231	0.254
6.0	0.509	0.04385	-0.002	0.004	0.584	0.009	0.999	11.599	0.252	0.253
7.0	0.558	0.05046	-0.002	0.003	0.660	0.008	0.999	11.054	0.258	0.253
8.0	0.578	0.06021	-0.002	0.002	0.735	0.009	0.999	9.604	0.287	0.254
9.0	0.572	0.07080	-0.002	0.001	0.807	0.008	0.999	8.075	0.239	0.254
10.0	0.543	0.08529	-0.003	0.001	0.867	0.007	0.998	6.363	0.243	0.255
11.0	0.499	0.10089	-0.003	0.001	0.908	0.008	0.999	4.943	0.242	0.256
12.0	0.447	0.11673	-0.003	0.001	0.936	0.010	0.999	3.832	0.243	0.257
13.0	0.394	0.13772	-0.004	0.001	0.953	0.011	0.998	2.864	0.242	0.259
14.0	0.344	0.12408	-0.004	0.001	0.963	0.014	0.998	2.775	0.240	0.262
15.0	0.299	0.14127	-0.005	0.001	0.972	0.017	0.998	2.117	0.240	0.265
16.0	0.259	0.15275	-0.005	0.001	0.977	0.019	0.998	1.697	0.241	0.269
17.0	0.225	0.17075	-0.005	0.001	0.979	0.020	0.998	1.317	0.240	0.273
18.0	0.195	0.18695	-0.006	0.001	0.982	0.021	0.998	1.046	0.238	0.279
19.0	0.170	0.20858	-0.006	0.001	0.985	0.022	0.998	0.817	0.237	0.284
20.0	0.149	0.22275	-0.006	0.001	0.989	0.022	0.998	0.670	0.236	0.291

Name = NACA 0006
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.149	0.21429	0.006	0.982	0.001	1.000	0.024	-0.697	0.236	0.292
-19.0	-0.171	0.19498	0.006	0.980	0.001	1.000	0.024	-0.875	0.238	0.285
-18.0	-0.196	0.18061	0.006	0.977	0.001	1.000	0.024	-1.083	0.239	0.279
-17.0	-0.225	0.16385	0.005	0.972	0.001	1.000	0.023	-1.373	0.240	0.274
-16.0	-0.259	0.14754	0.005	0.963	0.001	1.000	0.022	-1.759	0.242	0.270
-15.0	-0.299	0.13228	0.005	0.953	0.001	1.000	0.021	-2.263	0.242	0.266
-14.0	-0.345	0.12008	0.004	0.935	0.001	1.000	0.020	-2.872	0.241	0.263
-13.0	-0.395	0.10955	0.004	0.905	0.001	1.000	0.015	-3.604	0.241	0.260
-12.0	-0.448	0.09677	0.003	0.854	0.001	1.000	0.013	-4.625	0.242	0.258
-11.0	-0.499	0.09750	0.003	0.794	0.001	1.000	0.010	-5.117	0.242	0.256
-10.0	-0.543	0.08119	0.003	0.720	0.001	1.000	0.009	-6.688	0.242	0.255
-9.0	-0.572	0.06741	0.002	0.653	0.001	1.000	0.009	-8.485	0.237	0.254
-8.0	-0.578	0.05740	0.002	0.584	0.002	1.000	0.010	-10.078	0.289	0.254
-7.0	-0.558	0.04933	0.002	0.523	0.003	1.000	0.009	-11.311	0.254	0.253
-6.0	-0.510	0.04286	0.002	0.465	0.004	1.000	0.023	-11.906	0.120	0.254
-5.0	-0.545	0.01376	0.004	0.411	0.005	1.000	0.998	-39.647	0.237	0.257
-4.0	-0.446	0.01313	0.003	0.359	0.006	1.000	0.998	-33.970	0.257	0.256
-3.0	-0.339	0.01264	0.002	0.308	0.009	1.000	0.998	-26.832	0.257	0.256
-2.0	-0.228	0.01216	0.001	0.258	0.038	1.000	0.998	-18.737	0.256	0.256
-1.0	-0.114	0.01178	0.001	0.208	0.095	1.000	0.998	-9.704	0.256	0.256
0.0	-0.000	0.01169	-0.000	0.154	0.154	1.000	0.998	-0.000	0.256	0.250
1.0	0.114	0.01178	-0.001	0.095	0.208	1.000	0.998	9.707	0.256	0.256
2.0	0.228	0.01216	-0.001	0.038	0.258	1.000	0.999	18.743	0.256	0.256
3.0	0.339	0.01264	-0.002	0.009	0.308	1.000	0.999	26.842	0.257	0.256
4.0	0.446	0.01313	-0.003	0.006	0.359	1.000	0.999	33.984	0.257	0.256
5.0	0.546	0.01376	-0.004	0.005	0.411	1.000	0.999	39.660	0.237	0.257
6.0	0.510	0.04286	-0.002	0.004	0.465	0.023	0.999	11.906	0.118	0.254
7.0	0.558	0.04933	-0.002	0.003	0.523	0.009	0.999	11.311	0.254	0.253
8.0	0.578	0.05740	-0.002	0.002	0.584	0.010	0.999	10.078	0.289	0.254
9.0	0.572	0.06741	-0.002	0.001	0.653	0.009	0.999	8.485	0.237	0.254
10.0	0.543	0.08119	-0.003	0.001	0.720	0.009	0.999	6.688	0.242	0.255
11.0	0.499	0.09750	-0.003	0.001	0.794	0.010	0.999	5.117	0.242	0.256
12.0	0.448	0.09677	-0.003	0.001	0.854	0.013	0.999	4.625	0.242	0.258
13.0	0.395	0.10955	-0.004	0.001	0.905	0.015	0.999	3.604	0.241	0.260
14.0	0.345	0.12008	-0.004	0.001	0.935	0.020	0.999	2.872	0.241	0.263
15.0	0.299	0.13228	-0.005	0.001	0.953	0.021	0.999	2.263	0.242	0.266
16.0	0.259	0.14754	-0.005	0.001	0.963	0.022	0.998	1.759	0.242	0.270
17.0	0.225	0.16385	-0.005	0.001	0.972	0.023	0.998	1.373	0.240	0.274
18.0	0.196	0.18061	-0.006	0.001	0.977	0.024	0.998	1.083	0.239	0.279
19.0	0.171	0.19498	-0.006	0.001	0.980	0.024	0.998	0.875	0.238	0.285
20.0	0.149	0.21429	-0.006	0.001	0.982	0.024	0.998	0.697	0.236	0.292

Name = NACA 0006
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.149	0.20912	0.006	0.978	0.001	1.000	0.026	-0.715	0.234	0.293
-19.0	-0.171	0.18741	0.006	0.976	0.001	1.000	0.025	-0.910	0.237	0.285
-18.0	-0.196	0.17170	0.006	0.967	0.001	1.000	0.025	-1.139	0.239	0.279
-17.0	-0.225	0.15793	0.005	0.959	0.001	1.000	0.024	-1.425	0.241	0.274
-16.0	-0.260	0.14289	0.005	0.940	0.001	1.000	0.024	-1.817	0.242	0.270
-15.0	-0.300	0.12919	0.005	0.912	0.001	1.000	0.023	-2.319	0.242	0.266
-14.0	-0.345	0.11489	0.004	0.868	0.001	1.000	0.022	-3.003	0.242	0.263
-13.0	-0.395	0.10752	0.004	0.803	0.001	1.000	0.018	-3.675	0.242	0.260
-12.0	-0.448	0.09420	0.004	0.734	0.001	1.000	0.017	-4.757	0.241	0.258
-11.0	-0.499	0.09209	0.003	0.668	0.001	1.000	0.011	-5.420	0.240	0.256
-10.0	-0.543	0.07818	0.003	0.609	0.001	1.000	0.010	-6.947	0.242	0.255
-9.0	-0.572	0.06650	0.003	0.554	0.001	1.000	0.011	-8.604	0.241	0.254
-8.0	-0.579	0.05675	0.002	0.501	0.001	1.000	0.015	-10.206	0.281	0.254
-7.0	-0.559	0.04850	0.002	0.449	0.003	1.000	0.015	-11.521	0.283	0.254
-6.0	-0.634	0.01401	0.004	0.399	0.004	1.000	0.998	-45.273	0.142	0.257
-5.0	-0.546	0.01335	0.004	0.352	0.005	1.000	0.998	-40.855	0.258	0.257
-4.0	-0.446	0.01272	0.003	0.305	0.006	1.000	0.998	-35.075	0.257	0.256
-3.0	-0.339	0.01228	0.002	0.260	0.008	1.000	0.998	-27.613	0.257	0.256
-2.0	-0.228	0.01186	0.001	0.216	0.024	1.000	0.998	-19.207	0.256	0.256
-1.0	-0.114	0.01154	0.001	0.171	0.076	1.000	0.998	-9.907	0.256	0.256
0.0	-0.000	0.01141	-0.000	0.124	0.124	1.000	0.998	-0.000	0.256	0.250
1.0	0.114	0.01154	-0.001	0.076	0.171	1.000	0.999	9.910	0.256	0.256
2.0	0.228	0.01186	-0.001	0.024	0.216	1.000	0.999	19.214	0.256	0.256
3.0	0.339	0.01228	-0.002	0.008	0.260	1.000	0.999	27.623	0.257	0.256
4.0	0.446	0.01272	-0.003	0.006	0.305	1.000	0.999	35.089	0.257	0.256
5.0	0.546	0.01335	-0.004	0.005	0.352	1.000	0.999	40.868	0.258	0.257
6.0	0.634	0.01401	-0.004	0.004	0.399	1.000	0.999	45.289	0.141	0.257
7.0	0.559	0.04850	-0.002	0.003	0.449	0.015	0.999	11.521	0.283	0.254
8.0	0.579	0.05675	-0.002	0.001	0.501	0.015	0.999	10.206	0.281	0.254
9.0	0.572	0.06650	-0.003	0.001	0.554	0.011	0.999	8.604	0.241	0.254
10.0	0.543	0.07818	-0.003	0.001	0.609	0.010	0.999	6.947	0.242	0.255
11.0	0.499	0.09209	-0.003	0.001	0.668	0.011	0.999	5.420	0.240	0.256
12.0	0.448	0.09420	-0.004	0.001	0.734	0.017	0.999	4.757	0.241	0.258
13.0	0.395	0.10752	-0.004	0.001	0.803	0.018	0.999	3.675	0.242	0.260
14.0	0.345	0.11489	-0.004	0.001	0.868	0.022	0.999	3.003	0.242	0.263
15.0	0.300	0.12919	-0.005	0.001	0.912	0.023	0.999	2.319	0.242	0.266
16.0	0.260	0.14289	-0.005	0.001	0.940	0.024	0.999	1.817	0.242	0.270
17.0	0.225	0.15793	-0.005	0.001	0.959	0.024	0.999	1.425	0.241	0.274
18.0	0.196	0.17170	-0.006	0.001	0.967	0.025	0.999	1.139	0.239	0.279
19.0	0.171	0.18741	-0.006	0.001	0.976	0.025	0.998	0.910	0.237	0.285
20.0	0.149	0.20912	-0.006	0.001	0.978	0.026	0.998	0.715	0.234	0.293

Name = NACA 0006
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.150	0.20392	0.006	0.975	0.001	1.000	0.028	-0.733	0.237	0.293
-19.0	-0.171	0.18923	0.006	0.964	0.001	1.000	0.028	-0.902	0.238	0.286
-18.0	-0.196	0.16939	0.006	0.954	0.001	1.000	0.027	-1.156	0.237	0.280
-17.0	-0.225	0.15467	0.005	0.934	0.001	1.000	0.024	-1.455	0.240	0.274
-16.0	-0.260	0.14014	0.005	0.890	0.001	1.000	0.025	-1.853	0.242	0.270
-15.0	-0.300	0.12519	0.005	0.834	0.001	1.000	0.024	-2.393	0.242	0.266
-14.0	-0.345	0.11312	0.005	0.764	0.001	1.000	0.023	-3.051	0.242	0.263
-13.0	-0.395	0.10560	0.004	0.704	0.001	1.000	0.020	-3.743	0.243	0.260
-12.0	-0.448	0.09270	0.004	0.640	0.001	1.000	0.020	-4.837	0.242	0.258
-11.0	-0.500	0.08507	0.003	0.584	0.001	1.000	0.014	-5.871	0.240	0.257
-10.0	-0.543	0.07601	0.003	0.531	0.001	1.000	0.011	-7.146	0.241	0.255
-9.0	-0.572	0.06489	0.003	0.483	0.001	1.000	0.012	-8.821	0.243	0.255
-8.0	-0.580	0.05591	0.003	0.439	0.001	1.000	0.020	-10.371	0.272	0.254
-7.0	-0.560	0.04757	0.002	0.398	0.003	1.000	0.024	-11.774	0.281	0.254
-6.0	-0.634	0.01370	0.004	0.352	0.004	1.000	0.998	-46.293	0.167	0.257
-5.0	-0.546	0.01303	0.004	0.308	0.004	1.000	0.998	-41.860	0.258	0.257
-4.0	-0.446	0.01242	0.003	0.266	0.005	1.000	0.998	-35.917	0.257	0.256
-3.0	-0.339	0.01196	0.002	0.226	0.008	1.000	0.998	-28.364	0.257	0.256
-2.0	-0.228	0.01159	0.001	0.186	0.022	1.000	0.998	-19.660	0.256	0.256
-1.0	-0.114	0.01133	0.001	0.146	0.061	1.000	0.998	-10.083	0.256	0.256
0.0	-0.000	0.01120	-0.000	0.104	0.104	1.000	0.999	-0.000	0.256	0.250
1.0	0.114	0.01133	-0.001	0.061	0.146	1.000	0.999	10.086	0.256	0.256
2.0	0.228	0.01159	-0.001	0.022	0.186	1.000	0.999	19.666	0.256	0.256
3.0	0.339	0.01196	-0.002	0.008	0.226	1.000	0.999	28.373	0.257	0.256
4.0	0.446	0.01242	-0.003	0.005	0.266	1.000	0.999	35.931	0.257	0.256
5.0	0.546	0.01303	-0.004	0.004	0.308	1.000	0.999	41.873	0.258	0.257
6.0	0.634	0.01370	-0.004	0.004	0.352	1.000	0.999	46.309	0.166	0.257
7.0	0.560	0.04757	-0.002	0.003	0.398	0.024	0.999	11.774	0.281	0.254
8.0	0.580	0.05591	-0.003	0.001	0.439	0.020	0.999	10.371	0.272	0.254
9.0	0.572	0.06489	-0.003	0.001	0.483	0.012	0.999	8.821	0.243	0.255
10.0	0.543	0.07601	-0.003	0.001	0.531	0.011	0.999	7.146	0.241	0.255
11.0	0.500	0.08507	-0.003	0.001	0.584	0.014	0.999	5.871	0.240	0.257
12.0	0.448	0.09270	-0.004	0.001	0.640	0.020	0.999	4.837	0.242	0.258
13.0	0.395	0.10560	-0.004	0.001	0.704	0.020	0.999	3.743	0.243	0.260
14.0	0.345	0.11312	-0.005	0.001	0.764	0.023	0.999	3.051	0.242	0.263
15.0	0.300	0.12519	-0.005	0.001	0.834	0.024	0.999	2.393	0.242	0.266
16.0	0.260	0.14014	-0.005	0.001	0.890	0.025	0.999	1.853	0.242	0.270
17.0	0.225	0.15467	-0.005	0.001	0.934	0.024	0.999	1.455	0.240	0.274
18.0	0.196	0.16939	-0.006	0.001	0.954	0.027	0.999	1.156	0.237	0.280
19.0	0.171	0.18923	-0.006	0.001	0.964	0.028	0.999	0.902	0.238	0.286
20.0	0.150	0.20392	-0.006	0.001	0.975	0.028	0.998	0.733	0.237	0.293

Name = NACA 0006
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.150	0.20229	0.007	0.963	0.001	1.000	0.030	-0.740	0.236	0.294
-19.0	-0.171	0.18327	0.006	0.948	0.001	1.000	0.029	-0.932	0.237	0.287
-18.0	-0.196	0.16644	0.006	0.920	0.001	1.000	0.029	-1.177	0.237	0.280
-17.0	-0.225	0.15378	0.006	0.873	0.001	1.000	0.026	-1.464	0.240	0.275
-16.0	-0.260	0.13799	0.005	0.805	0.001	1.000	0.027	-1.883	0.242	0.270
-15.0	-0.300	0.12499	0.005	0.743	0.001	1.000	0.026	-2.399	0.242	0.267
-14.0	-0.345	0.11242	0.005	0.680	0.001	1.000	0.024	-3.071	0.242	0.263
-13.0	-0.396	0.10153	0.004	0.624	0.001	1.000	0.022	-3.896	0.243	0.261
-12.0	-0.449	0.09096	0.004	0.573	0.001	1.000	0.021	-4.932	0.242	0.259
-11.0	-0.500	0.08324	0.003	0.525	0.001	1.000	0.016	-6.004	0.240	0.257
-10.0	-0.543	0.07444	0.003	0.480	0.001	1.000	0.012	-7.299	0.241	0.255
-9.0	-0.573	0.06432	0.003	0.439	0.001	1.000	0.015	-8.905	0.244	0.255
-8.0	-0.580	0.05529	0.003	0.400	0.001	1.000	0.022	-10.494	0.268	0.255
-7.0	-0.696	0.01400	0.005	0.355	0.003	1.000	0.998	-49.698	0.280	0.257
-6.0	-0.634	0.01345	0.004	0.314	0.004	1.000	0.998	-47.128	0.259	0.257
-5.0	-0.546	0.01273	0.004	0.276	0.004	1.000	0.999	-42.855	0.258	0.257
-4.0	-0.446	0.01215	0.003	0.242	0.005	1.000	0.998	-36.725	0.257	0.256
-3.0	-0.339	0.01169	0.002	0.208	0.008	1.000	0.998	-29.005	0.257	0.256
-2.0	-0.228	0.01136	0.001	0.168	0.020	1.000	0.998	-20.051	0.256	0.256
-1.0	-0.114	0.01112	0.001	0.131	0.053	1.000	0.998	-10.276	0.256	0.256
