Name = NACA 2421
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
1.0	0.410	0.01594	-0.053	0.248	0.243	0.963	0.985	25.695	0.271	0.380
2.0	0.535	0.01687	-0.056	0.219	0.274	0.957	0.988	31.736	0.271	0.355
3.0	0.660	0.01845	-0.059	0.195	0.310	0.948	0.990	35.753	0.271	0.339
4.0	0.783	0.01966	-0.061	0.169	0.351	0.939	0.990	39.796	0.271	0.328
5.0	0.903	0.02103	-0.064	0.145	0.419	0.926	0.991	42.946	0.271	0.321
6.0	1.021	0.02266	-0.066	0.123	0.467	0.912	0.991	45.079	0.272	0.315
7.0	1.136	0.02476	-0.069	0.102	0.504	0.893	0.992	45.876	0.272	0.311
8.0	1.246	0.02718	-0.071	0.084	0.542	0.872	0.993	45.846	0.272	0.307
9.0	1.351	0.03005	-0.074	0.069	0.586	0.845	0.993	44.946	0.272	0.304
10.0	1.449	0.03343	-0.076	0.057	0.634	0.815	0.993	43.332	0.272	0.302
11.0	1.540	0.03736	-0.078	0.047	0.683	0.782	0.994	41.225	0.272	0.300
12.0	1.625	0.04198	-0.080	0.040	0.730	0.746	0.994	38.707	0.273	0.299
13.0	1.699	0.04774	-0.081	0.034	0.772	0.707	0.994	35.586	0.274	0.298
14.0	1.763	0.05434	-0.083	0.030	0.806	0.666	0.995	32.446	0.275	0.297
15.0	1.818	0.06205	-0.084	0.026	0.837	0.626	0.994	29.302	0.277	0.296
16.0	1.864	0.07129	-0.086	0.023	0.858	0.584	0.994	26.146	0.279	0.296
17.0	1.901	0.08167	-0.087	0.021	0.876	0.545	0.994	23.273	0.282	0.296
18.0	1.928	0.09423	-0.088	0.018	0.892	0.503	0.994	20.456	0.288	0.295
19.0	1.946	0.10830	-0.088	0.016	0.906	0.465	0.994	17.973	0.304	0.295
20.0	1.958	0.12363	-0.089	0.014	0.915	0.430	0.994	15.836	0.319	0.296

Name = NACA 2421
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.518	0.12588	-0.005	0.774	0.015	0.991	0.295	-12.061	0.313	0.247
-19.0	-1.496	0.11008	-0.006	0.754	0.016	0.991	0.324	-13.589	0.305	0.246
-18.0	-1.464	0.09518	-0.008	0.723	0.017	0.991	0.360	-15.385	0.294	0.245
-17.0	-1.423	0.08083	-0.009	0.695	0.018	0.991	0.405	-17.599	0.290	0.244
-16.0	-1.375	0.06759	-0.011	0.665	0.019	0.991	0.460	-20.351	0.288	0.242
-15.0	-1.321	0.05587	-0.013	0.629	0.020	0.991	0.520	-23.653	0.286	0.240
-14.0	-1.261	0.04571	-0.015	0.599	0.023	0.991	0.588	-27.583	0.285	0.238
-13.0	-1.193	0.03731	-0.018	0.563	0.026	0.991	0.661	-31.965	0.282	0.235
-12.0	-1.115	0.03104	-0.020	0.525	0.030	0.991	0.733	-35.932	0.279	0.232
-11.0	-1.028	0.02667	-0.022	0.490	0.033	0.990	0.795	-38.555	0.277	0.228
-10.0	-0.931	0.02357	-0.025	0.451	0.036	0.990	0.846	-39.518	0.275	0.223
-9.0	-0.826	0.02064	-0.027	0.421	0.042	0.989	0.887	-40.012	0.273	0.217
-8.0	-0.713	0.01870	-0.030	0.403	0.050	0.988	0.917	-38.143	0.272	0.208
-7.0	-0.596	0.01732	-0.032	0.380	0.057	0.987	0.938	-34.403	0.271	0.196
-6.0	-0.475	0.01606	-0.035	0.358	0.067	0.986	0.953	-29.576	0.271	0.176
-5.0	-0.351	0.01499	-0.038	0.341	0.079	0.984	0.963	-23.417	0.271	0.143
-4.0	-0.226	0.01425	-0.040	0.312	0.092	0.982	0.971	-15.834	0.271	0.072
-3.0	-0.099	0.01660	-0.043	0.294	0.110	0.980	0.977	-5.960	0.271	-0.182
-2.0	0.029	0.01651	-0.045	0.263	0.129	0.978	0.980	1.728	0.271	1.842
-1.0	0.156	0.01357	-0.048	0.245	0.149	0.977	0.983	11.526	0.271	0.557
0.0	0.283	0.01409	-0.051	0.216	0.173	0.972	0.986	20.119	0.271	0.429
1.0	0.410	0.01473	-0.053	0.195	0.195	0.967	0.988	27.837	0.271	0.380
2.0	0.536	0.01622	-0.056	0.170	0.222	0.962	0.990	33.041	0.271	0.355
3.0	0.661	0.01713	-0.059	0.148	0.252	0.955	0.990	38.568	0.271	0.339
4.0	0.784	0.01821	-0.061	0.128	0.278	0.946	0.991	43.039	0.272	0.328
5.0	0.905	0.01947	-0.064	0.106	0.311	0.936	0.992	46.486	0.272	0.321
6.0	1.024	0.02094	-0.067	0.091	0.350	0.923	0.992	48.883	0.272	0.315
7.0	1.139	0.02268	-0.069	0.074	0.406	0.907	0.993	50.229	0.272	0.311
8.0	1.250	0.02467	-0.072	0.062	0.458	0.888	0.994	50.680	0.272	0.307
9.0	1.356	0.02722	-0.074	0.050	0.489	0.865	0.994	49.820	0.272	0.305
10.0	1.456	0.02999	-0.076	0.043	0.522	0.840	0.994	48.540	0.273	0.302
11.0	1.549	0.03335	-0.078	0.036	0.563	0.810	0.995	46.452	0.273	0.301
12.0	1.635	0.03741	-0.080	0.030	0.609	0.776	0.995	43.712	0.274	0.299
13.0	1.711	0.04217	-0.082	0.026	0.656	0.740	0.996	40.577	0.275	0.298
14.0	1.778	0.04753	-0.084	0.024	0.704	0.704	0.996	37.397	0.277	0.297
15.0	1.835	0.05393	-0.085	0.022	0.749	0.667	0.997	34.017	0.278	0.297
16.0	1.880	0.06249	-0.087	0.018	0.785	0.624	0.997	30.084	0.280	0.296
17.0	1.916	0.07222	-0.088	0.015	0.815	0.582	0.997	26.538	0.285	0.296
18.0	1.945	0.08302	-0.089	0.013	0.843	0.543	0.997	23.423	0.294	0.296
19.0	1.964	0.09502	-0.090	0.012	0.866	0.505	0.998	20.670	0.311	0.296
20.0	1.976	0.10833	-0.091	0.011	0.881	0.471	0.998	18.237	0.329	0.296

Name = NACA 2421
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.528	0.11681	-0.005	0.722	0.014	0.992	0.321	-13.078	0.317	0.247
-19.0	-1.506	0.10141	-0.006	0.695	0.015	0.992	0.353	-14.851	0.307	0.246
-18.0	-1.475	0.08729	-0.008	0.665	0.015	0.992	0.391	-16.896	0.297	0.245
-17.0	-1.435	0.07328	-0.009	0.630	0.016	0.991	0.442	-19.578	0.291	0.243
-16.0	-1.386	0.06153	-0.011	0.604	0.017	0.991	0.494	-22.526	0.287	0.242
-15.0	-1.331	0.05090	-0.013	0.566	0.018	0.991	0.554	-26.152	0.286	0.240
-14.0	-1.269	0.04191	-0.015	0.531	0.019	0.991	0.619	-30.281	0.284	0.238
-13.0	-1.200	0.03453	-0.018	0.502	0.022	0.991	0.688	-34.740	0.282	0.235
-12.0	-1.121	0.02880	-0.020	0.458	0.025	0.991	0.758	-38.935	0.279	0.232
-11.0	-1.034	0.02465	-0.023	0.427	0.030	0.991	0.821	-41.935	0.276	0.228
-10.0	-0.935	0.02193	-0.025	0.407	0.033	0.990	0.866	-42.640	0.274	0.223
-9.0	-0.828	0.01987	-0.027	0.389	0.036	0.990	0.901	-41.682	0.273	0.217
-8.0	-0.715	0.01767	-0.030	0.362	0.042	0.989	0.927	-40.454	0.272	0.208
-7.0	-0.597	0.01628	-0.033	0.348	0.051	0.988	0.945	-36.649	0.271	0.195
-6.0	-0.475	0.01522	-0.035	0.320	0.057	0.987	0.958	-31.237	0.271	0.176
-5.0	-0.351	0.01429	-0.038	0.301	0.068	0.985	0.967	-24.594	0.271	0.143
-4.0	-0.226	0.01359	-0.040	0.275	0.080	0.984	0.974	-16.621	0.271	0.072
-3.0	-0.099	0.01599	-0.043	0.254	0.094	0.981	0.978	-6.190	0.271	-0.183
-2.0	0.029	0.01576	-0.045	0.229	0.110	0.980	0.982	1.812	0.271	1.842
-1.0	0.156	0.01306	-0.048	0.209	0.129	0.978	0.985	11.981	0.271	0.557
0.0	0.284	0.01358	-0.051	0.184	0.147	0.974	0.987	20.876	0.271	0.429
1.0	0.410	0.01417	-0.053	0.165	0.173	0.970	0.989	28.953	0.271	0.380
2.0	0.536	0.01555	-0.056	0.141	0.191	0.964	0.990	34.489	0.271	0.355
3.0	0.661	0.01632	-0.059	0.125	0.218	0.959	0.991	40.508	0.271	0.339
4.0	0.784	0.01746	-0.061	0.103	0.243	0.950	0.991	44.935	0.272	0.328
5.0	0.906	0.01861	-0.064	0.089	0.269	0.941	0.992	48.675	0.272	0.321
6.0	1.025	0.02005	-0.067	0.072	0.303	0.929	0.993	51.116	0.272	0.315
7.0	1.141	0.02161	-0.069	0.062	0.334	0.914	0.993	52.788	0.272	0.311
8.0	1.252	0.02361	-0.072	0.049	0.378	0.896	0.994	53.053	0.272	0.307
9.0	1.359	0.02568	-0.074	0.042	0.440	0.876	0.994	52.937	0.273	0.305
10.0	1.460	0.02827	-0.076	0.035	0.467	0.852	0.995	51.627	0.273	0.302
11.0	1.553	0.03147	-0.079	0.029	0.501	0.823	0.995	49.359	0.273	0.301
12.0	1.641	0.03507	-0.081	0.025	0.533	0.793	0.996	46.791	0.274	0.299
13.0	1.718	0.03926	-0.083	0.022	0.571	0.760	0.996	43.762	0.276	0.298
14.0	1.786	0.04404	-0.084	0.021	0.616	0.726	0.997	40.548	0.277	0.297
15.0	1.842	0.05086	-0.086	0.017	0.661	0.685	0.997	36.205	0.278	0.297
16.0	1.888	0.05870	-0.087	0.014	0.707	0.643	0.997	32.156	0.282	0.296
17.0	1.925	0.06726	-0.089	0.012	0.751	0.603	0.997	28.626	0.287	0.296
18.0	1.954	0.07701	-0.090	0.011	0.789	0.566	0.997	25.375	0.297	0.296
19.0	1.974	0.08798	-0.091	0.011	0.817	0.529	0.998	22.441	0.315	0.296
20.0	1.986	0.10036	-0.092	0.010	0.843	0.495	0.998	19.790	0.334	0.296

Name = NACA 2421
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.529	0.11536	-0.005	0.675	0.011	0.992	0.324	-13.251	0.335	0.247
-19.0	-1.511	0.09723	-0.006	0.649	0.013	0.992	0.368	-15.542	0.318	0.246
-18.0	-1.483	0.08189	-0.008	0.615	0.014	0.992	0.415	-18.107	0.299	0.245
-17.0	-1.443	0.06848	-0.010	0.581	0.015	0.992	0.467	-21.067	0.291	0.243
-16.0	-1.394	0.05737	-0.011	0.555	0.016	0.991	0.519	-24.294	0.287	0.242
-15.0	-1.338	0.04760	-0.013	0.516	0.017	0.991	0.577	-28.111	0.285	0.240
-14.0	-1.275	0.03933	-0.016	0.482	0.018	0.992	0.641	-32.422	0.283	0.238
-13.0	-1.205	0.03257	-0.018	0.449	0.019	0.991	0.708	-36.991	0.281	0.235
-12.0	-1.125	0.02748	-0.020	0.418	0.022	0.991	0.773	-40.944	0.279	0.232
-11.0	-1.037	0.02347	-0.023	0.402	0.027	0.991	0.835	-44.167	0.276	0.228
-10.0	-0.938	0.02084	-0.025	0.378	0.031	0.990	0.879	-44.984	0.274	0.223
-9.0	-0.830	0.01902	-0.028	0.357	0.033	0.990	0.910	-43.614	0.272	0.217
-8.0	-0.716	0.01757	-0.030	0.345	0.037	0.990	0.933	-40.725	0.272	0.208
-7.0	-0.597	0.01577	-0.033	0.313	0.044	0.989	0.949	-37.860	0.271	0.195
-6.0	-0.476	0.01462	-0.035	0.298	0.052	0.988	0.961	-32.529	0.271	0.176
-5.0	-0.352	0.01384	-0.038	0.269	0.060	0.986	0.969	-25.402	0.271	0.143
-4.0	-0.226	0.01309	-0.040	0.251	0.073	0.985	0.976	-17.251	0.271	0.072
-3.0	-0.099	0.01264	-0.043	0.224	0.083	0.982	0.979	-7.833	0.271	-0.183
-2.0	0.029	0.01242	-0.045	0.207	0.100	0.980	0.983	2.298	0.271	1.843
-1.0	0.157	0.01274	-0.048	0.182	0.113	0.979	0.986	12.289	0.271	0.558
0.0	0.284	0.01320	-0.051	0.165	0.136	0.976	0.988	21.492	0.271	0.429
1.0	0.410	0.01445	-0.053	0.142	0.150	0.971	0.990	28.406	0.271	0.380
2.0	0.536	0.01507	-0.056	0.126	0.176	0.967	0.991	35.600	0.271	0.355
3.0	0.661	0.01595	-0.059	0.105	0.195	0.961	0.991	41.458	0.271	0.339
4.0	0.785	0.01689	-0.062	0.092	0.219	0.953	0.992	46.459	0.272	0.328
5.0	0.906	0.01814	-0.064	0.074	0.246	0.943	0.992	49.969	0.272	0.321
6.0	1.026	0.01935	-0.067	0.064	0.270	0.934	0.993	53.025	0.272	0.315
7.0	1.142	0.02100	-0.069	0.051	0.303	0.919	0.994	54.377	0.272	0.311
8.0	1.254	0.02275	-0.072	0.043	0.330	0.903	0.994	55.120	0.272	0.307
9.0	1.361	0.02468	-0.074	0.038	0.371	0.884	0.994	55.148	0.273	0.305
10.0	1.462	0.02730	-0.077	0.029	0.423	0.860	0.995	53.545	0.273	0.302
11.0	1.557	0.03011	-0.079	0.025	0.460	0.834	0.996	51.706	0.274	0.301
12.0	1.645	0.03338	-0.081	0.023	0.489	0.805	0.996	49.278	0.275	0.299
13.0	1.723	0.03728	-0.083	0.021	0.519	0.774	0.997	46.227	0.276	0.298
14.0	1.789	0.04273	-0.085	0.016	0.558	0.736	0.997	41.875	0.277	0.297
15.0	1.846	0.04877	-0.086	0.014	0.601	0.697	0.997	37.859	0.279	0.297
16.0	1.893	0.05578	-0.088	0.012	0.639	0.657	0.998	33.943	0.283	0.296
17.0	1.932	0.06379	-0.089	0.011	0.682	0.619	0.997	30.285	0.289	0.296
18.0	1.961	0.07284	-0.090	0.010	0.725	0.582	0.997	26.928	0.299	0.296
19.0	1.982	0.08313	-0.091	0.010	0.765	0.547	0.998	23.842	0.318	0.296
20.0	1.994	0.09482	-0.092	0.009	0.801	0.512	0.998	21.028	0.337	0.296

Name = NACA 2421
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.531	0.11302	-0.005	0.635	0.009	0.992	0.330	-13.544	0.327	0.247
-19.0	-1.511	0.09639	-0.006	0.609	0.010	0.992	0.369	-15.682	0.323	0.246
-18.0	-1.488	0.07862	-0.008	0.572	0.013	0.992	0.430	-18.925	0.304	0.245
-17.0	-1.448	0.06526	-0.010	0.546	0.014	0.992	0.485	-22.193	0.291	0.243
-16.0	-1.400	0.05425	-0.011	0.511	0.015	0.992	0.539	-25.805	0.287	0.242
-15.0	-1.343	0.04520	-0.013	0.474	0.016	0.991	0.596	-29.724	0.285	0.240
-14.0	-1.280	0.03733	-0.016	0.444	0.017	0.992	0.659	-34.294	0.283	0.238
-13.0	-1.209	0.03108	-0.018	0.415	0.018	0.991	0.724	-38.893	0.280	0.235
-12.0	-1.128	0.02644	-0.020	0.401	0.019	0.991	0.785	-42.652	0.278	0.232
-11.0	-1.038	0.02290	-0.023	0.374	0.023	0.991	0.841	-45.327	0.276	0.228
-10.0	-0.939	0.02006	-0.025	0.355	0.030	0.990	0.888	-46.832	0.274	0.223
-9.0	-0.831	0.01836	-0.028	0.345	0.032	0.990	0.916	-45.252	0.272	0.217
-8.0	-0.716	0.01704	-0.030	0.312	0.034	0.990	0.937	-42.027	0.271	0.208
-7.0	-0.598	0.01597	-0.033	0.298	0.039	0.990	0.952	-37.413	0.271	0.195
-6.0	-0.476	0.01423	-0.035	0.268	0.050	0.988	0.964	-33.447	0.271	0.176
-5.0	-0.352	0.01346	-0.038	0.252	0.055	0.987	0.971	-26.131	0.271	0.143
-4.0	-0.226	0.01289	-0.040	0.226	0.064	0.985	0.977	-17.522	0.271	0.072
-3.0	-0.099	0.01231	-0.043	0.208	0.077	0.983	0.980	-8.047	0.271	-0.183
-2.0	0.029	0.01221	-0.045	0.185	0.088	0.981	0.983	2.339	0.271	1.843
-1.0	0.157	0.01245	-0.048	0.167	0.106	0.979	0.987	12.578	0.271	0.558
0.0	0.284	0.01293	-0.051	0.146	0.120	0.977	0.989	21.936	0.271	0.429
1.0	0.411	0.01420	-0.054	0.129	0.140	0.973	0.990	28.903	0.271	0.380
2.0	0.537	0.01478	-0.056	0.110	0.159	0.968	0.991	36.304	0.271	0.355
3.0	0.662	0.01556	-0.059	0.095	0.180	0.962	0.991	42.521	0.272	0.339
4.0	0.785	0.01657	-0.062	0.078	0.204	0.955	0.992	47.394	0.272	0.328
5.0	0.907	0.01766	-0.064	0.067	0.224	0.947	0.993	51.356	0.272	0.321
6.0	1.027	0.01889	-0.067	0.055	0.255	0.937	0.993	54.362	0.272	0.315
7.0	1.143	0.02045	-0.069	0.045	0.274	0.923	0.994	55.874	0.272	0.311
8.0	1.256	0.02204	-0.072	0.040	0.306	0.908	0.994	56.966	0.272	0.307
9.0	1.362	0.02416	-0.074	0.031	0.335	0.888	0.995	56.392	0.273	0.305
10.0	1.464	0.02650	-0.077	0.026	0.372	0.866	0.995	55.239	0.273	0.302
11.0	1.559	0.02908	-0.079	0.023	0.422	0.842	0.996	53.626	0.274	0.301
12.0	1.648	0.03211	-0.081	0.022	0.458	0.815	0.996	51.333	0.275	0.299
13.0	1.726	0.03622	-0.083	0.017	0.484	0.781	0.997	47.644	0.276	0.298
14.0	1.793	0.04141	-0.085	0.014	0.514	0.745	0.997	43.292	0.278	0.297
15.0	1.850	0.04693	-0.086	0.012	0.554	0.708	0.997	39.432	0.280	0.297
16.0	1.898	0.05354	-0.088	0.011	0.589	0.669	0.998	35.458	0.284	0.296
17.0	1.937	0.06127	-0.089	0.010	0.628	0.631	0.997	31.617	0.289	0.296
18.0	1.967	0.06978	-0.091	0.010	0.670	0.595	0.997	28.186	0.300	0.296
19.0	1.988	0.07954	-0.092	0.009	0.714	0.560	0.998	24.990	0.319	0.296
20.0	2.000	0.09055	-0.093	0.009	0.756	0.526	0.998	22.090	0.339	0.296

Name = NACA 2421
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.533	0.11073	-0.005	0.608	0.008	0.992	0.336	-13.845	0.323	0.247
-19.0	-1.513	0.09515	-0.006	0.570	0.008	0.992	0.374	-15.900	0.316	0.246
-18.0	-1.486	0.07917	-0.008	0.543	0.010	0.992	0.425	-18.773	0.309	0.245
-17.0	-1.454	0.06218	-0.010	0.511	0.014	0.992	0.501	-23.380	0.296	0.243
-16.0	-1.405	0.05194	-0.012	0.474	0.015	0.992	0.554	-27.045	0.287	0.242
-15.0	-1.348	0.04317	-0.014	0.448	0.015	0.991	0.612	-31.232	0.285	0.240
-14.0	-1.285	0.03566	-0.016	0.415	0.016	0.992	0.675	-36.022	0.282	0.238
-13.0	-1.212	0.02985	-0.018	0.402	0.017	0.992	0.738	-40.606	0.280	0.235
-12.0	-1.130	0.02558	-0.020	0.376	0.018	0.991	0.795	-44.187	0.277	0.232
-11.0	-1.039	0.02233	-0.023	0.356	0.020	0.991	0.847	-46.542	0.276	0.228
-10.0	-0.940	0.01970	-0.025	0.345	0.025	0.990	0.891	-47.718	0.274	0.223
-9.0	-0.832	0.01788	-0.028	0.313	0.031	0.990	0.921	-46.503	0.272	0.217
-8.0	-0.717	0.01662	-0.030	0.299	0.032	0.990	0.940	-43.105	0.271	0.208
-7.0	-0.598	0.01566	-0.033	0.271	0.036	0.990	0.955	-38.183	0.271	0.195
-6.0	-0.476	0.01399	-0.035	0.254	0.044	0.989	0.965	-34.017	0.271	0.176
-5.0	-0.352	0.01318	-0.038	0.232	0.052	0.987	0.973	-26.702	0.271	0.143
-4.0	-0.226	0.01260	-0.040	0.210	0.058	0.986	0.978	-17.932	0.271	0.072
-3.0	-0.099	0.01195	-0.043	0.194	0.073	0.984	0.982	-8.290	0.271	-0.183
