Name = NACA 2415
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
15.0	1.578	0.05552	-0.071	0.008	0.883	0.627	0.998	28.429	0.290	0.295
16.0	1.565	0.06870	-0.070	0.006	0.906	0.543	0.998	22.784	0.280	0.295
17.0	1.540	0.08482	-0.069	0.006	0.919	0.462	0.998	18.157	0.277	0.295
18.0	1.506	0.10340	-0.068	0.005	0.935	0.389	0.998	14.566	0.280	0.295
19.0	1.461	0.12648	-0.067	0.004	0.942	0.315	0.998	11.555	0.285	0.296
20.0	1.411	0.15188	-0.065	0.004	0.952	0.248	0.998	9.293	0.286	0.296

Name = NACA 2415
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.071	0.17053	-0.014	0.807	0.005	0.994	0.111	-6.282	0.166	0.237
-19.0	-1.083	0.15250	-0.015	0.780	0.005	0.994	0.125	-7.104	0.129	0.236
-18.0	-1.090	0.13290	-0.016	0.755	0.006	0.994	0.149	-8.203	-0.219	0.235
-17.0	-1.089	0.11564	-0.017	0.719	0.007	0.994	0.176	-9.416	0.563	0.234
-16.0	-1.081	0.09831	-0.019	0.686	0.007	0.993	0.215	-10.994	0.385	0.232
-15.0	-1.064	0.08243	-0.021	0.655	0.007	0.993	0.264	-12.912	0.361	0.230
-14.0	-1.045	0.06467	-0.023	0.614	0.008	0.993	0.349	-16.162	0.400	0.228
-13.0	-1.030	0.04492	-0.026	0.574	0.009	0.993	0.507	-22.927	0.400	0.225
-12.0	-1.006	0.03036	-0.029	0.536	0.011	0.993	0.692	-33.132	0.329	0.221
-11.0	-0.960	0.02281	-0.031	0.500	0.014	0.993	0.848	-42.104	0.287	0.217
-10.0	-0.884	0.02004	-0.033	0.450	0.015	0.993	0.918	-44.142	0.272	0.212
-9.0	-0.792	0.01816	-0.035	0.417	0.017	0.993	0.954	-43.612	0.267	0.206
-8.0	-0.688	0.01673	-0.037	0.399	0.019	0.993	0.971	-41.090	0.265	0.197
-7.0	-0.576	0.01559	-0.038	0.369	0.023	0.993	0.980	-36.961	0.264	0.184
-6.0	-0.461	0.01114	-0.040	0.352	0.030	0.992	0.985	-41.374	0.264	0.163
-5.0	-0.343	0.01183	-0.042	0.323	0.036	0.992	0.990	-28.994	0.264	0.129
-4.0	-0.223	0.01147	-0.043	0.300	0.046	0.992	0.991	-19.416	0.264	0.056
-3.0	-0.101	0.01119	-0.045	0.269	0.060	0.991	0.992	-9.030	0.264	-0.195
-2.0	0.021	0.01110	-0.047	0.248	0.080	0.991	0.993	1.925	0.264	2.432
-1.0	0.144	0.01117	-0.048	0.214	0.103	0.991	0.993	12.898	0.264	0.585
0.0	0.267	0.01125	-0.050	0.185	0.130	0.990	0.995	23.699	0.264	0.438
1.0	0.389	0.01037	-0.052	0.160	0.158	0.989	0.995	37.464	0.264	0.383
2.0	0.510	0.01061	-0.054	0.129	0.189	0.987	0.996	48.082	0.265	0.355
3.0	0.631	0.01101	-0.055	0.100	0.222	0.983	0.997	57.294	0.265	0.338
4.0	0.750	0.01631	-0.057	0.075	0.260	0.980	0.997	46.020	0.265	0.326
5.0	0.868	0.01741	-0.059	0.054	0.300	0.975	0.997	49.827	0.265	0.318
6.0	0.982	0.01865	-0.061	0.040	0.345	0.966	0.997	52.660	0.265	0.312
7.0	1.092	0.01997	-0.062	0.029	0.427	0.957	0.997	54.668	0.266	0.307
8.0	1.195	0.02163	-0.064	0.023	0.467	0.943	0.998	55.270	0.266	0.303
9.0	1.292	0.02357	-0.065	0.017	0.506	0.926	0.998	54.815	0.266	0.301
10.0	1.381	0.02587	-0.067	0.014	0.551	0.903	0.998	53.373	0.267	0.298
11.0	1.458	0.02861	-0.068	0.012	0.599	0.873	0.998	50.965	0.268	0.297
12.0	1.517	0.03193	-0.069	0.011	0.655	0.836	0.998	47.514	0.271	0.296
13.0	1.559	0.03626	-0.070	0.010	0.712	0.788	0.998	43.002	0.273	0.295
14.0	1.583	0.04234	-0.071	0.008	0.768	0.730	0.998	37.400	0.277	0.295
15.0	1.589	0.05101	-0.071	0.006	0.817	0.658	0.998	31.144	0.248	0.295
16.0	1.578	0.06238	-0.071	0.005	0.855	0.580	0.998	25.294	0.271	0.295
17.0	1.553	0.07730	-0.070	0.004	0.883	0.499	0.998	20.085	0.270	0.295
18.0	1.520	0.09379	-0.070	0.004	0.907	0.429	0.998	16.204	0.270	0.296
19.0	1.478	0.11346	-0.069	0.004	0.921	0.364	0.998	13.028	0.274	0.297
20.0	1.428	0.13670	-0.068	0.004	0.935	0.298	0.998	10.446	0.277	0.297

Name = NACA 2415
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.074	0.16451	-0.014	0.762	0.005	0.994	0.123	-6.530	0.167	0.237
-19.0	-1.087	0.14570	-0.015	0.729	0.005	0.994	0.140	-7.462	0.134	0.236
-18.0	-1.094	0.12743	-0.016	0.701	0.006	0.994	0.165	-8.587	-0.121	0.235
-17.0	-1.094	0.10993	-0.018	0.664	0.006	0.994	0.197	-9.955	0.632	0.234
-16.0	-1.086	0.09337	-0.019	0.626	0.006	0.994	0.238	-11.636	0.392	0.232
-15.0	-1.071	0.07760	-0.021	0.592	0.006	0.994	0.291	-13.803	0.380	0.230
-14.0	-1.055	0.05926	-0.024	0.558	0.007	0.994	0.390	-17.804	0.410	0.228
-13.0	-1.039	0.04114	-0.026	0.516	0.008	0.994	0.546	-25.254	0.385	0.225
-12.0	-1.013	0.02821	-0.029	0.473	0.009	0.993	0.726	-35.924	0.320	0.221
-11.0	-0.964	0.02177	-0.032	0.434	0.012	0.993	0.867	-44.285	0.284	0.217
-10.0	-0.887	0.01907	-0.033	0.409	0.014	0.993	0.932	-46.501	0.271	0.212
-9.0	-0.793	0.01734	-0.035	0.391	0.016	0.993	0.960	-45.732	0.267	0.206
-8.0	-0.688	0.01605	-0.037	0.362	0.018	0.993	0.975	-42.881	0.265	0.197
-7.0	-0.577	0.01497	-0.038	0.348	0.021	0.993	0.982	-38.525	0.264	0.184
-6.0	-0.461	0.01078	-0.040	0.315	0.027	0.993	0.987	-42.773	0.264	0.163
-5.0	-0.343	0.01147	-0.042	0.297	0.032	0.992	0.990	-29.913	0.264	0.129
-4.0	-0.223	0.01118	-0.043	0.264	0.041	0.992	0.991	-19.913	0.264	0.056
-3.0	-0.101	0.01088	-0.045	0.245	0.054	0.992	0.992	-9.289	0.264	-0.195
-2.0	0.021	0.01085	-0.047	0.213	0.071	0.991	0.993	1.968	0.264	2.433
-1.0	0.144	0.01085	-0.048	0.187	0.089	0.991	0.994	13.282	0.264	0.585
0.0	0.267	0.01098	-0.050	0.164	0.112	0.991	0.995	24.271	0.264	0.438
1.0	0.389	0.01119	-0.052	0.134	0.139	0.990	0.996	34.741	0.264	0.383
2.0	0.510	0.01032	-0.054	0.107	0.170	0.988	0.997	49.438	0.265	0.355
3.0	0.631	0.01076	-0.055	0.083	0.196	0.984	0.997	58.656	0.265	0.338
4.0	0.751	0.01582	-0.057	0.063	0.226	0.981	0.998	47.456	0.265	0.326
5.0	0.868	0.01682	-0.059	0.045	0.261	0.977	0.997	51.598	0.265	0.318
6.0	0.983	0.01802	-0.061	0.033	0.301	0.970	0.997	54.526	0.265	0.312
7.0	1.092	0.01934	-0.062	0.026	0.342	0.961	0.998	56.492	0.266	0.307
8.0	1.197	0.02084	-0.064	0.020	0.409	0.949	0.998	57.433	0.266	0.303
9.0	1.294	0.02261	-0.066	0.015	0.458	0.933	0.998	57.229	0.267	0.301
10.0	1.383	0.02473	-0.067	0.013	0.491	0.911	0.998	55.929	0.267	0.298
11.0	1.461	0.02725	-0.068	0.011	0.526	0.884	0.998	53.637	0.269	0.297
12.0	1.521	0.03036	-0.070	0.010	0.571	0.849	0.998	50.113	0.272	0.296
13.0	1.565	0.03447	-0.071	0.008	0.622	0.805	0.998	45.397	0.274	0.295
14.0	1.589	0.04039	-0.071	0.006	0.676	0.746	0.998	39.340	0.280	0.295
15.0	1.595	0.04823	-0.072	0.005	0.734	0.677	0.998	33.072	0.184	0.295
16.0	1.585	0.05880	-0.072	0.004	0.791	0.601	0.999	26.961	0.263	0.295
17.0	1.562	0.07224	-0.071	0.004	0.836	0.525	0.998	21.619	0.267	0.296
18.0	1.528	0.08815	-0.071	0.004	0.871	0.453	0.999	17.332	0.265	0.296
19.0	1.488	0.10570	-0.070	0.004	0.892	0.393	0.999	14.079	0.268	0.297
20.0	1.439	0.12713	-0.069	0.003	0.912	0.330	0.999	11.317	0.271	0.298

Name = NACA 2415
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.077	0.15917	-0.014	0.717	0.005	0.994	0.132	-6.764	0.169	0.237
-19.0	-1.090	0.14166	-0.015	0.683	0.005	0.994	0.151	-7.695	0.137	0.236
-18.0	-1.097	0.12330	-0.017	0.656	0.005	0.994	0.176	-8.900	-0.093	0.235
-17.0	-1.098	0.10615	-0.018	0.615	0.006	0.994	0.211	-10.343	0.849	0.234
-16.0	-1.092	0.08865	-0.020	0.578	0.006	0.994	0.260	-12.320	0.412	0.232
-15.0	-1.077	0.07354	-0.022	0.548	0.006	0.994	0.314	-14.643	0.400	0.230
-14.0	-1.064	0.05460	-0.024	0.509	0.007	0.994	0.429	-19.490	0.417	0.227
-13.0	-1.046	0.03834	-0.027	0.466	0.007	0.994	0.578	-27.289	0.366	0.225
-12.0	-1.018	0.02676	-0.029	0.429	0.008	0.994	0.748	-38.050	0.313	0.221
-11.0	-0.966	0.02101	-0.032	0.407	0.011	0.994	0.879	-46.001	0.282	0.217
-10.0	-0.888	0.01834	-0.033	0.386	0.014	0.993	0.939	-48.438	0.270	0.212
-9.0	-0.794	0.01678	-0.035	0.360	0.015	0.993	0.964	-47.295	0.266	0.206
-8.0	-0.688	0.01550	-0.037	0.347	0.017	0.993	0.977	-44.404	0.265	0.197
-7.0	-0.577	0.01091	-0.038	0.314	0.019	0.993	0.983	-52.849	0.264	0.184
-6.0	-0.461	0.01050	-0.040	0.297	0.024	0.993	0.988	-43.944	0.264	0.163
-5.0	-0.343	0.01110	-0.042	0.265	0.030	0.993	0.991	-30.917	0.264	0.129
-4.0	-0.223	0.01089	-0.043	0.248	0.037	0.992	0.992	-20.445	0.264	0.056
-3.0	-0.101	0.01066	-0.045	0.216	0.049	0.992	0.993	-9.480	0.264	-0.195
-2.0	0.021	0.01063	-0.047	0.193	0.062	0.991	0.994	2.010	0.264	2.433
-1.0	0.144	0.01063	-0.048	0.168	0.080	0.991	0.994	13.566	0.264	0.585
0.0	0.267	0.01079	-0.050	0.140	0.102	0.991	0.995	24.702	0.264	0.438
1.0	0.389	0.01096	-0.052	0.119	0.125	0.990	0.996	35.473	0.264	0.383
2.0	0.510	0.01012	-0.054	0.095	0.149	0.989	0.997	50.438	0.265	0.355
3.0	0.631	0.01109	-0.055	0.072	0.178	0.986	0.997	56.915	0.265	0.338
4.0	0.751	0.01144	-0.057	0.053	0.210	0.982	0.997	65.655	0.265	0.326
5.0	0.868	0.01635	-0.059	0.041	0.235	0.979	0.997	53.119	0.265	0.318
6.0	0.983	0.01754	-0.061	0.029	0.267	0.972	0.998	56.030	0.265	0.312
7.0	1.093	0.01877	-0.062	0.023	0.306	0.964	0.998	58.247	0.266	0.307
8.0	1.198	0.02030	-0.064	0.017	0.348	0.953	0.998	59.004	0.266	0.303
9.0	1.295	0.02197	-0.066	0.014	0.408	0.938	0.998	58.968	0.267	0.301
10.0	1.385	0.02387	-0.067	0.012	0.456	0.918	0.998	58.022	0.267	0.298
11.0	1.464	0.02624	-0.069	0.011	0.484	0.893	0.998	55.797	0.269	0.297
12.0	1.525	0.02915	-0.070	0.010	0.519	0.860	0.998	52.296	0.272	0.296
13.0	1.568	0.03338	-0.071	0.007	0.562	0.814	0.998	46.958	0.275	0.295
14.0	1.593	0.03884	-0.072	0.006	0.610	0.758	0.998	41.014	0.283	0.295
15.0	1.600	0.04635	-0.072	0.004	0.661	0.691	0.998	34.519	0.023	0.295
16.0	1.591	0.05611	-0.072	0.004	0.713	0.619	0.999	28.358	0.256	0.295
17.0	1.569	0.06846	-0.072	0.004	0.766	0.546	0.998	22.917	0.262	0.296
18.0	1.535	0.08352	-0.071	0.003	0.815	0.474	0.999	18.382	0.263	0.296
19.0	1.495	0.10033	-0.071	0.003	0.854	0.414	0.999	14.901	0.265	0.297
20.0	1.446	0.12092	-0.070	0.003	0.883	0.352	0.999	11.956	0.268	0.298

Name = NACA 2415
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.078	0.15608	-0.014	0.675	0.005	0.994	0.139	-6.910	0.170	0.237
-19.0	-1.093	0.13761	-0.016	0.645	0.005	0.994	0.161	-7.940	0.141	0.236
-18.0	-1.101	0.11930	-0.017	0.612	0.005	0.994	0.190	-9.229	-0.070	0.235
-17.0	-1.101	0.10296	-0.018	0.573	0.005	0.994	0.223	-10.694	0.886	0.233
-16.0	-1.096	0.08554	-0.020	0.543	0.006	0.994	0.275	-12.815	0.443	0.232
-15.0	-1.083	0.06966	-0.022	0.508	0.006	0.994	0.338	-15.545	0.419	0.230
-14.0	-1.071	0.05133	-0.024	0.465	0.006	0.994	0.457	-20.863	0.417	0.227
-13.0	-1.053	0.03597	-0.027	0.429	0.007	0.994	0.606	-29.266	0.356	0.224
-12.0	-1.022	0.02560	-0.029	0.407	0.007	0.994	0.767	-39.922	0.307	0.221
-11.0	-0.968	0.02043	-0.032	0.389	0.009	0.994	0.887	-47.383	0.281	0.217
-10.0	-0.889	0.01788	-0.034	0.360	0.013	0.994	0.945	-49.738	0.270	0.212
-9.0	-0.794	0.01630	-0.035	0.348	0.014	0.994	0.967	-48.713	0.266	0.206
-8.0	-0.689	0.01519	-0.037	0.316	0.016	0.993	0.978	-45.321	0.265	0.197
-7.0	-0.577	0.01063	-0.038	0.299	0.018	0.993	0.984	-54.264	0.264	0.184
-6.0	-0.461	0.01029	-0.040	0.268	0.022	0.993	0.989	-44.827	0.264	0.163
-5.0	-0.343	0.01093	-0.042	0.251	0.029	0.993	0.991	-31.384	0.264	0.129
-4.0	-0.223	0.01070	-0.043	0.220	0.034	0.993	0.992	-20.819	0.264	0.056
