Name = NACA 4424
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
8.0	1.437	0.07388	-0.114	0.245	0.814	0.513	0.939	19.451	0.274	0.329
9.0	1.537	0.08072	-0.116	0.219	0.844	0.498	0.942	19.047	0.276	0.326
10.0	1.633	0.08860	-0.119	0.193	0.869	0.483	0.944	18.436	0.276	0.323
11.0	1.724	0.09757	-0.121	0.167	0.884	0.466	0.950	17.671	0.277	0.320
12.0	1.811	0.10774	-0.123	0.142	0.901	0.449	0.954	16.804	0.278	0.318
13.0	1.891	0.11916	-0.126	0.118	0.910	0.434	0.958	15.870	0.278	0.317
14.0	1.961	0.13254	-0.128	0.098	0.920	0.413	0.960	14.798	0.277	0.315
15.0	2.025	0.14748	-0.129	0.079	0.931	0.391	0.963	13.732	0.271	0.314
16.0	2.076	0.16563	-0.130	0.068	0.936	0.356	0.966	12.536	0.260	0.313
17.0	2.119	0.18581	-0.130	0.056	0.941	0.320	0.969	11.405	0.239	0.311
18.0	2.150	0.20964	-0.129	0.048	0.947	0.275	0.972	10.257	0.177	0.310
19.0	2.165	0.23668	-0.127	0.042	0.953	0.225	0.976	9.146	0.040	0.309
20.0	2.173	0.26590	-0.124	0.037	0.958	0.183	0.977	8.174	-0.050	0.307

Name = NACA 4424
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.425	0.13510	-0.039	0.763	0.024	0.986	0.254	-10.549	0.287	0.223
-19.0	-1.373	0.12086	-0.041	0.742	0.025	0.986	0.276	-11.364	0.286	0.220
-18.0	-1.316	0.10646	-0.043	0.720	0.027	0.985	0.300	-12.360	0.286	0.217
-17.0	-1.253	0.09259	-0.045	0.696	0.030	0.985	0.329	-13.530	0.287	0.214
-16.0	-1.185	0.07936	-0.048	0.670	0.035	0.984	0.367	-14.931	0.289	0.210
-15.0	-1.113	0.06754	-0.051	0.643	0.036	0.983	0.413	-16.474	0.292	0.204
-14.0	-1.037	0.05611	-0.054	0.616	0.039	0.983	0.474	-18.475	0.292	0.198
-13.0	-0.953	0.04693	-0.057	0.583	0.042	0.982	0.534	-20.312	0.290	0.190
-12.0	-0.864	0.03908	-0.061	0.557	0.046	0.981	0.602	-22.115	0.290	0.179
-11.0	-0.770	0.03278	-0.065	0.520	0.052	0.980	0.678	-23.479	0.288	0.166
-10.0	-0.667	0.02820	-0.068	0.482	0.058	0.978	0.753	-23.653	0.285	0.147
-9.0	-0.557	0.02518	-0.072	0.444	0.064	0.977	0.818	-22.134	0.282	0.120
-8.0	-0.441	0.02307	-0.076	0.424	0.072	0.974	0.870	-19.113	0.279	0.078
-7.0	-0.319	0.02158	-0.079	0.410	0.083	0.972	0.908	-14.802	0.277	0.002
-6.0	-0.194	0.02059	-0.082	0.399	0.093	0.969	0.933	-9.414	0.275	-0.175
-5.0	-0.066	0.01997	-0.086	0.378	0.106	0.966	0.949	-3.300	0.275	-1.048
-4.0	0.064	0.01956	-0.089	0.361	0.120	0.963	0.960	3.250	0.275	1.646
-3.0	0.194	0.01935	-0.092	0.347	0.136	0.960	0.967	10.025	0.274	0.724
-2.0	0.325	0.01944	-0.095	0.327	0.154	0.955	0.974	16.703	0.275	0.543
-1.0	0.455	0.01960	-0.098	0.306	0.175	0.949	0.978	23.209	0.275	0.466
0.0	0.580	0.02006	-0.102	0.291	0.196	0.943	0.981	28.929	0.276	0.425
1.0	0.707	0.01861	-0.105	0.264	0.220	0.936	0.983	38.005	0.276	0.398
2.0	0.833	0.01971	-0.108	0.247	0.245	0.927	0.986	42.275	0.276	0.380
3.0	0.957	0.02109	-0.111	0.223	0.272	0.917	0.988	45.400	0.276	0.366
4.0	1.080	0.02312	-0.114	0.203	0.306	0.906	0.989	46.698	0.276	0.356
5.0	1.200	0.02495	-0.118	0.181	0.346	0.892	0.990	48.083	0.276	0.348
6.0	1.317	0.02681	-0.121	0.161	0.464	0.877	0.991	49.126	0.277	0.342
7.0	1.431	0.02925	-0.124	0.141	0.496	0.859	0.991	48.920	0.277	0.336
8.0	1.541	0.03211	-0.127	0.122	0.529	0.840	0.992	48.004	0.277	0.332
9.0	1.646	0.03541	-0.130	0.104	0.570	0.817	0.994	46.499	0.277	0.329
10.0	1.747	0.03915	-0.132	0.089	0.620	0.794	0.994	44.609	0.278	0.326
11.0	1.841	0.04351	-0.135	0.075	0.675	0.768	0.995	42.299	0.278	0.323
12.0	1.929	0.04849	-0.138	0.063	0.732	0.741	0.995	39.785	0.279	0.321
13.0	2.010	0.05400	-0.140	0.054	0.782	0.714	0.996	37.225	0.281	0.320
14.0	2.082	0.06069	-0.142	0.045	0.819	0.684	0.996	34.308	0.283	0.318
15.0	2.148	0.06787	-0.144	0.039	0.847	0.656	0.997	31.643	0.285	0.317
16.0	2.206	0.07565	-0.147	0.034	0.872	0.628	0.997	29.160	0.288	0.316
17.0	2.257	0.08487	-0.149	0.030	0.887	0.600	0.997	26.592	0.291	0.316
18.0	2.300	0.09521	-0.150	0.026	0.904	0.572	0.997	24.156	0.300	0.315
19.0	2.329	0.10650	-0.152	0.023	0.913	0.546	0.997	21.868	0.321	0.315
20.0	2.349	0.11860	-0.154	0.020	0.925	0.520	0.998	19.803	0.336	0.316

Name = NACA 4424
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.438	0.12028	-0.040	0.700	0.021	0.989	0.292	-11.954	0.285	0.222
-19.0	-1.385	0.10664	-0.042	0.673	0.021	0.989	0.313	-12.990	0.287	0.220
-18.0	-1.328	0.09285	-0.044	0.647	0.023	0.988	0.342	-14.308	0.287	0.217
-17.0	-1.265	0.08048	-0.046	0.620	0.024	0.987	0.373	-15.723	0.289	0.213
-16.0	-1.199	0.06789	-0.049	0.590	0.026	0.986	0.418	-17.661	0.293	0.209
-15.0	-1.129	0.05567	-0.052	0.563	0.029	0.985	0.478	-20.279	0.294	0.204
-14.0	-1.053	0.04505	-0.056	0.528	0.035	0.984	0.543	-23.370	0.291	0.197
-13.0	-0.968	0.03910	-0.059	0.500	0.037	0.983	0.604	-24.753	0.288	0.189
-12.0	-0.877	0.03297	-0.062	0.454	0.039	0.983	0.669	-26.595	0.287	0.179
-11.0	-0.779	0.02808	-0.066	0.428	0.043	0.982	0.738	-27.756	0.285	0.166
-10.0	-0.674	0.02456	-0.069	0.412	0.047	0.980	0.803	-27.445	0.283	0.147
-9.0	-0.562	0.02192	-0.073	0.401	0.055	0.979	0.861	-25.650	0.280	0.120
-8.0	-0.444	0.02043	-0.076	0.384	0.060	0.978	0.899	-21.712	0.277	0.078
-7.0	-0.321	0.01939	-0.080	0.364	0.067	0.976	0.926	-16.532	0.276	0.002
-6.0	-0.194	0.01854	-0.083	0.351	0.077	0.973	0.945	-10.486	0.275	-0.175
-5.0	-0.066	0.01796	-0.086	0.337	0.087	0.970	0.958	-3.676	0.274	-1.050
-4.0	0.064	0.01780	-0.089	0.311	0.098	0.967	0.966	3.576	0.274	1.648
-3.0	0.194	0.01761	-0.092	0.297	0.114	0.964	0.974	11.028	0.274	0.724
-2.0	0.325	0.01773	-0.095	0.274	0.127	0.960	0.978	18.324	0.274	0.543
-1.0	0.455	0.01800	-0.099	0.254	0.146	0.955	0.981	25.285	0.275	0.466
0.0	0.581	0.01617	-0.102	0.239	0.163	0.949	0.983	35.938	0.276	0.425
1.0	0.708	0.01721	-0.105	0.213	0.185	0.942	0.986	41.149	0.276	0.398
2.0	0.835	0.01821	-0.108	0.198	0.204	0.935	0.988	45.833	0.276	0.380
3.0	0.959	0.02008	-0.111	0.173	0.227	0.925	0.989	47.764	0.276	0.366
4.0	1.082	0.02136	-0.115	0.157	0.254	0.915	0.990	50.652	0.276	0.356
5.0	1.202	0.02317	-0.118	0.135	0.280	0.902	0.991	51.895	0.277	0.348
6.0	1.320	0.02496	-0.121	0.120	0.313	0.888	0.992	52.883	0.277	0.342
7.0	1.435	0.02723	-0.124	0.101	0.356	0.872	0.992	52.696	0.277	0.337
8.0	1.546	0.02958	-0.127	0.088	0.460	0.854	0.993	52.260	0.278	0.332
9.0	1.652	0.03259	-0.130	0.074	0.487	0.834	0.995	50.693	0.278	0.329
10.0	1.753	0.03593	-0.133	0.062	0.517	0.811	0.995	48.793	0.279	0.326
11.0	1.849	0.03952	-0.136	0.054	0.556	0.789	0.996	46.786	0.279	0.323
12.0	1.938	0.04403	-0.138	0.044	0.601	0.763	0.997	44.020	0.280	0.321
13.0	2.020	0.04906	-0.141	0.038	0.652	0.737	0.998	41.178	0.282	0.320
14.0	2.094	0.05443	-0.143	0.034	0.706	0.712	0.998	38.476	0.284	0.318
15.0	2.160	0.06085	-0.146	0.028	0.757	0.683	0.998	35.501	0.286	0.317
16.0	2.219	0.06814	-0.148	0.024	0.799	0.656	0.998	32.566	0.289	0.317
17.0	2.271	0.07598	-0.150	0.021	0.835	0.628	0.998	29.885	0.293	0.316
18.0	2.315	0.08473	-0.152	0.019	0.860	0.602	0.998	27.322	0.303	0.316
19.0	2.345	0.09427	-0.154	0.017	0.879	0.577	0.997	24.876	0.325	0.316
20.0	2.365	0.10474	-0.156	0.016	0.897	0.552	0.998	22.581	0.341	0.316

Name = NACA 4424
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.445	0.11279	-0.041	0.649	0.019	0.990	0.312	-12.807	0.287	0.222
-19.0	-1.393	0.09965	-0.043	0.620	0.020	0.989	0.335	-13.975	0.288	0.219
-18.0	-1.336	0.08629	-0.045	0.592	0.021	0.989	0.365	-15.481	0.288	0.216
-17.0	-1.273	0.07434	-0.047	0.565	0.022	0.988	0.400	-17.127	0.291	0.213
-16.0	-1.208	0.06215	-0.050	0.531	0.023	0.987	0.451	-19.436	0.292	0.209
-15.0	-1.136	0.05146	-0.053	0.506	0.025	0.986	0.505	-22.070	0.290	0.203
-14.0	-1.058	0.04227	-0.056	0.461	0.028	0.985	0.564	-25.022	0.291	0.197
-13.0	-0.975	0.03385	-0.060	0.430	0.033	0.984	0.637	-28.797	0.290	0.189
-12.0	-0.884	0.02988	-0.063	0.414	0.036	0.983	0.706	-29.575	0.286	0.179
-11.0	-0.785	0.02570	-0.066	0.404	0.039	0.983	0.769	-30.526	0.283	0.165
-10.0	-0.677	0.02274	-0.070	0.390	0.041	0.982	0.828	-29.794	0.281	0.147
-9.0	-0.564	0.02074	-0.073	0.366	0.046	0.980	0.876	-27.192	0.279	0.120
-8.0	-0.445	0.01916	-0.077	0.353	0.055	0.979	0.912	-23.215	0.277	0.078
-7.0	-0.321	0.01822	-0.080	0.344	0.060	0.978	0.935	-17.628	0.275	0.002
-6.0	-0.195	0.01770	-0.083	0.314	0.066	0.975	0.951	-10.991	0.274	-0.176
-5.0	-0.066	0.01714	-0.086	0.299	0.078	0.972	0.962	-3.856	0.274	-1.050
-4.0	0.064	0.01691	-0.089	0.282	0.087	0.970	0.970	3.767	0.274	1.648
-3.0	0.194	0.01684	-0.092	0.258	0.099	0.966	0.976	11.540	0.274	0.725
-2.0	0.325	0.01687	-0.095	0.245	0.114	0.963	0.979	19.266	0.274	0.544
-1.0	0.455	0.01495	-0.099	0.219	0.127	0.958	0.982	30.456	0.275	0.467
0.0	0.581	0.01559	-0.102	0.203	0.147	0.952	0.985	37.288	0.276	0.425
1.0	0.709	0.01652	-0.105	0.183	0.161	0.946	0.988	42.894	0.276	0.398
2.0	0.835	0.01813	-0.108	0.164	0.183	0.938	0.989	46.058	0.276	0.380
3.0	0.960	0.01918	-0.112	0.149	0.202	0.930	0.990	50.042	0.276	0.366
4.0	1.083	0.02070	-0.115	0.127	0.226	0.919	0.990	52.291	0.276	0.356
5.0	1.204	0.02208	-0.118	0.115	0.249	0.909	0.991	54.521	0.277	0.348
6.0	1.322	0.02414	-0.121	0.095	0.274	0.893	0.992	54.757	0.277	0.342
7.0	1.437	0.02607	-0.124	0.084	0.307	0.880	0.993	55.132	0.277	0.337
8.0	1.548	0.02858	-0.127	0.068	0.340	0.861	0.994	54.167	0.278	0.332
9.0	1.655	0.03101	-0.130	0.059	0.452	0.843	0.995	53.375	0.278	0.329
10.0	1.757	0.03411	-0.133	0.050	0.470	0.822	0.996	51.505	0.279	0.326
11.0	1.853	0.03777	-0.136	0.041	0.500	0.800	0.997	49.063	0.280	0.323
12.0	1.943	0.04182	-0.139	0.036	0.528	0.776	0.997	46.470	0.281	0.321
13.0	2.027	0.04604	-0.142	0.032	0.567	0.752	0.998	44.016	0.282	0.320
14.0	2.100	0.05168	-0.144	0.025	0.613	0.724	0.998	40.628	0.284	0.319
15.0	2.167	0.05758	-0.146	0.021	0.663	0.697	0.998	37.626	0.287	0.318
16.0	2.227	0.06399	-0.149	0.019	0.715	0.672	0.998	34.799	0.290	0.317
17.0	2.279	0.07097	-0.151	0.018	0.764	0.646	0.998	32.117	0.294	0.316
18.0	2.324	0.07894	-0.153	0.016	0.805	0.621	0.998	29.444	0.304	0.316
19.0	2.354	0.08808	-0.155	0.014	0.839	0.594	0.997	26.725	0.325	0.316
20.0	2.372	0.09956	-0.156	0.011	0.866	0.565	0.998	23.826	0.341	0.316

Name = NACA 4424
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.449	0.10792	-0.041	0.610	0.018	0.990	0.327	-13.431	0.286	0.222
-19.0	-1.397	0.09537	-0.043	0.575	0.019	0.990	0.349	-14.649	0.288	0.219
-18.0	-1.341	0.08205	-0.045	0.556	0.020	0.989	0.383	-16.345	0.291	0.216
-17.0	-1.280	0.06973	-0.048	0.518	0.021	0.989	0.425	-18.360	0.291	0.213
-16.0	-1.214	0.05840	-0.050	0.487	0.022	0.988	0.473	-20.782	0.290	0.208
-15.0	-1.141	0.04868	-0.053	0.450	0.023	0.987	0.524	-23.429	0.289	0.203
-14.0	-1.062	0.04001	-0.056	0.422	0.025	0.986	0.583	-26.537	0.289	0.197
-13.0	-0.977	0.03260	-0.060	0.408	0.027	0.985	0.648	-29.975	0.290	0.189
-12.0	-0.888	0.02604	-0.063	0.399	0.034	0.984	0.727	-34.094	0.287	0.179
-11.0	-0.788	0.02419	-0.067	0.377	0.036	0.983	0.790	-32.573	0.283	0.165
-10.0	-0.680	0.02170	-0.070	0.359	0.039	0.982	0.843	-31.322	0.280	0.147
-9.0	-0.565	0.01985	-0.073	0.348	0.042	0.981	0.886	-28.474	0.278	0.120
-8.0	-0.445	0.01859	-0.077	0.330	0.047	0.980	0.918	-23.950	0.276	0.078
-7.0	-0.321	0.01766	-0.080	0.306	0.057	0.978	0.940	-18.200	0.275	0.002
-6.0	-0.195	0.01702	-0.083	0.295	0.061	0.977	0.956	-11.445	0.274	-0.176
-5.0	-0.066	0.01672	-0.086	0.270	0.068	0.974	0.964	-3.955	0.274	-1.051
-4.0	0.064	0.01643	-0.089	0.252	0.081	0.971	0.972	3.878	0.274	1.649
-3.0	0.194	0.01625	-0.092	0.242	0.089	0.968	0.978	11.959	0.274	0.725
-2.0	0.325	0.01650	-0.095	0.213	0.103	0.964	0.981	19.695	0.275	0.544
-1.0	0.455	0.01446	-0.099	0.200	0.116	0.960	0.983	31.491	0.275	0.467
0.0	0.582	0.01532	-0.102	0.177	0.131	0.954	0.986	37.956	0.276	0.425
1.0	0.709	0.01618	-0.105	0.161	0.149	0.948	0.988	43.833	0.276	0.398
2.0	0.835	0.01766	-0.108	0.145	0.166	0.941	0.989	47.307	0.276	0.380
3.0	0.960	0.01882	-0.112	0.125	0.186	0.933	0.990	51.016	0.276	0.366
4.0	1.084	0.02002	-0.115	0.115	0.206	0.923	0.991	54.122	0.277	0.356
5.0	1.205	0.02168	-0.118	0.094	0.228	0.912	0.992	55.553	0.277	0.348
6.0	1.323	0.02336	-0.121	0.084	0.254	0.899	0.992	56.636	0.277	0.342
7.0	1.438	0.02544	-0.125	0.068	0.276	0.884	0.993	56.539	0.278	0.337
8.0	1.550	0.02763	-0.128	0.059	0.309	0.868	0.994	56.106	0.278	0.332
9.0	1.658	0.03008	-0.131	0.051	0.341	0.850	0.996	55.101	0.278	0.329
10.0	1.759	0.03306	-0.134	0.040	0.449	0.829	0.996	53.213	0.279	0.326
11.0	1.856	0.03626	-0.136	0.036	0.464	0.808	0.997	51.190	0.280	0.324
12.0	1.948	0.04002	-0.139	0.032	0.492	0.786	0.997	48.670	0.281	0.321
13.0	2.030	0.04480	-0.142	0.024	0.518	0.760	0.998	45.308	0.282	0.320
14.0	2.104	0.04972	-0.144	0.021	0.556	0.734	0.998	42.320	0.285	0.319
15.0	2.172	0.05501	-0.147	0.018	0.600	0.709	0.998	39.480	0.287	0.318
16.0	2.233	0.06085	-0.149	0.017	0.645	0.684	0.998	36.691	0.291	0.317
17.0	2.285	0.06750	-0.151	0.016	0.697	0.659	0.998	33.857	0.294	0.316
18.0	2.329	0.07604	-0.153	0.013	0.748	0.630	0.998	30.631	0.303	0.316
19.0	2.358	0.08570	-0.155	0.010	0.791	0.602	0.998	27.512	0.326	0.316
20.0	2.377	0.09584	-0.157	0.009	0.826	0.575	0.998	24.805	0.343	0.316

Name = NACA 4424
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.450	0.10701	-0.041	0.569	0.015	0.991	0.328	-13.549	0.296	0.222
-19.0	-1.402	0.09111	-0.043	0.543	0.018	0.990	0.365	-15.389	0.293	0.219
-18.0	-1.346	0.07850	-0.046	0.512	0.019	0.990	0.398	-17.141	0.291	0.216
-17.0	-1.285	0.06637	-0.048	0.478	0.020	0.989	0.443	-19.369	0.291	0.213
-16.0	-1.218	0.05567	-0.051	0.445	0.021	0.988	0.489	-21.885	0.290	0.208
-15.0	-1.145	0.04627	-0.054	0.419	0.022	0.987	0.541	-24.747	0.288	0.203
-14.0	-1.065	0.03832	-0.057	0.406	0.023	0.987	0.596	-27.793	0.288	0.197
-13.0	-0.980	0.03126	-0.060	0.398	0.025	0.986	0.661	-31.352	0.288	0.189
-12.0	-0.889	0.02550	-0.063	0.373	0.028	0.985	0.732	-34.852	0.287	0.179
-11.0	-0.791	0.02311	-0.067	0.356	0.035	0.984	0.807	-34.211	0.283	0.165
-10.0	-0.681	0.02079	-0.070	0.347	0.037	0.983	0.855	-32.778	0.279	0.147
-9.0	-0.566	0.01927	-0.074	0.324	0.039	0.982	0.894	-29.379	0.277	0.120
-8.0	-0.446	0.01818	-0.077	0.304	0.043	0.980	0.922	-24.515	0.276	0.078
-7.0	-0.322	0.01719	-0.080	0.294	0.050	0.979	0.943	-18.713	0.275	0.002
-6.0	-0.195	0.01661	-0.083	0.267	0.058	0.978	0.958	-11.732	0.274	-0.176
-5.0	-0.066	0.01628	-0.086	0.250	0.063	0.975	0.967	-4.063	0.274	-1.051
-4.0	0.064	0.01600	-0.089	0.241	0.073	0.972	0.974	3.984	0.274	1.649
-3.0	0.194	0.01607	-0.092	0.211	0.085	0.969	0.978	12.100	0.274	0.725
-2.0	0.325	0.01615	-0.095	0.200	0.093	0.965	0.981	20.136	0.275	0.544
-1.0	0.455	0.01423	-0.099	0.176	0.111	0.961	0.985	32.007	0.275	0.467
0.0	0.582	0.01499	-0.102	0.161	0.121	0.956	0.987	38.801	0.276	0.425
1.0	0.709	0.01640	-0.105	0.147	0.142	0.950	0.989	43.246	0.276	0.398
2.0	0.836	0.01739	-0.108	0.126	0.154	0.943	0.990	48.049	0.276	0.380
3.0	0.961	0.01832	-0.112	0.116	0.176	0.936	0.990	52.466	0.276	0.366
4.0	1.084	0.01982	-0.115	0.095	0.190	0.925	0.991	54.700	0.277	0.356
5.0	1.205	0.02112	-0.118	0.085	0.217	0.915	0.992	57.076	0.277	0.348
6.0	1.324	0.02298	-0.121	0.070	0.233	0.902	0.993	57.609	0.277	0.342
7.0	1.439	0.02480	-0.125	0.060	0.261	0.888	0.994	58.047	0.278	0.337
8.0	1.552	0.02679	-0.128	0.054	0.282	0.873	0.994	57.924	0.278	0.332
9.0	1.659	0.02947	-0.131	0.042	0.313	0.853	0.996	56.298	0.279	0.329
10.0	1.762	0.03214	-0.134	0.036	0.351	0.835	0.996	54.806	0.280	0.326
11.0	1.859	0.03526	-0.137	0.033	0.448	0.815	0.997	52.715	0.280	0.324
12.0	1.950	0.03919	-0.139	0.026	0.464	0.791	0.998	49.749	0.281	0.322
13.0	2.033	0.04341	-0.142	0.021	0.489	0.767	0.998	46.824	0.283	0.320
14.0	2.108	0.04798	-0.145	0.018	0.516	0.742	0.998	43.931	0.285	0.319
15.0	2.176	0.05299	-0.147	0.017	0.553	0.718	0.998	41.070	0.288	0.318
16.0	2.237	0.05856	-0.150	0.016	0.592	0.694	0.998	38.202	0.290	0.317
17.0	2.289	0.06582	-0.152	0.013	0.635	0.666	0.998	34.773	0.293	0.316
18.0	2.332	0.07429	-0.154	0.010	0.684	0.636	0.998	31.395	0.304	0.316
19.0	2.362	0.08308	-0.156	0.008	0.734	0.610	0.998	28.430	0.328	0.316
20.0	2.382	0.09265	-0.158	0.007	0.779	0.584	0.998	25.711	0.344	0.316

Name = NACA 4424
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.450	0.10665	-0.041	0.540	0.012	0.991	0.329	-13.598	0.294	0.222
-19.0	-1.401	0.09137	-0.043	0.512	0.015	0.990	0.363	-15.339	0.298	0.219
-18.0	-1.351	0.07554	-0.046	0.478	0.019	0.990	0.414	-17.880	0.296	0.216
-17.0	-1.290	0.06362	-0.048	0.447	0.019	0.990	0.457	-20.273	0.290	0.212
-16.0	-1.222	0.05363	-0.051	0.419	0.020	0.989	0.502	-22.779	0.289	0.208
-15.0	-1.148	0.04446	-0.054	0.407	0.021	0.988	0.554	-25.825	0.289	0.203
-14.0	-1.068	0.03670	-0.057	0.398	0.022	0.987	0.611	-29.112	0.288	0.197
-13.0	-0.983	0.03012	-0.060	0.372	0.023	0.986	0.674	-32.623	0.287	0.189
-12.0	-0.890	0.02484	-0.064	0.356	0.025	0.985	0.741	-35.841	0.286	0.179
-11.0	-0.791	0.02070	-0.067	0.347	0.030	0.984	0.808	-38.204	0.283	0.165
-10.0	-0.683	0.02023	-0.071	0.325	0.036	0.983	0.865	-33.744	0.279	0.147
-9.0	-0.567	0.01875	-0.074	0.304	0.038	0.982	0.902	-30.231	0.277	0.120
-8.0	-0.446	0.01766	-0.077	0.294	0.040	0.981	0.927	-25.259	0.275	0.078
-7.0	-0.322	0.01698	-0.080	0.267	0.045	0.980	0.945	-18.957	0.275	0.002
-6.0	-0.195	0.01625	-0.083	0.251	0.056	0.978	0.960	-11.996	0.274	-0.176
-5.0	-0.066	0.01593	-0.086	0.242	0.060	0.976	0.968	-4.153	0.274	-1.051
-4.0	0.064	0.01581	-0.089	0.212	0.067	0.973	0.976	4.033	0.274	1.649
-3.0	0.194	0.01572	-0.092	0.201	0.081	0.970	0.979	12.366	0.274	0.725
