Name = NACA 2410
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
0.0	0.251	0.02776	-0.049	0.596	0.789	0.958	0.981	9.039	0.259	0.444
1.0	0.368	0.02844	-0.050	0.504	0.862	0.961	0.979	12.948	0.259	0.386
2.0	0.485	0.02955	-0.051	0.430	0.903	0.958	0.978	16.403	0.259	0.355
3.0	0.598	0.03098	-0.052	0.390	0.927	0.941	0.980	19.311	0.258	0.337
4.0	0.708	0.03285	-0.053	0.348	0.943	0.916	0.982	21.552	0.259	0.325
5.0	0.815	0.03530	-0.054	0.271	0.957	0.902	0.983	23.101	0.261	0.316
6.0	0.922	0.03635	-0.055	0.020	0.963	0.926	0.986	25.375	-1.559	0.310
7.0	0.830	0.06603	-0.027	0.013	0.970	0.022	0.989	12.576	1.459	0.282
8.0	0.897	0.07710	-0.025	0.008	0.976	0.013	0.991	11.636	0.222	0.278
9.0	0.954	0.09039	-0.023	0.006	0.979	0.009	0.991	10.550	0.231	0.274
10.0	0.998	0.10853	-0.023	0.005	0.982	0.007	0.993	9.196	0.247	0.273
11.0	1.029	0.12794	-0.023	0.005	0.986	0.007	0.995	8.042	0.247	0.272
12.0	1.045	0.15415	-0.023	0.004	0.989	0.006	0.997	6.780	0.244	0.272
13.0	1.047	0.18433	-0.023	0.004	0.991	0.006	0.998	5.682	0.224	0.272
14.0	1.036	0.22092	-0.023	0.003	0.994	0.005	0.997	4.692	0.245	0.272
15.0	1.014	0.26375	-0.023	0.003	0.997	0.005	0.997	3.845	0.248	0.273
16.0	0.980	0.30196	-0.023	0.003	0.997	0.004	0.997	3.247	0.248	0.274
17.0	0.921	0.35556	-0.023	0.003	0.997	0.004	0.998	2.590	0.247	0.275
18.0	0.857	0.41473	-0.023	0.003	0.997	0.004	0.998	2.066	0.249	0.277
19.0	0.791	0.48475	-0.023	0.003	0.998	0.004	0.998	1.632	0.250	0.280
20.0	0.727	0.55442	-0.023	0.003	0.998	0.003	0.998	1.311	0.248	0.282

Name = NACA 2410
Mach = 0; Re = 430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.528	0.27416	-0.013	0.940	0.002	0.991	0.011	-1.928	0.252	0.226
-19.0	-0.569	0.24628	-0.013	0.935	0.003	0.991	0.010	-2.312	0.254	0.227
-18.0	-0.610	0.21080	-0.013	0.925	0.004	0.992	0.008	-2.895	0.249	0.229
-17.0	-0.649	0.18497	-0.013	0.914	0.004	0.992	0.009	-3.510	0.239	0.230
-16.0	-0.684	0.16401	-0.013	0.904	0.004	0.992	0.009	-4.170	0.237	0.230
-15.0	-0.712	0.14268	-0.014	0.886	0.005	0.993	0.009	-4.987	0.234	0.231
-14.0	-0.729	0.12411	-0.014	0.870	0.005	0.994	0.010	-5.876	0.178	0.231
-13.0	-0.727	0.10775	-0.015	0.846	0.005	0.994	0.011	-6.747	0.307	0.230
-12.0	-0.707	0.09487	-0.015	0.819	0.006	0.994	0.012	-7.457	0.271	0.228
-11.0	-0.676	0.08226	-0.016	0.791	0.006	0.995	0.012	-8.213	0.292	0.226
-10.0	-0.633	0.07252	-0.019	0.756	0.006	0.995	0.024	-8.734	0.300	0.221
-9.0	-0.580	0.06252	-0.021	0.714	0.007	0.995	0.037	-9.270	0.590	0.214
-8.0	-0.580	0.02667	-0.037	0.669	0.008	0.995	0.565	-21.758	0.802	0.187
-7.0	-0.541	0.01466	-0.042	0.619	0.009	0.995	0.990	-36.909	0.295	0.173
-6.0	-0.439	0.01385	-0.043	0.566	0.012	0.995	0.992	-31.722	0.260	0.152
-5.0	-0.331	0.01326	-0.044	0.508	0.019	0.995	0.993	-24.928	0.259	0.117
-4.0	-0.217	0.01303	-0.045	0.441	0.025	0.995	0.995	-16.690	0.259	0.043
-3.0	-0.101	0.01260	-0.046	0.410	0.046	0.995	0.997	-8.027	0.259	-0.205
-2.0	0.017	0.01310	-0.047	0.380	0.091	0.995	0.998	1.262	0.259	3.102
-1.0	0.135	0.01278	-0.048	0.353	0.147	0.995	0.998	10.545	0.259	0.608
0.0	0.253	0.01268	-0.049	0.316	0.206	0.994	0.998	19.939	0.259	0.445
1.0	0.371	0.01271	-0.050	0.275	0.278	0.994	0.998	29.169	0.260	0.386
2.0	0.488	0.01258	-0.052	0.229	0.455	0.994	0.998	38.794	0.260	0.356
3.0	0.604	0.01322	-0.053	0.174	0.513	0.992	0.998	45.728	0.260	0.337
4.0	0.719	0.01428	-0.054	0.106	0.583	0.991	0.998	50.351	0.260	0.325
5.0	0.830	0.01405	-0.055	0.038	0.676	0.989	0.998	59.062	0.260	0.316
6.0	0.933	0.01493	-0.056	0.019	0.778	0.983	0.998	62.477	0.261	0.310
7.0	1.027	0.02126	-0.057	0.013	0.851	0.976	0.998	48.333	0.262	0.306
8.0	1.109	0.02344	-0.058	0.008	0.896	0.961	0.998	47.316	0.263	0.302
9.0	1.175	0.02600	-0.059	0.006	0.923	0.938	0.998	45.177	0.263	0.300
10.0	1.217	0.02931	-0.060	0.005	0.942	0.887	0.998	41.530	0.394	0.299
11.0	1.082	0.06596	-0.046	0.005	0.957	0.215	0.998	16.408	0.429	0.292
12.0	1.049	0.09154	-0.030	0.004	0.964	0.022	0.998	11.463	0.785	0.278
13.0	1.050	0.10621	-0.029	0.004	0.973	0.017	0.998	9.891	0.525	0.277
14.0	1.038	0.12068	-0.026	0.003	0.979	0.010	0.998	8.600	0.319	0.275
15.0	1.015	0.13829	-0.026	0.003	0.982	0.009	0.998	7.341	0.252	0.276
16.0	0.981	0.15634	-0.026	0.003	0.988	0.009	0.998	6.277	0.248	0.277
17.0	0.922	0.18059	-0.027	0.003	0.997	0.008	0.998	5.105	0.247	0.279
18.0	0.858	0.20574	-0.027	0.003	0.997	0.008	0.998	4.169	0.247	0.281
19.0	0.792	0.22946	-0.027	0.002	0.997	0.007	0.998	3.452	0.247	0.284
20.0	0.727	0.26057	-0.027	0.002	0.997	0.007	0.998	2.791	0.246	0.287

Name = NACA 2410
Mach = 0; Re = 830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.529	0.24106	-0.014	0.914	0.002	0.993	0.019	-2.196	0.250	0.223
-19.0	-0.570	0.21861	-0.014	0.904	0.002	0.994	0.017	-2.610	0.242	0.225
-18.0	-0.612	0.19632	-0.015	0.885	0.003	0.994	0.019	-3.117	0.248	0.226
-17.0	-0.650	0.16724	-0.014	0.868	0.004	0.995	0.015	-3.888	0.250	0.228
-16.0	-0.685	0.14882	-0.015	0.844	0.004	0.995	0.016	-4.603	0.228	0.228
-15.0	-0.713	0.13142	-0.016	0.816	0.004	0.995	0.019	-5.428	0.212	0.228
-14.0	-0.732	0.11472	-0.017	0.787	0.004	0.995	0.022	-6.378	0.142	0.227
-13.0	-0.730	0.09972	-0.018	0.754	0.005	0.995	0.026	-7.319	0.345	0.226
-12.0	-0.711	0.08806	-0.019	0.713	0.005	0.996	0.031	-8.071	0.312	0.224
-11.0	-0.681	0.07641	-0.021	0.669	0.006	0.996	0.046	-8.916	0.336	0.220
-10.0	-0.644	0.06349	-0.024	0.624	0.006	0.996	0.093	-10.149	11.754	0.212
-9.0	-0.680	0.02228	-0.038	0.577	0.006	0.996	0.735	-30.518	1.799	0.195
-8.0	-0.634	0.01314	-0.041	0.526	0.007	0.996	0.985	-48.237	0.281	0.185
-7.0	-0.541	0.01346	-0.042	0.467	0.009	0.996	0.991	-40.221	0.260	0.173
-6.0	-0.439	0.01277	-0.043	0.422	0.011	0.996	0.993	-34.404	0.260	0.152
-5.0	-0.331	0.01219	-0.044	0.399	0.016	0.996	0.995	-27.122	0.259	0.117
-4.0	-0.217	0.01184	-0.045	0.368	0.022	0.996	0.996	-18.373	0.259	0.043
-3.0	-0.101	0.01240	-0.046	0.348	0.037	0.996	0.998	-8.156	0.259	-0.205
-2.0	0.017	0.01211	-0.047	0.311	0.062	0.996	0.998	1.366	0.259	3.102
-1.0	0.135	0.01195	-0.048	0.275	0.098	0.996	0.998	11.280	0.259	0.608
0.0	0.253	0.01187	-0.049	0.239	0.143	0.995	0.998	21.306	0.259	0.445
1.0	0.371	0.01204	-0.050	0.198	0.191	0.995	0.998	30.796	0.260	0.386
2.0	0.488	0.01239	-0.052	0.153	0.243	0.994	0.998	39.411	0.260	0.356
3.0	0.605	0.01290	-0.053	0.103	0.302	0.993	0.998	46.866	0.260	0.337
4.0	0.719	0.01352	-0.054	0.054	0.450	0.992	0.998	53.172	0.260	0.325
5.0	0.830	0.01460	-0.055	0.022	0.492	0.991	0.998	56.845	0.261	0.316
6.0	0.934	0.01388	-0.056	0.016	0.546	0.988	0.998	67.294	0.261	0.310
7.0	1.029	0.01480	-0.057	0.010	0.615	0.982	0.998	69.522	0.262	0.306
8.0	1.112	0.02115	-0.058	0.007	0.703	0.973	0.998	52.561	0.264	0.303
9.0	1.179	0.02309	-0.059	0.005	0.796	0.957	0.998	51.066	0.265	0.300
10.0	1.227	0.02564	-0.060	0.004	0.865	0.927	0.998	47.858	0.267	0.299
11.0	1.252	0.02894	-0.061	0.004	0.907	0.875	0.998	43.247	-0.034	0.298
12.0	1.230	0.03705	-0.059	0.004	0.934	0.714	0.998	33.196	0.348	0.298
13.0	1.085	0.08662	-0.044	0.003	0.948	0.150	0.999	12.528	0.378	0.291
14.0	1.048	0.10986	-0.036	0.003	0.961	0.050	0.998	9.539	0.418	0.284
15.0	1.021	0.12697	-0.033	0.003	0.970	0.031	0.998	8.038	0.320	0.283
16.0	0.985	0.14291	-0.032	0.003	0.978	0.022	0.998	6.889	0.270	0.282
17.0	0.924	0.16408	-0.031	0.003	0.983	0.019	0.998	5.634	0.254	0.284
18.0	0.860	0.18518	-0.031	0.002	0.997	0.017	0.998	4.642	0.254	0.286
19.0	0.794	0.20881	-0.031	0.002	0.997	0.015	0.998	3.800	0.244	0.289
20.0	0.729	0.24127	-0.032	0.002	0.997	0.016	0.998	3.021	0.234	0.294

Name = NACA 2410
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.530	0.22816	-0.015	0.881	0.001	0.995	0.022	-2.322	0.247	0.222
-19.0	-0.571	0.20730	-0.015	0.862	0.002	0.995	0.021	-2.755	0.240	0.224
-18.0	-0.613	0.18212	-0.016	0.840	0.002	0.995	0.024	-3.363	0.235	0.225
-17.0	-0.652	0.16329	-0.016	0.810	0.003	0.995	0.025	-3.992	0.239	0.225
-16.0	-0.687	0.14181	-0.016	0.778	0.004	0.995	0.025	-4.842	0.236	0.226
-15.0	-0.715	0.12438	-0.017	0.746	0.004	0.996	0.027	-5.746	0.212	0.226
-14.0	-0.734	0.10961	-0.018	0.708	0.004	0.996	0.034	-6.694	0.113	0.225
-13.0	-0.733	0.09524	-0.019	0.665	0.005	0.996	0.043	-7.694	0.416	0.223
-12.0	-0.716	0.08325	-0.021	0.620	0.005	0.996	0.058	-8.596	0.352	0.220
-11.0	-0.690	0.06998	-0.024	0.576	0.005	0.996	0.095	-9.854	0.431	0.215
-10.0	-0.669	0.04939	-0.030	0.530	0.005	0.997	0.248	-13.542	-0.460	0.206
-9.0	-0.712	0.01776	-0.040	0.478	0.006	0.996	0.958	-40.087	0.577	0.194
-8.0	-0.634	0.01372	-0.041	0.430	0.007	0.997	0.989	-46.242	0.263	0.185
-7.0	-0.541	0.01276	-0.042	0.405	0.008	0.996	0.992	-42.437	0.260	0.173
-6.0	-0.439	0.01216	-0.043	0.375	0.010	0.996	0.994	-36.129	0.260	0.152
-5.0	-0.331	0.01159	-0.044	0.354	0.015	0.996	0.995	-28.530	0.259	0.117
-4.0	-0.217	0.01127	-0.045	0.325	0.019	0.996	0.997	-19.293	0.259	0.043
-3.0	-0.101	0.01185	-0.046	0.299	0.030	0.997	0.998	-8.536	0.259	-0.206
-2.0	0.017	0.01167	-0.047	0.262	0.048	0.997	0.998	1.417	0.259	3.103
-1.0	0.135	0.01148	-0.048	0.227	0.079	0.996	0.998	11.736	0.259	0.608
0.0	0.253	0.01147	-0.049	0.193	0.114	0.996	0.998	22.045	0.259	0.445
1.0	0.371	0.01169	-0.050	0.154	0.153	0.995	0.998	31.720	0.260	0.386
2.0	0.488	0.01202	-0.052	0.113	0.194	0.995	0.998	40.638	0.260	0.356
3.0	0.605	0.01258	-0.053	0.071	0.240	0.994	0.998	48.084	0.260	0.337
4.0	0.719	0.01324	-0.054	0.036	0.291	0.993	0.999	54.307	0.260	0.325
5.0	0.830	0.01398	-0.055	0.020	0.372	0.992	0.998	59.382	0.261	0.316
6.0	0.934	0.01475	-0.056	0.013	0.462	0.990	0.998	63.360	0.261	0.310
7.0	1.029	0.01408	-0.057	0.008	0.505	0.985	0.998	73.097	0.262	0.306
8.0	1.113	0.02005	-0.058	0.006	0.556	0.978	0.998	55.489	0.264	0.303
9.0	1.181	0.02192	-0.059	0.005	0.618	0.965	0.999	53.880	0.266	0.300
10.0	1.231	0.02417	-0.060	0.004	0.698	0.941	0.999	50.911	0.270	0.299
11.0	1.259	0.02681	-0.061	0.004	0.788	0.902	0.999	46.946	0.270	0.298
12.0	1.255	0.03186	-0.061	0.003	0.860	0.809	0.999	39.386	0.300	0.298
13.0	1.196	0.04649	-0.058	0.003	0.907	0.575	0.999	25.731	0.336	0.298
14.0	1.076	0.09348	-0.046	0.003	0.935	0.158	0.998	11.510	0.365	0.292
15.0	1.029	0.11818	-0.039	0.003	0.952	0.063	0.998	8.706	0.360	0.287
16.0	0.989	0.13560	-0.036	0.003	0.964	0.041	0.998	7.295	0.283	0.286
17.0	0.928	0.15387	-0.035	0.002	0.976	0.034	0.998	6.029	0.263	0.288
18.0	0.862	0.17462	-0.034	0.002	0.982	0.027	0.998	4.935	0.260	0.290
19.0	0.795	0.20100	-0.034	0.002	0.997	0.023	0.998	3.956	0.254	0.293
20.0	0.730	0.22351	-0.034	0.001	0.997	0.022	0.998	3.266	0.251	0.296

Name = NACA 2410
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.530	0.22657	-0.015	0.844	0.001	0.995	0.024	-2.340	0.245	0.222
-19.0	-0.571	0.20823	-0.015	0.815	0.001	0.995	0.023	-2.744	0.240	0.223
-18.0	-0.613	0.18029	-0.016	0.787	0.001	0.995	0.025	-3.399	0.236	0.224
-17.0	-0.652	0.15790	-0.016	0.755	0.002	0.996	0.027	-4.130	0.228	0.225
-16.0	-0.688	0.13789	-0.017	0.715	0.003	0.996	0.034	-4.990	0.222	0.225
-15.0	-0.716	0.12117	-0.018	0.674	0.004	0.996	0.037	-5.913	0.214	0.225
-14.0	-0.735	0.10682	-0.019	0.633	0.004	0.996	0.043	-6.885	0.108	0.224
-13.0	-0.736	0.09194	-0.021	0.595	0.005	0.996	0.060	-8.004	0.484	0.222
-12.0	-0.720	0.07915	-0.023	0.556	0.005	0.996	0.083	-9.096	0.391	0.218
-11.0	-0.698	0.06378	-0.026	0.508	0.005	0.997	0.148	-10.951	1.836	0.213
-10.0	-0.713	0.03096	-0.034	0.455	0.005	0.997	0.526	-23.018	-0.623	0.202
-9.0	-0.714	0.01690	-0.040	0.417	0.005	0.997	0.975	-42.260	0.333	0.194
-8.0	-0.634	0.01314	-0.041	0.399	0.006	0.997	0.990	-48.282	0.262	0.185
-7.0	-0.541	0.01228	-0.042	0.367	0.007	0.997	0.993	-44.076	0.260	0.173
-6.0	-0.440	0.01165	-0.043	0.349	0.009	0.997	0.995	-37.730	0.260	0.152
-5.0	-0.331	0.01121	-0.044	0.316	0.013	0.997	0.996	-29.510	0.259	0.117
-4.0	-0.218	0.01088	-0.045	0.296	0.018	0.997	0.997	-19.986	0.259	0.043
-3.0	-0.101	0.01158	-0.046	0.259	0.025	0.997	0.998	-8.740	0.259	-0.206
-2.0	0.017	0.01137	-0.047	0.227	0.042	0.997	0.998	1.454	0.259	3.103
-1.0	0.135	0.01121	-0.048	0.197	0.066	0.997	0.998	12.026	0.259	0.608
0.0	0.253	0.01121	-0.049	0.165	0.097	0.996	0.998	22.565	0.259	0.445
1.0	0.371	0.01137	-0.050	0.128	0.131	0.996	0.998	32.606	0.260	0.386
2.0	0.488	0.01172	-0.052	0.089	0.169	0.995	0.998	41.684	0.260	0.356
3.0	0.605	0.01224	-0.053	0.055	0.208	0.994	0.998	49.414	0.260	0.337
4.0	0.719	0.01283	-0.054	0.031	0.249	0.994	0.999	56.070	0.260	0.325
5.0	0.830	0.01357	-0.055	0.017	0.295	0.992	0.998	61.199	0.261	0.316
6.0	0.935	0.01431	-0.056	0.012	0.356	0.991	0.998	65.322	0.262	0.310
7.0	1.030	0.01359	-0.057	0.008	0.453	0.988	0.998	75.793	0.263	0.306
8.0	1.113	0.01927	-0.058	0.005	0.485	0.981	0.999	57.771	0.264	0.303
9.0	1.182	0.02107	-0.060	0.004	0.527	0.969	0.999	56.096	0.267	0.300
10.0	1.233	0.02322	-0.060	0.004	0.581	0.950	0.999	53.079	0.271	0.299
11.0	1.262	0.02569	-0.061	0.004	0.648	0.916	0.999	49.140	0.279	0.298
12.0	1.264	0.02981	-0.061	0.003	0.723	0.844	0.999	42.390	0.283	0.299
13.0	1.226	0.03883	-0.060	0.003	0.808	0.688	0.999	31.570	0.306	0.299
14.0	1.131	0.06794	-0.054	0.003	0.878	0.370	0.999	16.645	0.339	0.298
15.0	1.042	0.10859	-0.044	0.003	0.918	0.117	0.999	9.599	0.357	0.292
16.0	0.995	0.13028	-0.039	0.002	0.943	0.064	0.999	7.637	0.303	0.290
17.0	0.931	0.14853	-0.038	0.002	0.960	0.048	0.999	6.268	0.273	0.291
18.0	0.864	0.17105	-0.036	0.002	0.973	0.036	0.998	5.050	0.265	0.292
19.0	0.797	0.19702	-0.036	0.001	0.981	0.031	0.998	4.043	0.256	0.295
20.0	0.731	0.22120	-0.035	0.001	0.997	0.028	0.998	3.304	0.253	0.299

Name = NACA 2410
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.530	0.22160	-0.015	0.802	0.001	0.995	0.025	-2.393	0.245	0.222
-19.0	-0.571	0.20240	-0.015	0.768	0.001	0.995	0.024	-2.824	0.240	0.223
-18.0	-0.613	0.17810	-0.016	0.732	0.001	0.996	0.026	-3.442	0.234	0.224
-17.0	-0.653	0.15836	-0.017	0.699	0.002	0.996	0.030	-4.121	0.226	0.225
-16.0	-0.689	0.13656	-0.018	0.660	0.002	0.996	0.037	-5.043	0.219	0.224
-15.0	-0.718	0.11771	-0.019	0.618	0.004	0.996	0.043	-6.096	0.206	0.224
-14.0	-0.737	0.10359	-0.020	0.577	0.004	0.996	0.053	-7.117	0.107	0.223
-13.0	-0.738	0.08955	-0.022	0.538	0.004	0.996	0.071	-8.240	0.529	0.221
-12.0	-0.723	0.07594	-0.024	0.502	0.005	0.997	0.103	-9.526	0.451	0.217
-11.0	-0.707	0.05831	-0.028	0.449	0.005	0.997	0.199	-12.127	-0.206	0.211
-10.0	-0.753	0.02087	-0.037	0.413	0.005	0.997	0.785	-36.095	-1.320	0.200
-9.0	-0.715	0.01620	-0.040	0.397	0.005	0.997	0.979	-44.119	0.281	0.194
-8.0	-0.634	0.01276	-0.041	0.364	0.006	0.997	0.990	-49.722	0.262	0.185
-7.0	-0.541	0.01194	-0.042	0.349	0.007	0.997	0.993	-45.352	0.260	0.173
-6.0	-0.440	0.01139	-0.043	0.315	0.009	0.997	0.995	-38.578	0.260	0.152
-5.0	-0.331	0.01093	-0.044	0.296	0.012	0.997	0.996	-30.276	0.259	0.117
-4.0	-0.218	0.01164	-0.045	0.261	0.017	0.997	0.998	-18.693	0.259	0.043
-3.0	-0.101	0.01136	-0.046	0.231	0.023	0.997	0.998	-8.909	0.259	-0.206
-2.0	0.017	0.01110	-0.047	0.206	0.037	0.997	0.998	1.490	0.259	3.103
-1.0	0.135	0.01099	-0.048	0.171	0.058	0.997	0.998	12.270	0.259	0.608
0.0	0.253	0.01106	-0.049	0.138	0.084	0.996	0.998	22.874	0.259	0.445
1.0	0.371	0.01118	-0.050	0.106	0.114	0.996	0.998	33.173	0.260	0.386
2.0	0.488	0.01153	-0.052	0.074	0.146	0.996	0.998	42.351	0.260	0.356
3.0	0.605	0.01200	-0.053	0.045	0.181	0.995	0.999	50.400	0.260	0.337
4.0	0.719	0.01252	-0.054	0.025	0.219	0.994	0.999	57.455	0.260	0.325
5.0	0.831	0.01323	-0.055	0.016	0.259	0.993	0.998	62.792	0.261	0.316
6.0	0.935	0.01395	-0.056	0.011	0.304	0.992	0.998	66.996	0.262	0.310
7.0	1.030	0.01493	-0.057	0.007	0.364	0.990	0.998	68.991	0.263	0.306
8.0	1.114	0.01417	-0.058	0.005	0.450	0.983	0.999	78.597	0.264	0.303
9.0	1.183	0.02041	-0.060	0.004	0.477	0.974	0.999	57.975	0.267	0.300
10.0	1.234	0.02245	-0.061	0.003	0.516	0.956	0.999	54.977	0.272	0.299
11.0	1.265	0.02475	-0.061	0.004	0.566	0.927	0.999	51.115	0.282	0.298
12.0	1.269	0.02854	-0.062	0.003	0.622	0.864	0.999	44.473	0.269	0.299
13.0	1.239	0.03563	-0.061	0.003	0.690	0.738	0.999	34.776	0.294	0.299
14.0	1.159	0.05680	-0.057	0.003	0.768	0.477	0.999	20.396	0.323	0.299
15.0	1.059	0.09778	-0.048	0.002	0.848	0.184	0.999	10.834	0.344	0.295
16.0	1.001	0.12428	-0.042	0.002	0.907	0.089	0.999	8.054	0.315	0.292
17.0	0.934	0.14347	-0.040	0.002	0.938	0.061	0.999	6.509	0.288	0.292
18.0	0.864	0.16761	-0.037	0.001	0.959	0.039	0.999	5.157	0.274	0.293
19.0	0.797	0.19217	-0.036	0.001	0.972	0.033	0.999	4.148	0.256	0.295
20.0	0.731	0.21505	-0.036	0.001	0.983	0.030	0.998	3.401	0.252	0.299

Name = NACA 2410
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.530	0.21389	-0.015	0.759	0.001	0.995	0.025	-2.479	0.245	0.221
-19.0	-0.572	0.19489	-0.015	0.721	0.001	0.996	0.025	-2.933	0.240	0.223
-18.0	-0.613	0.17252	-0.016	0.684	0.001	0.996	0.027	-3.553	0.233	0.224
-17.0	-0.653	0.15572	-0.017	0.653	0.001	0.996	0.032	-4.193	0.225	0.224
-16.0	-0.689	0.13603	-0.018	0.612	0.002	0.996	0.039	-5.065	0.220	0.224
-15.0	-0.718	0.11828	-0.019	0.570	0.003	0.996	0.045	-6.069	0.198	0.224
-14.0	-0.739	0.10135	-0.020	0.531	0.004	0.996	0.062	-7.290	0.092	0.222
-13.0	-0.740	0.08673	-0.022	0.500	0.004	0.997	0.085	-8.538	0.621	0.220
-12.0	-0.727	0.07268	-0.025	0.450	0.005	0.997	0.126	-10.009	0.538	0.216
-11.0	-0.717	0.05250	-0.029	0.413	0.005	0.997	0.257	-13.654	-0.085	0.209
-10.0	-0.768	0.01861	-0.038	0.398	0.005	1.000	0.876	-41.248	7.311	0.200
-9.0	-0.715	0.01227	-0.040	0.364	0.005	0.997	0.982	-58.303	0.271	0.194
-8.0	-0.634	0.01244	-0.041	0.350	0.006	0.997	0.991	-50.986	0.262	0.185
-7.0	-0.542	0.01171	-0.042	0.317	0.007	0.997	0.993	-46.248	0.260	0.173
-6.0	-0.440	0.01113	-0.043	0.299	0.008	0.997	0.995	-39.488	0.260	0.152
-5.0	-0.331	0.01075	-0.044	0.264	0.011	0.997	0.996	-30.764	0.259	0.117
-4.0	-0.218	0.01138	-0.045	0.243	0.016	0.997	0.998	-19.107	0.259	0.043
