Name = NACA 0008
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.350	0.22647	0.007	0.966	0.001	1.000	0.021	-1.544	0.240	0.271
-19.0	-0.390	0.21032	0.007	0.961	0.001	1.000	0.020	-1.856	0.241	0.268
-18.0	-0.435	0.19363	0.007	0.953	0.001	1.000	0.019	-2.249	0.242	0.265
-17.0	-0.485	0.17761	0.006	0.940	0.001	1.000	0.018	-2.728	0.242	0.263
-16.0	-0.536	0.16240	0.006	0.923	0.001	1.000	0.017	-3.303	0.243	0.261
-15.0	-0.590	0.14162	0.006	0.902	0.001	1.000	0.017	-4.165	0.242	0.259
-14.0	-0.641	0.12622	0.005	0.870	0.001	1.000	0.014	-5.078	0.243	0.258
-13.0	-0.687	0.10847	0.005	0.823	0.002	1.000	0.017	-6.337	0.244	0.257
-12.0	-0.723	0.09266	0.005	0.768	0.003	1.000	0.018	-7.803	0.235	0.256
-11.0	-0.743	0.08013	0.004	0.710	0.003	1.000	0.014	-9.267	0.229	0.255
-10.0	-0.745	0.06971	0.004	0.650	0.004	1.000	0.024	-10.688	0.211	0.255
-9.0	-0.723	0.05641	0.005	0.588	0.004	1.000	0.088	-12.822	0.285	0.257
-8.0	-0.825	0.01523	0.007	0.531	0.005	1.000	0.991	-54.141	0.297	0.258
-7.0	-0.751	0.01439	0.006	0.478	0.005	1.000	0.994	-52.171	0.260	0.258
-6.0	-0.663	0.01354	0.005	0.428	0.006	1.000	0.997	-48.984	0.259	0.258
-5.0	-0.565	0.01414	0.004	0.380	0.008	1.000	0.997	-39.912	0.258	0.258
-4.0	-0.458	0.01342	0.003	0.334	0.015	1.000	0.998	-34.151	0.258	0.258
-3.0	-0.347	0.01294	0.003	0.290	0.023	1.000	0.998	-26.797	0.258	0.258
-2.0	-0.232	0.01248	0.002	0.244	0.060	1.000	0.998	-18.597	0.258	0.258
-1.0	-0.116	0.01218	0.001	0.198	0.105	1.000	0.998	-9.550	0.258	0.258
0.0	0.000	0.01206	-0.000	0.152	0.152	1.000	0.998	0.000	0.258	0.250
1.0	0.116	0.01210	-0.001	0.105	0.198	1.000	0.998	9.612	0.258	0.258
2.0	0.232	0.01245	-0.002	0.060	0.244	1.000	0.998	18.655	0.258	0.258
3.0	0.347	0.01294	-0.003	0.023	0.290	1.000	0.998	26.803	0.258	0.258
4.0	0.458	0.01341	-0.003	0.015	0.334	1.000	0.998	34.191	0.258	0.258
5.0	0.565	0.01416	-0.004	0.008	0.380	1.000	0.999	39.901	0.258	0.258
6.0	0.663	0.01355	-0.005	0.006	0.428	0.997	0.999	48.921	0.259	0.258
7.0	0.751	0.01438	-0.006	0.005	0.478	0.994	0.999	52.221	0.260	0.258
8.0	0.825	0.01523	-0.007	0.005	0.531	0.992	0.998	54.153	0.297	0.258
9.0	0.723	0.05643	-0.005	0.004	0.588	0.088	0.999	12.818	0.285	0.257
10.0	0.745	0.06971	-0.004	0.004	0.650	0.024	0.999	10.688	0.211	0.255
11.0	0.743	0.08013	-0.004	0.003	0.710	0.014	0.998	9.267	0.229	0.255
12.0	0.723	0.09266	-0.005	0.003	0.768	0.018	0.998	7.803	0.235	0.256
13.0	0.687	0.10847	-0.005	0.002	0.823	0.017	0.998	6.337	0.244	0.257
14.0	0.641	0.12622	-0.005	0.001	0.869	0.014	0.999	5.078	0.243	0.258
15.0	0.590	0.14162	-0.006	0.001	0.902	0.017	0.999	4.165	0.242	0.259
16.0	0.536	0.16241	-0.006	0.001	0.924	0.017	0.998	3.303	0.243	0.261
17.0	0.485	0.17761	-0.006	0.001	0.940	0.018	0.998	2.728	0.242	0.263
18.0	0.435	0.19362	-0.007	0.001	0.952	0.019	0.998	2.249	0.242	0.265
19.0	0.390	0.21031	-0.007	0.001	0.961	0.020	0.998	1.856	0.241	0.268
20.0	0.350	0.22648	-0.007	0.001	0.966	0.021	0.998	1.544	0.240	0.271

Name = NACA 0008
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.350	0.22468	0.008	0.958	0.001	1.000	0.023	-1.557	0.240	0.272
-19.0	-0.391	0.20384	0.007	0.944	0.001	1.000	0.022	-1.916	0.241	0.268
-18.0	-0.436	0.18326	0.007	0.932	0.001	1.000	0.021	-2.377	0.242	0.266
-17.0	-0.485	0.16922	0.006	0.908	0.001	1.000	0.020	-2.865	0.242	0.263
-16.0	-0.537	0.15287	0.006	0.877	0.001	1.000	0.019	-3.511	0.243	0.261
-15.0	-0.590	0.13622	0.006	0.836	0.001	1.000	0.020	-4.333	0.243	0.260
-14.0	-0.641	0.12438	0.005	0.781	0.001	1.000	0.018	-5.157	0.243	0.258
-13.0	-0.688	0.10407	0.005	0.722	0.001	1.000	0.021	-6.611	0.245	0.257
-12.0	-0.724	0.09105	0.005	0.666	0.002	1.000	0.024	-7.953	0.239	0.257
-11.0	-0.744	0.07791	0.004	0.611	0.003	1.000	0.024	-9.553	0.241	0.256
-10.0	-0.749	0.06689	0.005	0.559	0.004	1.000	0.045	-11.195	0.274	0.256
-9.0	-0.881	0.01846	0.008	0.508	0.004	1.000	0.979	-47.721	0.280	0.259
-8.0	-0.825	0.01479	0.007	0.459	0.005	1.000	0.992	-55.775	0.263	0.258
-7.0	-0.751	0.01384	0.006	0.412	0.005	1.000	0.996	-54.254	0.260	0.258
-6.0	-0.663	0.01314	0.005	0.368	0.005	1.000	0.997	-50.460	0.259	0.258
-5.0	-0.565	0.01373	0.004	0.327	0.007	1.000	0.997	-41.106	0.258	0.258
-4.0	-0.458	0.01305	0.003	0.288	0.011	1.000	0.998	-35.112	0.258	0.258
-3.0	-0.347	0.01256	0.003	0.251	0.021	1.000	0.998	-27.616	0.258	0.258
-2.0	-0.232	0.01213	0.002	0.208	0.047	1.000	0.998	-19.135	0.258	0.258
-1.0	-0.116	0.01185	0.001	0.168	0.085	1.000	0.998	-9.809	0.258	0.258
0.0	0.000	0.01179	-0.000	0.125	0.125	1.000	0.998	0.000	0.258	0.250
1.0	0.116	0.01183	-0.001	0.085	0.168	1.000	0.998	9.834	0.258	0.258
2.0	0.232	0.01215	-0.002	0.047	0.208	1.000	0.998	19.119	0.258	0.258
3.0	0.347	0.01254	-0.003	0.021	0.251	1.000	0.998	27.657	0.258	0.258
4.0	0.458	0.01308	-0.003	0.011	0.288	1.000	0.998	35.039	0.258	0.258
5.0	0.565	0.01370	-0.004	0.007	0.327	1.000	0.999	41.219	0.258	0.258
6.0	0.664	0.01314	-0.005	0.005	0.368	1.000	0.999	50.508	0.259	0.258
7.0	0.751	0.01385	-0.006	0.005	0.413	0.996	0.999	54.221	0.260	0.258
8.0	0.825	0.01481	-0.007	0.005	0.459	0.993	0.998	55.689	0.263	0.258
9.0	0.881	0.01840	-0.008	0.004	0.508	0.979	0.999	47.877	0.280	0.259
10.0	0.749	0.06690	-0.005	0.004	0.559	0.045	0.999	11.193	0.274	0.256
11.0	0.744	0.07791	-0.004	0.003	0.611	0.024	0.998	9.553	0.241	0.256
12.0	0.724	0.09105	-0.005	0.002	0.665	0.024	0.998	7.953	0.239	0.257
13.0	0.688	0.10406	-0.005	0.001	0.722	0.021	0.998	6.611	0.245	0.257
14.0	0.641	0.12439	-0.005	0.001	0.781	0.018	0.999	5.157	0.243	0.258
15.0	0.590	0.13622	-0.006	0.001	0.836	0.020	0.999	4.333	0.243	0.260
16.0	0.537	0.15286	-0.006	0.001	0.877	0.019	0.999	3.511	0.243	0.261
17.0	0.485	0.16922	-0.006	0.001	0.909	0.020	0.998	2.865	0.242	0.263
18.0	0.436	0.18326	-0.007	0.001	0.932	0.021	0.998	2.377	0.242	0.266
19.0	0.391	0.20383	-0.007	0.001	0.944	0.022	0.998	1.916	0.241	0.268
20.0	0.350	0.22469	-0.008	0.001	0.958	0.023	0.998	1.557	0.240	0.272

Name = NACA 0008
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.350	0.21976	0.008	0.940	0.001	1.000	0.024	-1.592	0.241	0.272
-19.0	-0.391	0.20376	0.007	0.920	0.001	1.000	0.023	-1.917	0.241	0.269
-18.0	-0.436	0.18136	0.007	0.893	0.001	1.000	0.023	-2.403	0.242	0.266
-17.0	-0.485	0.16655	0.007	0.854	0.001	1.000	0.022	-2.912	0.242	0.263
-16.0	-0.537	0.14920	0.006	0.806	0.001	1.000	0.020	-3.599	0.243	0.261
-15.0	-0.590	0.13525	0.006	0.754	0.001	1.000	0.020	-4.365	0.243	0.260
-14.0	-0.642	0.11936	0.005	0.698	0.001	1.000	0.020	-5.378	0.244	0.258
-13.0	-0.688	0.10276	0.005	0.641	0.001	1.000	0.023	-6.698	0.244	0.258
-12.0	-0.724	0.09140	0.005	0.590	0.002	1.000	0.024	-7.923	0.244	0.257
-11.0	-0.746	0.07639	0.005	0.543	0.003	1.000	0.035	-9.771	0.270	0.256
-10.0	-0.763	0.05997	0.006	0.501	0.003	1.000	0.120	-12.721	0.271	0.257
-9.0	-0.882	0.01416	0.008	0.454	0.004	1.000	0.986	-62.297	0.271	0.259
-8.0	-0.825	0.01433	0.007	0.409	0.004	1.000	0.993	-57.562	0.263	0.258
-7.0	-0.751	0.01349	0.006	0.366	0.004	1.000	0.996	-55.681	0.260	0.258
-6.0	-0.663	0.01409	0.005	0.328	0.005	1.000	0.997	-47.052	0.259	0.258
-5.0	-0.565	0.01338	0.004	0.296	0.007	1.000	0.997	-42.201	0.258	0.258
-4.0	-0.458	0.01268	0.003	0.256	0.010	1.000	0.998	-36.145	0.258	0.258
-3.0	-0.347	0.01228	0.003	0.217	0.020	1.000	0.998	-28.242	0.258	0.258
-2.0	-0.232	0.01189	0.002	0.179	0.039	1.000	0.998	-19.532	0.258	0.258
-1.0	-0.116	0.01163	0.001	0.143	0.071	1.000	0.998	-9.996	0.258	0.258
0.0	0.000	0.01152	-0.000	0.106	0.106	1.000	0.998	0.000	0.258	0.250
1.0	0.116	0.01160	-0.001	0.071	0.143	1.000	0.998	10.024	0.258	0.258
2.0	0.232	0.01190	-0.002	0.039	0.179	1.000	0.998	19.521	0.258	0.258
3.0	0.347	0.01224	-0.003	0.020	0.217	1.000	0.999	28.338	0.258	0.258
4.0	0.458	0.01271	-0.003	0.010	0.256	1.000	0.998	36.069	0.258	0.258
5.0	0.565	0.01331	-0.004	0.007	0.296	1.000	0.999	42.440	0.258	0.258
6.0	0.664	0.01409	-0.005	0.005	0.328	1.000	0.999	47.098	0.259	0.258
7.0	0.751	0.01352	-0.006	0.004	0.367	0.996	0.999	55.563	0.260	0.258
8.0	0.825	0.01444	-0.007	0.004	0.408	0.993	0.998	57.133	0.263	0.258
9.0	0.882	0.01422	-0.008	0.004	0.454	0.986	0.999	62.061	0.271	0.259
10.0	0.763	0.05996	-0.006	0.003	0.501	0.120	0.999	12.722	0.271	0.257
11.0	0.746	0.07636	-0.005	0.003	0.543	0.035	0.998	9.774	0.270	0.256
12.0	0.724	0.09139	-0.005	0.002	0.590	0.024	0.998	7.924	0.244	0.257
13.0	0.688	0.10277	-0.005	0.001	0.641	0.023	0.998	6.698	0.244	0.258
14.0	0.642	0.11935	-0.005	0.001	0.698	0.020	0.999	5.378	0.244	0.258
15.0	0.590	0.13526	-0.006	0.001	0.754	0.020	0.999	4.364	0.243	0.260
16.0	0.537	0.14920	-0.006	0.001	0.806	0.020	0.999	3.599	0.243	0.261
17.0	0.485	0.16655	-0.007	0.001	0.854	0.022	0.998	2.912	0.242	0.263
18.0	0.436	0.18137	-0.007	0.001	0.894	0.023	0.998	2.403	0.242	0.266
19.0	0.391	0.20377	-0.007	0.001	0.920	0.023	0.999	1.917	0.241	0.269
20.0	0.350	0.21976	-0.008	0.001	0.939	0.024	0.998	1.592	0.241	0.272

Name = NACA 0008
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.350	0.21347	0.008	0.913	0.001	1.000	0.024	-1.639	0.242	0.272
-19.0	-0.391	0.19800	0.007	0.881	0.001	1.000	0.024	-1.974	0.242	0.269
-18.0	-0.436	0.17833	0.007	0.840	0.001	1.000	0.024	-2.445	0.242	0.266
-17.0	-0.485	0.16847	0.007	0.790	0.001	1.000	0.022	-2.879	0.243	0.264
-16.0	-0.537	0.14633	0.006	0.733	0.001	1.000	0.022	-3.671	0.243	0.262
-15.0	-0.590	0.13116	0.006	0.679	0.001	1.000	0.021	-4.502	0.243	0.260
-14.0	-0.642	0.11987	0.005	0.628	0.001	1.000	0.021	-5.357	0.244	0.258
-13.0	-0.689	0.10288	0.005	0.580	0.001	1.000	0.024	-6.693	0.246	0.258
-12.0	-0.726	0.08856	0.005	0.535	0.001	1.000	0.033	-8.194	0.249	0.257
-11.0	-0.749	0.07444	0.005	0.496	0.003	1.000	0.050	-10.062	0.270	0.257
-10.0	-0.853	0.02811	0.008	0.453	0.003	1.000	0.608	-30.353	0.269	0.259
-9.0	-0.883	0.01518	0.008	0.409	0.004	1.000	0.990	-58.170	0.281	0.259
-8.0	-0.825	0.01399	0.007	0.370	0.004	1.000	0.994	-58.990	0.263	0.258
-7.0	-0.751	0.01318	0.006	0.338	0.004	1.000	0.996	-56.968	0.260	0.258
-6.0	-0.663	0.01377	0.005	0.302	0.005	1.000	0.997	-48.145	0.259	0.258
-5.0	-0.565	0.01311	0.004	0.263	0.006	1.000	0.998	-43.055	0.258	0.258
-4.0	-0.458	0.01243	0.003	0.227	0.010	1.000	0.998	-36.862	0.258	0.258
-3.0	-0.347	0.01201	0.003	0.196	0.018	1.000	0.998	-28.870	0.258	0.258
-2.0	-0.232	0.01162	0.002	0.165	0.035	1.000	0.998	-19.971	0.258	0.258
-1.0	-0.116	0.01140	0.001	0.130	0.061	1.000	0.998	-10.201	0.258	0.258
