Name = NACA 2411
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.658	0.22044	-0.014	0.905	0.004	0.994	0.020	-2.987	0.234	0.229
-19.0	-0.700	0.19701	-0.014	0.886	0.004	0.994	0.022	-3.552	0.235	0.230
-18.0	-0.738	0.17768	-0.015	0.874	0.004	0.994	0.024	-4.155	0.234	0.230
-17.0	-0.772	0.15937	-0.015	0.849	0.005	0.995	0.026	-4.844	0.224	0.230
-16.0	-0.797	0.13988	-0.016	0.826	0.005	0.995	0.031	-5.697	0.186	0.230
-15.0	-0.802	0.12261	-0.017	0.800	0.005	0.995	0.037	-6.539	-6.415	0.228
-14.0	-0.797	0.10826	-0.018	0.765	0.005	0.995	0.044	-7.363	0.404	0.227
-13.0	-0.783	0.09446	-0.020	0.729	0.005	0.995	0.060	-8.293	0.351	0.224
-12.0	-0.760	0.08097	-0.022	0.691	0.006	0.995	0.087	-9.383	0.370	0.221
-11.0	-0.734	0.06352	-0.026	0.650	0.006	0.995	0.170	-11.552	0.588	0.214
-10.0	-0.729	0.03616	-0.033	0.607	0.006	0.995	0.465	-20.145	5.376	0.205
-9.0	-0.731	0.01890	-0.039	0.559	0.007	0.995	0.949	-38.702	0.341	0.197
-8.0	-0.648	0.01311	-0.040	0.508	0.009	0.995	0.983	-49.408	0.264	0.188
-7.0	-0.551	0.01351	-0.041	0.448	0.012	0.995	0.990	-40.760	0.261	0.175
-6.0	-0.445	0.01279	-0.042	0.414	0.016	0.995	0.992	-34.820	0.260	0.155
-5.0	-0.334	0.01227	-0.044	0.391	0.020	0.995	0.993	-27.230	0.260	0.120
-4.0	-0.219	0.01184	-0.045	0.361	0.027	0.995	0.995	-18.484	0.260	0.046
-3.0	-0.101	0.01152	-0.046	0.340	0.043	0.995	0.996	-8.786	0.260	-0.203
-2.0	0.017	0.01136	-0.047	0.306	0.068	0.995	0.997	1.531	0.260	2.956
-1.0	0.137	0.01208	-0.048	0.270	0.104	0.994	0.998	11.302	0.260	0.604
0.0	0.255	0.01204	-0.050	0.235	0.145	0.994	0.998	21.229	0.260	0.444
1.0	0.374	0.01219	-0.051	0.197	0.189	0.994	0.998	30.710	0.260	0.386
2.0	0.493	0.01251	-0.052	0.155	0.237	0.993	0.998	39.380	0.261	0.356
3.0	0.610	0.01303	-0.053	0.110	0.291	0.992	0.998	46.834	0.261	0.337
4.0	0.726	0.01368	-0.054	0.062	0.390	0.991	0.998	53.047	0.261	0.325
5.0	0.838	0.01295	-0.056	0.035	0.473	0.989	0.998	64.732	0.261	0.317
6.0	0.946	0.01387	-0.057	0.020	0.521	0.983	0.998	68.262	0.262	0.310
7.0	1.046	0.01971	-0.058	0.015	0.580	0.977	0.999	53.068	0.263	0.306
8.0	1.134	0.02133	-0.059	0.011	0.655	0.966	0.999	53.175	0.264	0.302
9.0	1.209	0.02341	-0.060	0.008	0.738	0.949	0.999	51.646	0.265	0.300
10.0	1.267	0.02587	-0.061	0.006	0.815	0.922	0.999	48.987	0.267	0.298
11.0	1.304	0.02922	-0.062	0.005	0.872	0.876	0.999	44.641	0.265	0.298
12.0	1.315	0.03434	-0.062	0.004	0.906	0.796	0.999	38.294	0.331	0.297
13.0	1.288	0.04486	-0.061	0.004	0.928	0.642	0.998	28.708	0.315	0.297
14.0	1.211	0.07249	-0.055	0.004	0.943	0.367	0.999	16.705	0.352	0.296
15.0	1.126	0.11415	-0.044	0.003	0.958	0.108	0.998	9.864	0.370	0.289
16.0	1.091	0.13370	-0.041	0.003	0.964	0.067	0.998	8.161	0.317	0.287
17.0	1.054	0.15188	-0.039	0.003	0.974	0.050	0.998	6.938	0.285	0.287
18.0	1.012	0.17268	-0.038	0.003	0.978	0.040	0.998	5.858	0.284	0.288
19.0	0.964	0.19725	-0.036	0.003	0.983	0.028	0.998	4.889	0.270	0.288
20.0	0.900	0.21471	-0.036	0.003	0.988	0.025	0.998	4.191	0.255	0.290

Name = NACA 2411
Mach = 0; Re = 1230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.660	0.21283	-0.015	0.869	0.003	0.995	0.028	-3.100	0.239	0.228
-19.0	-0.701	0.19004	-0.015	0.846	0.004	0.995	0.029	-3.688	0.233	0.229
-18.0	-0.740	0.16896	-0.016	0.820	0.004	0.995	0.035	-4.382	0.226	0.228
-17.0	-0.775	0.14906	-0.017	0.796	0.004	0.995	0.040	-5.197	0.222	0.228
-16.0	-0.800	0.13225	-0.018	0.759	0.005	0.995	0.045	-6.047	0.185	0.228
-15.0	-0.805	0.11713	-0.019	0.722	0.005	0.996	0.055	-6.875	-0.931	0.227
-14.0	-0.802	0.10228	-0.020	0.683	0.005	0.996	0.068	-7.839	0.450	0.225
-13.0	-0.789	0.08832	-0.022	0.645	0.005	0.996	0.092	-8.938	0.389	0.222
-12.0	-0.770	0.07306	-0.025	0.606	0.005	0.995	0.141	-10.537	0.499	0.218
-11.0	-0.759	0.04965	-0.030	0.560	0.006	0.996	0.313	-15.286	-0.638	0.211
-10.0	-0.783	0.02188	-0.037	0.513	0.006	0.996	0.801	-35.806	0.633	0.203
-9.0	-0.734	0.01769	-0.039	0.459	0.007	0.996	0.968	-41.509	0.277	0.197
-8.0	-0.648	0.01251	-0.040	0.420	0.008	0.996	0.986	-51.816	0.263	0.188
-7.0	-0.551	0.01275	-0.041	0.399	0.010	0.996	0.991	-43.219	0.261	0.175
-6.0	-0.445	0.01208	-0.042	0.368	0.014	0.996	0.992	-36.875	0.260	0.155
-5.0	-0.334	0.01156	-0.044	0.350	0.018	0.996	0.994	-28.905	0.260	0.120
-4.0	-0.219	0.01127	-0.045	0.318	0.024	0.996	0.995	-19.414	0.260	0.046
-3.0	-0.101	0.01102	-0.046	0.294	0.037	0.995	0.996	-9.189	0.260	-0.203
-2.0	0.017	0.01170	-0.047	0.258	0.056	0.995	0.997	1.487	0.260	2.957
-1.0	0.137	0.01165	-0.048	0.224	0.084	0.995	0.998	11.720	0.260	0.604
0.0	0.256	0.01159	-0.050	0.191	0.117	0.995	0.998	22.044	0.260	0.444
1.0	0.374	0.01177	-0.051	0.155	0.153	0.994	0.998	31.809	0.260	0.386
2.0	0.493	0.01212	-0.052	0.116	0.191	0.993	0.998	40.644	0.261	0.356
3.0	0.610	0.01262	-0.053	0.079	0.234	0.992	0.998	48.361	0.261	0.337
4.0	0.726	0.01333	-0.055	0.048	0.281	0.991	0.998	54.428	0.261	0.325
5.0	0.839	0.01406	-0.056	0.028	0.338	0.990	0.998	59.636	0.261	0.317
6.0	0.947	0.01319	-0.057	0.017	0.452	0.986	0.999	71.807	0.262	0.310
7.0	1.046	0.01866	-0.058	0.013	0.486	0.981	0.999	56.071	0.263	0.306
8.0	1.136	0.02025	-0.059	0.009	0.530	0.972	0.999	56.091	0.264	0.302
9.0	1.212	0.02219	-0.061	0.007	0.586	0.958	0.999	54.604	0.266	0.300
10.0	1.271	0.02437	-0.062	0.005	0.656	0.936	0.999	52.163	0.268	0.298
11.0	1.310	0.02730	-0.062	0.004	0.732	0.897	0.999	47.999	0.271	0.298
12.0	1.327	0.03114	-0.063	0.004	0.808	0.838	0.999	42.596	0.208	0.297
13.0	1.312	0.03824	-0.062	0.004	0.870	0.730	0.998	34.311	0.293	0.297
14.0	1.261	0.05369	-0.060	0.003	0.907	0.548	0.999	23.488	0.308	0.298
15.0	1.184	0.08311	-0.055	0.003	0.931	0.320	0.998	14.250	0.325	0.296
16.0	1.119	0.11305	-0.049	0.003	0.945	0.170	0.998	9.896	0.339	0.294
17.0	1.064	0.13991	-0.044	0.003	0.959	0.090	0.998	7.606	0.324	0.291
18.0	1.017	0.16085	-0.042	0.003	0.967	0.062	0.999	6.324	0.297	0.291
19.0	0.968	0.18499	-0.040	0.002	0.976	0.044	0.999	5.234	0.268	0.291
20.0	0.903	0.20228	-0.040	0.003	0.981	0.041	0.999	4.466	0.250	0.294

Name = NACA 2411
Mach = 0; Re = 1630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.660	0.21039	-0.015	0.828	0.002	0.995	0.032	-3.138	0.231	0.227
-19.0	-0.702	0.18566	-0.016	0.800	0.003	0.995	0.037	-3.782	0.231	0.228
-18.0	-0.742	0.16070	-0.017	0.766	0.004	0.995	0.042	-4.614	0.229	0.228
-17.0	-0.776	0.14312	-0.017	0.731	0.004	0.996	0.047	-5.422	0.218	0.228
-16.0	-0.802	0.12754	-0.018	0.697	0.004	0.996	0.057	-6.288	0.178	0.227
-15.0	-0.808	0.11272	-0.020	0.659	0.005	0.996	0.068	-7.167	-0.484	0.226
-14.0	-0.806	0.09751	-0.021	0.616	0.005	0.996	0.088	-8.263	0.515	0.224
-13.0	-0.795	0.08350	-0.023	0.574	0.005	0.996	0.119	-9.518	0.430	0.221
-12.0	-0.779	0.06679	-0.026	0.534	0.005	0.996	0.190	-11.662	1.770	0.217
-11.0	-0.789	0.03683	-0.032	0.493	0.006	0.996	0.482	-21.416	-0.350	0.209
-10.0	-0.798	0.01958	-0.037	0.441	0.006	0.996	0.889	-40.746	0.379	0.203
-9.0	-0.735	0.01694	-0.039	0.411	0.006	0.996	0.976	-43.416	0.269	0.197
-8.0	-0.649	0.01199	-0.040	0.391	0.007	0.996	0.989	-54.091	0.262	0.188
-7.0	-0.551	0.01233	-0.041	0.361	0.009	0.996	0.991	-44.683	0.261	0.175
-6.0	-0.445	0.01168	-0.042	0.346	0.013	0.996	0.993	-38.149	0.260	0.155
-5.0	-0.334	0.01125	-0.044	0.311	0.017	0.996	0.994	-29.711	0.260	0.120
-4.0	-0.219	0.01089	-0.045	0.286	0.021	0.996	0.996	-20.098	0.260	0.046
-3.0	-0.101	0.01071	-0.046	0.256	0.033	0.996	0.997	-9.460	0.260	-0.203
-2.0	0.017	0.01144	-0.047	0.223	0.048	0.995	0.998	1.521	0.260	2.957
-1.0	0.137	0.01137	-0.048	0.194	0.071	0.995	0.998	12.018	0.260	0.604
0.0	0.256	0.01131	-0.050	0.164	0.100	0.995	0.998	22.593	0.260	0.444
1.0	0.374	0.01150	-0.051	0.129	0.133	0.994	0.998	32.547	0.260	0.386
2.0	0.493	0.01179	-0.052	0.094	0.168	0.994	0.998	41.776	0.261	0.356
3.0	0.610	0.01227	-0.053	0.061	0.203	0.993	0.998	49.714	0.261	0.337
4.0	0.726	0.01292	-0.055	0.037	0.242	0.992	0.998	56.160	0.261	0.325
5.0	0.839	0.01366	-0.056	0.021	0.284	0.991	0.998	61.403	0.261	0.317
6.0	0.947	0.01292	-0.057	0.015	0.335	0.988	0.999	73.355	0.262	0.310
7.0	1.047	0.01351	-0.058	0.012	0.433	0.983	0.999	77.468	0.263	0.306
8.0	1.137	0.01947	-0.059	0.008	0.470	0.976	0.999	58.389	0.264	0.302
9.0	1.213	0.02132	-0.061	0.006	0.510	0.963	0.999	56.894	0.266	0.300
10.0	1.273	0.02336	-0.062	0.005	0.559	0.943	0.999	54.485	0.269	0.298
11.0	1.314	0.02610	-0.063	0.004	0.614	0.910	0.999	50.325	0.273	0.298
12.0	1.332	0.02963	-0.063	0.004	0.680	0.857	0.999	44.939	0.292	0.297
13.0	1.322	0.03547	-0.063	0.003	0.757	0.767	0.999	37.283	0.282	0.298
14.0	1.280	0.04735	-0.061	0.003	0.831	0.615	0.999	27.028	0.293	0.298
15.0	1.214	0.06864	-0.058	0.003	0.881	0.430	0.999	17.692	0.306	0.298
16.0	1.144	0.09738	-0.054	0.003	0.915	0.263	0.999	11.744	0.327	0.297
17.0	1.074	0.13063	-0.047	0.003	0.938	0.128	0.999	8.222	0.323	0.294
18.0	1.024	0.15195	-0.045	0.003	0.956	0.091	0.999	6.741	0.299	0.294
19.0	0.972	0.17542	-0.042	0.002	0.964	0.062	0.999	5.543	0.272	0.294
20.0	0.907	0.19377	-0.042	0.003	0.976	0.057	0.999	4.681	0.250	0.297

Name = NACA 2411
Mach = 0; Re = 2030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.660	0.21025	-0.015	0.784	0.002	0.995	0.033	-3.141	0.231	0.227
-19.0	-0.702	0.18387	-0.016	0.754	0.002	0.996	0.038	-3.820	0.230	0.227
-18.0	-0.742	0.16166	-0.017	0.715	0.003	0.996	0.044	-4.589	0.222	0.227
-17.0	-0.778	0.14003	-0.018	0.676	0.004	0.996	0.056	-5.554	0.213	0.227
-16.0	-0.804	0.12447	-0.019	0.640	0.004	0.996	0.065	-6.458	0.180	0.226
-15.0	-0.810	0.10915	-0.020	0.607	0.004	0.996	0.079	-7.422	-0.348	0.225
-14.0	-0.808	0.09447	-0.022	0.563	0.005	0.996	0.102	-8.558	0.566	0.223
-13.0	-0.799	0.07993	-0.024	0.521	0.004	0.996	0.140	-9.993	0.492	0.220
-12.0	-0.787	0.06175	-0.027	0.478	0.005	0.996	0.231	-12.739	-0.538	0.216
-11.0	-0.811	0.02929	-0.034	0.434	0.005	0.996	0.610	-27.699	-0.382	0.208
-10.0	-0.803	0.01855	-0.038	0.407	0.005	0.996	0.923	-43.311	0.321	0.203
-9.0	-0.736	0.01634	-0.039	0.386	0.006	0.997	0.979	-45.022	0.267	0.197
-8.0	-0.649	0.01273	-0.040	0.359	0.007	0.997	0.989	-50.984	0.262	0.188
-7.0	-0.551	0.01192	-0.041	0.345	0.008	0.996	0.992	-46.213	0.261	0.175
-6.0	-0.445	0.01143	-0.042	0.310	0.012	0.996	0.993	-38.974	0.260	0.155
-5.0	-0.334	0.01097	-0.044	0.288	0.016	0.996	0.995	-30.460	0.260	0.120
-4.0	-0.219	0.01066	-0.045	0.257	0.020	0.996	0.996	-20.527	0.260	0.046
-3.0	-0.101	0.01051	-0.046	0.227	0.029	0.996	0.997	-9.636	0.260	-0.203
-2.0	0.017	0.01113	-0.047	0.205	0.042	0.996	0.998	1.564	0.260	2.957
-1.0	0.137	0.01106	-0.048	0.171	0.063	0.996	0.998	12.348	0.260	0.604
0.0	0.256	0.01118	-0.050	0.139	0.087	0.995	0.998	22.867	0.260	0.444
1.0	0.374	0.01130	-0.051	0.108	0.115	0.995	0.998	33.136	0.260	0.386
2.0	0.493	0.01162	-0.052	0.078	0.146	0.994	0.998	42.421	0.261	0.356
3.0	0.610	0.01205	-0.053	0.052	0.179	0.993	0.998	50.653	0.261	0.337
4.0	0.726	0.01256	-0.055	0.032	0.216	0.992	0.998	57.800	0.261	0.325
5.0	0.839	0.01325	-0.056	0.020	0.255	0.991	0.999	63.304	0.261	0.317
6.0	0.948	0.01407	-0.057	0.014	0.296	0.990	0.999	67.373	0.262	0.310
7.0	1.047	0.01323	-0.058	0.011	0.343	0.985	0.999	79.191	0.263	0.306
8.0	1.137	0.01891	-0.060	0.007	0.426	0.978	0.999	60.139	0.264	0.302
9.0	1.214	0.02063	-0.061	0.005	0.465	0.966	0.999	58.827	0.266	0.300
10.0	1.274	0.02261	-0.062	0.005	0.505	0.949	0.999	56.381	0.269	0.298
11.0	1.316	0.02516	-0.063	0.004	0.548	0.919	0.999	52.304	0.274	0.298
12.0	1.336	0.02849	-0.063	0.003	0.598	0.871	0.999	46.877	0.298	0.297
13.0	1.329	0.03373	-0.063	0.003	0.657	0.790	0.999	39.394	0.272	0.298
14.0	1.293	0.04318	-0.062	0.003	0.722	0.664	0.999	29.954	0.287	0.298
15.0	1.228	0.06234	-0.060	0.003	0.798	0.481	0.999	19.705	0.294	0.298
16.0	1.165	0.08497	-0.057	0.003	0.860	0.342	0.999	13.709	0.314	0.299
17.0	1.086	0.12032	-0.050	0.003	0.907	0.175	0.999	9.030	0.321	0.296
18.0	1.030	0.14550	-0.047	0.003	0.935	0.114	0.999	7.079	0.305	0.296
19.0	0.976	0.16918	-0.044	0.002	0.951	0.078	0.999	5.770	0.278	0.295
20.0	0.909	0.18823	-0.044	0.003	0.964	0.067	0.999	4.830	0.259	0.298

Name = NACA 2411
Mach = 0; Re = 2430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.661	0.20901	-0.015	0.741	0.001	0.996	0.034	-3.161	0.234	0.227
-19.0	-0.703	0.18494	-0.016	0.708	0.002	0.996	0.038	-3.799	0.230	0.227
-18.0	-0.742	0.16176	-0.017	0.668	0.002	0.996	0.045	-4.588	0.221	0.227
-17.0	-0.778	0.13899	-0.018	0.630	0.004	0.996	0.058	-5.598	0.211	0.227
-16.0	-0.805	0.12194	-0.019	0.598	0.004	0.996	0.071	-6.600	0.172	0.226
-15.0	-0.812	0.10626	-0.021	0.560	0.004	0.996	0.090	-7.643	-0.212	0.224
-14.0	-0.812	0.09113	-0.022	0.517	0.005	0.996	0.118	-8.907	0.668	0.222
-13.0	-0.803	0.07635	-0.025	0.476	0.004	0.996	0.162	-10.518	0.582	0.219
-12.0	-0.795	0.05675	-0.028	0.434	0.005	0.996	0.276	-14.005	-0.133	0.215
-11.0	-0.830	0.02442	-0.035	0.408	0.005	0.997	0.716	-33.975	-0.619	0.208
-10.0	-0.806	0.01786	-0.038	0.387	0.005	0.997	0.940	-45.138	0.296	0.203
-9.0	-0.736	0.01591	-0.039	0.360	0.006	0.997	0.981	-46.258	0.266	0.197
-8.0	-0.649	0.01245	-0.040	0.347	0.006	0.997	0.990	-52.137	0.262	0.188
-7.0	-0.551	0.01170	-0.041	0.313	0.008	0.997	0.992	-47.110	0.261	0.175
-6.0	-0.445	0.01108	-0.042	0.296	0.011	0.997	0.994	-40.215	0.260	0.155
-5.0	-0.334	0.01077	-0.044	0.261	0.015	0.997	0.995	-31.042	0.260	0.120
-4.0	-0.219	0.01045	-0.045	0.236	0.019	0.997	0.996	-20.939	0.260	0.046
